"term";"estimate";"std.error";"statistic";"p.value"
"periodV1 14D+";-0.807467057848153;0.0333636183360268;-24.2020229855055;0
"periodV2 7D+";-1.24797489598755;0.044029718632977;-28.3439216677814;0
