"term";"estimate";"std.error";"statistic";"p.value"
"periodV1 14D+";-0.0733561058619667;0.128828208560245;-0.56941027653631;0.57
"periodV2 7D+";-0.517330711033317;0.156877670982304;-3.29766950129999;0.00097
