"term";"estimate";"std.error";"statistic";"p.value"
"periodV1 14D+";-0.813835745386736;0.0342154284104194;-23.7856365737892;0
"periodV2 7D+";-1.26775428046452;0.0448880746165065;-28.2425631149332;0
