"term";"estimate";"std.error";"statistic";"p.value"
"periodV1 14D+";-0.166518153911746;0.108316511938711;-1.53732935940522;0.12
"periodV2 7D+";-0.618392343132217;0.132309477087018;-4.67383256851289;3e-06
