"contrast";"term";"estimate";"SE";"df";"asymp.LCL";"asymp.UCL";"trt";"ctrl";"crtl.n_events";"crtl.n_obs";"crtl.exp_time";"trt.n_events";"trt.n_obs";"trt.exp_time";"model_AIC";"model_BIC";"model_size";"model_p_value";"model_interaction_var"
"(V3 14-60D) - (no-vax)";"Age < 60";" -1.13625665";"   0.4410177";"Inf";"-2.116115e+00";"  -0.15639836";"V3 14-60D";"no-vax";" 40";" 26302";" 774445";"  6";" 6866";" 230383";"13216.512";"13239.085";"167679";"5.921505e-01";"age_bin_60"
"(V3 60+) - (no-vax)";"Age < 60";" -1.10171655";"   0.3904058";"Inf";"-1.969125e+00";"  -0.23430833";"V3 60+";"no-vax";" 40";" 26302";" 774445";"  8";" 7926";" 400207";"13216.512";"13239.085";"167679";"5.921505e-01";"age_bin_60"
"(V3 14-60D) - (no-vax)";"Age 60+";" -1.60827928";"   0.1657418";"Inf";"-1.976526e+00";"  -1.24003221";"V3 14-60D";"no-vax";"478";" 90175";"2051806";" 44";"22003";" 560384";"13216.512";"13239.085";"167679";"5.921505e-01";"age_bin_60"
"(V3 60+) - (no-vax)";"Age 60+";" -1.02116368";"   0.1222937";"Inf";"-1.292877e+00";"  -0.74945008";"V3 60+";"no-vax";"478";" 90175";"2051806";" 99";"14407";" 887997";"13216.512";"13239.085";"167679";"5.921505e-01";"age_bin_60"
"(V3 14-60D) - (no-vax)";"Age < 65";" -0.85540254";"   0.2974221";"Inf";"-1.516218e+00";"  -0.19458672";"V3 14-60D";"no-vax";" 70";" 40165";"1080271";" 14";" 9817";" 316231";"13195.522";"13218.096";"167679";"4.711419e-02";"age_bin_65"
"(V3 60+) - (no-vax)";"Age < 65";" -0.90670718";"   0.2749646";"Inf";"-1.517627e+00";"  -0.29578769";"V3 60+";"no-vax";" 70";" 40165";"1080271";" 17";"10456";" 546347";"13195.522";"13218.096";"167679";"4.711419e-02";"age_bin_65"
"(V3 14-60D) - (no-vax)";"Age 65+";" -1.74248434";"   0.1807413";"Inf";"-2.144057e+00";"  -1.34091120";"V3 14-60D";"no-vax";"448";" 76312";"1745980";" 36";"19052";" 474536";"13195.522";"13218.096";"167679";"4.711419e-02";"age_bin_65"
"(V3 60+) - (no-vax)";"Age 65+";" -1.04010353";"   0.1269937";"Inf";"-1.322260e+00";"  -0.75794753";"V3 60+";"no-vax";"448";" 76312";"1745980";" 90";"11877";" 741857";"13195.522";"13218.096";"167679";"4.711419e-02";"age_bin_65"
"(V3 14-60D) - (no-vax)";"Age < 70";" -1.37054928";"   0.2618650";"Inf";"-1.952364e+00";"  -0.78873467";"V3 14-60D";"no-vax";"142";" 56710";"1428543";" 17";"13317";" 410801";"13240.002";"13262.576";"167679";"4.846987e-01";"age_bin_70"
"(V3 60+) - (no-vax)";"Age < 70";" -1.14041071";"   0.2160025";"Inf";"-1.620327e+00";"  -0.66049392";"V3 60+";"no-vax";"142";" 56710";"1428543";" 27";"13158";" 702888";"13240.002";"13262.576";"167679";"4.846987e-01";"age_bin_70"
"(V3 14-60D) - (no-vax)";"Age 70+";" -1.64543567";"   0.1887690";"Inf";"-2.064845e+00";"  -1.22602650";"V3 14-60D";"no-vax";"376";" 59767";"1397708";" 33";"15552";" 379966";"13240.002";"13262.576";"167679";"4.846987e-01";"age_bin_70"
"(V3 60+) - (no-vax)";"Age 70+";" -0.96491962";"   0.1341850";"Inf";"-1.263053e+00";"  -0.66678577";"V3 60+";"no-vax";"376";" 59767";"1397708";" 80";" 9175";" 585316";"13240.002";"13262.576";"167679";"4.846987e-01";"age_bin_70"
"(V3 14-60D) - (no-vax)";"Age < 75";" -1.44661222";"   0.2257007";"Inf";"-1.948077e+00";"  -0.94514788";"V3 14-60D";"no-vax";"212";" 73662";"1809070";" 23";"17200";" 507622";"13244.093";"13266.666";"167679";"4.661619e-01";"age_bin_75"
"(V3 60+) - (no-vax)";"Age < 75";" -1.14167906";"   0.1796346";"Inf";"-1.540793e+00";"  -0.74256491";"V3 60+";"no-vax";"212";" 73662";"1809070";" 40";"15813";" 866658";"13244.093";"13266.666";"167679";"4.661619e-01";"age_bin_75"
"(V3 14-60D) - (no-vax)";"Age 75+";" -1.65064745";"   0.2072518";"Inf";"-2.111122e+00";"  -1.19017307";"V3 14-60D";"no-vax";"306";" 42815";"1017181";" 27";"11669";" 283145";"13244.093";"13266.666";"167679";"4.661619e-01";"age_bin_75"
"(V3 60+) - (no-vax)";"Age 75+";" -0.93646686";"   0.1454275";"Inf";"-1.259579e+00";"  -0.61335438";"V3 60+";"no-vax";"306";" 42815";"1017181";" 67";" 6520";" 421546";"13244.093";"13266.666";"167679";"4.661619e-01";"age_bin_75"
"(V3 14-60D) - (no-vax)";"Age < 80";" -1.60226008";"   0.2042796";"Inf";"-2.056131e+00";"  -1.14838937";"V3 14-60D";"no-vax";"302";" 91625";"2216786";" 28";"21876";" 617806";"13273.455";"13296.028";"167679";"8.844136e-01";"age_bin_80"
"(V3 60+) - (no-vax)";"Age < 80";" -0.98877969";"   0.1460376";"Inf";"-1.313248e+00";"  -0.66431168";"V3 60+";"no-vax";"302";" 91625";"2216786";" 65";"18406";"1031374";"13273.455";"13296.028";"167679";"8.844136e-01";"age_bin_80"
"(V3 14-60D) - (no-vax)";"Age 80+";" -1.50748379";"   0.2296581";"Inf";"-2.017741e+00";"  -0.99722673";"V3 14-60D";"no-vax";"216";" 24852";" 609465";" 22";" 6993";" 172961";"13273.455";"13296.028";"167679";"8.844136e-01";"age_bin_80"
"(V3 60+) - (no-vax)";"Age 80+";" -1.06291049";"   0.1774177";"Inf";"-1.457099e+00";"  -0.66872173";"V3 60+";"no-vax";"216";" 24852";" 609465";" 42";" 3927";" 256830";"13273.455";"13296.028";"167679";"8.844136e-01";"age_bin_80"
"(V3 14-60D) - (no-vax)";"Age < 85";" -1.55560422";"   0.1755019";"Inf";"-1.945536e+00";"  -1.16567215";"V3 14-60D";"no-vax";"402";"104209";"2515303";" 39";"25335";" 700447";"13337.340";"13359.913";"167679";"7.333593e-01";"age_bin_85"
"(V3 60+) - (no-vax)";"Age < 85";" -1.06626837";"   0.1335112";"Inf";"-1.362905e+00";"  -0.76963157";"V3 60+";"no-vax";"402";"104209";"2515303";" 79";"20240";"1152361";"13337.340";"13359.913";"167679";"7.333593e-01";"age_bin_85"
"(V3 14-60D) - (no-vax)";"Age 85+";" -1.58507177";"   0.3196967";"Inf";"-2.295378e+00";"  -0.87476592";"V3 14-60D";"no-vax";"116";" 12268";" 310948";" 11";" 3534";"  90320";"13337.340";"13359.913";"167679";"7.333593e-01";"age_bin_85"
"(V3 60+) - (no-vax)";"Age 85+";" -0.87672241";"   0.2179233";"Inf";"-1.360907e+00";"  -0.39253787";"V3 60+";"no-vax";"116";" 12268";" 310948";" 28";" 2093";" 135843";"13337.340";"13359.913";"167679";"7.333593e-01";"age_bin_85"
"(V3 14-60D) - (no-vax)";"M";"  0.00000000";"   0.0000000";"Inf";" 0.000000e+00";"   0.00000000";"V3 14-60D";"no-vax";" 11";" 27614";" 287361";" 30";"14168";" 371997";" 3163.946";" 3173.353";"105469";"1.310975e-01";"gender_concept_id"
"(V3 60+) - (no-vax)";"M";"  0.00000000";"   0.0000000";"Inf";" 0.000000e+00";"   0.00000000";"V3 60+";"no-vax";" 11";" 27614";" 287361";" 58";"10137";" 596682";" 3163.946";" 3173.353";"105469";"1.310975e-01";"gender_concept_id"
"(V3 14-60D) - (no-vax)";"F";"  1.16635927";"   0.8211565";"Inf";"-6.580959e-01";"   2.99081447";"V3 14-60D";"no-vax";"  2";" 26653";" 285474";" 20";"14701";" 418770";" 3163.946";" 3173.353";"105469";"1.310975e-01";"gender_concept_id"
"(V3 60+) - (no-vax)";"F";"  1.39410101";"   0.7928623";"Inf";"-3.674896e-01";"   3.15569163";"V3 60+";"no-vax";"  2";" 26653";" 285474";" 49";"12196";" 691522";" 3163.946";" 3173.353";"105469";"1.310975e-01";"gender_concept_id"
"(V3 14-60D) - (no-vax)";"0";" -1.41788987";"   0.5248966";"Inf";"-2.584111e+00";"  -0.25166849";"V3 14-60D";"no-vax";" 44";" 10442";" 308909";"  4";" 2408";"  74327";"13354.447";"13404.108";"167679";"1.838836e-01";"visits_outpatient_cat"
"(V3 60+) - (no-vax)";"0";" -0.99423383";"   0.3873468";"Inf";"-1.854845e+00";"  -0.13362228";"V3 60+";"no-vax";" 44";" 10442";" 308909";"  8";" 2397";" 132745";"13354.447";"13404.108";"167679";"1.838836e-01";"visits_outpatient_cat"
"(V3 14-60D) - (no-vax)";"1";" -2.42033309";"   1.0211005";"Inf";"-4.689026e+00";"  -0.15164011";"V3 14-60D";"no-vax";" 25";" 11147";" 272131";"  1";" 2630";"  74453";"13354.447";"13404.108";"167679";"1.838836e-01";"visits_outpatient_cat"
"(V3 60+) - (no-vax)";"1";" -1.06890900";"   0.4926050";"Inf";"-2.163384e+00";"   0.02556647";"V3 60+";"no-vax";" 25";" 11147";" 272131";"  5";" 2225";" 127977";"13354.447";"13404.108";"167679";"1.838836e-01";"visits_outpatient_cat"
"(V3 14-60D) - (no-vax)";"2";" -0.39830834";"   0.4683973";"Inf";"-1.438999e+00";"   0.64238228";"V3 14-60D";"no-vax";" 20";" 10993";" 276006";"  6";" 2666";"  75598";"13354.447";"13404.108";"167679";"1.838836e-01";"visits_outpatient_cat"
"(V3 60+) - (no-vax)";"2";" -0.24110875";"   0.4045418";"Inf";"-1.139924e+00";"   0.65770691";"V3 60+";"no-vax";" 20";" 10993";" 276006";"  9";" 2231";" 127337";"13354.447";"13404.108";"167679";"1.838836e-01";"visits_outpatient_cat"
"(V3 14-60D) - (no-vax)";"3+";" -1.65839603";"   0.1749654";"Inf";"-2.047136e+00";"  -1.26965593";"V3 14-60D";"no-vax";"429";" 83895";"1969205";" 39";"21165";" 566389";"13354.447";"13404.108";"167679";"1.838836e-01";"visits_outpatient_cat"
