"term";"estimate";"std.error";"statistic";"p.value"
"periodV3 14-60D";-1.14573929670917;0.137149331328066;-8.35395466834992;0
"periodV3 60+";-1.39244981694268;0.115614361698732;-12.0439173514717;0
