"contrast";"term";"estimate";"SE";"df";"asymp.LCL";"asymp.UCL";"trt";"ctrl";"crtl.n_events";"crtl.n_obs";"crtl.exp_time";"trt.n_events";"trt.n_obs";"trt.exp_time";"model_AIC";"model_BIC";"model_size";"model_p_value";"model_interaction_var"
"(V2 7D+) - (no-vax)";"1";" -0.39319782";"  0.28638015";"Inf";"-1.029481e+00";"   0.24308495";"V2 7D+";"no-vax";" 39";" 24488";" 778700.5";" 18";"  5979";" 443058";"14799.32";"14821.88";"355460";"0.3736868482";"cancer_dx_prostate"
"(V1 14D+) - (no-vax)";"0";" -0.53643803";"  0.15510787";"Inf";"-8.810585e-01";"  -0.19181756";"V1 14D+";"no-vax";"392";"173056";"6304210.0";" 53";" 89248";"1315426";"14793.46";"14816.03";"355460";"0.1937681793";"cancer_dx_colorectal"
"(V2 7D+) - (no-vax)";"0";" -0.71529443";"  0.10595530";"Inf";"-9.507072e-01";"  -0.47988171";"V2 7D+";"no-vax";"392";"173056";"6304210.0";"126";" 47172";"3455117";"14793.46";"14816.03";"355460";"0.1937681793";"cancer_dx_colorectal"
"(V1 14D+) - (no-vax)";"1";" -0.09602387";"  0.28985700";"Inf";"-7.400315e-01";"   0.54798379";"V1 14D+";"no-vax";" 69";" 26051";" 865481.0";" 15";" 12900";" 183696";"14793.46";"14816.03";"355460";"0.1937681793";"cancer_dx_colorectal"
"(V2 7D+) - (no-vax)";"1";" -0.97650429";"  0.26073744";"Inf";"-1.555814e+00";"  -0.39719480";"V2 7D+";"no-vax";" 69";" 26051";" 865481.0";" 19";"  7033";" 521973";"14793.46";"14816.03";"355460";"0.1937681793";"cancer_dx_colorectal"
"(V1 14D+) - (no-vax)";"0";" -0.41034732";"  0.14389701";"Inf";"-7.300594e-01";"  -0.09063526";"V1 14D+";"no-vax";"412";"187473";"6728661.0";" 64";" 96313";"1417258";"14780.35";"14802.92";"355460";"0.3213910981";"cancer_dx_lung"
"(V2 7D+) - (no-vax)";"0";" -0.77202441";"  0.10489317";"Inf";"-1.005077e+00";"  -0.53897155";"V2 7D+";"no-vax";"412";"187473";"6728661.0";"128";" 51217";"3770546";"14780.35";"14802.92";"355460";"0.3213910981";"cancer_dx_lung"
"(V1 14D+) - (no-vax)";"1";" -0.90296510";"  0.52300044";"Inf";"-2.064974e+00";"   0.25904338";"V1 14D+";"no-vax";" 49";" 11634";" 441030.0";"  4";"  5835";"  81864";"14780.35";"14802.92";"355460";"0.3213910981";"cancer_dx_lung"
"(V2 7D+) - (no-vax)";"1";" -0.47101292";"  0.28272565";"Inf";"-1.099176e+00";"   0.15715023";"V2 7D+";"no-vax";" 49";" 11634";" 441030.0";" 17";"  2988";" 206544";"14780.35";"14802.92";"355460";"0.3213910981";"cancer_dx_lung"
"(V1 14D+) - (no-vax)";"0";" -0.42452220";"  0.14007865";"Inf";"-7.357506e-01";"  -0.11329383";"V1 14D+";"no-vax";"449";"193127";"6952179.0";" 68";" 99199";"1450652";"14797.11";"14819.67";"355460";"0.0660549443";"cancer_dx_head_neck"
"(V2 7D+) - (no-vax)";"0";" -0.76809765";"  0.10087916";"Inf";"-9.922321e-01";"  -0.54396314";"V2 7D+";"no-vax";"449";"193127";"6952179.0";"139";" 52638";"3866988";"14797.11";"14819.67";"355460";"0.0660549443";"cancer_dx_head_neck"
"(V1 14D+) - (no-vax)";"1";"-14.14709167";"681.61086846";"Inf";"-1.528558e+03";"1500.26389267";"V1 14D+";"no-vax";" 12";"  5980";" 217512.0";"  0";"  2949";"  48470";"14797.11";"14819.67";"355460";"0.0660549443";"cancer_dx_head_neck"
"(V2 7D+) - (no-vax)";"1";" -0.19554176";"  0.50079109";"Inf";"-1.308205e+00";"   0.91712173";"V2 7D+";"no-vax";" 12";"  5980";" 217512.0";"  6";"  1567";" 110102";"14797.11";"14819.67";"355460";"0.0660549443";"cancer_dx_head_neck"
"(V1 14D+) - (no-vax)";"0";" -0.44870750";"  0.13990036";"Inf";"-7.595397e-01";"  -0.13787525";"V1 14D+";"no-vax";"460";"194822";"7014335.0";" 68";"100047";"1463721";"14785.67";"14808.23";"355460";"0.0141963532";"cancer_dx_endometrium"
"(V2 7D+) - (no-vax)";"0";" -0.77622758";"  0.10010797";"Inf";"-9.986486e-01";"  -0.55380653";"V2 7D+";"no-vax";"460";"194822";"7014335.0";"141";" 53070";"3895016";"14785.67";"14808.23";"355460";"0.0141963532";"cancer_dx_endometrium"
"(V1 14D+) - (no-vax)";"1";"-11.00813186";"483.49937207";"Inf";"-1.085253e+03";"1063.23641714";"V1 14D+";"no-vax";"  1";"  4285";" 155356.0";"  0";"  2101";"  35401";"14785.67";"14808.23";"355460";"0.0141963532";"cancer_dx_endometrium"
"(V2 7D+) - (no-vax)";"1";"  1.83824183";"  1.11839338";"Inf";"-6.466177e-01";"   4.32310130";"V2 7D+";"no-vax";"  1";"  4285";" 155356.0";"  4";"  1135";"  82074";"14785.67";"14808.23";"355460";"0.0141963532";"cancer_dx_endometrium"
"(V1 14D+) - (no-vax)";"0";" -0.46544820";"  0.14752873";"Inf";"-7.932292e-01";"  -0.13766715";"V1 14D+";"no-vax";"411";"181331";"6570320.0";" 60";" 93723";"1377134";"14797.24";"14819.80";"355460";"0.9110537871";"cancer_dx_bladder"
"(V2 7D+) - (no-vax)";"0";" -0.74045451";"  0.10428184";"Inf";"-9.721491e-01";"  -0.50875990";"V2 7D+";"no-vax";"411";"181331";"6570320.0";"130";" 49595";"3632697";"14797.24";"14819.80";"355460";"0.9110537871";"cancer_dx_bladder"
"(V1 14D+) - (no-vax)";"1";" -0.36338606";"  0.38431796";"Inf";"-1.217268e+00";"   0.49049608";"V1 14D+";"no-vax";" 50";" 17776";" 599371.0";"  8";"  8425";" 121988";"14797.24";"14819.80";"355460";"0.9110537871";"cancer_dx_bladder"
"(V2 7D+) - (no-vax)";"1";" -0.83391309";"  0.29578402";"Inf";"-1.491089e+00";"  -0.17673671";"V2 7D+";"no-vax";" 50";" 17776";" 599371.0";" 15";"  4610";" 344393";"14797.24";"14819.80";"355460";"0.9110537871";"cancer_dx_bladder"
"(V1 14D+) - (no-vax)";"0";" -0.48370676";"  0.14330457";"Inf";"-8.021025e-01";"  -0.16531099";"V1 14D+";"no-vax";"446";"195348";"7022649.0";" 64";"100235";"1472883";"14782.92";"14805.49";"355460";"0.0593973956";"cancer_dx_liver_biliary"
"(V2 7D+) - (no-vax)";"0";" -0.79139762";"  0.10201788";"Inf";"-1.018062e+00";"  -0.56473311";"V2 7D+";"no-vax";"446";"195348";"7022649.0";"135";" 53236";"3908405";"14782.92";"14805.49";"355460";"0.0593973956";"cancer_dx_liver_biliary"
"(V1 14D+) - (no-vax)";"1";"  0.32279633";"  0.56539632";"Inf";"-9.334078e-01";"   1.57900047";"V1 14D+";"no-vax";" 15";"  3759";" 147042.0";"  4";"  1913";"  26239";"14782.92";"14805.49";"355460";"0.0593973956";"cancer_dx_liver_biliary"
"(V2 7D+) - (no-vax)";"1";"  0.17463757";"  0.40908201";"Inf";"-7.342656e-01";"   1.08354074";"V2 7D+";"no-vax";" 15";"  3759";" 147042.0";" 10";"   969";"  68685";"14782.92";"14805.49";"355460";"0.0593973956";"cancer_dx_liver_biliary"
"(V1 14D+) - (no-vax)";"0";" -0.47969927";"  0.14143023";"Inf";"-7.939306e-01";"  -0.16546793";"V1 14D+";"no-vax";"461";"191596";"6913951.0";" 66";" 98172";"1440196";"14768.62";"14791.18";"355460";"0.0015787097";"cancer_dx_melanoma"
"(V2 7D+) - (no-vax)";"0";" -0.77134413";"  0.10008560";"Inf";"-9.937155e-01";"  -0.54897277";"V2 7D+";"no-vax";"461";"191596";"6913951.0";"141";" 52099";"3817296";"14768.62";"14791.18";"355460";"0.0015787097";"cancer_dx_melanoma"
"(V1 14D+) - (no-vax)";"1";" 14.53536153";"515.98873954";"Inf";"-1.131894e+03";"1160.96516644";"V1 14D+";"no-vax";"  0";"  7511";" 255740.0";"  2";"  3976";"  58926";"14768.62";"14791.18";"355460";"0.0015787097";"cancer_dx_melanoma"
"(V2 7D+) - (no-vax)";"1";" 14.15371103";"515.98849568";"Inf";"-1.132276e+03";"1160.58297413";"V2 7D+";"no-vax";"  0";"  7511";" 255740.0";"  4";"  2106";" 159794";"14768.62";"14791.18";"355460";"0.0015787097";"cancer_dx_melanoma"
"(V1 14D+) - (no-vax)";"0";" -0.46663393";"  0.14152594";"Inf";"-7.810779e-01";"  -0.15218995";"V1 14D+";"no-vax";"452";"196069";"7048294.0";" 66";"100578";"1477941";"14793.88";"14816.44";"355460";"0.0865021765";"cancer_dx_pancreas"
"(V2 7D+) - (no-vax)";"0";" -0.78297973";"  0.10107609";"Inf";"-1.007552e+00";"  -0.55840770";"V2 7D+";"no-vax";"452";"196069";"7048294.0";"138";" 53426";"3923382";"14793.88";"14816.44";"355460";"0.0865021765";"cancer_dx_pancreas"
"(V1 14D+) - (no-vax)";"1";"  0.17104218";"  0.78386964";"Inf";"-1.570569e+00";"   1.91265289";"V1 14D+";"no-vax";"  9";"  3038";" 121397.0";"  2";"  1570";"  21181";"14793.88";"14816.44";"355460";"0.0865021765";"cancer_dx_pancreas"
"(V2 7D+) - (no-vax)";"1";"  0.39002694";"  0.50463079";"Inf";"-7.311676e-01";"   1.51122153";"V2 7D+";"no-vax";"  9";"  3038";" 121397.0";"  7";"   779";"  53708";"14793.88";"14816.44";"355460";"0.0865021765";"cancer_dx_pancreas"
"(V1 14D+) - (no-vax)";"0";" -0.44099013";"  0.14264243";"Inf";"-7.579148e-01";"  -0.12406551";"V1 14D+";"no-vax";"437";"192009";"6936979.0";" 65";" 98569";"1445324";"14796.86";"14819.42";"355460";"0.8364169715";"cancer_dx_kidney"
