"term";"estimate";"std.error";"statistic";"p.value"
"periodV3 14-60D";-0.725767503697958;0.0868701497695665;-8.35462475456924;0
"periodV3 60+";-1.10538115901466;0.0802887344592063;-13.7675748217988;0
