"term";"estimate";"std.error";"statistic";"p.value"
"periodV3 14-60D";-0.936290173760079;0.081527287949778;-11.4843777746765;0
"periodV3 60+";-1.16869804907097;0.071361175335112;-16.3772253411294;0
