"contrast";"term";"estimate";"SE";"df";"asymp.LCL";"asymp.UCL";"trt";"ctrl";"crtl.n_events";"crtl.n_obs";"crtl.exp_time";"trt.n_events";"trt.n_obs";"trt.exp_time";"model_AIC";"model_BIC";"model_size";"model_p_value";"model_interaction_var"
"(V3 14-60D) - (no-vax)";"Age < 60";" -1.10080167";"   0.4464272";"Inf";"   -2.0926787";"-1.089246e-01";"V3 14-60D";"no-vax";" 34";" 26281";" 764927";" 6";" 6866";" 227888";"10031.082";"10052.185";"167481";"4.655443e-01";"age_bin_60"
"(V3 60+) - (no-vax)";"Age < 60";" -0.87709873";"   0.4208809";"Inf";"   -1.8122168";" 5.801934e-02";"V3 60+";"no-vax";" 34";" 26281";" 764927";" 7";" 7888";" 398361";"10031.082";"10052.185";"167481";"4.655443e-01";"age_bin_60"
"(V3 14-60D) - (no-vax)";"Age 60+";" -1.56310667";"   0.1815625";"Inf";"   -1.9665044";"-1.159709e+00";"V3 14-60D";"no-vax";"338";" 90124";"2038770";"37";"22003";" 558483";"10031.082";"10052.185";"167481";"4.655443e-01";"age_bin_60"
"(V3 60+) - (no-vax)";"Age 60+";" -0.59741520";"   0.1452440";"Inf";"   -0.9201199";"-2.747105e-01";"V3 60+";"no-vax";"338";" 90124";"2038770";"81";"14319";" 883065";"10031.082";"10052.185";"167481";"4.655443e-01";"age_bin_60"
"(V3 14-60D) - (no-vax)";"Age < 65";" -0.71655598";"   0.3163296";"Inf";"   -1.4193808";"-1.373114e-02";"V3 14-60D";"no-vax";" 50";" 40135";"1067536";"13";" 9817";" 313229";" 9997.237";"10018.340";"167481";"3.216474e-02";"age_bin_65"
"(V3 60+) - (no-vax)";"Age < 65";" -0.56263353";"   0.3105563";"Inf";"   -1.2526311";" 1.273641e-01";"V3 60+";"no-vax";" 50";" 40135";"1067536";"14";"10399";" 543769";" 9997.237";"10018.340";"167481";"3.216474e-02";"age_bin_65"
"(V3 14-60D) - (no-vax)";"Age 65+";" -1.72185436";"   0.1985429";"Inf";"   -2.1629792";"-1.280729e+00";"V3 14-60D";"no-vax";"322";" 76270";"1736161";"30";"19052";" 473142";" 9997.237";"10018.340";"167481";"3.216474e-02";"age_bin_65"
"(V3 60+) - (no-vax)";"Age 65+";" -0.62575216";"   0.1498030";"Inf";"   -0.9585862";"-2.929181e-01";"V3 60+";"no-vax";"322";" 76270";"1736161";"74";"11808";" 737657";" 9997.237";"10018.340";"167481";"3.216474e-02";"age_bin_65"
"(V3 14-60D) - (no-vax)";"Age < 70";" -1.34078184";"   0.2725626";"Inf";"   -1.9463647";"-7.351990e-01";"V3 14-60D";"no-vax";"115";" 56667";"1412817";"16";"13317";" 407315";"10053.012";"10074.115";"167481";"1.586950e-01";"age_bin_70"
"(V3 60+) - (no-vax)";"Age < 70";" -0.91612114";"   0.2436525";"Inf";"   -1.4574711";"-3.747712e-01";"V3 60+";"no-vax";"115";" 56667";"1412817";"22";"13084";" 699426";"10053.012";"10074.115";"167481";"1.586950e-01";"age_bin_70"
"(V3 14-60D) - (no-vax)";"Age 70+";" -1.59438539";"   0.2095341";"Inf";"   -2.0599306";"-1.128840e+00";"V3 14-60D";"no-vax";"257";" 59738";"1390880";"27";"15552";" 379056";"10053.012";"10074.115";"167481";"1.586950e-01";"age_bin_70"
"(V3 60+) - (no-vax)";"Age 70+";" -0.48031576";"   0.1582538";"Inf";"   -0.8319260";"-1.287055e-01";"V3 60+";"no-vax";"257";" 59738";"1390880";"66";" 9123";" 582000";"10053.012";"10074.115";"167481";"1.586950e-01";"age_bin_70"
"(V3 14-60D) - (no-vax)";"Age < 75";" -1.42867570";"   0.2381217";"Inf";"   -1.9577373";"-8.996141e-01";"V3 14-60D";"no-vax";"168";" 73609";"1791042";"21";"17200";" 503813";"10054.014";"10075.117";"167481";"5.535926e-02";"age_bin_75"
"(V3 60+) - (no-vax)";"Age < 75";" -0.93493544";"   0.2084557";"Inf";"   -1.3980847";"-4.717862e-01";"V3 60+";"no-vax";"168";" 73609";"1791042";"31";"15730";" 862292";"10054.014";"10075.117";"167481";"5.535926e-02";"age_bin_75"
"(V3 14-60D) - (no-vax)";"Age 75+";" -1.58013730";"   0.2308267";"Inf";"   -2.0929907";"-1.067284e+00";"V3 14-60D";"no-vax";"204";" 42796";"1012655";"22";"11669";" 282558";"10054.014";"10075.117";"167481";"5.535926e-02";"age_bin_75"
"(V3 60+) - (no-vax)";"Age 75+";" -0.38166490";"   0.1693288";"Inf";"   -0.7578816";"-5.448210e-03";"V3 60+";"no-vax";"204";" 42796";"1012655";"57";" 6477";" 419134";"10054.014";"10075.117";"167481";"5.535926e-02";"age_bin_75"
"(V3 14-60D) - (no-vax)";"Age < 80";" -1.64996067";"   0.2256319";"Inf";"   -2.1512723";"-1.148649e+00";"V3 14-60D";"no-vax";"230";" 91568";"2196640";"23";"21876";" 613694";"10071.568";"10092.670";"167481";"5.057227e-01";"age_bin_80"
"(V3 60+) - (no-vax)";"Age < 80";" -0.67840636";"   0.1692462";"Inf";"   -1.0544395";"-3.023732e-01";"V3 60+";"no-vax";"230";" 91568";"2196640";"53";"18308";"1026101";"10071.568";"10092.670";"167481";"5.057227e-01";"age_bin_80"
"(V3 14-60D) - (no-vax)";"Age 80+";" -1.31843253";"   0.2448085";"Inf";"   -1.8623508";"-7.745142e-01";"V3 14-60D";"no-vax";"142";" 24837";" 607057";"20";" 6993";" 172677";"10071.568";"10092.670";"167481";"5.057227e-01";"age_bin_80"
"(V3 60+) - (no-vax)";"Age 80+";" -0.50560665";"   0.2048750";"Inf";"   -0.9608002";"-5.041309e-02";"V3 60+";"no-vax";"142";" 24837";" 607057";"35";" 3899";" 255325";"10071.568";"10092.670";"167481";"5.057227e-01";"age_bin_80"
"(V3 14-60D) - (no-vax)";"Age < 85";" -1.57637547";"   0.1913077";"Inf";"   -2.0014251";"-1.151326e+00";"V3 14-60D";"no-vax";"306";"104145";"2493850";"33";"25335";" 696188";"10121.954";"10143.057";"167481";"1.333081e-01";"age_bin_85"
"(V3 60+) - (no-vax)";"Age < 85";" -0.73136285";"   0.1556483";"Inf";"   -1.0771840";"-3.855417e-01";"V3 60+";"no-vax";"306";"104145";"2493850";"65";"20129";"1146314";"10121.954";"10143.057";"167481";"1.333081e-01";"age_bin_85"
"(V3 14-60D) - (no-vax)";"Age 85+";" -1.25708970";"   0.3435144";"Inf";"   -2.0203141";"-4.938653e-01";"V3 14-60D";"no-vax";" 66";" 12260";" 309847";"10";" 3534";"  90183";"10121.954";"10143.057";"167481";"1.333081e-01";"age_bin_85"
"(V3 60+) - (no-vax)";"Age 85+";" -0.17741462";"   0.2553173";"Inf";"   -0.7446815";" 3.898522e-01";"V3 60+";"no-vax";" 66";" 12260";" 309847";"23";" 2078";" 135112";"10121.954";"10143.057";"167481";"1.333081e-01";"age_bin_85"
"(V3 14-60D) - (no-vax)";"M";" -1.68782550";"   0.2126135";"Inf";"   -2.1602126";"-1.215438e+00";"V3 14-60D";"no-vax";"267";" 58731";"1336702";"26";"14168";" 370299";"10057.082";"10078.185";"167481";"6.841199e-03";"gender_concept_id"
"(V3 60+) - (no-vax)";"M";" -0.89051672";"   0.1742315";"Inf";"   -1.2776264";"-5.034071e-01";"V3 60+";"no-vax";"267";" 58731";"1336702";"48";"10082";" 593646";"10057.082";"10078.185";"167481";"6.841199e-03";"gender_concept_id"
