"term";"estimate";"std.error";"statistic";"p.value"
"periodV3 14-60D";-0.542210515713753;0.0968180471669861;-5.60030419513193;2.1e-08
"periodV3 60+";-0.934553886172556;0.0907366111022686;-10.299634015637;0
