"term";"estimate";"std.error";"statistic";"p.value"
"periodV3 14-60D";-0.936184984560234;0.0815286704324471;-11.4828928227885;0
"periodV3 60+";-1.16532593829619;0.0713642138218859;-16.3292759197861;0
