"term";"estimate";"std.error";"statistic";"p.value"
"periodV3 14-60D";-1.00394532858399;0.0755819084227884;-13.2828787938;0
"periodV3 60+";-1.2436614146855;0.0660140636639282;-18.8393403717255;0
