"contrast";"term";"estimate";"SE";"df";"asymp.LCL";"asymp.UCL";"trt";"ctrl";"crtl.n_events";"crtl.n_obs";"crtl.exp_time";"trt.n_events";"trt.n_obs";"trt.exp_time";"model_AIC";"model_BIC";"model_size";"model_p_value";"model_interaction_var"
"(V3 60+) - (no-vax)";"F";"-0.2217467293";"0.05347867";"Inf";"-0.340566266";"-0.1029271931";"V3 60+";"no-vax";"2646";" 57563";"1418739";" 609";"11832";" 673639";"138617.24";"138651.27";"166225";"1.173949e-01";"gender_concept_id"
"(V3 14-60D) - (no-vax)";"0";"-0.8216773677";"0.12889233";"Inf";"-1.108051859";"-0.5353028759";"V3 14-60D";"no-vax";" 464";" 10420";" 298424";"  71";" 2336";"  71749";"138650.50";"138725.36";"166225";"1.664906e-02";"visits_outpatient_cat"
"(V3 60+) - (no-vax)";"0";"-0.3094442809";"0.11792880";"Inf";"-0.571459857";"-0.0474287053";"V3 60+";"no-vax";" 464";" 10420";" 298424";"  91";" 2356";" 130482";"138650.50";"138725.36";"166225";"1.664906e-02";"visits_outpatient_cat"
"(V3 14-60D) - (no-vax)";"1";"-0.7237059342";"0.12579144";"Inf";"-1.003190821";"-0.4442210478";"V3 14-60D";"no-vax";" 409";" 11126";" 262556";"  77";" 2582";"  72205";"138650.50";"138725.36";"166225";"1.664906e-02";"visits_outpatient_cat"
"(V3 60+) - (no-vax)";"1";"-0.5565527960";"0.13418254";"Inf";"-0.854681132";"-0.2584244603";"V3 60+";"no-vax";" 409";" 11126";" 262556";"  68";" 2172";" 125599";"138650.50";"138725.36";"166225";"1.664906e-02";"visits_outpatient_cat"
"(V3 14-60D) - (no-vax)";"2";"-0.7025445542";"0.11810520";"Inf";"-0.964952060";"-0.4401370488";"V3 14-60D";"no-vax";" 457";" 10967";" 265510";"  88";" 2614";"  73014";"138650.50";"138725.36";"166225";"1.664906e-02";"visits_outpatient_cat"
"(V3 60+) - (no-vax)";"2";"-0.2460065786";"0.11323930";"Inf";"-0.497602984";" 0.0055898269";"V3 60+";"no-vax";" 457";" 10967";" 265510";" 102";" 2174";" 124433";"138650.50";"138725.36";"166225";"1.664906e-02";"visits_outpatient_cat"
"(V3 14-60D) - (no-vax)";"3+";"-0.6543279660";"0.04631872";"Inf";"-0.757239434";"-0.5514164977";"V3 14-60D";"no-vax";"3309";" 83697";"1894129";" 694";"20777";" 547575";"138650.50";"138725.36";"166225";"1.664906e-02";"visits_outpatient_cat"
"(V3 60+) - (no-vax)";"3+";"-0.1032301799";"0.04877336";"Inf";"-0.211595392";" 0.0051350326";"V3 60+";"no-vax";"3309";" 83697";"1894129";" 839";"15004";" 875868";"138650.50";"138725.36";"166225";"1.664906e-02";"visits_outpatient_cat"
"(V3 14-60D) - (no-vax)";"< 1y";"-0.6259451842";"0.07191878";"Inf";"-0.785735161";"-0.4661552079";"V3 14-60D";"no-vax";"1146";" 25108";" 627767";" 255";" 6429";" 185889";"138657.68";"138691.71";"166225";"5.121237e-01";"cancer_diagnosis_time_bin_0"
"(V3 60+) - (no-vax)";"< 1y";"-0.1166242355";"0.07115491";"Inf";"-0.274717044";" 0.0414685725";"V3 60+";"no-vax";"1146";" 25108";" 627767";" 299";" 5453";" 304169";"138657.68";"138691.71";"166225";"5.121237e-01";"cancer_diagnosis_time_bin_0"
"(V3 14-60D) - (no-vax)";"1-5yr";"-0.6954473697";"0.04659476";"Inf";"-0.798972156";"-0.5919225839";"V3 14-60D";"no-vax";"3493";" 91102";"2092852";" 675";"21880";" 578654";"138657.68";"138691.71";"166225";"5.121237e-01";"cancer_diagnosis_time_bin_0"
"(V3 60+) - (no-vax)";"1-5yr";"-0.1869611574";"0.04899235";"Inf";"-0.295812922";"-0.0781093932";"V3 60+";"no-vax";"3493";" 91102";"2092852";" 801";"16253";" 952213";"138657.68";"138691.71";"166225";"5.121237e-01";"cancer_diagnosis_time_bin_0"
"(V3 14-60D) - (no-vax)";"< 2y";"-0.6409522091";"0.05597943";"Inf";"-0.765327958";"-0.5165764601";"V3 14-60D";"no-vax";"2068";" 49202";"1189075";" 442";"12323";" 343657";"138668.51";"138702.53";"166225";"4.010608e-01";"cancer_diagnosis_time_bin_1"
"(V3 60+) - (no-vax)";"< 2y";"-0.1277950223";"0.05694473";"Inf";"-0.254315488";"-0.0012745566";"V3 60+";"no-vax";"2068";" 49202";"1189075";" 525";" 9934";" 565363";"138668.51";"138702.53";"166225";"4.010608e-01";"cancer_diagnosis_time_bin_1"
"(V3 14-60D) - (no-vax)";"2-5yr";"-0.7082647336";"0.05331487";"Inf";"-0.826720324";"-0.5898091430";"V3 14-60D";"no-vax";"2571";" 67008";"1531544";" 488";"15986";" 420886";"138668.51";"138702.53";"166225";"4.010608e-01";"cancer_diagnosis_time_bin_1"
"(V3 60+) - (no-vax)";"2-5yr";"-0.2036983277";"0.05471198";"Inf";"-0.325258054";"-0.0821386012";"V3 60+";"no-vax";"2571";" 67008";"1531544";" 575";"11772";" 691019";"138668.51";"138702.53";"166225";"4.010608e-01";"cancer_diagnosis_time_bin_1"
"(V3 14-60D) - (no-vax)";"< 3y";"-0.6692486477";"0.04862867";"Inf";"-0.777292392";"-0.5612049032";"V3 14-60D";"no-vax";"2976";" 72389";"1718227";" 611";"17891";" 490986";"138672.22";"138706.25";"166225";"9.206440e-01";"cancer_diagnosis_time_bin_2"
"(V3 60+) - (no-vax)";"< 3y";"-0.1601664247";"0.05080910";"Inf";"-0.273054671";"-0.0472781784";"V3 60+";"no-vax";"2976";" 72389";"1718227";" 721";"14059";" 805752";"138672.22";"138706.25";"166225";"9.206440e-01";"cancer_diagnosis_time_bin_2"
"(V3 14-60D) - (no-vax)";"3-5yr";"-0.6913559122";"0.06435397";"Inf";"-0.834338321";"-0.5483735036";"V3 14-60D";"no-vax";"1663";" 43821";"1002392";" 319";"10418";" 273557";"138672.22";"138706.25";"166225";"9.206440e-01";"cancer_diagnosis_time_bin_2"
"(V3 60+) - (no-vax)";"3-5yr";"-0.1833624468";"0.06405670";"Inf";"-0.325684369";"-0.0410405248";"V3 60+";"no-vax";"1663";" 43821";"1002392";" 379";" 7647";" 450630";"138672.22";"138706.25";"166225";"9.206440e-01";"cancer_diagnosis_time_bin_2"
"(V3 14-60D) - (no-vax)";"< 4y";"-0.6675851673";"0.04402584";"Inf";"-0.765402295";"-0.5697680391";"V3 14-60D";"no-vax";"3829";" 94278";"2218559";" 780";"23059";" 627851";"138671.14";"138705.17";"166225";"5.754647e-01";"cancer_diagnosis_time_bin_3"
"(V3 60+) - (no-vax)";"< 4y";"-0.1797701867";"0.04721098";"Inf";"-0.284664100";"-0.0748762737";"V3 60+";"no-vax";"3829";" 94278";"2218559";" 902";"17907";"1031315";"138671.14";"138705.17";"166225";"5.754647e-01";"cancer_diagnosis_time_bin_3"
"(V3 14-60D) - (no-vax)";"4-5yr";"-0.7239822975";"0.09113693";"Inf";"-0.926471384";"-0.5214932115";"V3 14-60D";"no-vax";" 810";" 21932";" 502060";" 150";" 5250";" 136692";"138671.14";"138705.17";"166225";"5.754647e-01";"cancer_diagnosis_time_bin_3"
"(V3 60+) - (no-vax)";"4-5yr";"-0.1130799403";"0.08456323";"Inf";"-0.300963519";" 0.0748036381";"V3 60+";"no-vax";" 810";" 21932";" 502060";" 198";" 3799";" 225067";"138671.14";"138705.17";"166225";"5.754647e-01";"cancer_diagnosis_time_bin_3"
"(V3 14-60D) - (no-vax)";"0";"-0.6648705810";"0.04315571";"Inf";"-0.760754438";"-0.5689867235";"V3 14-60D";"no-vax";"4028";"102819";"2372134";" 825";"24999";" 673333";"138669.70";"138703.72";"166225";"8.785518e-02";"CCI_Metastatic_Solid_Tumor"
"(V3 60+) - (no-vax)";"0";"-0.1905251808";"0.04653537";"Inf";"-0.293918012";"-0.0871323493";"V3 60+";"no-vax";"4028";"102819";"2372134";" 949";"19192";"1113808";"138669.70";"138703.72";"166225";"8.785518e-02";"CCI_Metastatic_Solid_Tumor"
"(V3 14-60D) - (no-vax)";"1";"-0.7604578438";"0.10735452";"Inf";"-0.998979367";"-0.5219363206";"V3 14-60D";"no-vax";" 611";" 13391";" 348485";" 105";" 3310";"  91210";"138669.70";"138703.72";"166225";"8.785518e-02";"CCI_Metastatic_Solid_Tumor"
"(V3 60+) - (no-vax)";"1";"-0.0063671051";"0.09539113";"Inf";"-0.218308229";" 0.2055740184";"V3 60+";"no-vax";" 611";" 13391";" 348485";" 151";" 2514";" 142574";"138669.70";"138703.72";"166225";"8.785518e-02";"CCI_Metastatic_Solid_Tumor"
"(V3 14-60D) - (no-vax)";"Delta VOC";"-0.6767660870";"0.04107948";"Inf";"-0.768036950";"-0.5854952237";"V3 14-60D";"no-vax";"4053";"108534";"2108347";" 930";"28309";" 764543";"138655.30";"138675.72";"166225";"3.370056e-05";"covid_voc"
"(V3 60+) - (no-vax)";"Delta VOC";"-0.4408864496";"0.07976746";"Inf";"-0.618114723";"-0.2636581763";"V3 60+";"no-vax";"4053";"108534";"2108347";" 288";"11456";" 385727";"138655.30";"138675.72";"166225";"3.370056e-05";"covid_voc"
"(V3 14-60D) - (no-vax)";"Omicron VOC";NA;NA;NA;NA;NA;"V3 14-60D";"no-vax";" 586";"  7676";" 612272";NA;NA;NA;"138655.30";"138675.72";"166225";"3.370056e-05";"covid_voc"
"(V3 60+) - (no-vax)";"Omicron VOC";"-0.0419954999";"0.05423021";"Inf";"-0.148284749";" 0.0642937494";"V3 60+";"no-vax";" 586";"  7676";" 612272";" 812";"10250";" 870655";"138655.30";"138675.72";"166225";"3.370056e-05";"covid_voc"
"(V3 14-60D) - (no-vax)";"0";" 0.0000000000";"0.00000000";"Inf";" 0.000000000";" 0.0000000000";"V3 14-60D";"no-vax";" 164";" 12814";" 121045";" 240";" 5366";" 143850";" 54727.50";" 54745.34";"104282";"1.507747e-05";"vac_mRNA_12"
"(V3 60+) - (no-vax)";"0";" 0.0000000000";"0.00000000";"Inf";" 0.000000000";" 0.0000000000";"V3 60+";"no-vax";" 164";" 12814";" 121045";" 205";" 4234";" 247617";" 54727.50";" 54745.34";"104282";"1.507747e-05";"vac_mRNA_12"
"(V3 14-60D) - (no-vax)";"1";"-0.4609538027";"0.11528946";"Inf";"-0.717105266";"-0.2048023392";"V3 14-60D";"no-vax";" 637";" 41453";" 447054";" 690";"22943";" 620693";" 54727.50";" 54745.34";"104282";"1.507747e-05";"vac_mRNA_12"
"(V3 60+) - (no-vax)";"1";"-0.0169923559";"0.11731562";"Inf";"-0.277645560";" 0.2436608484";"V3 60+";"no-vax";" 637";" 41453";" 447054";" 895";"17472";"1008765";" 54727.50";" 54745.34";"104282";"1.507747e-05";"vac_mRNA_12"
"(V3 14-60D) - (no-vax)";"0";" 0.0558230327";"0.10217191";"Inf";"-0.171183715";" 0.2828297804";"V3 14-60D";"no-vax";" 352";" 27086";" 363190";" 233";"10584";" 260302";" 70296.48";" 70327.26";"148251";"1.737497e-14";"vac_diff_vac"
"(V3 60+) - (no-vax)";"0";" 0.3716523209";"0.19309250";"Inf";"-0.057362851";" 0.8006674932";"V3 60+";"no-vax";" 352";" 27086";" 363190";" 398";" 5660";" 339520";" 70296.48";" 70327.26";"148251";"1.737497e-14";"vac_diff_vac"
"(V3 14-60D) - (no-vax)";"1";" 0.3214898724";"0.07256434";"Inf";" 0.160265567";" 0.4827141779";"V3 14-60D";"no-vax";"1106";" 71150";" 954451";" 697";"17725";" 504241";" 70296.48";" 70327.26";"148251";"1.737497e-14";"vac_diff_vac"
"(V3 60+) - (no-vax)";"1";"-0.1293347218";"0.18794540";"Inf";"-0.546914000";" 0.2882445567";"V3 60+";"no-vax";"1106";" 71150";" 954451";" 702";"16046";" 916862";" 70296.48";" 70327.26";"148251";"1.737497e-14";"vac_diff_vac"
"(V3 14-60D) - (no-vax)";"0";" 0.1147331258";"0.05532090";"Inf";"-0.008179507";" 0.2376457581";"V3 14-60D";"no-vax";"1095";" 74499";"1040729";" 690";"22943";" 620693";"137576.38";"137610.40";"166225";"5.006419e-59";"vac_heterologous"
"(V3 60+) - (no-vax)";"0";" 0.9869473120";"0.05969841";"Inf";" 0.854308689";" 1.1195859348";"V3 60+";"no-vax";"1095";" 74499";"1040729";" 895";"17472";"1008837";"137576.38";"137610.40";"166225";"5.006419e-59";"vac_heterologous"
"(V3 14-60D) - (no-vax)";"1";"-0.6456618926";"0.06936839";"Inf";"-0.799785397";"-0.4915383882";"V3 14-60D";"no-vax";"3544";" 41711";"1679890";" 240";" 5366";" 143850";"137576.38";"137610.40";"166225";"5.006419e-59";"vac_heterologous"
"(V3 60+) - (no-vax)";"1";"-0.2283196750";"0.07730831";"Inf";"-0.400084180";"-0.0565551701";"V3 60+";"no-vax";"3544";" 41711";"1679890";" 205";" 4234";" 247545";"137576.38";"137610.40";"166225";"5.006419e-59";"vac_heterologous"
"(V3 14-60D) - (no-vax)";"0";"-0.6695241068";"0.04512310";"Inf";"-0.769779139";"-0.5692690741";"V3 14-60D";"no-vax";"3655";" 96780";"2261521";" 732";"23538";" 631210";"138602.21";"138636.23";"166225";"6.574634e-02";"cancer_dx_breast"
"(V3 60+) - (no-vax)";"0";"-0.1296200813";"0.04757758";"Inf";"-0.235328515";"-0.0239116481";"V3 60+";"no-vax";"3655";" 96780";"2261521";" 888";"17698";"1029875";"138602.21";"138636.23";"166225";"6.574634e-02";"cancer_dx_breast"
"(V3 14-60D) - (no-vax)";"1";"-0.7130029842";"0.08040541";"Inf";"-0.891648667";"-0.5343573010";"V3 14-60D";"no-vax";" 984";" 19430";" 459098";" 198";" 4771";" 133333";"138602.21";"138636.23";"166225";"6.574634e-02";"cancer_dx_breast"
"(V3 60+) - (no-vax)";"1";"-0.3241833167";"0.08112950";"Inf";"-0.504437786";"-0.1439288474";"V3 60+";"no-vax";" 984";" 19430";" 459098";" 212";" 4008";" 226507";"138602.21";"138636.23";"166225";"6.574634e-02";"cancer_dx_breast"
"(V3 14-60D) - (no-vax)";"0";"-0.6890025010";"0.04313782";"Inf";"-0.784846610";"-0.5931583915";"V3 14-60D";"no-vax";"4127";" 99575";"2378035";" 816";"24337";" 666654";"138661.18";"138695.20";"166225";"3.718429e-01";"cancer_dx_prostate"
"(V3 60+) - (no-vax)";"0";"-0.1791220090";"0.04611625";"Inf";"-0.281583628";"-0.0766603898";"V3 60+";"no-vax";"4127";" 99575";"2378035";" 970";"19200";"1102978";"138661.18";"138695.20";"166225";"3.718429e-01";"cancer_dx_prostate"
"(V3 14-60D) - (no-vax)";"1";"-0.5700075708";"0.10562059";"Inf";"-0.804676638";"-0.3353385037";"V3 14-60D";"no-vax";" 512";" 16635";" 342584";" 114";" 3972";"  97889";"138661.18";"138695.20";"166225";"3.718429e-01";"cancer_dx_prostate"
"(V3 60+) - (no-vax)";"1";"-0.0636759106";"0.10281139";"Inf";"-0.292103463";" 0.1647516414";"V3 60+";"no-vax";" 512";" 16635";" 342584";" 130";" 2506";" 153404";"138661.18";"138695.20";"166225";"3.718429e-01";"cancer_dx_prostate"
"(V3 14-60D) - (no-vax)";"0";"-0.6578565348";"0.04296323";"Inf";"-0.753312750";"-0.5624003194";"V3 14-60D";"no-vax";"4058";" 99832";"2339187";" 832";"24324";" 658233";"138655.08";"138689.11";"166225";"1.790576e-01";"cancer_dx_colorectal"
"(V3 60+) - (no-vax)";"0";"-0.1775447386";"0.04641531";"Inf";"-0.280670818";"-0.0744186596";"V3 60+";"no-vax";"4058";" 99832";"2339187";" 952";"18751";"1079607";"138655.08";"138689.11";"166225";"1.790576e-01";"cancer_dx_colorectal"
"(V3 14-60D) - (no-vax)";"1";"-0.8292696640";"0.11098046";"Inf";"-1.075847338";"-0.5826919898";"V3 14-60D";"no-vax";" 581";" 16378";" 381432";"  98";" 3985";" 106310";"138655.08";"138689.11";"166225";"1.790576e-01";"cancer_dx_colorectal"
"(V3 60+) - (no-vax)";"1";"-0.0978522031";"0.09673782";"Inf";"-0.312785425";" 0.1170810192";"V3 60+";"no-vax";" 581";" 16378";" 381432";" 148";" 2955";" 176775";"138655.08";"138689.11";"166225";"1.790576e-01";"cancer_dx_colorectal"
"(V3 14-60D) - (no-vax)";"0";"-0.6711204442";"0.04191561";"Inf";"-0.764249029";"-0.5779918595";"V3 14-60D";"no-vax";"4379";"110648";"2593408";" 884";"26952";" 729360";"138668.45";"138702.48";"166225";"8.105430e-01";"cancer_dx_lung"
"(V3 60+) - (no-vax)";"0";"-0.1655726610";"0.04519045";"Inf";"-0.265977336";"-0.0651679864";"V3 60+";"no-vax";"4379";"110648";"2593408";"1046";"20765";"1202125";"138668.45";"138702.48";"166225";"8.105430e-01";"cancer_dx_lung"
"(V3 14-60D) - (no-vax)";"1";"-0.7709297144";"0.16115803";"Inf";"-1.128992515";"-0.4128669140";"V3 14-60D";"no-vax";" 260";"  5562";" 127211";"  46";" 1357";"  35183";"138668.45";"138702.48";"166225";"8.105430e-01";"cancer_dx_lung"
"(V3 60+) - (no-vax)";"1";"-0.2124175045";"0.15254238";"Inf";"-0.551337949";" 0.1265029400";"V3 60+";"no-vax";" 260";"  5562";" 127211";"  54";"  941";"  54257";"138668.45";"138702.48";"166225";"8.105430e-01";"cancer_dx_lung"
"(V3 14-60D) - (no-vax)";"0";"-0.6812368115";"0.04144855";"Inf";"-0.773327683";"-0.5891459396";"V3 14-60D";"no-vax";"4530";"112769";"2632400";" 909";"27516";" 744097";"138664.71";"138698.74";"166225";"4.354445e-01";"cancer_dx_head_neck"
"(V3 60+) - (no-vax)";"0";"-0.1764333188";"0.04489012";"Inf";"-0.276170714";"-0.0766959241";"V3 60+";"no-vax";"4530";"112769";"2632400";"1072";"21123";"1222871";"138664.71";"138698.74";"166225";"4.354445e-01";"cancer_dx_head_neck"
"(V3 14-60D) - (no-vax)";"1";"-0.5470987407";"0.23911465";"Inf";"-1.078366467";"-0.0158310142";"V3 14-60D";"no-vax";" 109";"  3441";"  88219";"  21";"  793";"  20446";"138664.71";"138698.74";"166225";"4.354445e-01";"cancer_dx_head_neck"
"(V3 60+) - (no-vax)";"1";" 0.0969390454";"0.21376769";"Inf";"-0.378012506";" 0.5718905973";"V3 60+";"no-vax";" 109";"  3441";"  88219";"  28";"  583";"  33511";"138664.71";"138698.74";"166225";"4.354445e-01";"cancer_dx_head_neck"
"(V3 14-60D) - (no-vax)";"0";"-0.6691447022";"0.04140454";"Inf";"-0.761137799";"-0.5771516055";"V3 14-60D";"no-vax";"4519";"113541";"2656292";" 912";"27643";" 745821";"138672.09";"138706.12";"166225";"1.108855e-01";"cancer_dx_endometrium"
"(V3 60+) - (no-vax)";"0";"-0.1584052241";"0.04481700";"Inf";"-0.257980155";"-0.0588302932";"V3 60+";"no-vax";"4519";"113541";"2656292";"1079";"21142";"1223695";"138672.09";"138706.12";"166225";"1.108855e-01";"cancer_dx_endometrium"
"(V3 14-60D) - (no-vax)";"1";"-1.0069315616";"0.25355764";"Inf";"-1.570288895";"-0.4435742281";"V3 14-60D";"no-vax";" 120";"  2669";"  64327";"  18";"  666";"  18722";"138672.09";"138706.12";"166225";"1.108855e-01";"cancer_dx_endometrium"
"(V3 60+) - (no-vax)";"1";"-0.5685797106";"0.23832728";"Inf";"-1.098098050";"-0.0390613711";"V3 60+";"no-vax";" 120";"  2669";"  64327";"  21";"  564";"  32687";"138672.09";"138706.12";"166225";"1.108855e-01";"cancer_dx_endometrium"
"(V3 14-60D) - (no-vax)";"0";"-0.6917504335";"0.04267827";"Inf";"-0.786573513";"-0.5969273539";"V3 14-60D";"no-vax";"4243";"104412";"2453548";" 841";"25499";" 691207";"138665.64";"138699.66";"166225";"1.272212e-01";"cancer_dx_bladder"
"(V3 60+) - (no-vax)";"0";"-0.1861738773";"0.04584359";"Inf";"-0.288029711";"-0.0843180441";"V3 60+";"no-vax";"4243";"104412";"2453548";" 992";"19721";"1138415";"138665.64";"138699.66";"166225";"1.272212e-01";"cancer_dx_bladder"
