"term";"estimate";"std.error";"statistic";"p.value"
"periodV1 14D+";-0.801889620448588;0.0330641338436019;-24.2525518509465;0
"periodV2 7D+";-1.23599336404129;0.0434776284557455;-28.4282608767257;0
