"term";"variable";"var_class";"var_type";"var_nlevels";"contrasts";"contrasts_type";"reference_row";"estimate";"std.error";"statistic";"p.value";"conf.low";"conf.high";"n"
"periodno-vax";"period";"factor";"categorical";3;"contr.treatment";"treatment";TRUE;NA;NA;NA;NA;NA;NA;NA
"periodV1 14D+";"period";"factor";"categorical";3;"contr.treatment";"treatment";FALSE;1.27272727272727;0.40291148201269;0.598548484178698;0.549474018091026;0.577798586740116;2.80345910827293;NA
"periodV2 7D+";"period";"factor";"categorical";3;"contr.treatment";"treatment";FALSE;0.29411764706111;0.359738467091488;-3.40184757417981;0.000669319572534105;0.145315233678344;0.595293336583303;NA
