"term";"estimate";"std.error";"statistic";"p.value"
"periodV1 14D+";-0.16145739524672;0.107113838110873;-1.50734394448265;0.13
"periodV2 7D+";-0.607132735162721;0.13179620907333;-4.60660241619636;4.1e-06
