"contrast";"term";"estimate";"SE";"df";"asymp.LCL";"asymp.UCL";"trt";"ctrl";"crtl.n_events";"crtl.n_obs";"crtl.exp_time";"trt.n_events";"trt.n_obs";"trt.exp_time";"model_AIC";"model_BIC";"model_size";"model_p_value";"model_interaction_var"
"(V1 14D+) - (no-vax)";"Age < 60";" -1.01054939";"  0.30463849";"Inf";"-1.687399e+00";"-3.337000e-01";"V1 14D+";"no-vax";"144";" 65878";"2736876.0";" 12";" 40987";" 583282";"15044.59";"15067.26";"355452";"3.047081e-04";"age_bin_60"
"(V2 7D+) - (no-vax)";"Age < 60";" -1.41771774";"  0.22598752";"Inf";"-1.919819e+00";"-9.156160e-01";"V2 7D+";"no-vax";"144";" 65878";"2736876.0";" 23";" 20030";"1495438";"15044.59";"15067.26";"355452";"3.047081e-04";"age_bin_60"
"(V1 14D+) - (no-vax)";"Age 60+";" -0.30604142";"  0.15102103";"Inf";"-6.415817e-01";" 2.949887e-02";"V1 14D+";"no-vax";"328";"133228";"4431846.0";" 58";" 61159";" 915715";"15044.59";"15067.26";"355452";"3.047081e-04";"age_bin_60"
"(V2 7D+) - (no-vax)";"Age 60+";" -0.56502018";"  0.10947982";"Inf";"-8.082637e-01";"-3.217766e-01";"V2 7D+";"no-vax";"328";"133228";"4431846.0";"123";" 34170";"2481352";"15044.59";"15067.26";"355452";"3.047081e-04";"age_bin_60"
"(V1 14D+) - (no-vax)";"Age < 65";" -0.89593264";"  0.22863669";"Inf";"-1.403920e+00";"-3.879450e-01";"V1 14D+";"no-vax";"203";" 89457";"3663709.0";" 22";" 52788";" 889431";"15032.77";"15055.44";"355452";"3.737732e-05";"age_bin_65"
"(V2 7D+) - (no-vax)";"Age < 65";" -1.31797649";"  0.18712166";"Inf";"-1.733726e+00";"-9.022274e-01";"V2 7D+";"no-vax";"203";" 89457";"3663709.0";" 34";" 26282";"1909621";"15032.77";"15055.44";"355452";"3.737732e-05";"age_bin_65"
"(V1 14D+) - (no-vax)";"Age 65+";" -0.07827806";"  0.16743244";"Inf";"-4.502814e-01";" 2.937253e-01";"V1 14D+";"no-vax";"269";"109649";"3505013.0";" 48";" 49358";" 609566";"15032.77";"15055.44";"355452";"3.737732e-05";"age_bin_65"
"(V2 7D+) - (no-vax)";"Age 65+";" -0.53148382";"  0.11577383";"Inf";"-7.887115e-01";"-2.742562e-01";"V2 7D+";"no-vax";"269";"109649";"3505013.0";"112";" 27918";"2067169";"15032.77";"15055.44";"355452";"3.737732e-05";"age_bin_65"
"(V1 14D+) - (no-vax)";"Age < 70";" -0.62378208";"  0.18359221";"Inf";"-1.031689e+00";"-2.158748e-01";"V1 14D+";"no-vax";"241";"115575";"4580032.0";" 36";" 65490";"1165312";"15006.95";"15029.62";"355452";"1.667152e-03";"age_bin_70"
"(V2 7D+) - (no-vax)";"Age < 70";" -1.11814122";"  0.16031391";"Inf";"-1.474329e+00";"-7.619539e-01";"V2 7D+";"no-vax";"241";"115575";"4580032.0";" 48";" 32494";"2310760";"15006.95";"15029.62";"355452";"1.667152e-03";"age_bin_70"
"(V1 14D+) - (no-vax)";"Age 70+";"  0.12782504";"  0.20158128";"Inf";"-3.200506e-01";" 5.757007e-01";"V1 14D+";"no-vax";"231";" 83531";"2588690.0";" 34";" 36656";" 333685";"15006.95";"15029.62";"355452";"1.667152e-03";"age_bin_70"
"(V2 7D+) - (no-vax)";"Age 70+";" -0.61013817";"  0.12334484";"Inf";"-8.841872e-01";"-3.360892e-01";"V2 7D+";"no-vax";"231";" 83531";"2588690.0";" 98";" 21706";"1666030";"15006.95";"15029.62";"355452";"1.667152e-03";"age_bin_70"
"(V1 14D+) - (no-vax)";"Age < 75";" -0.53259337";"  0.16608958";"Inf";"-9.016131e-01";"-1.635736e-01";"V1 14D+";"no-vax";"293";"143164";"5396652.0";" 45";" 76939";"1296062";"15006.02";"15028.69";"355452";"8.797816e-03";"age_bin_75"
"(V2 7D+) - (no-vax)";"Age < 75";" -0.98717420";"  0.13724895";"Inf";"-1.292116e+00";"-6.822329e-01";"V2 7D+";"no-vax";"293";"143164";"5396652.0";" 68";" 38747";"2773551";"15006.02";"15028.69";"355452";"8.797816e-03";"age_bin_75"
"(V1 14D+) - (no-vax)";"Age 75+";"  0.23094118";"  0.23549737";"Inf";"-2.922896e-01";" 7.541720e-01";"V1 14D+";"no-vax";"179";" 55942";"1772070.0";" 25";" 25207";" 202935";"15006.02";"15028.69";"355452";"8.797816e-03";"age_bin_75"
"(V2 7D+) - (no-vax)";"Age 75+";" -0.62796244";"  0.13812645";"Inf";"-9.348534e-01";"-3.210715e-01";"V2 7D+";"no-vax";"179";" 55942";"1772070.0";" 78";" 15453";"1203239";"15006.02";"15028.69";"355452";"8.797816e-03";"age_bin_75"
