"contrast";"term";"estimate";"SE";"df";"asymp.LCL";"asymp.UCL";"trt";"ctrl";"crtl.n_events";"crtl.n_obs";"crtl.exp_time";"trt.n_events";"trt.n_obs";"trt.exp_time";"model_AIC";"model_BIC";"model_size";"model_p_value";"model_interaction_var"
"(V1 14D+) - (no-vax)";"Age < 60";"  0.820117218";"   0.6718668";"Inf";"-6.726443e-01";" 2.312879e+00";"V1 14D+";"no-vax";"  9";" 65884";"2740771.0";" 3";" 41001";" 583882";"4400.227";"4416.986";"355610";"0.475388372";"age_bin_60"
"(V2 7D+) - (no-vax)";"Age < 60";" -0.109003643";"   0.5045824";"Inf";"-1.230091e+00";" 1.012083e+00";"V2 7D+";"no-vax";"  9";" 65884";"2740771.0";" 7";" 20039";"1496374";"4400.227";"4416.986";"355610";"0.475388372";"age_bin_60"
"(V1 14D+) - (no-vax)";"Age 60+";"  0.363678102";"   0.2401969";"Inf";"-1.699943e-01";" 8.973505e-01";"V1 14D+";"no-vax";"117";"133280";"4443239.0";"24";" 61191";" 917262";"4400.227";"4416.986";"355610";"0.475388372";"age_bin_60"
"(V2 7D+) - (no-vax)";"Age 60+";" -0.742370773";"   0.1697854";"Inf";"-1.119602e+00";"-3.651396e-01";"V2 7D+";"no-vax";"117";"133280";"4443239.0";"51";" 34215";"2486317";"4400.227";"4416.986";"355610";"0.475388372";"age_bin_60"
"(V1 14D+) - (no-vax)";"Age < 65";"  0.575117272";"   0.5180389";"Inf";"-5.758675e-01";" 1.726102e+00";"V1 14D+";"no-vax";" 16";" 89469";"3669402.0";" 5";" 52806";" 890445";"4369.043";"4385.802";"355610";"0.223062039";"age_bin_65"
"(V2 7D+) - (no-vax)";"Age < 65";" -0.119795833";"   0.3827827";"Inf";"-9.702669e-01";" 7.306752e-01";"V2 7D+";"no-vax";" 16";" 89469";"3669402.0";"12";" 26294";"1910860";"4369.043";"4385.802";"355610";"0.223062039";"age_bin_65"
"(V1 14D+) - (no-vax)";"Age 65+";"  0.602444109";"   0.2491161";"Inf";" 4.895500e-02";" 1.155933e+00";"V1 14D+";"no-vax";"110";"109695";"3514608.0";"22";" 49386";" 610699";"4369.043";"4385.802";"355610";"0.223062039";"age_bin_65"
"(V2 7D+) - (no-vax)";"Age 65+";" -0.825294324";"   0.1772009";"Inf";"-1.219001e+00";"-4.315873e-01";"V2 7D+";"no-vax";"110";"109695";"3514608.0";"46";" 27960";"2071831";"4369.043";"4385.802";"355610";"0.223062039";"age_bin_65"
"(V1 14D+) - (no-vax)";"Age < 70";"  0.326694160";"   0.4041950";"Inf";"-5.713511e-01";" 1.224739e+00";"V1 14D+";"no-vax";" 30";"115591";"4587420.0";" 8";" 65511";"1166586";"4346.538";"4363.298";"355610";"0.060458226";"age_bin_70"
"(V2 7D+) - (no-vax)";"Age < 70";" -0.503653545";"   0.3174049";"Inf";"-1.208868e+00";" 2.015604e-01";"V2 7D+";"no-vax";" 30";"115591";"4587420.0";"15";" 32511";"2312471";"4346.538";"4363.298";"355610";"0.060458226";"age_bin_70"
"(V1 14D+) - (no-vax)";"Age 70+";"  1.216172482";"   0.2697693";"Inf";" 6.167959e-01";" 1.815549e+00";"V1 14D+";"no-vax";" 96";" 83573";"2596590.0";"19";" 36681";" 334558";"4346.538";"4363.298";"355610";"0.060458226";"age_bin_70"
