"term";"estimate";"std.error";"statistic";"p.value"
"periodV1 14D+";-0.822748136602205;0.0338894992333925;-24.277376627375;0
"periodV2 7D+";-1.26133325142433;0.0447909443320145;-28.1604523020244;0
