"term";"estimate";"std.error";"statistic";"p.value"
"periodV1 14D+";-0.823052264129928;0.0338870023323262;-24.2881402154827;0
"periodV2 7D+";-1.2631751836875;0.0447875644571801;-28.203703393945;0
