"term";"estimate";"std.error";"statistic";"p.value"
"periodV1 14D+";-0.823033900103372;0.034227803054553;-24.0457705915744;0
"periodV2 7D+";-1.26133557794591;0.0452453293636302;-27.8776968957112;0
