"term";"estimate";"std.error";"statistic";"p.value"
"periodV1 14D+";-0.132614056640537;0.108474951316505;-1.22253160781422;0.22
"periodV2 7D+";-0.574638810722228;0.133093528288735;-4.31755636889869;1.6e-05
