"term";"estimate";"std.error";"statistic";"p.value"
"periodV3 14-60D";-0.950343908825209;0.0831504789375905;-11.4292054714261;0
"periodV3 60+";-1.17106781364977;0.072338049769313;-16.1888220291301;0
