"term";"estimate";"std.error";"statistic";"p.value"
"periodV3 14-60D";-1.15208881655167;0.139483272955225;-8.25969158984029;2.2e-16
"periodV3 60+";-1.41138290858933;0.118212681085375;-11.9393528311063;0
