"term";"estimate";"std.error";"statistic";"p.value"
"periodV1 14D+";-0.228144250933826;0.107980533835519;-2.11282758873324;0.035
"periodV2 7D+";-0.669230427896435;0.13240595188674;-5.0543832687287;4.3e-07
