"term";"estimate";"std.error";"statistic";"p.value"
"periodV1 14D+";-0.661674648270505;0.0362655834287651;-18.2452503368711;0
"periodV2 7D+";-1.07833584860826;0.0468801491935189;-23.0019713494713;0
