"age_group";"vac_exposure_date";"vac_concept_id";"n"
"70-79";2021-05-19;"Pfizer-mRNA-BNT162b";157
"70-79";2021-05-19;"Moderna-mRNA-1273";85
"70-79";2021-05-19;"Jansen-Ad26";1
"70-79";2021-05-20;"Pfizer-mRNA-BNT162b";275
"70-79";2021-05-20;"Moderna-mRNA-1273";76
"70-79";2021-05-20;"AZ-ChAdOx1";1
"70-79";2021-05-20;"Jansen-Ad26";2
"70-79";2021-05-21;"Pfizer-mRNA-BNT162b";1106
"70-79";2021-05-21;"Moderna-mRNA-1273";68
"70-79";2021-05-21;"Jansen-Ad26";1
"70-79";2021-05-22;"Pfizer-mRNA-BNT162b";182
"70-79";2021-05-22;"Moderna-mRNA-1273";23
"70-79";2021-05-23;"Pfizer-mRNA-BNT162b";176
"70-79";2021-05-23;"Moderna-mRNA-1273";19
"70-79";2021-05-24;"Pfizer-mRNA-BNT162b";246
"70-79";2021-05-24;"Moderna-mRNA-1273";56
"70-79";2021-05-25;"Pfizer-mRNA-BNT162b";485
"70-79";2021-05-25;"Moderna-mRNA-1273";81
"70-79";2021-05-25;"Jansen-Ad26";1
"70-79";2021-05-26;"Pfizer-mRNA-BNT162b";495
"70-79";2021-05-26;"Moderna-mRNA-1273";91
"70-79";2021-05-26;"AZ-ChAdOx1";1
"70-79";2021-05-26;"Jansen-Ad26";1
"70-79";2021-05-27;"Pfizer-mRNA-BNT162b";328
"70-79";2021-05-27;"Moderna-mRNA-1273";59
"70-79";2021-05-27;"Jansen-Ad26";1
"70-79";2021-05-28;"Pfizer-mRNA-BNT162b";1004
"70-79";2021-05-28;"Moderna-mRNA-1273";68
"70-79";2021-05-29;"Pfizer-mRNA-BNT162b";308
"70-79";2021-05-29;"Moderna-mRNA-1273";16
"70-79";2021-05-30;"Pfizer-mRNA-BNT162b";182
"70-79";2021-05-30;"Moderna-mRNA-1273";4
"70-79";2021-05-31;"Pfizer-mRNA-BNT162b";229
"70-79";2021-05-31;"Moderna-mRNA-1273";53
"70-79";2021-05-31;"AZ-ChAdOx1";1
"70-79";2021-06-01;"Pfizer-mRNA-BNT162b";172
"70-79";2021-06-01;"Moderna-mRNA-1273";43
"70-79";2021-06-01;"AZ-ChAdOx1";2
"70-79";2021-06-01;"Jansen-Ad26";1
"70-79";2021-06-02;"Pfizer-mRNA-BNT162b";172
"70-79";2021-06-02;"Moderna-mRNA-1273";38
"70-79";2021-06-02;"Jansen-Ad26";3
"70-79";2021-06-03;"Pfizer-mRNA-BNT162b";132
"70-79";2021-06-03;"Moderna-mRNA-1273";43
"70-79";2021-06-03;"AZ-ChAdOx1";1
"70-79";2021-06-04;"Pfizer-mRNA-BNT162b";188
"70-79";2021-06-04;"Moderna-mRNA-1273";33
"70-79";2021-06-04;"Jansen-Ad26";1
"70-79";2021-06-05;"Pfizer-mRNA-BNT162b";44
"70-79";2021-06-06;"Pfizer-mRNA-BNT162b";2
"70-79";2021-06-06;"Moderna-mRNA-1273";1
"70-79";2021-06-07;"Pfizer-mRNA-BNT162b";29
"70-79";2021-06-07;"Moderna-mRNA-1273";21
"70-79";2021-06-08;"Pfizer-mRNA-BNT162b";41
"70-79";2021-06-08;"Moderna-mRNA-1273";16
"70-79";2021-06-08;"Jansen-Ad26";2
"70-79";2021-06-09;"Pfizer-mRNA-BNT162b";31
"70-79";2021-06-09;"Moderna-mRNA-1273";23
"70-79";2021-06-09;"Jansen-Ad26";2
"70-79";2021-06-10;"Pfizer-mRNA-BNT162b";39
"70-79";2021-06-10;"Moderna-mRNA-1273";17
"70-79";2021-06-10;"AZ-ChAdOx1";1
"70-79";2021-06-10;"Jansen-Ad26";3
"70-79";2021-06-11;"Pfizer-mRNA-BNT162b";74
"70-79";2021-06-11;"Moderna-mRNA-1273";21
"70-79";2021-06-11;"Jansen-Ad26";5
"70-79";2021-06-12;"AZ-ChAdOx1";1
"70-79";2021-06-13;"Jansen-Ad26";1
"70-79";2021-06-14;"Pfizer-mRNA-BNT162b";5
"70-79";2021-06-14;"Moderna-mRNA-1273";13
"70-79";2021-06-15;"Pfizer-mRNA-BNT162b";14
"70-79";2021-06-15;"Moderna-mRNA-1273";15
"70-79";2021-06-16;"Pfizer-mRNA-BNT162b";24
"70-79";2021-06-16;"Moderna-mRNA-1273";12
"70-79";2021-06-16;"Jansen-Ad26";1
"70-79";2021-06-17;"Pfizer-mRNA-BNT162b";18
"70-79";2021-06-17;"Moderna-mRNA-1273";8
"70-79";2021-06-17;"Jansen-Ad26";1
"70-79";2021-06-18;"Pfizer-mRNA-BNT162b";39
"70-79";2021-06-18;"Moderna-mRNA-1273";6
"70-79";2021-06-19;"Pfizer-mRNA-BNT162b";1
"70-79";2021-06-20;"Pfizer-mRNA-BNT162b";3
"70-79";2021-06-21;"Pfizer-mRNA-BNT162b";6
"70-79";2021-06-21;"Moderna-mRNA-1273";5
"70-79";2021-06-21;"Jansen-Ad26";1
"70-79";2021-06-22;"Pfizer-mRNA-BNT162b";12
"70-79";2021-06-22;"Moderna-mRNA-1273";8
"70-79";2021-06-22;"Jansen-Ad26";3
"70-79";2021-06-23;"Pfizer-mRNA-BNT162b";11
"70-79";2021-06-23;"Moderna-mRNA-1273";7
"70-79";2021-06-23;"Jansen-Ad26";1
"70-79";2021-06-25;"Pfizer-mRNA-BNT162b";14
"70-79";2021-06-25;"Moderna-mRNA-1273";2
"70-79";2021-06-26;"Pfizer-mRNA-BNT162b";5
"70-79";2021-06-28;"Pfizer-mRNA-BNT162b";14
"70-79";2021-06-28;"Moderna-mRNA-1273";6
"70-79";2021-06-28;"Jansen-Ad26";1
"70-79";2021-06-29;"Pfizer-mRNA-BNT162b";23
"70-79";2021-06-29;"Moderna-mRNA-1273";6
"70-79";2021-06-30;"Pfizer-mRNA-BNT162b";17
"70-79";2021-06-30;"Moderna-mRNA-1273";6
"70-79";2021-07-01;"Pfizer-mRNA-BNT162b";15
"70-79";2021-07-01;"Moderna-mRNA-1273";6
"70-79";2021-07-02;"Pfizer-mRNA-BNT162b";29
"70-79";2021-07-02;"Moderna-mRNA-1273";8
"70-79";2021-07-02;"Jansen-Ad26";1
"70-79";2021-07-03;"Pfizer-mRNA-BNT162b";1
"70-79";2021-07-04;"Pfizer-mRNA-BNT162b";2
"70-79";2021-07-05;"Pfizer-mRNA-BNT162b";5
"70-79";2021-07-05;"Moderna-mRNA-1273";3
"70-79";2021-07-05;"Jansen-Ad26";2
"70-79";2021-07-06;"Pfizer-mRNA-BNT162b";11
"70-79";2021-07-06;"Moderna-mRNA-1273";4
"70-79";2021-07-06;"AZ-ChAdOx1";1
"70-79";2021-07-06;"Jansen-Ad26";1
"70-79";2021-07-07;"Pfizer-mRNA-BNT162b";10
"70-79";2021-07-07;"Moderna-mRNA-1273";3
"70-79";2021-07-07;"Jansen-Ad26";3
"70-79";2021-07-08;"Pfizer-mRNA-BNT162b";3
"70-79";2021-07-08;"Jansen-Ad26";2
"70-79";2021-07-09;"Pfizer-mRNA-BNT162b";16
"70-79";2021-07-09;"Moderna-mRNA-1273";4
"70-79";2021-07-09;"Jansen-Ad26";1
"70-79";2021-07-11;"Pfizer-mRNA-BNT162b";2
"70-79";2021-07-12;"Pfizer-mRNA-BNT162b";2
"70-79";2021-07-12;"Moderna-mRNA-1273";5
"70-79";2021-07-12;"AZ-ChAdOx1";1
"70-79";2021-07-12;"Jansen-Ad26";1
"70-79";2021-07-13;"Pfizer-mRNA-BNT162b";6
"70-79";2021-07-13;"Moderna-mRNA-1273";4
"70-79";2021-07-13;"Jansen-Ad26";1
"70-79";2021-07-14;"Pfizer-mRNA-BNT162b";8
"70-79";2021-07-14;"Moderna-mRNA-1273";2
"70-79";2021-07-14;"Jansen-Ad26";5
"70-79";2021-07-15;"Pfizer-mRNA-BNT162b";1
"70-79";2021-07-15;"Moderna-mRNA-1273";3
"70-79";2021-07-15;"Jansen-Ad26";4
"70-79";2021-07-16;"Pfizer-mRNA-BNT162b";5
"70-79";2021-07-16;"Moderna-mRNA-1273";3
"70-79";2021-07-17;"Pfizer-mRNA-BNT162b";1
"70-79";2021-07-19;"Pfizer-mRNA-BNT162b";6
"70-79";2021-07-19;"Moderna-mRNA-1273";3
"70-79";2021-07-20;"Pfizer-mRNA-BNT162b";8
"70-79";2021-07-20;"Moderna-mRNA-1273";2
"70-79";2021-07-20;"Jansen-Ad26";2
"70-79";2021-07-21;"Pfizer-mRNA-BNT162b";10
"70-79";2021-07-21;"Moderna-mRNA-1273";4
"70-79";2021-07-22;"Pfizer-mRNA-BNT162b";8
"70-79";2021-07-22;"Moderna-mRNA-1273";1
"70-79";2021-07-23;"Pfizer-mRNA-BNT162b";9
"70-79";2021-07-23;"Moderna-mRNA-1273";3
"70-79";2021-07-23;"Jansen-Ad26";4
"70-79";2021-07-24;"Pfizer-mRNA-BNT162b";1
"70-79";2021-07-25;"Pfizer-mRNA-BNT162b";2
"70-79";2021-07-26;"Pfizer-mRNA-BNT162b";2
"70-79";2021-07-26;"Moderna-mRNA-1273";2
"70-79";2021-07-27;"Pfizer-mRNA-BNT162b";3
"70-79";2021-07-27;"Moderna-mRNA-1273";1
"70-79";2021-07-27;"Jansen-Ad26";3
"70-79";2021-07-28;"Pfizer-mRNA-BNT162b";7
"70-79";2021-07-28;"Moderna-mRNA-1273";1
"70-79";2021-07-29;"Pfizer-mRNA-BNT162b";4
"70-79";2021-07-29;"Moderna-mRNA-1273";2
"70-79";2021-07-29;"AZ-ChAdOx1";1
"70-79";2021-07-30;"Pfizer-mRNA-BNT162b";7
"70-79";2021-07-30;"Moderna-mRNA-1273";4
"70-79";2021-08-02;"Pfizer-mRNA-BNT162b";5
"70-79";2021-08-02;"Moderna-mRNA-1273";1
"70-79";2021-08-03;"Pfizer-mRNA-BNT162b";2
"70-79";2021-08-03;"Moderna-mRNA-1273";1
"70-79";2021-08-04;"Pfizer-mRNA-BNT162b";4
"70-79";2021-08-04;"Moderna-mRNA-1273";2
"70-79";2021-08-05;"Pfizer-mRNA-BNT162b";3
"70-79";2021-08-05;"Moderna-mRNA-1273";4
"70-79";2021-08-05;"Jansen-Ad26";1
"70-79";2021-08-06;"Pfizer-mRNA-BNT162b";11
"70-79";2021-08-06;"Jansen-Ad26";1
"70-79";2021-08-09;"Pfizer-mRNA-BNT162b";2
"70-79";2021-08-09;"Moderna-mRNA-1273";1
"70-79";2021-08-10;"Pfizer-mRNA-BNT162b";3
"70-79";2021-08-11;"Pfizer-mRNA-BNT162b";5
"70-79";2021-08-11;"Moderna-mRNA-1273";3
"70-79";2021-08-12;"Pfizer-mRNA-BNT162b";8
"70-79";2021-08-12;"Moderna-mRNA-1273";2
"70-79";2021-08-13;"Pfizer-mRNA-BNT162b";6
"70-79";2021-08-13;"Moderna-mRNA-1273";1
"70-79";2021-08-16;"Pfizer-mRNA-BNT162b";3
"70-79";2021-08-16;"Moderna-mRNA-1273";2
"70-79";2021-08-16;"Jansen-Ad26";1
"70-79";2021-08-17;"Pfizer-mRNA-BNT162b";4
"70-79";2021-08-18;"Pfizer-mRNA-BNT162b";6
"70-79";2021-08-18;"Moderna-mRNA-1273";1
"70-79";2021-08-19;"Pfizer-mRNA-BNT162b";2
"70-79";2021-08-19;"Moderna-mRNA-1273";1
"70-79";2021-08-20;"Pfizer-mRNA-BNT162b";10
"70-79";2021-08-20;"Moderna-mRNA-1273";1
"70-79";2021-08-21;"Pfizer-mRNA-BNT162b";1
"70-79";2021-08-21;"Moderna-mRNA-1273";1
"70-79";2021-08-23;"Pfizer-mRNA-BNT162b";3
"70-79";2021-08-23;"Moderna-mRNA-1273";1
"70-79";2021-08-24;"Pfizer-mRNA-BNT162b";3
"70-79";2021-08-24;"Moderna-mRNA-1273";1
"70-79";2021-08-25;"Pfizer-mRNA-BNT162b";3
"70-79";2021-08-26;"Pfizer-mRNA-BNT162b";2
"70-79";2021-08-27;"Pfizer-mRNA-BNT162b";8
"70-79";2021-08-27;"Moderna-mRNA-1273";1
"70-79";2021-08-30;"Pfizer-mRNA-BNT162b";1
"70-79";2021-08-31;"Pfizer-mRNA-BNT162b";4
"70-79";2021-08-31;"Moderna-mRNA-1273";1
"70-79";2021-09-01;"Pfizer-mRNA-BNT162b";5
"70-79";2021-09-01;"Moderna-mRNA-1273";1
"70-79";2021-09-02;"Pfizer-mRNA-BNT162b";3
"70-79";2021-09-03;"Pfizer-mRNA-BNT162b";2
"70-79";2021-09-03;"Moderna-mRNA-1273";2
"70-79";2021-09-07;"Pfizer-mRNA-BNT162b";1
"70-79";2021-09-08;"Pfizer-mRNA-BNT162b";1
"70-79";2021-09-08;"Moderna-mRNA-1273";1
"70-79";2021-09-09;"Pfizer-mRNA-BNT162b";4
"70-79";2021-09-09;"Moderna-mRNA-1273";1
"70-79";2021-09-10;"Pfizer-mRNA-BNT162b";4
"70-79";2021-09-10;"Moderna-mRNA-1273";5
"70-79";2021-09-11;"Moderna-mRNA-1273";10
"70-79";2021-09-12;"Moderna-mRNA-1273";5
"70-79";2021-09-13;"Pfizer-mRNA-BNT162b";1
"70-79";2021-09-13;"Moderna-mRNA-1273";25
"70-79";2021-09-14;"Pfizer-mRNA-BNT162b";5
"70-79";2021-09-14;"Moderna-mRNA-1273";18
"70-79";2021-09-14;"AZ-ChAdOx1";1
"70-79";2021-09-15;"Pfizer-mRNA-BNT162b";8
"70-79";2021-09-15;"Moderna-mRNA-1273";18
"70-79";2021-09-16;"Pfizer-mRNA-BNT162b";10
"70-79";2021-09-16;"Moderna-mRNA-1273";6
"70-79";2021-09-17;"Pfizer-mRNA-BNT162b";15
"70-79";2021-09-17;"Moderna-mRNA-1273";18
"70-79";2021-09-18;"Pfizer-mRNA-BNT162b";1
"70-79";2021-09-20;"Pfizer-mRNA-BNT162b";2
"70-79";2021-09-20;"Moderna-mRNA-1273";2
"70-79";2021-09-21;"Pfizer-mRNA-BNT162b";6
"70-79";2021-09-21;"Moderna-mRNA-1273";15
"70-79";2021-09-22;"Pfizer-mRNA-BNT162b";5
"70-79";2021-09-22;"Moderna-mRNA-1273";20
"70-79";2021-09-23;"Pfizer-mRNA-BNT162b";14
"70-79";2021-09-23;"Moderna-mRNA-1273";35
"70-79";2021-09-24;"Pfizer-mRNA-BNT162b";9
"70-79";2021-09-24;"Moderna-mRNA-1273";3
"70-79";2021-09-25;"Pfizer-mRNA-BNT162b";1
"70-79";2021-09-27;"Pfizer-mRNA-BNT162b";5
"70-79";2021-09-27;"Moderna-mRNA-1273";7
"70-79";2021-09-28;"Pfizer-mRNA-BNT162b";3
"70-79";2021-09-28;"Moderna-mRNA-1273";26
"70-79";2021-09-29;"Pfizer-mRNA-BNT162b";9
"70-79";2021-09-29;"Moderna-mRNA-1273";57
"70-79";2021-09-30;"Pfizer-mRNA-BNT162b";5
"70-79";2021-09-30;"Moderna-mRNA-1273";75
"70-79";2021-10-01;"Pfizer-mRNA-BNT162b";8
"70-79";2021-10-01;"Moderna-mRNA-1273";55
"70-79";2021-10-04;"Pfizer-mRNA-BNT162b";3
"70-79";2021-10-04;"Moderna-mRNA-1273";28
"70-79";2021-10-05;"Pfizer-mRNA-BNT162b";6
"70-79";2021-10-05;"Moderna-mRNA-1273";71
"70-79";2021-10-06;"Pfizer-mRNA-BNT162b";10
"70-79";2021-10-06;"Moderna-mRNA-1273";69
"70-79";2021-10-07;"Pfizer-mRNA-BNT162b";17
"70-79";2021-10-07;"Moderna-mRNA-1273";43
"70-79";2021-10-08;"Pfizer-mRNA-BNT162b";10
"70-79";2021-10-08;"Moderna-mRNA-1273";13
"70-79";2021-10-10;"Moderna-mRNA-1273";1
"70-79";2021-10-11;"Pfizer-mRNA-BNT162b";2
"70-79";2021-10-13;"Pfizer-mRNA-BNT162b";16
"70-79";2021-10-13;"Moderna-mRNA-1273";32
"70-79";2021-10-14;"Pfizer-mRNA-BNT162b";17
"70-79";2021-10-14;"Moderna-mRNA-1273";36
"70-79";2021-10-15;"Pfizer-mRNA-BNT162b";9
"70-79";2021-10-15;"Moderna-mRNA-1273";30
"70-79";2021-10-18;"Pfizer-mRNA-BNT162b";8
"70-79";2021-10-18;"Moderna-mRNA-1273";27
"70-79";2021-10-19;"Pfizer-mRNA-BNT162b";5
"70-79";2021-10-19;"Moderna-mRNA-1273";29
"70-79";2021-10-20;"Pfizer-mRNA-BNT162b";12
"70-79";2021-10-20;"Moderna-mRNA-1273";81
"70-79";2021-10-21;"Pfizer-mRNA-BNT162b";16
"70-79";2021-10-21;"Moderna-mRNA-1273";84
"70-79";2021-10-22;"Pfizer-mRNA-BNT162b";11
"70-79";2021-10-22;"Moderna-mRNA-1273";33
"70-79";2021-10-25;"Pfizer-mRNA-BNT162b";46
"70-79";2021-10-25;"Moderna-mRNA-1273";8
"70-79";2021-10-26;"Pfizer-mRNA-BNT162b";116
"70-79";2021-10-26;"Moderna-mRNA-1273";86
"70-79";2021-10-27;"Pfizer-mRNA-BNT162b";142
"70-79";2021-10-27;"Moderna-mRNA-1273";52
"70-79";2021-10-28;"Pfizer-mRNA-BNT162b";187
"70-79";2021-10-28;"Moderna-mRNA-1273";33
"70-79";2021-10-29;"Pfizer-mRNA-BNT162b";208
"70-79";2021-10-29;"Moderna-mRNA-1273";26
"70-79";2021-10-30;"Pfizer-mRNA-BNT162b";4
"70-79";2021-11-01;"Pfizer-mRNA-BNT162b";1
"70-79";2021-11-02;"Pfizer-mRNA-BNT162b";249
"70-79";2021-11-02;"Moderna-mRNA-1273";32
"70-79";2021-11-03;"Pfizer-mRNA-BNT162b";316
"70-79";2021-11-03;"Moderna-mRNA-1273";13
"70-79";2021-11-03;"AZ-ChAdOx1";1
"70-79";2021-11-04;"Pfizer-mRNA-BNT162b";408
"70-79";2021-11-04;"Moderna-mRNA-1273";50
"70-79";2021-11-05;"Pfizer-mRNA-BNT162b";372
"70-79";2021-11-05;"Moderna-mRNA-1273";32
"70-79";2021-11-06;"Pfizer-mRNA-BNT162b";13
"70-79";2021-11-07;"Moderna-mRNA-1273";1
"70-79";2021-11-08;"Pfizer-mRNA-BNT162b";269
"70-79";2021-11-08;"Moderna-mRNA-1273";13
"70-79";2021-11-09;"Pfizer-mRNA-BNT162b";421
"70-79";2021-11-09;"Moderna-mRNA-1273";29
"70-79";2021-11-10;"Pfizer-mRNA-BNT162b";489
"70-79";2021-11-10;"Moderna-mRNA-1273";42
"70-79";2021-11-11;"Pfizer-mRNA-BNT162b";513
"70-79";2021-11-11;"Moderna-mRNA-1273";64
"70-79";2021-11-12;"Pfizer-mRNA-BNT162b";446
"70-79";2021-11-12;"Moderna-mRNA-1273";61
"70-79";2021-11-13;"Pfizer-mRNA-BNT162b";21
"70-79";2021-11-14;"Pfizer-mRNA-BNT162b";1
"70-79";2021-11-15;"Pfizer-mRNA-BNT162b";280
"70-79";2021-11-15;"Moderna-mRNA-1273";33
"70-79";2021-11-16;"Pfizer-mRNA-BNT162b";484
"70-79";2021-11-16;"Moderna-mRNA-1273";111
"70-79";2021-11-17;"Pfizer-mRNA-BNT162b";438
"70-79";2021-11-17;"Moderna-mRNA-1273";187
"70-79";2021-11-18;"Pfizer-mRNA-BNT162b";421
"70-79";2021-11-18;"Moderna-mRNA-1273";226
"70-79";2021-11-19;"Pfizer-mRNA-BNT162b";321
"70-79";2021-11-19;"Moderna-mRNA-1273";217
"70-79";2021-11-20;"Pfizer-mRNA-BNT162b";30
"70-79";2021-11-20;"Moderna-mRNA-1273";7
"70-79";2021-11-21;"Pfizer-mRNA-BNT162b";1
"70-79";2021-11-21;"Moderna-mRNA-1273";6
"70-79";2021-11-22;"Pfizer-mRNA-BNT162b";157
"70-79";2021-11-22;"Moderna-mRNA-1273";203
"70-79";2021-11-23;"Pfizer-mRNA-BNT162b";152
"70-79";2021-11-23;"Moderna-mRNA-1273";502
"70-79";2021-11-24;"Pfizer-mRNA-BNT162b";107
"70-79";2021-11-24;"Moderna-mRNA-1273";628
"70-79";2021-11-25;"Pfizer-mRNA-BNT162b";110
"70-79";2021-11-25;"Moderna-mRNA-1273";658
"70-79";2021-11-26;"Pfizer-mRNA-BNT162b";73
"70-79";2021-11-26;"Moderna-mRNA-1273";576
"70-79";2021-11-27;"Pfizer-mRNA-BNT162b";19
"70-79";2021-11-27;"Moderna-mRNA-1273";64
"70-79";2021-11-28;"Moderna-mRNA-1273";4
"70-79";2021-11-29;"Pfizer-mRNA-BNT162b";56
"70-79";2021-11-29;"Moderna-mRNA-1273";399
"70-79";2021-11-29;"AZ-ChAdOx1";1
"70-79";2021-11-30;"Pfizer-mRNA-BNT162b";55
"70-79";2021-11-30;"Moderna-mRNA-1273";659
"70-79";2021-12-01;"Pfizer-mRNA-BNT162b";44
"70-79";2021-12-01;"Moderna-mRNA-1273";752
"70-79";2021-12-02;"Pfizer-mRNA-BNT162b";83
"70-79";2021-12-02;"Moderna-mRNA-1273";878
"70-79";2021-12-03;"Pfizer-mRNA-BNT162b";47
"70-79";2021-12-03;"Moderna-mRNA-1273";646
"70-79";2021-12-04;"Pfizer-mRNA-BNT162b";11
"70-79";2021-12-04;"Moderna-mRNA-1273";113
"70-79";2021-12-05;"Pfizer-mRNA-BNT162b";1
"70-79";2021-12-05;"Moderna-mRNA-1273";19
"70-79";2021-12-06;"Pfizer-mRNA-BNT162b";1
"70-79";2021-12-06;"Moderna-mRNA-1273";19
"70-79";2021-12-07;"Pfizer-mRNA-BNT162b";2
"70-79";2021-12-07;"Moderna-mRNA-1273";150
"70-79";2021-12-08;"Moderna-mRNA-1273";18
"70-79";2021-12-09;"Pfizer-mRNA-BNT162b";38
"70-79";2021-12-09;"Moderna-mRNA-1273";575
"70-79";2021-12-10;"Pfizer-mRNA-BNT162b";26
"70-79";2021-12-10;"Moderna-mRNA-1273";503
"70-79";2021-12-11;"Pfizer-mRNA-BNT162b";5
"70-79";2021-12-11;"Moderna-mRNA-1273";48
"70-79";2021-12-12;"Moderna-mRNA-1273";38
"70-79";2021-12-13;"Pfizer-mRNA-BNT162b";27
"70-79";2021-12-13;"Moderna-mRNA-1273";361
"70-79";2021-12-14;"Pfizer-mRNA-BNT162b";23
"70-79";2021-12-14;"Moderna-mRNA-1273";588
"70-79";2021-12-15;"Pfizer-mRNA-BNT162b";10
"70-79";2021-12-15;"Moderna-mRNA-1273";527
"70-79";2021-12-16;"Pfizer-mRNA-BNT162b";31
"70-79";2021-12-16;"Moderna-mRNA-1273";527
"70-79";2021-12-17;"Pfizer-mRNA-BNT162b";26
"70-79";2021-12-17;"Moderna-mRNA-1273";396
"70-79";2021-12-18;"Moderna-mRNA-1273";66
"70-79";2021-12-19;"Moderna-mRNA-1273";25
"70-79";2021-12-20;"Pfizer-mRNA-BNT162b";15
"70-79";2021-12-20;"Moderna-mRNA-1273";224
"70-79";2021-12-21;"Pfizer-mRNA-BNT162b";9
"70-79";2021-12-21;"Moderna-mRNA-1273";306
"70-79";2021-12-22;"Pfizer-mRNA-BNT162b";20
"70-79";2021-12-22;"Moderna-mRNA-1273";326
"70-79";2021-12-23;"Pfizer-mRNA-BNT162b";17
"70-79";2021-12-23;"Moderna-mRNA-1273";240
"70-79";2021-12-24;"Pfizer-mRNA-BNT162b";11
"70-79";2021-12-24;"Moderna-mRNA-1273";78
"70-79";2021-12-27;"Pfizer-mRNA-BNT162b";6
"70-79";2021-12-27;"Moderna-mRNA-1273";92
"70-79";2021-12-28;"Pfizer-mRNA-BNT162b";9
"70-79";2021-12-28;"Moderna-mRNA-1273";185
"70-79";2021-12-29;"Pfizer-mRNA-BNT162b";7
"70-79";2021-12-29;"Moderna-mRNA-1273";134
"70-79";2021-12-30;"Pfizer-mRNA-BNT162b";10
"70-79";2021-12-30;"Moderna-mRNA-1273";92
"70-79";2021-12-31;"Pfizer-mRNA-BNT162b";3
"70-79";2021-12-31;"Moderna-mRNA-1273";27
"70-79";2022-01-01;"Moderna-mRNA-1273";2
"70-79";2022-01-02;"Moderna-mRNA-1273";5
"70-79";2022-01-03;"Pfizer-mRNA-BNT162b";3
"70-79";2022-01-03;"Moderna-mRNA-1273";47
"70-79";2022-01-04;"Pfizer-mRNA-BNT162b";2
"70-79";2022-01-04;"Moderna-mRNA-1273";94
"70-79";2022-01-05;"Pfizer-mRNA-BNT162b";5
"70-79";2022-01-05;"Moderna-mRNA-1273";38
"70-79";2022-01-07;"Pfizer-mRNA-BNT162b";2
"70-79";2022-01-07;"Moderna-mRNA-1273";42
"70-79";2022-01-08;"Moderna-mRNA-1273";11
"70-79";2022-01-09;"Moderna-mRNA-1273";8
"70-79";2022-01-10;"Pfizer-mRNA-BNT162b";6
"70-79";2022-01-10;"Moderna-mRNA-1273";54
"70-79";2022-01-11;"Pfizer-mRNA-BNT162b";1
"70-79";2022-01-11;"Moderna-mRNA-1273";65
"70-79";2022-01-12;"Pfizer-mRNA-BNT162b";1
"70-79";2022-01-12;"Moderna-mRNA-1273";72
"70-79";2022-01-13;"Pfizer-mRNA-BNT162b";7
"70-79";2022-01-13;"Moderna-mRNA-1273";81
"70-79";2022-01-14;"Pfizer-mRNA-BNT162b";3
"70-79";2022-01-14;"Moderna-mRNA-1273";64
"70-79";2022-01-15;"Moderna-mRNA-1273";8
"70-79";2022-01-16;"Moderna-mRNA-1273";6
"70-79";2022-01-17;"Moderna-mRNA-1273";24
"70-79";2022-01-18;"Pfizer-mRNA-BNT162b";1
"70-79";2022-01-18;"Moderna-mRNA-1273";40
"70-79";2022-01-19;"Moderna-mRNA-1273";57
"70-79";2022-01-20;"Pfizer-mRNA-BNT162b";5
"70-79";2022-01-20;"Moderna-mRNA-1273";45
"70-79";2022-01-21;"Pfizer-mRNA-BNT162b";1
"70-79";2022-01-21;"Moderna-mRNA-1273";40
"70-79";2022-01-22;"Pfizer-mRNA-BNT162b";1
"70-79";2022-01-22;"Moderna-mRNA-1273";3
"70-79";2022-01-24;"Moderna-mRNA-1273";16
"70-79";2022-01-25;"Pfizer-mRNA-BNT162b";2
"70-79";2022-01-25;"Moderna-mRNA-1273";20
"70-79";2022-01-26;"Moderna-mRNA-1273";22
"70-79";2022-01-27;"Pfizer-mRNA-BNT162b";1
"70-79";2022-01-27;"Moderna-mRNA-1273";22
"70-79";2022-01-28;"Pfizer-mRNA-BNT162b";2
"70-79";2022-01-28;"Moderna-mRNA-1273";23
"70-79";2022-01-29;"Moderna-mRNA-1273";1
"70-79";2022-01-31;"Pfizer-mRNA-BNT162b";1
"70-79";2022-01-31;"Moderna-mRNA-1273";13
"70-79";2022-01-31;"AZ-ChAdOx1";1
"70-79";2022-02-01;"Moderna-mRNA-1273";14
"70-79";2022-02-02;"Pfizer-mRNA-BNT162b";1
"70-79";2022-02-02;"Moderna-mRNA-1273";11
"70-79";2022-02-03;"Pfizer-mRNA-BNT162b";1
"70-79";2022-02-03;"Moderna-mRNA-1273";8
"70-79";2022-02-04;"Moderna-mRNA-1273";8
"70-79";2022-02-05;"Moderna-mRNA-1273";1
"70-79";2022-02-07;"Moderna-mRNA-1273";2
"70-79";2022-02-08;"Moderna-mRNA-1273";5
"70-79";2022-02-09;"Moderna-mRNA-1273";4
"70-79";2022-02-10;"Pfizer-mRNA-BNT162b";1
"70-79";2022-02-10;"Moderna-mRNA-1273";12
"70-79";2022-02-11;"Moderna-mRNA-1273";4
"70-79";2022-02-13;"Moderna-mRNA-1273";1
"70-79";2022-02-14;"Moderna-mRNA-1273";1
"70-79";2022-02-15;"Moderna-mRNA-1273";3
"70-79";2022-02-16;"Moderna-mRNA-1273";6
"70-79";2022-02-17;"Pfizer-mRNA-BNT162b";1
"70-79";2022-02-17;"Moderna-mRNA-1273";6
"70-79";2022-02-18;"Moderna-mRNA-1273";5
"70-79";2022-02-19;"Moderna-mRNA-1273";1
"70-79";2022-02-21;"Moderna-mRNA-1273";1
