"age_group";"vac_exposure_date";"vac_concept_id";"n"
"50-59";2021-01-09;"Pfizer-mRNA-BNT162b";18
"50-59";2021-01-10;"Pfizer-mRNA-BNT162b";9
"50-59";2021-01-11;"Pfizer-mRNA-BNT162b";22
"50-59";2021-01-12;"Pfizer-mRNA-BNT162b";44
"50-59";2021-01-13;"Pfizer-mRNA-BNT162b";52
"50-59";2021-01-14;"Pfizer-mRNA-BNT162b";42
"50-59";2021-01-15;"Pfizer-mRNA-BNT162b";47
"50-59";2021-01-16;"Pfizer-mRNA-BNT162b";13
"50-59";2021-01-16;"Moderna-mRNA-1273";1
"50-59";2021-01-17;"Pfizer-mRNA-BNT162b";5
"50-59";2021-01-18;"Pfizer-mRNA-BNT162b";28
"50-59";2021-01-18;"Moderna-mRNA-1273";1
"50-59";2021-01-19;"Pfizer-mRNA-BNT162b";13
"50-59";2021-01-19;"Moderna-mRNA-1273";2
"50-59";2021-01-20;"Pfizer-mRNA-BNT162b";9
"50-59";2021-01-20;"Moderna-mRNA-1273";2
"50-59";2021-01-21;"Pfizer-mRNA-BNT162b";9
"50-59";2021-01-21;"Moderna-mRNA-1273";1
"50-59";2021-01-22;"Pfizer-mRNA-BNT162b";15
"50-59";2021-01-22;"Moderna-mRNA-1273";2
"50-59";2021-01-23;"Pfizer-mRNA-BNT162b";9
"50-59";2021-01-24;"Pfizer-mRNA-BNT162b";3
"50-59";2021-01-25;"Pfizer-mRNA-BNT162b";10
"50-59";2021-01-26;"Pfizer-mRNA-BNT162b";23
"50-59";2021-01-26;"Moderna-mRNA-1273";2
"50-59";2021-01-27;"Pfizer-mRNA-BNT162b";13
"50-59";2021-01-27;"Moderna-mRNA-1273";1
"50-59";2021-01-28;"Pfizer-mRNA-BNT162b";28
"50-59";2021-01-28;"Moderna-mRNA-1273";1
"50-59";2021-01-29;"Pfizer-mRNA-BNT162b";55
"50-59";2021-01-30;"Pfizer-mRNA-BNT162b";14
"50-59";2021-01-31;"Pfizer-mRNA-BNT162b";9
"50-59";2021-02-01;"Pfizer-mRNA-BNT162b";22
"50-59";2021-02-02;"Pfizer-mRNA-BNT162b";37
"50-59";2021-02-02;"Moderna-mRNA-1273";1
"50-59";2021-02-03;"Pfizer-mRNA-BNT162b";45
"50-59";2021-02-04;"Pfizer-mRNA-BNT162b";36
"50-59";2021-02-04;"Moderna-mRNA-1273";1
"50-59";2021-02-05;"Pfizer-mRNA-BNT162b";56
"50-59";2021-02-05;"Moderna-mRNA-1273";2
"50-59";2021-02-06;"Pfizer-mRNA-BNT162b";5
"50-59";2021-02-07;"Moderna-mRNA-1273";1
"50-59";2021-02-08;"Pfizer-mRNA-BNT162b";21
"50-59";2021-02-08;"Moderna-mRNA-1273";7
"50-59";2021-02-09;"Pfizer-mRNA-BNT162b";27
"50-59";2021-02-09;"Moderna-mRNA-1273";2
"50-59";2021-02-09;"AZ-ChAdOx1";2
"50-59";2021-02-10;"Pfizer-mRNA-BNT162b";25
"50-59";2021-02-10;"Moderna-mRNA-1273";4
"50-59";2021-02-10;"AZ-ChAdOx1";16
"50-59";2021-02-11;"Pfizer-mRNA-BNT162b";32
"50-59";2021-02-11;"Moderna-mRNA-1273";9
"50-59";2021-02-11;"AZ-ChAdOx1";16
"50-59";2021-02-12;"Pfizer-mRNA-BNT162b";46
"50-59";2021-02-12;"Moderna-mRNA-1273";11
"50-59";2021-02-12;"AZ-ChAdOx1";9
"50-59";2021-02-13;"Pfizer-mRNA-BNT162b";15
"50-59";2021-02-13;"AZ-ChAdOx1";1
"50-59";2021-02-14;"Pfizer-mRNA-BNT162b";4
"50-59";2021-02-14;"Jansen-Ad26";1
"50-59";2021-02-15;"Pfizer-mRNA-BNT162b";33
"50-59";2021-02-15;"Moderna-mRNA-1273";6
"50-59";2021-02-16;"Pfizer-mRNA-BNT162b";17
"50-59";2021-02-16;"Moderna-mRNA-1273";3
"50-59";2021-02-16;"AZ-ChAdOx1";9
"50-59";2021-02-17;"Pfizer-mRNA-BNT162b";18
"50-59";2021-02-17;"Moderna-mRNA-1273";3
"50-59";2021-02-17;"AZ-ChAdOx1";30
"50-59";2021-02-18;"Pfizer-mRNA-BNT162b";40
"50-59";2021-02-18;"Moderna-mRNA-1273";7
"50-59";2021-02-18;"AZ-ChAdOx1";42
"50-59";2021-02-19;"Pfizer-mRNA-BNT162b";37
"50-59";2021-02-19;"Moderna-mRNA-1273";5
"50-59";2021-02-19;"AZ-ChAdOx1";33
"50-59";2021-02-20;"Pfizer-mRNA-BNT162b";7
"50-59";2021-02-21;"Pfizer-mRNA-BNT162b";2
"50-59";2021-02-22;"Pfizer-mRNA-BNT162b";11
"50-59";2021-02-22;"Moderna-mRNA-1273";1
"50-59";2021-02-22;"AZ-ChAdOx1";15
"50-59";2021-02-23;"Pfizer-mRNA-BNT162b";33
"50-59";2021-02-23;"Moderna-mRNA-1273";5
"50-59";2021-02-23;"AZ-ChAdOx1";17
"50-59";2021-02-24;"Pfizer-mRNA-BNT162b";60
"50-59";2021-02-24;"Moderna-mRNA-1273";5
"50-59";2021-02-24;"AZ-ChAdOx1";22
"50-59";2021-02-25;"Pfizer-mRNA-BNT162b";52
"50-59";2021-02-25;"AZ-ChAdOx1";16
"50-59";2021-02-26;"Pfizer-mRNA-BNT162b";39
"50-59";2021-02-26;"Moderna-mRNA-1273";3
"50-59";2021-02-26;"AZ-ChAdOx1";16
"50-59";2021-02-27;"Pfizer-mRNA-BNT162b";3
"50-59";2021-02-27;"AZ-ChAdOx1";1
"50-59";2021-02-28;"AZ-ChAdOx1";1
"50-59";2021-03-01;"Pfizer-mRNA-BNT162b";6
"50-59";2021-03-01;"Moderna-mRNA-1273";5
"50-59";2021-03-01;"AZ-ChAdOx1";1
"50-59";2021-03-02;"Pfizer-mRNA-BNT162b";17
"50-59";2021-03-02;"Moderna-mRNA-1273";9
"50-59";2021-03-02;"AZ-ChAdOx1";1
"50-59";2021-03-03;"Pfizer-mRNA-BNT162b";34
"50-59";2021-03-03;"Moderna-mRNA-1273";3
"50-59";2021-03-03;"AZ-ChAdOx1";4
"50-59";2021-03-04;"Pfizer-mRNA-BNT162b";30
"50-59";2021-03-04;"Moderna-mRNA-1273";11
"50-59";2021-03-04;"AZ-ChAdOx1";24
"50-59";2021-03-05;"Pfizer-mRNA-BNT162b";34
"50-59";2021-03-05;"Moderna-mRNA-1273";15
"50-59";2021-03-05;"AZ-ChAdOx1";21
"50-59";2021-03-06;"Pfizer-mRNA-BNT162b";8
"50-59";2021-03-06;"AZ-ChAdOx1";9
"50-59";2021-03-07;"AZ-ChAdOx1";4
"50-59";2021-03-08;"Pfizer-mRNA-BNT162b";20
"50-59";2021-03-08;"Moderna-mRNA-1273";15
"50-59";2021-03-08;"AZ-ChAdOx1";11
"50-59";2021-03-09;"Pfizer-mRNA-BNT162b";30
"50-59";2021-03-09;"Moderna-mRNA-1273";4
"50-59";2021-03-09;"AZ-ChAdOx1";24
"50-59";2021-03-10;"Pfizer-mRNA-BNT162b";26
"50-59";2021-03-10;"Moderna-mRNA-1273";7
"50-59";2021-03-10;"AZ-ChAdOx1";21
"50-59";2021-03-11;"Pfizer-mRNA-BNT162b";38
"50-59";2021-03-11;"Moderna-mRNA-1273";15
"50-59";2021-03-11;"AZ-ChAdOx1";7
"50-59";2021-03-12;"Pfizer-mRNA-BNT162b";45
"50-59";2021-03-12;"Moderna-mRNA-1273";14
"50-59";2021-03-12;"AZ-ChAdOx1";25
"50-59";2021-03-13;"Pfizer-mRNA-BNT162b";6
"50-59";2021-03-13;"AZ-ChAdOx1";3
"50-59";2021-03-14;"Pfizer-mRNA-BNT162b";1
"50-59";2021-03-15;"Pfizer-mRNA-BNT162b";10
"50-59";2021-03-15;"Moderna-mRNA-1273";8
"50-59";2021-03-15;"AZ-ChAdOx1";19
"50-59";2021-03-16;"Pfizer-mRNA-BNT162b";27
"50-59";2021-03-16;"Moderna-mRNA-1273";11
"50-59";2021-03-17;"Pfizer-mRNA-BNT162b";52
"50-59";2021-03-17;"Moderna-mRNA-1273";23
"50-59";2021-03-17;"AZ-ChAdOx1";1
"50-59";2021-03-18;"Pfizer-mRNA-BNT162b";52
"50-59";2021-03-18;"Moderna-mRNA-1273";49
"50-59";2021-03-19;"Pfizer-mRNA-BNT162b";48
"50-59";2021-03-19;"Moderna-mRNA-1273";43
"50-59";2021-03-20;"Pfizer-mRNA-BNT162b";3
"50-59";2021-03-20;"Moderna-mRNA-1273";1
"50-59";2021-03-22;"Pfizer-mRNA-BNT162b";5
"50-59";2021-03-22;"Moderna-mRNA-1273";114
"50-59";2021-03-23;"Pfizer-mRNA-BNT162b";15
"50-59";2021-03-23;"Moderna-mRNA-1273";56
"50-59";2021-03-24;"Pfizer-mRNA-BNT162b";36
"50-59";2021-03-24;"Moderna-mRNA-1273";118
"50-59";2021-03-24;"AZ-ChAdOx1";13
"50-59";2021-03-25;"Pfizer-mRNA-BNT162b";31
"50-59";2021-03-25;"Moderna-mRNA-1273";133
"50-59";2021-03-25;"AZ-ChAdOx1";18
"50-59";2021-03-26;"Pfizer-mRNA-BNT162b";21
"50-59";2021-03-26;"Moderna-mRNA-1273";116
"50-59";2021-03-26;"AZ-ChAdOx1";17
"50-59";2021-03-27;"Pfizer-mRNA-BNT162b";1
"50-59";2021-03-27;"Moderna-mRNA-1273";2
"50-59";2021-03-27;"AZ-ChAdOx1";10
"50-59";2021-03-28;"AZ-ChAdOx1";1
"50-59";2021-03-29;"Pfizer-mRNA-BNT162b";3
"50-59";2021-03-29;"Moderna-mRNA-1273";111
"50-59";2021-03-29;"AZ-ChAdOx1";28
"50-59";2021-03-30;"Pfizer-mRNA-BNT162b";21
"50-59";2021-03-30;"Moderna-mRNA-1273";118
"50-59";2021-03-30;"AZ-ChAdOx1";9
"50-59";2021-03-31;"Pfizer-mRNA-BNT162b";37
"50-59";2021-03-31;"Moderna-mRNA-1273";109
"50-59";2021-03-31;"AZ-ChAdOx1";27
"50-59";2021-04-01;"Pfizer-mRNA-BNT162b";15
"50-59";2021-04-01;"Moderna-mRNA-1273";67
"50-59";2021-04-01;"AZ-ChAdOx1";17
"50-59";2021-04-02;"Moderna-mRNA-1273";2
"50-59";2021-04-02;"AZ-ChAdOx1";5
"50-59";2021-04-03;"Moderna-mRNA-1273";1
"50-59";2021-04-03;"AZ-ChAdOx1";25
"50-59";2021-04-04;"AZ-ChAdOx1";42
"50-59";2021-04-05;"AZ-ChAdOx1";43
"50-59";2021-04-06;"Pfizer-mRNA-BNT162b";3
"50-59";2021-04-06;"Moderna-mRNA-1273";100
"50-59";2021-04-06;"AZ-ChAdOx1";44
"50-59";2021-04-07;"Pfizer-mRNA-BNT162b";11
"50-59";2021-04-07;"Moderna-mRNA-1273";100
"50-59";2021-04-07;"AZ-ChAdOx1";41
"50-59";2021-04-08;"Pfizer-mRNA-BNT162b";21
"50-59";2021-04-08;"Moderna-mRNA-1273";102
"50-59";2021-04-08;"AZ-ChAdOx1";12
"50-59";2021-04-09;"Pfizer-mRNA-BNT162b";14
"50-59";2021-04-09;"Moderna-mRNA-1273";76
"50-59";2021-04-09;"AZ-ChAdOx1";14
"50-59";2021-04-10;"Moderna-mRNA-1273";3
"50-59";2021-04-10;"AZ-ChAdOx1";3
"50-59";2021-04-12;"Pfizer-mRNA-BNT162b";1
"50-59";2021-04-12;"Moderna-mRNA-1273";101
"50-59";2021-04-12;"AZ-ChAdOx1";18
"50-59";2021-04-13;"Pfizer-mRNA-BNT162b";11
"50-59";2021-04-13;"Moderna-mRNA-1273";54
"50-59";2021-04-13;"AZ-ChAdOx1";19
"50-59";2021-04-14;"Pfizer-mRNA-BNT162b";11
"50-59";2021-04-14;"Moderna-mRNA-1273";84
"50-59";2021-04-14;"AZ-ChAdOx1";24
"50-59";2021-04-15;"Pfizer-mRNA-BNT162b";14
"50-59";2021-04-15;"Moderna-mRNA-1273";109
"50-59";2021-04-15;"AZ-ChAdOx1";12
"50-59";2021-04-16;"Pfizer-mRNA-BNT162b";14
"50-59";2021-04-16;"Moderna-mRNA-1273";80
"50-59";2021-04-16;"AZ-ChAdOx1";12
"50-59";2021-04-17;"Moderna-mRNA-1273";32
"50-59";2021-04-19;"Pfizer-mRNA-BNT162b";1
"50-59";2021-04-19;"Moderna-mRNA-1273";173
"50-59";2021-04-19;"AZ-ChAdOx1";8
"50-59";2021-04-20;"Pfizer-mRNA-BNT162b";16
"50-59";2021-04-20;"Moderna-mRNA-1273";100
"50-59";2021-04-20;"AZ-ChAdOx1";13
"50-59";2021-04-21;"Pfizer-mRNA-BNT162b";20
"50-59";2021-04-21;"Moderna-mRNA-1273";148
"50-59";2021-04-21;"AZ-ChAdOx1";6
"50-59";2021-04-22;"Pfizer-mRNA-BNT162b";16
"50-59";2021-04-22;"Moderna-mRNA-1273";187
"50-59";2021-04-22;"AZ-ChAdOx1";18
"50-59";2021-04-23;"Pfizer-mRNA-BNT162b";9
"50-59";2021-04-23;"Moderna-mRNA-1273";134
"50-59";2021-04-23;"AZ-ChAdOx1";31
"50-59";2021-04-24;"Moderna-mRNA-1273";11
"50-59";2021-04-26;"Moderna-mRNA-1273";164
"50-59";2021-04-26;"AZ-ChAdOx1";10
"50-59";2021-04-27;"Pfizer-mRNA-BNT162b";7
"50-59";2021-04-27;"Moderna-mRNA-1273";159
"50-59";2021-04-27;"AZ-ChAdOx1";8
"50-59";2021-04-28;"Pfizer-mRNA-BNT162b";7
"50-59";2021-04-28;"Moderna-mRNA-1273";184
"50-59";2021-04-28;"AZ-ChAdOx1";17
"50-59";2021-04-29;"Pfizer-mRNA-BNT162b";18
"50-59";2021-04-29;"Moderna-mRNA-1273";112
"50-59";2021-04-29;"AZ-ChAdOx1";11
"50-59";2021-04-30;"Pfizer-mRNA-BNT162b";22
"50-59";2021-04-30;"Moderna-mRNA-1273";58
"50-59";2021-04-30;"AZ-ChAdOx1";13
"50-59";2021-05-01;"Pfizer-mRNA-BNT162b";1
"50-59";2021-05-01;"Moderna-mRNA-1273";2
"50-59";2021-05-01;"AZ-ChAdOx1";4
"50-59";2021-05-02;"Pfizer-mRNA-BNT162b";1
"50-59";2021-05-02;"AZ-ChAdOx1";2
"50-59";2021-05-03;"Pfizer-mRNA-BNT162b";8
"50-59";2021-05-03;"Moderna-mRNA-1273";51
"50-59";2021-05-03;"AZ-ChAdOx1";37
"50-59";2021-05-04;"Pfizer-mRNA-BNT162b";14
"50-59";2021-05-04;"Moderna-mRNA-1273";136
"50-59";2021-05-04;"AZ-ChAdOx1";134
"50-59";2021-05-05;"Pfizer-mRNA-BNT162b";34
"50-59";2021-05-05;"Moderna-mRNA-1273";121
"50-59";2021-05-05;"AZ-ChAdOx1";91
"50-59";2021-05-05;"Jansen-Ad26";1
"50-59";2021-05-06;"Pfizer-mRNA-BNT162b";62
"50-59";2021-05-06;"Moderna-mRNA-1273";112
"50-59";2021-05-06;"AZ-ChAdOx1";64
"50-59";2021-05-06;"Jansen-Ad26";1
"50-59";2021-05-07;"Pfizer-mRNA-BNT162b";108
"50-59";2021-05-07;"Moderna-mRNA-1273";94
"50-59";2021-05-07;"AZ-ChAdOx1";53
"50-59";2021-05-07;"Jansen-Ad26";1
"50-59";2021-05-08;"Pfizer-mRNA-BNT162b";45
"50-59";2021-05-08;"Moderna-mRNA-1273";2
"50-59";2021-05-08;"AZ-ChAdOx1";20
"50-59";2021-05-09;"Pfizer-mRNA-BNT162b";46
"50-59";2021-05-09;"Moderna-mRNA-1273";14
"50-59";2021-05-09;"AZ-ChAdOx1";7
"50-59";2021-05-10;"Pfizer-mRNA-BNT162b";133
"50-59";2021-05-10;"Moderna-mRNA-1273";118
"50-59";2021-05-10;"AZ-ChAdOx1";71
"50-59";2021-05-10;"Jansen-Ad26";1
"50-59";2021-05-11;"Pfizer-mRNA-BNT162b";634
"50-59";2021-05-11;"Moderna-mRNA-1273";91
"50-59";2021-05-11;"AZ-ChAdOx1";7
"50-59";2021-05-12;"Pfizer-mRNA-BNT162b";660
"50-59";2021-05-12;"Moderna-mRNA-1273";140
"50-59";2021-05-12;"AZ-ChAdOx1";15
"50-59";2021-05-13;"Pfizer-mRNA-BNT162b";614
"50-59";2021-05-13;"Moderna-mRNA-1273";199
"50-59";2021-05-13;"AZ-ChAdOx1";14
"50-59";2021-05-13;"Jansen-Ad26";3
"50-59";2021-05-14;"Pfizer-mRNA-BNT162b";619
"50-59";2021-05-14;"Moderna-mRNA-1273";133
"50-59";2021-05-14;"AZ-ChAdOx1";16
"50-59";2021-05-14;"Jansen-Ad26";1
"50-59";2021-05-15;"Pfizer-mRNA-BNT162b";185
"50-59";2021-05-15;"Moderna-mRNA-1273";139
"50-59";2021-05-16;"Pfizer-mRNA-BNT162b";93
"50-59";2021-05-16;"Moderna-mRNA-1273";135
"50-59";2021-05-17;"Pfizer-mRNA-BNT162b";106
"50-59";2021-05-17;"Moderna-mRNA-1273";157
"50-59";2021-05-17;"AZ-ChAdOx1";27
"50-59";2021-05-18;"Pfizer-mRNA-BNT162b";506
"50-59";2021-05-18;"Moderna-mRNA-1273";122
"50-59";2021-05-18;"AZ-ChAdOx1";6
"50-59";2021-05-18;"Jansen-Ad26";3
"50-59";2021-05-19;"Pfizer-mRNA-BNT162b";454
"50-59";2021-05-19;"Moderna-mRNA-1273";110
"50-59";2021-05-19;"AZ-ChAdOx1";11
"50-59";2021-05-19;"Jansen-Ad26";9
"50-59";2021-05-20;"Pfizer-mRNA-BNT162b";421
"50-59";2021-05-20;"Moderna-mRNA-1273";169
"50-59";2021-05-20;"AZ-ChAdOx1";9
"50-59";2021-05-20;"Jansen-Ad26";8
"50-59";2021-05-21;"Pfizer-mRNA-BNT162b";288
"50-59";2021-05-21;"Moderna-mRNA-1273";118
"50-59";2021-05-21;"AZ-ChAdOx1";2
"50-59";2021-05-21;"Jansen-Ad26";12
"50-59";2021-05-22;"Pfizer-mRNA-BNT162b";54
"50-59";2021-05-22;"Moderna-mRNA-1273";95
"50-59";2021-05-22;"AZ-ChAdOx1";1
"50-59";2021-05-23;"Pfizer-mRNA-BNT162b";28
"50-59";2021-05-23;"Moderna-mRNA-1273";29
"50-59";2021-05-24;"Pfizer-mRNA-BNT162b";29
"50-59";2021-05-24;"Moderna-mRNA-1273";35
"50-59";2021-05-24;"AZ-ChAdOx1";6
"50-59";2021-05-25;"Pfizer-mRNA-BNT162b";250
"50-59";2021-05-25;"Moderna-mRNA-1273";115
"50-59";2021-05-25;"AZ-ChAdOx1";3
"50-59";2021-05-25;"Jansen-Ad26";11
"50-59";2021-05-26;"Pfizer-mRNA-BNT162b";195
"50-59";2021-05-26;"Moderna-mRNA-1273";171
"50-59";2021-05-26;"AZ-ChAdOx1";8
"50-59";2021-05-26;"Jansen-Ad26";2
"50-59";2021-05-27;"Pfizer-mRNA-BNT162b";199
"50-59";2021-05-27;"Moderna-mRNA-1273";257
"50-59";2021-05-27;"AZ-ChAdOx1";15
"50-59";2021-05-27;"Jansen-Ad26";3
"50-59";2021-05-28;"Pfizer-mRNA-BNT162b";256
"50-59";2021-05-28;"Moderna-mRNA-1273";109
"50-59";2021-05-28;"AZ-ChAdOx1";23
"50-59";2021-05-28;"Jansen-Ad26";2
"50-59";2021-05-29;"Pfizer-mRNA-BNT162b";78
"50-59";2021-05-29;"Moderna-mRNA-1273";65
"50-59";2021-05-29;"AZ-ChAdOx1";33
"50-59";2021-05-30;"Pfizer-mRNA-BNT162b";36
"50-59";2021-05-30;"Moderna-mRNA-1273";39
"50-59";2021-05-30;"AZ-ChAdOx1";29
"50-59";2021-05-31;"Pfizer-mRNA-BNT162b";163
"50-59";2021-05-31;"Moderna-mRNA-1273";67
"50-59";2021-05-31;"AZ-ChAdOx1";42
"50-59";2021-06-01;"Pfizer-mRNA-BNT162b";676
"50-59";2021-06-01;"Moderna-mRNA-1273";78
"50-59";2021-06-01;"AZ-ChAdOx1";25
"50-59";2021-06-01;"Jansen-Ad26";4
"50-59";2021-06-02;"Pfizer-mRNA-BNT162b";741
"50-59";2021-06-02;"Moderna-mRNA-1273";50
"50-59";2021-06-02;"AZ-ChAdOx1";31
"50-59";2021-06-02;"Jansen-Ad26";4
"50-59";2021-06-03;"Pfizer-mRNA-BNT162b";707
"50-59";2021-06-03;"Moderna-mRNA-1273";127
"50-59";2021-06-03;"AZ-ChAdOx1";25
"50-59";2021-06-03;"Jansen-Ad26";6
"50-59";2021-06-04;"Pfizer-mRNA-BNT162b";779
"50-59";2021-06-04;"Moderna-mRNA-1273";68
"50-59";2021-06-04;"AZ-ChAdOx1";39
"50-59";2021-06-04;"Jansen-Ad26";8
"50-59";2021-06-05;"Pfizer-mRNA-BNT162b";316
"50-59";2021-06-05;"Moderna-mRNA-1273";10
"50-59";2021-06-05;"AZ-ChAdOx1";42
"50-59";2021-06-06;"Pfizer-mRNA-BNT162b";173
"50-59";2021-06-06;"Moderna-mRNA-1273";14
"50-59";2021-06-06;"AZ-ChAdOx1";11
"50-59";2021-06-07;"Pfizer-mRNA-BNT162b";335
"50-59";2021-06-07;"Moderna-mRNA-1273";77
"50-59";2021-06-07;"AZ-ChAdOx1";11
"50-59";2021-06-07;"Jansen-Ad26";2
"50-59";2021-06-08;"Pfizer-mRNA-BNT162b";515
"50-59";2021-06-08;"Moderna-mRNA-1273";43
"50-59";2021-06-08;"AZ-ChAdOx1";8
"50-59";2021-06-08;"Jansen-Ad26";9
"50-59";2021-06-09;"Pfizer-mRNA-BNT162b";476
"50-59";2021-06-09;"Moderna-mRNA-1273";48
"50-59";2021-06-09;"AZ-ChAdOx1";10
"50-59";2021-06-09;"Jansen-Ad26";8
"50-59";2021-06-10;"Pfizer-mRNA-BNT162b";464
"50-59";2021-06-10;"Moderna-mRNA-1273";166
"50-59";2021-06-10;"AZ-ChAdOx1";5
"50-59";2021-06-10;"Jansen-Ad26";13
"50-59";2021-06-11;"Pfizer-mRNA-BNT162b";508
"50-59";2021-06-11;"Moderna-mRNA-1273";55
"50-59";2021-06-11;"AZ-ChAdOx1";14
"50-59";2021-06-11;"Jansen-Ad26";10
"50-59";2021-06-12;"Pfizer-mRNA-BNT162b";122
"50-59";2021-06-12;"Moderna-mRNA-1273";153
"50-59";2021-06-12;"AZ-ChAdOx1";6
"50-59";2021-06-12;"Jansen-Ad26";1
"50-59";2021-06-13;"Pfizer-mRNA-BNT162b";61
"50-59";2021-06-13;"Moderna-mRNA-1273";138
"50-59";2021-06-13;"AZ-ChAdOx1";2
"50-59";2021-06-13;"Jansen-Ad26";1
"50-59";2021-06-14;"Pfizer-mRNA-BNT162b";152
"50-59";2021-06-14;"Moderna-mRNA-1273";48
"50-59";2021-06-14;"AZ-ChAdOx1";6
"50-59";2021-06-14;"Jansen-Ad26";7
"50-59";2021-06-15;"Pfizer-mRNA-BNT162b";205
"50-59";2021-06-15;"Moderna-mRNA-1273";68
"50-59";2021-06-15;"Jansen-Ad26";16
"50-59";2021-06-16;"Pfizer-mRNA-BNT162b";207
"50-59";2021-06-16;"Moderna-mRNA-1273";56
"50-59";2021-06-16;"AZ-ChAdOx1";11
"50-59";2021-06-16;"Jansen-Ad26";11
"50-59";2021-06-17;"Pfizer-mRNA-BNT162b";153
"50-59";2021-06-17;"Moderna-mRNA-1273";138
"50-59";2021-06-17;"AZ-ChAdOx1";22
"50-59";2021-06-17;"Jansen-Ad26";18
"50-59";2021-06-18;"Pfizer-mRNA-BNT162b";244
"50-59";2021-06-18;"Moderna-mRNA-1273";101
"50-59";2021-06-18;"AZ-ChAdOx1";20
"50-59";2021-06-18;"Jansen-Ad26";11
"50-59";2021-06-19;"Pfizer-mRNA-BNT162b";69
"50-59";2021-06-19;"Moderna-mRNA-1273";54
"50-59";2021-06-19;"AZ-ChAdOx1";8
"50-59";2021-06-19;"Jansen-Ad26";4
"50-59";2021-06-20;"Pfizer-mRNA-BNT162b";58
"50-59";2021-06-20;"Moderna-mRNA-1273";13
"50-59";2021-06-20;"AZ-ChAdOx1";11
"50-59";2021-06-20;"Jansen-Ad26";1
"50-59";2021-06-21;"Pfizer-mRNA-BNT162b";84
"50-59";2021-06-21;"Moderna-mRNA-1273";82
"50-59";2021-06-21;"AZ-ChAdOx1";39
"50-59";2021-06-21;"Jansen-Ad26";13
"50-59";2021-06-22;"Pfizer-mRNA-BNT162b";139
"50-59";2021-06-22;"Moderna-mRNA-1273";56
"50-59";2021-06-22;"AZ-ChAdOx1";55
"50-59";2021-06-22;"Jansen-Ad26";9
"50-59";2021-06-23;"Pfizer-mRNA-BNT162b";186
"50-59";2021-06-23;"Moderna-mRNA-1273";78
"50-59";2021-06-23;"AZ-ChAdOx1";30
"50-59";2021-06-23;"Jansen-Ad26";13
"50-59";2021-06-24;"Pfizer-mRNA-BNT162b";57
"50-59";2021-06-24;"Moderna-mRNA-1273";52
"50-59";2021-06-24;"AZ-ChAdOx1";17
"50-59";2021-06-25;"Pfizer-mRNA-BNT162b";206
"50-59";2021-06-25;"Moderna-mRNA-1273";120
"50-59";2021-06-25;"AZ-ChAdOx1";31
"50-59";2021-06-25;"Jansen-Ad26";2
"50-59";2021-06-26;"Pfizer-mRNA-BNT162b";107
"50-59";2021-06-26;"Moderna-mRNA-1273";63
"50-59";2021-06-26;"AZ-ChAdOx1";33
"50-59";2021-06-26;"Jansen-Ad26";1
"50-59";2021-06-27;"Pfizer-mRNA-BNT162b";66
"50-59";2021-06-27;"Moderna-mRNA-1273";50
"50-59";2021-06-27;"AZ-ChAdOx1";9
"50-59";2021-06-27;"Jansen-Ad26";2
"50-59";2021-06-28;"Pfizer-mRNA-BNT162b";217
"50-59";2021-06-28;"Moderna-mRNA-1273";33
"50-59";2021-06-28;"AZ-ChAdOx1";19
"50-59";2021-06-28;"Jansen-Ad26";6
"50-59";2021-06-29;"Pfizer-mRNA-BNT162b";143
"50-59";2021-06-29;"Moderna-mRNA-1273";43
"50-59";2021-06-29;"AZ-ChAdOx1";35
"50-59";2021-06-29;"Jansen-Ad26";6
"50-59";2021-06-30;"Pfizer-mRNA-BNT162b";121
"50-59";2021-06-30;"Moderna-mRNA-1273";42
"50-59";2021-06-30;"AZ-ChAdOx1";16
"50-59";2021-06-30;"Jansen-Ad26";11
"50-59";2021-07-01;"Pfizer-mRNA-BNT162b";85
"50-59";2021-07-01;"Moderna-mRNA-1273";82
"50-59";2021-07-01;"AZ-ChAdOx1";36
"50-59";2021-07-01;"Jansen-Ad26";10
"50-59";2021-07-02;"Pfizer-mRNA-BNT162b";178
"50-59";2021-07-02;"Moderna-mRNA-1273";47
"50-59";2021-07-02;"AZ-ChAdOx1";26
"50-59";2021-07-02;"Jansen-Ad26";4
"50-59";2021-07-03;"Pfizer-mRNA-BNT162b";23
"50-59";2021-07-03;"Moderna-mRNA-1273";9
"50-59";2021-07-03;"AZ-ChAdOx1";16
"50-59";2021-07-03;"Jansen-Ad26";4
"50-59";2021-07-04;"Pfizer-mRNA-BNT162b";14
"50-59";2021-07-04;"Moderna-mRNA-1273";6
"50-59";2021-07-04;"AZ-ChAdOx1";19
"50-59";2021-07-04;"Jansen-Ad26";1
"50-59";2021-07-05;"Pfizer-mRNA-BNT162b";56
"50-59";2021-07-05;"Moderna-mRNA-1273";45
"50-59";2021-07-05;"AZ-ChAdOx1";27
"50-59";2021-07-05;"Jansen-Ad26";1
"50-59";2021-07-06;"Pfizer-mRNA-BNT162b";53
"50-59";2021-07-06;"Moderna-mRNA-1273";17
"50-59";2021-07-06;"AZ-ChAdOx1";81
"50-59";2021-07-06;"Jansen-Ad26";5
"50-59";2021-07-07;"Pfizer-mRNA-BNT162b";48
"50-59";2021-07-07;"Moderna-mRNA-1273";7
"50-59";2021-07-07;"AZ-ChAdOx1";114
"50-59";2021-07-07;"Jansen-Ad26";7
