"cancer_diagnosis_time";"vac_number";"vac_exposure_date";"n";"n_total";"cum_sum"
"2";"Dose One";2021-10-26;4;21542;0.865982731408411
"2";"Dose One";2021-10-27;2;21542;0.866075573298672
"2";"Dose One";2021-10-28;3;21542;0.866214836134064
"2";"Dose One";2021-10-29;5;21542;0.866446940859716
"2";"Dose One";2021-11-03;1;21542;0.866493361804846
"2";"Dose One";2021-11-04;2;21542;0.866586203695107
"2";"Dose One";2021-11-05;1;21542;0.866632624640238
"2";"Dose One";2021-11-06;1;21542;0.866679045585368
"2";"Dose One";2021-11-08;2;21542;0.866771887475629
"2";"Dose One";2021-11-10;3;21542;0.86691115031102
"2";"Dose One";2021-11-11;3;21542;0.867050413146412
"2";"Dose One";2021-11-12;2;21542;0.867143255036673
"2";"Dose One";2021-11-15;4;21542;0.867328938817194
"2";"Dose One";2021-11-16;3;21542;0.867468201652586
"2";"Dose One";2021-11-17;4;21542;0.867653885433107
"2";"Dose One";2021-11-18;7;21542;0.86797883204902
"2";"Dose One";2021-11-19;4;21542;0.868164515829542
"2";"Dose One";2021-11-23;3;21542;0.868303778664934
"2";"Dose One";2021-11-24;6;21542;0.868582304335716
"2";"Dose One";2021-11-25;7;21542;0.868907250951629
"2";"Dose One";2021-11-26;9;21542;0.869325039457803
"2";"Dose One";2021-11-27;1;21542;0.869371460402934
"2";"Dose One";2021-11-28;1;21542;0.869417881348064
"2";"Dose One";2021-11-29;3;21542;0.869557144183456
"2";"Dose One";2021-11-30;3;21542;0.869696407018847
"2";"Dose One";2021-12-01;4;21542;0.869882090799369
"2";"Dose One";2021-12-02;7;21542;0.870207037415282
"2";"Dose One";2021-12-03;8;21542;0.870578404976325
"2";"Dose One";2021-12-04;1;21542;0.870624825921456
"2";"Dose One";2021-12-05;2;21542;0.870717667811717
"2";"Dose One";2021-12-06;1;21542;0.870764088756847
"2";"Dose One";2021-12-07;5;21542;0.870996193482499
"2";"Dose One";2021-12-08;2;21542;0.87108903537276
"2";"Dose One";2021-12-09;7;21542;0.871413981988673
"2";"Dose One";2021-12-10;4;21542;0.871599665769195
"2";"Dose One";2021-12-12;1;21542;0.871646086714326
"2";"Dose One";2021-12-13;8;21542;0.872017454275369
"2";"Dose One";2021-12-14;3;21542;0.87215671711076
"2";"Dose One";2021-12-15;5;21542;0.872388821836413
"2";"Dose One";2021-12-16;9;21542;0.872806610342587
"2";"Dose One";2021-12-17;7;21542;0.8731315569585
"2";"Dose One";2021-12-18;1;21542;0.87317797790363
"2";"Dose One";2021-12-19;2;21542;0.873270819793891
"2";"Dose One";2021-12-20;5;21542;0.873502924519543
"2";"Dose One";2021-12-21;12;21542;0.874059975861109
"2";"Dose One";2021-12-22;2;21542;0.874152817751369
"2";"Dose One";2021-12-23;1;21542;0.8741992386965
"2";"Dose One";2021-12-24;1;21542;0.87424565964163
"2";"Dose One";2021-12-27;1;21542;0.874292080586761
"2";"Dose One";2021-12-29;2;21542;0.874384922477022
"2";"Dose One";2021-12-30;3;21542;0.874524185312413
"2";"Dose One";2021-12-31;1;21542;0.874570606257543
"2";"Dose One";2022-01-03;2;21542;0.874663448147804
"2";"Dose One";2022-01-04;3;21542;0.874802710983196
"2";"Dose One";2022-01-07;1;21542;0.874849131928326
"2";"Dose One";2022-01-09;1;21542;0.874895552873457
"2";"Dose One";2022-01-11;1;21542;0.874941973818587
"2";"Dose One";2022-01-13;2;21542;0.875034815708848
"2";"Dose One";2022-01-14;1;21542;0.875081236653978
"2";"Dose One";2022-01-15;1;21542;0.875127657599109
"2";"Dose One";2022-01-16;1;21542;0.875174078544239
"2";"Dose One";2022-01-17;4;21542;0.875359762324761
"2";"Dose One";2022-01-18;2;21542;0.875452604215022
"2";"Dose One";2022-01-19;1;21542;0.875499025160152
"2";"Dose One";2022-01-20;4;21542;0.875684708940674
"2";"Dose One";2022-01-21;3;21542;0.875823971776065
"2";"Dose One";2022-01-22;1;21542;0.875870392721196
"2";"Dose One";2022-01-24;4;21542;0.876056076501718
"2";"Dose One";2022-01-25;2;21542;0.876148918391979
"2";"Dose One";2022-01-26;3;21542;0.87628818122737
"2";"Dose One";2022-01-27;1;21542;0.8763346021725
"2";"Dose One";2022-01-29;1;21542;0.876381023117631
"2";"Dose One";2022-02-02;1;21542;0.876427444062761
"2";"Dose One";2022-02-03;1;21542;0.876473865007892
"2";"Dose One";2022-02-04;1;21542;0.876520285953022
"2";"Dose One";2022-02-10;1;21542;0.876566706898152
"2";"Dose One";2022-02-11;1;21542;0.876613127843283
"2";"Dose One";2022-02-18;1;21542;0.876659548788413
"2";"Dose One";2022-02-21;1;21542;0.876705969733544
"2";"Dose One";2022-02-23;1;21542;0.876752390678674
"2";"Dose One";2022-03-04;1;21542;0.876798811623805
"2";"Dose One";2022-04-08;1;21542;0.876845232568935
"2";"Dose One";2022-04-11;1;21542;0.876891653514066
"2";"Dose One";2022-05-17;1;21542;0.876938074459196
"2";"Dose One";2022-05-18;1;21542;0.876984495404326
"2";"Dose One";2022-05-26;1;21542;0.877030916349457
"2";"Dose One";2022-05-27;1;21542;0.877077337294587
"2";"Dose One";2022-06-17;1;21542;0.877123758239718
"2";"Dose One";NA;2647;21542;1
"2";"Dose Two";2021-01-20;4;21542;0.000185683780521771
"2";"Dose Two";2021-01-21;2;21542;0.000278525670782657
"2";"Dose Two";2021-01-23;1;21542;0.0003249466159131
"2";"Dose Two";2021-01-25;2;21542;0.000417788506173986
"2";"Dose Two";2021-01-26;9;21542;0.000835577012347971
"2";"Dose Two";2021-01-27;5;21542;0.00106768173800019
"2";"Dose Two";2021-01-28;15;21542;0.00176399591495683
"2";"Dose Two";2021-01-29;28;21542;0.00306378237860923
"2";"Dose Two";2021-01-30;5;21542;0.00329588710426144
"2";"Dose Two";2021-01-31;1;21542;0.00334230804939189
"2";"Dose Two";2021-02-01;15;21542;0.00403862222634853
"2";"Dose Two";2021-02-02;26;21542;0.00524556679974004
"2";"Dose Two";2021-02-03;15;21542;0.00594188097669669
"2";"Dose Two";2021-02-04;18;21542;0.00677745798904466
"2";"Dose Two";2021-02-05;20;21542;0.00770587689165351
"2";"Dose Two";2021-02-06;5;21542;0.00793798161730573
"2";"Dose Two";2021-02-07;1;21542;0.00798440256243617
"2";"Dose Two";2021-02-08;14;21542;0.00863429579426237
"2";"Dose Two";2021-02-09;19;21542;0.00951629375174079
"2";"Dose Two";2021-02-10;19;21542;0.0103982917092192
"2";"Dose Two";2021-02-11;9;21542;0.0108160802153932
"2";"Dose Two";2021-02-12;13;21542;0.0114195525020889
"2";"Dose Two";2021-02-13;4;21542;0.0116052362826107
"2";"Dose Two";2021-02-15;3;21542;0.011744499118002
"2";"Dose Two";2021-02-17;2;21542;0.0118373410082629
"2";"Dose Two";2021-02-18;4;21542;0.0120230247887847
"2";"Dose Two";2021-02-19;3;21542;0.012162287624176
"2";"Dose Two";2021-02-23;3;21542;0.0123015504595674
"2";"Dose Two";2021-02-24;1;21542;0.0123479714046978
"2";"Dose Two";2021-02-25;4;21542;0.0125336551852196
"2";"Dose Two";2021-02-26;3;21542;0.0126729180206109
"2";"Dose Two";2021-03-01;1;21542;0.0127193389657413
"2";"Dose Two";2021-03-04;4;21542;0.0129050227462631
"2";"Dose Two";2021-03-05;15;21542;0.0136013369232198
"2";"Dose Two";2021-03-06;5;21542;0.013833441648872
"2";"Dose Two";2021-03-08;9;21542;0.014251230155046
"2";"Dose Two";2021-03-09;15;21542;0.0149475443320026
"2";"Dose Two";2021-03-10;8;21542;0.0153189118930461
"2";"Dose Two";2021-03-11;45;21542;0.0174078544239161
"2";"Dose Two";2021-03-12;50;21542;0.0197289016804382
"2";"Dose Two";2021-03-13;5;21542;0.0199610064060904
"2";"Dose Two";2021-03-15;16;21542;0.0207037415281775
"2";"Dose Two";2021-03-16;98;21542;0.0252529941509609
"2";"Dose Two";2021-03-17;195;21542;0.0343050784513973
"2";"Dose Two";2021-03-18;208;21542;0.0439606350385294
"2";"Dose Two";2021-03-19;150;21542;0.0509237768080958
"2";"Dose Two";2021-03-20;3;21542;0.0510630396434871
"2";"Dose Two";2021-03-22;10;21542;0.0515272490947916
"2";"Dose Two";2021-03-23;84;21542;0.0554266084857488
"2";"Dose Two";2021-03-24;166;21542;0.0631324853774023
"2";"Dose Two";2021-03-25;133;21542;0.0693064710797512
"2";"Dose Two";2021-03-26;96;21542;0.0737628818122737
"2";"Dose Two";2021-03-27;1;21542;0.0738093027574041
"2";"Dose Two";2021-03-29;13;21542;0.0744127750440999
"2";"Dose Two";2021-03-30;53;21542;0.0768730851360134
"2";"Dose Two";2021-03-31;70;21542;0.0801225512951444
"2";"Dose Two";2021-04-01;77;21542;0.0836969640701885
"2";"Dose Two";2021-04-02;1;21542;0.0837433850153189
"2";"Dose Two";2021-04-03;5;21542;0.0839754897409711
"2";"Dose Two";2021-04-06;32;21542;0.0854609599851453
"2";"Dose Two";2021-04-07;27;21542;0.0867143255036673
"2";"Dose Two";2021-04-08;42;21542;0.0886640051991459
"2";"Dose Two";2021-04-09;39;21542;0.0904744220592331
"2";"Dose Two";2021-04-12;1;21542;0.0905208430043636
"2";"Dose Two";2021-04-13;34;21542;0.0920991551387986
"2";"Dose Two";2021-04-14;60;21542;0.0948844118466252
"2";"Dose Two";2021-04-15;113;21542;0.100129978646365
"2";"Dose Two";2021-04-16;136;21542;0.106443227184105
"2";"Dose Two";2021-04-19;69;21542;0.109646272398106
"2";"Dose Two";2021-04-20;327;21542;0.124825921455761
"2";"Dose Two";2021-04-21;526;21542;0.149243338594374
"2";"Dose Two";2021-04-22;415;21542;0.168508030823508
"2";"Dose Two";2021-04-23;142;21542;0.17509980503203
"2";"Dose Two";2021-04-24;1;21542;0.175146225977161
"2";"Dose Two";2021-04-26;67;21542;0.178256429300901
"2";"Dose Two";2021-04-27;261;21542;0.190372295979946
"2";"Dose Two";2021-04-28;552;21542;0.215996657691951
"2";"Dose Two";2021-04-29;531;21542;0.240646179556216
"2";"Dose Two";2021-04-30;406;21542;0.259493083279176
"2";"Dose Two";2021-05-01;2;21542;0.259585925169436
"2";"Dose Two";2021-05-03;21;21542;0.260560765017176
"2";"Dose Two";2021-05-04;316;21542;0.275229783678396
"2";"Dose Two";2021-05-05;495;21542;0.298208151517965
"2";"Dose Two";2021-05-06;420;21542;0.317704948472751
"2";"Dose Two";2021-05-07;271;21542;0.330285024603101
"2";"Dose Two";2021-05-10;45;21542;0.332373967133971
"2";"Dose Two";2021-05-11;120;21542;0.337944480549624
"2";"Dose Two";2021-05-12;165;21542;0.345603936496147
"2";"Dose Two";2021-05-13;220;21542;0.355816544424845
"2";"Dose Two";2021-05-14;213;21542;0.365704205737629
"2";"Dose Two";2021-05-15;2;21542;0.36579704762789
"2";"Dose Two";2021-05-17;48;21542;0.368025252994151
"2";"Dose Two";2021-05-18;117;21542;0.373456503574413
"2";"Dose Two";2021-05-19;74;21542;0.376891653514066
"2";"Dose Two";2021-05-20;128;21542;0.382833534490762
"2";"Dose Two";2021-05-21;318;21542;0.397595395042243
"2";"Dose Two";2021-05-22;73;21542;0.400984124036765
"2";"Dose Two";2021-05-23;66;21542;0.404047906415375
"2";"Dose Two";2021-05-24;87;21542;0.408086528641723
"2";"Dose Two";2021-05-25;213;21542;0.417974189954507
"2";"Dose Two";2021-05-26;158;21542;0.425308699285117
"2";"Dose Two";2021-05-27;119;21542;0.43083279175564
"2";"Dose Two";2021-05-28;286;21542;0.444109182062947
"2";"Dose Two";2021-05-29;124;21542;0.449865379259122
"2";"Dose Two";2021-05-30;75;21542;0.453346950143905
"2";"Dose Two";2021-05-31;138;21542;0.459753040571906
"2";"Dose Two";2021-06-01;197;21542;0.468897966762603
"2";"Dose Two";2021-06-02;202;21542;0.478274997678953
"2";"Dose Two";2021-06-03;185;21542;0.486862872528085
"2";"Dose Two";2021-06-04;248;21542;0.498375266920434
"2";"Dose Two";2021-06-05;80;21542;0.50208894253087
"2";"Dose Two";2021-06-06;39;21542;0.503899359390957
"2";"Dose Two";2021-06-07;75;21542;0.50738093027574
"2";"Dose Two";2021-06-08;131;21542;0.513462074087828
"2";"Dose Two";2021-06-09;120;21542;0.519032587503482
"2";"Dose Two";2021-06-10;127;21542;0.524928047535048
"2";"Dose Two";2021-06-11;123;21542;0.530637823786092
"2";"Dose Two";2021-06-12;56;21542;0.533237396713397
"2";"Dose Two";2021-06-13;35;21542;0.534862129792963
"2";"Dose Two";2021-06-14;43;21542;0.536858230433572
"2";"Dose Two";2021-06-15;101;21542;0.541546745891746
"2";"Dose Two";2021-06-16;150;21542;0.548509887661313
"2";"Dose Two";2021-06-17;166;21542;0.556215764552966
"2";"Dose Two";2021-06-18;152;21542;0.563271748212794
"2";"Dose Two";2021-06-19;95;21542;0.567681738000186
"2";"Dose Two";2021-06-20;97;21542;0.572184569677839
"2";"Dose Two";2021-06-21;213;21542;0.582072230990623
"2";"Dose Two";2021-06-22;270;21542;0.594605886175843
"2";"Dose Two";2021-06-23;180;21542;0.602961656299322
"2";"Dose Two";2021-06-24;60;21542;0.605746913007149
"2";"Dose Two";2021-06-25;179;21542;0.614056262185498
"2";"Dose Two";2021-06-26;171;21542;0.621994243802804
"2";"Dose Two";2021-06-27;90;21542;0.626172128864544
"2";"Dose Two";2021-06-28;193;21542;0.635131371274719
"2";"Dose Two";2021-06-29;183;21542;0.64362640423359
"2";"Dose Two";2021-06-30;170;21542;0.651517964905766
"2";"Dose Two";2021-07-01;243;21542;0.662798254572463
"2";"Dose Two";2021-07-02;213;21542;0.672685915885247
"2";"Dose Two";2021-07-03;101;21542;0.677374431343422
"2";"Dose Two";2021-07-04;86;21542;0.68136663262464
"2";"Dose Two";2021-07-05;203;21542;0.69079008448612
"2";"Dose Two";2021-07-06;247;21542;0.70225605793334
"2";"Dose Two";2021-07-07;264;21542;0.714511187447776
"2";"Dose Two";2021-07-08;215;21542;0.724491690650822
"2";"Dose Two";2021-07-09;184;21542;0.733033144554823
"2";"Dose Two";2021-07-10;117;21542;0.738464395135085
"2";"Dose Two";2021-07-11;67;21542;0.741574598458825
"2";"Dose Two";2021-07-12;115;21542;0.746913007148826
"2";"Dose Two";2021-07-13;80;21542;0.750626682759261
"2";"Dose Two";2021-07-14;76;21542;0.754154674589175
"2";"Dose Two";2021-07-15;103;21542;0.75893603193761
"2";"Dose Two";2021-07-16;96;21542;0.763392442670133
"2";"Dose Two";2021-07-17;37;21542;0.765110017639959
"2";"Dose Two";2021-07-18;29;21542;0.766456225048742
"2";"Dose Two";2021-07-19;51;21542;0.768823693250395
"2";"Dose Two";2021-07-20;62;21542;0.771701791848482
"2";"Dose Two";2021-07-21;70;21542;0.774951258007613
"2";"Dose Two";2021-07-22;77;21542;0.778525670782657
"2";"Dose Two";2021-07-23;56;21542;0.781125243709962
"2";"Dose Two";2021-07-24;18;21542;0.78196082072231
"2";"Dose Two";2021-07-25;18;21542;0.782796397734658
"2";"Dose Two";2021-07-26;28;21542;0.78409618419831
"2";"Dose Two";2021-07-27;21;21542;0.78507102404605
"2";"Dose Two";2021-07-28;24;21542;0.78618512672918
"2";"Dose Two";2021-07-29;29;21542;0.787531334137963
"2";"Dose Two";2021-07-30;29;21542;0.788877541546746
"2";"Dose Two";2021-07-31;7;21542;0.789202488162659
"2";"Dose Two";2021-08-01;3;21542;0.78934175099805
"2";"Dose Two";2021-08-02;13;21542;0.789945223284746
"2";"Dose Two";2021-08-03;10;21542;0.79040943273605
"2";"Dose Two";2021-08-04;11;21542;0.790920063132485
"2";"Dose Two";2021-08-05;11;21542;0.79143069352892
"2";"Dose Two";2021-08-06;10;21542;0.791894902980225
"2";"Dose Two";2021-08-07;1;21542;0.791941323925355
"2";"Dose Two";2021-08-08;3;21542;0.792080586760746
"2";"Dose Two";2021-08-09;9;21542;0.79249837526692
"2";"Dose Two";2021-08-10;7;21542;0.792823321882834
"2";"Dose Two";2021-08-11;13;21542;0.793426794169529
"2";"Dose Two";2021-08-12;9;21542;0.793844582675703
"2";"Dose Two";2021-08-13;22;21542;0.794865843468573
"2";"Dose Two";2021-08-14;3;21542;0.795005106303964
"2";"Dose Two";2021-08-15;1;21542;0.795051527249095
"2";"Dose Two";2021-08-16;17;21542;0.795840683316312
"2";"Dose Two";2021-08-17;15;21542;0.796536997493269
"2";"Dose Two";2021-08-18;10;21542;0.797001206944573
"2";"Dose Two";2021-08-19;14;21542;0.7976511001764
"2";"Dose Two";2021-08-20;11;21542;0.798161730572834
"2";"Dose Two";2021-08-21;8;21542;0.798533098133878
"2";"Dose Two";2021-08-22;1;21542;0.798579519079008
"2";"Dose Two";2021-08-23;11;21542;0.799090149475443
"2";"Dose Two";2021-08-24;17;21542;0.799879305542661
"2";"Dose Two";2021-08-25;21;21542;0.8008541453904
"2";"Dose Two";2021-08-26;16;21542;0.801596880512487
"2";"Dose Two";2021-08-27;16;21542;0.802339615634574
"2";"Dose Two";2021-08-28;2;21542;0.802432457524835
"2";"Dose Two";2021-08-29;3;21542;0.802571720360227
"2";"Dose Two";2021-08-30;13;21542;0.803175192646922
"2";"Dose Two";2021-08-31;16;21542;0.803917927769009
"2";"Dose Two";2021-09-01;17;21542;0.804707083836227
"2";"Dose Two";2021-09-02;15;21542;0.805403398013184
"2";"Dose Two";2021-09-03;9;21542;0.805821186519358
"2";"Dose Two";2021-09-04;3;21542;0.805960449354749
"2";"Dose Two";2021-09-06;7;21542;0.806285395970662
"2";"Dose Two";2021-09-07;4;21542;0.806471079751184
"2";"Dose Two";2021-09-08;2;21542;0.806563921641445
"2";"Dose Two";2021-09-09;11;21542;0.807074552037879
"2";"Dose Two";2021-09-10;9;21542;0.807492340544053
"2";"Dose Two";2021-09-11;2;21542;0.807585182434314
"2";"Dose Two";2021-09-12;1;21542;0.807631603379445
"2";"Dose Two";2021-09-13;4;21542;0.807817287159967
"2";"Dose Two";2021-09-14;8;21542;0.80818865472101
"2";"Dose Two";2021-09-15;6;21542;0.808467180391793
"2";"Dose Two";2021-09-16;8;21542;0.808838547952836
"2";"Dose Two";2021-09-17;6;21542;0.809117073623619
"2";"Dose Two";2021-09-18;2;21542;0.80920991551388
"2";"Dose Two";2021-09-19;2;21542;0.809302757404141
"2";"Dose Two";2021-09-20;4;21542;0.809488441184663
"2";"Dose Two";2021-09-21;8;21542;0.809859808745706
"2";"Dose Two";2021-09-22;3;21542;0.809999071581097
"2";"Dose Two";2021-09-23;6;21542;0.81027759725188
"2";"Dose Two";2021-09-24;2;21542;0.810370439142141
"2";"Dose Two";2021-09-25;2;21542;0.810463281032402
"2";"Dose Two";2021-09-27;6;21542;0.810741806703185
"2";"Dose Two";2021-09-28;8;21542;0.811113174264228
"2";"Dose Two";2021-09-29;7;21542;0.811438120880141
"2";"Dose Two";2021-09-30;4;21542;0.811623804660663
"2";"Dose Two";2021-10-01;5;21542;0.811855909386315
"2";"Dose Two";2021-10-04;1;21542;0.811902330331446
"2";"Dose Two";2021-10-05;8;21542;0.812273697892489
"2";"Dose Two";2021-10-06;3;21542;0.81241296072788
"2";"Dose Two";2021-10-07;5;21542;0.812645065453533
"2";"Dose Two";2021-10-08;3;21542;0.812784328288924
"2";"Dose Two";2021-10-11;1;21542;0.812830749234054
"2";"Dose Two";2021-10-13;8;21542;0.813202116795098
"2";"Dose Two";2021-10-14;2;21542;0.813294958685359
"2";"Dose Two";2021-10-15;5;21542;0.813527063411011
"2";"Dose Two";2021-10-18;3;21542;0.813666326246402
"2";"Dose Two";2021-10-19;2;21542;0.813759168136663
"2";"Dose Two";2021-10-20;2;21542;0.813852010026924
"2";"Dose Two";2021-10-21;7;21542;0.814176956642837
"2";"Dose Two";2021-10-22;5;21542;0.814409061368489
"2";"Dose Two";2021-10-25;2;21542;0.81450190325875
"2";"Dose Two";2021-10-26;4;21542;0.814687587039272
"2";"Dose Two";2021-10-27;2;21542;0.814780428929533
"2";"Dose Two";2021-10-29;8;21542;0.815151796490577
"2";"Dose Two";2021-11-02;3;21542;0.815291059325968
"2";"Dose Two";2021-11-03;6;21542;0.815569584996751
"2";"Dose Two";2021-11-04;4;21542;0.815755268777272
"2";"Dose Two";2021-11-05;11;21542;0.816265899173707
"2";"Dose Two";2021-11-08;2;21542;0.816358741063968
"2";"Dose Two";2021-11-09;8;21542;0.816730108625012
"2";"Dose Two";2021-11-10;6;21542;0.817008634295794
"2";"Dose Two";2021-11-11;10;21542;0.817472843747099
"2";"Dose Two";2021-11-12;13;21542;0.818076316033794
"2";"Dose Two";2021-11-15;3;21542;0.818215578869186
"2";"Dose Two";2021-11-16;12;21542;0.818772630210751
"2";"Dose Two";2021-11-17;15;21542;0.819468944387708
"2";"Dose Two";2021-11-18;14;21542;0.820118837619534
"2";"Dose Two";2021-11-19;10;21542;0.820583047070838
"2";"Dose Two";2021-11-20;1;21542;0.820629468015969
"2";"Dose Two";2021-11-21;1;21542;0.820675888961099
"2";"Dose Two";2021-11-22;11;21542;0.821186519357534
"2";"Dose Two";2021-11-23;13;21542;0.82178999164423
"2";"Dose Two";2021-11-24;22;21542;0.8228112524371
"2";"Dose Two";2021-11-25;17;21542;0.823600408504317
"2";"Dose Two";2021-11-26;28;21542;0.82490019496797
"2";"Dose Two";2021-11-27;7;21542;0.825225141583883
"2";"Dose Two";2021-11-28;4;21542;0.825410825364404
"2";"Dose Two";2021-11-29;19;21542;0.826292823321883
"2";"Dose Two";2021-11-30;12;21542;0.826849874663448
"2";"Dose Two";2021-12-01;12;21542;0.827406926005013
"2";"Dose Two";2021-12-02;23;21542;0.828474607743014
"2";"Dose Two";2021-12-03;23;21542;0.829542289481014
"2";"Dose Two";2021-12-04;4;21542;0.829727973261536
"2";"Dose Two";2021-12-07;8;21542;0.830099340822579
"2";"Dose Two";2021-12-08;3;21542;0.830238603657971
"2";"Dose Two";2021-12-09;19;21542;0.831120601615449
"2";"Dose Two";2021-12-10;14;21542;0.831770494847275
"2";"Dose Two";2021-12-11;6;21542;0.832049020518058
"2";"Dose Two";2021-12-12;3;21542;0.832188283353449
"2";"Dose Two";2021-12-13;6;21542;0.832466809024232
"2";"Dose Two";2021-12-14;13;21542;0.833070281310928
"2";"Dose Two";2021-12-15;23;21542;0.834137963048928
"2";"Dose Two";2021-12-16;18;21542;0.834973540061276
"2";"Dose Two";2021-12-17;21;21542;0.835948379909015
"2";"Dose Two";2021-12-18;4;21542;0.836134063689537
"2";"Dose Two";2021-12-19;2;21542;0.836226905579798
"2";"Dose Two";2021-12-20;10;21542;0.836691115031102
"2";"Dose Two";2021-12-21;15;21542;0.837387429208059
"2";"Dose Two";2021-12-22;20;21542;0.838315848110668
"2";"Dose Two";2021-12-23;19;21542;0.839197846068146
"2";"Dose Two";2021-12-24;4;21542;0.839383529848668
"2";"Dose Two";2021-12-27;10;21542;0.839847739299972
"2";"Dose Two";2021-12-28;17;21542;0.84063689536719
"2";"Dose Two";2021-12-29;9;21542;0.841054683873364
"2";"Dose Two";2021-12-30;7;21542;0.841379630489277
"2";"Dose Two";2021-12-31;8;21542;0.84175099805032
"2";"Dose Two";2022-01-02;3;21542;0.841890260885712
"2";"Dose Two";2022-01-03;2;21542;0.841983102775973
"2";"Dose Two";2022-01-04;14;21542;0.842632996007799
"2";"Dose Two";2022-01-05;3;21542;0.84277225884319
"2";"Dose Two";2022-01-07;7;21542;0.843097205459103
"2";"Dose Two";2022-01-08;5;21542;0.843329310184755
"2";"Dose Two";2022-01-09;1;21542;0.843375731129886
"2";"Dose Two";2022-01-10;11;21542;0.843886361526321
"2";"Dose Two";2022-01-11;7;21542;0.844211308142234
"2";"Dose Two";2022-01-12;16;21542;0.844954043264321
"2";"Dose Two";2022-01-13;8;21542;0.845325410825364
"2";"Dose Two";2022-01-14;10;21542;0.845789620276669
"2";"Dose Two";2022-01-15;4;21542;0.845975304057191
"2";"Dose Two";2022-01-16;5;21542;0.846207408782843
"2";"Dose Two";2022-01-17;6;21542;0.846485934453626
"2";"Dose Two";2022-01-18;14;21542;0.847135827685452
"2";"Dose Two";2022-01-19;18;21542;0.8479714046978
"2";"Dose Two";2022-01-20;16;21542;0.848714139819887
"2";"Dose Two";2022-01-21;9;21542;0.849131928326061
"2";"Dose Two";2022-01-22;3;21542;0.849271191161452
"2";"Dose Two";2022-01-23;1;21542;0.849317612106583
"2";"Dose Two";2022-01-24;2;21542;0.849410453996843
"2";"Dose Two";2022-01-25;8;21542;0.849781821557887
"2";"Dose Two";2022-01-26;4;21542;0.849967505338409
"2";"Dose Two";2022-01-27;6;21542;0.850246031009191
"2";"Dose Two";2022-01-28;11;21542;0.850756661405626
"2";"Dose Two";2022-01-29;1;21542;0.850803082350757
"2";"Dose Two";2022-01-31;4;21542;0.850988766131278
"2";"Dose Two";2022-02-01;3;21542;0.85112802896667
"2";"Dose Two";2022-02-03;4;21542;0.851313712747192
"2";"Dose Two";2022-02-04;6;21542;0.851592238417974
"2";"Dose Two";2022-02-05;1;21542;0.851638659363105
"2";"Dose Two";2022-02-07;2;21542;0.851731501253365
"2";"Dose Two";2022-02-08;2;21542;0.851824343143626
"2";"Dose Two";2022-02-09;1;21542;0.851870764088757
"2";"Dose Two";2022-02-10;5;21542;0.852102868814409
"2";"Dose Two";2022-02-11;4;21542;0.852288552594931
"2";"Dose Two";2022-02-12;2;21542;0.852381394485192
"2";"Dose Two";2022-02-14;5;21542;0.852613499210844
"2";"Dose Two";2022-02-15;1;21542;0.852659920155974
"2";"Dose Two";2022-02-17;5;21542;0.852892024881627
"2";"Dose Two";2022-02-18;2;21542;0.852984866771887
"2";"Dose Two";2022-02-21;2;21542;0.853077708662148
"2";"Dose Two";2022-02-22;2;21542;0.853170550552409
"2";"Dose Two";2022-02-24;3;21542;0.853309813387801
"2";"Dose Two";2022-02-25;6;21542;0.853588339058583
"2";"Dose Two";2022-02-28;3;21542;0.853727601893975
"2";"Dose Two";2022-03-02;2;21542;0.853820443784235
"2";"Dose Two";2022-03-03;3;21542;0.853959706619627
"2";"Dose Two";2022-03-04;2;21542;0.854052548509888
"2";"Dose Two";2022-03-08;1;21542;0.854098969455018
"2";"Dose Two";2022-03-09;2;21542;0.854191811345279
"2";"Dose Two";2022-03-14;1;21542;0.854238232290409
"2";"Dose Two";2022-03-22;1;21542;0.85428465323554
"2";"Dose Two";2022-03-23;2;21542;0.854377495125801
"2";"Dose Two";2022-03-24;1;21542;0.854423916070931
"2";"Dose Two";2022-03-25;1;21542;0.854470337016062
"2";"Dose Two";2022-03-28;2;21542;0.854563178906322
"2";"Dose Two";2022-03-29;1;21542;0.854609599851453
"2";"Dose Two";2022-04-01;1;21542;0.854656020796583
"2";"Dose Two";2022-04-05;1;21542;0.854702441741714
"2";"Dose Two";2022-04-06;1;21542;0.854748862686844
"2";"Dose Two";2022-04-08;1;21542;0.854795283631975
"2";"Dose Two";2022-04-20;2;21542;0.854888125522236
"2";"Dose Two";2022-04-21;1;21542;0.854934546467366
"2";"Dose Two";2022-04-25;1;21542;0.854980967412497
"2";"Dose Two";2022-05-03;1;21542;0.855027388357627
"2";"Dose Two";2022-05-06;1;21542;0.855073809302757
"2";"Dose Two";2022-05-17;1;21542;0.855120230247888
"2";"Dose Two";2022-05-18;1;21542;0.855166651193018
"2";"Dose Two";2022-05-22;1;21542;0.855213072138149
"2";"Dose Two";2022-06-09;1;21542;0.855259493083279
"2";"Dose Two";2022-06-13;1;21542;0.85530591402841
"2";"Dose Two";2022-06-14;1;21542;0.85535233497354
"2";"Dose Two";2022-06-16;1;21542;0.855398755918671
"2";"Dose Two";2022-06-21;1;21542;0.855445176863801
"2";"Dose Two";NA;3114;21542;1
"2";"Booster";2021-09-10;1;21542;4.64209451304429e-05
"2";"Booster";2021-09-11;4;21542;0.000232104725652214
"2";"Booster";2021-09-12;5;21542;0.000464209451304429
