"cancer_diagnosis_time";"vac_number";"vac_exposure_date";"n";"n_total";"cum_sum"
"0";"Dose One";2020-12-27;1;25795;3.87672029463074e-05
"0";"Dose One";2020-12-29;2;25795;0.000116301608838922
"0";"Dose One";2020-12-30;7;25795;0.000387672029463074
"0";"Dose One";2020-12-31;8;25795;0.000697809653033534
"0";"Dose One";2021-01-02;5;25795;0.000891645667765071
"0";"Dose One";2021-01-04;8;25795;0.00120178329133553
"0";"Dose One";2021-01-05;21;25795;0.00201589455320799
"0";"Dose One";2021-01-06;6;25795;0.00224849777088583
"0";"Dose One";2021-01-07;24;25795;0.00317891064159721
"0";"Dose One";2021-01-08;48;25795;0.00503973638301997
"0";"Dose One";2021-01-09;22;25795;0.00589261484783873
"0";"Dose One";2021-01-10;11;25795;0.00631905408024811
"0";"Dose One";2021-01-11;22;25795;0.00717193254506687
"0";"Dose One";2021-01-12;45;25795;0.00891645667765071
"0";"Dose One";2021-01-13;47;25795;0.0107385152161272
"0";"Dose One";2021-01-14;37;25795;0.0121729017251405
"0";"Dose One";2021-01-15;50;25795;0.0141112618724559
"0";"Dose One";2021-01-16;13;25795;0.0146152355107579
"0";"Dose One";2021-01-17;6;25795;0.0148478387284357
"0";"Dose One";2021-01-18;31;25795;0.0160496220197713
"0";"Dose One";2021-01-19;10;25795;0.0164372940492343
"0";"Dose One";2021-01-20;7;25795;0.0167086644698585
"0";"Dose One";2021-01-21;8;25795;0.017018802093429
"0";"Dose One";2021-01-22;15;25795;0.0176003101376236
"0";"Dose One";2021-01-23;5;25795;0.0177941461523551
"0";"Dose One";2021-01-25;5;25795;0.0179879821670866
"0";"Dose One";2021-01-26;5;25795;0.0181818181818182
"0";"Dose One";2021-01-27;4;25795;0.0183368869936034
"0";"Dose One";2021-01-28;1;25795;0.0183756541965497
"0";"Dose One";2021-01-29;5;25795;0.0185694902112813
"0";"Dose One";2021-01-30;3;25795;0.0186857918201202
"0";"Dose One";2021-01-31;3;25795;0.0188020934289591
"0";"Dose One";2021-02-01;4;25795;0.0189571622407443
"0";"Dose One";2021-02-02;1;25795;0.0189959294436906
"0";"Dose One";2021-02-03;3;25795;0.0191122310525296
"0";"Dose One";2021-02-04;3;25795;0.0192285326613685
"0";"Dose One";2021-02-05;5;25795;0.0194223686761
"0";"Dose One";2021-02-06;1;25795;0.0194611358790463
"0";"Dose One";2021-02-07;3;25795;0.0195774374878852
"0";"Dose One";2021-02-08;6;25795;0.0198100407055631
"0";"Dose One";2021-02-09;6;25795;0.0200426439232409
"0";"Dose One";2021-02-10;23;25795;0.020934289591006
"0";"Dose One";2021-02-11;37;25795;0.0223686761000194
"0";"Dose One";2021-02-12;47;25795;0.0241907346384958
"0";"Dose One";2021-02-13;3;25795;0.0243070362473348
"0";"Dose One";2021-02-14;1;25795;0.0243458034502811
"0";"Dose One";2021-02-15;32;25795;0.0255863539445629
"0";"Dose One";2021-02-16;29;25795;0.0267106028300058
"0";"Dose One";2021-02-17;42;25795;0.0283388253537507
"0";"Dose One";2021-02-18;53;25795;0.030393487109905
"0";"Dose One";2021-02-19;90;25795;0.0338825353750727
"0";"Dose One";2021-02-20;9;25795;0.0342314402015895
"0";"Dose One";2021-02-21;2;25795;0.0343089746074821
"0";"Dose One";2021-02-22;31;25795;0.0355107578988176
"0";"Dose One";2021-02-23;141;25795;0.0409769335142469
"0";"Dose One";2021-02-24;235;25795;0.0500872262066292
"0";"Dose One";2021-02-25;233;25795;0.0591199844931188
"0";"Dose One";2021-02-26;179;25795;0.0660593138205079
"0";"Dose One";2021-02-27;9;25795;0.0664082186470246
"0";"Dose One";2021-02-28;3;25795;0.0665245202558635
"0";"Dose One";2021-03-01;23;25795;0.0674161659236286
"0";"Dose One";2021-03-02;135;25795;0.0726497383213801
"0";"Dose One";2021-03-03;199;25795;0.0803644117076953
"0";"Dose One";2021-03-04;182;25795;0.0874200426439232
"0";"Dose One";2021-03-05;116;25795;0.0919170381856949
"0";"Dose One";2021-03-06;11;25795;0.0923434774181043
"0";"Dose One";2021-03-07;2;25795;0.0924210118239969
"0";"Dose One";2021-03-08;34;25795;0.0937390967241714
"0";"Dose One";2021-03-09;91;25795;0.0972669121922853
"0";"Dose One";2021-03-10;105;25795;0.101337468501648
"0";"Dose One";2021-03-11;71;25795;0.104089939910835
"0";"Dose One";2021-03-12;46;25795;0.105873231246366
"0";"Dose One";2021-03-13;2;25795;0.105950765652258
"0";"Dose One";2021-03-15;15;25795;0.106532273696453
"0";"Dose One";2021-03-16;14;25795;0.107075014537701
"0";"Dose One";2021-03-17;51;25795;0.109052141887963
"0";"Dose One";2021-03-18;99;25795;0.112890094979647
"0";"Dose One";2021-03-19;120;25795;0.117542159333204
"0";"Dose One";2021-03-20;1;25795;0.11758092653615
"0";"Dose One";2021-03-22;145;25795;0.123202170963365
"0";"Dose One";2021-03-23;111;25795;0.127505330490405
"0";"Dose One";2021-03-24;315;25795;0.139716999418492
"0";"Dose One";2021-03-25;412;25795;0.155689087032371
"0";"Dose One";2021-03-26;372;25795;0.170110486528397
"0";"Dose One";2021-03-27;84;25795;0.173366931575887
"0";"Dose One";2021-03-28;34;25795;0.174685016476061
"0";"Dose One";2021-03-29;314;25795;0.186857918201202
"0";"Dose One";2021-03-30;622;25795;0.210971118433805
"0";"Dose One";2021-03-31;651;25795;0.236208567551851
"0";"Dose One";2021-04-01;408;25795;0.252025586353945
"0";"Dose One";2021-04-02;41;25795;0.253615041674743
"0";"Dose One";2021-04-03;66;25795;0.256173677069199
"0";"Dose One";2021-04-04;43;25795;0.257840666795891
"0";"Dose One";2021-04-05;59;25795;0.260127931769723
"0";"Dose One";2021-04-06;399;25795;0.2755960457453
"0";"Dose One";2021-04-07;648;25795;0.300717193254507
"0";"Dose One";2021-04-08;630;25795;0.32514053111068
"0";"Dose One";2021-04-09;500;25795;0.344524132583834
"0";"Dose One";2021-04-10;28;25795;0.345609614266331
"0";"Dose One";2021-04-11;10;25795;0.345997286295794
"0";"Dose One";2021-04-12;226;25795;0.354758674161659
"0";"Dose One";2021-04-13;415;25795;0.370847063384377
"0";"Dose One";2021-04-14;553;25795;0.392285326613685
"0";"Dose One";2021-04-15;533;25795;0.412948245784067
"0";"Dose One";2021-04-16;333;25795;0.425857724365187
"0";"Dose One";2021-04-17;42;25795;0.427485946888932
"0";"Dose One";2021-04-18;1;25795;0.427524714091878
"0";"Dose One";2021-04-19;138;25795;0.432874588098469
"0";"Dose One";2021-04-20;195;25795;0.440434192672999
"0";"Dose One";2021-04-21;214;25795;0.448730374103508
"0";"Dose One";2021-04-22;274;25795;0.459352587710797
"0";"Dose One";2021-04-23;237;25795;0.468540414809072
"0";"Dose One";2021-04-24;18;25795;0.469238224462105
"0";"Dose One";2021-04-25;11;25795;0.469664663694514
"0";"Dose One";2021-04-26;171;25795;0.476293855398333
"0";"Dose One";2021-04-27;207;25795;0.484318666408219
"0";"Dose One";2021-04-28;216;25795;0.492692382244621
"0";"Dose One";2021-04-29;192;25795;0.500135685210312
"0";"Dose One";2021-04-30;381;25795;0.514905989532855
"0";"Dose One";2021-05-01;137;25795;0.520217096336499
"0";"Dose One";2021-05-02;58;25795;0.522465594107385
"0";"Dose One";2021-05-03;316;25795;0.534716030238418
"0";"Dose One";2021-05-04;240;25795;0.544020158945532
"0";"Dose One";2021-05-05;174;25795;0.55076565225819
"0";"Dose One";2021-05-06;191;25795;0.558170188020934
"0";"Dose One";2021-05-07;323;25795;0.570691994572592
"0";"Dose One";2021-05-08;99;25795;0.574529947664276
"0";"Dose One";2021-05-09;76;25795;0.577476255088195
"0";"Dose One";2021-05-10;177;25795;0.584338050009692
"0";"Dose One";2021-05-11;180;25795;0.591316146540027
"0";"Dose One";2021-05-12;240;25795;0.600620275247141
"0";"Dose One";2021-05-13;194;25795;0.608141112618725
"0";"Dose One";2021-05-14;213;25795;0.616398526846288
"0";"Dose One";2021-05-15;69;25795;0.619073463849583
"0";"Dose One";2021-05-16;56;25795;0.621244427214577
"0";"Dose One";2021-05-17;96;25795;0.624966078697422
"0";"Dose One";2021-05-18;190;25795;0.63233184725722
"0";"Dose One";2021-05-19;165;25795;0.638728435743361
"0";"Dose One";2021-05-20;189;25795;0.646055437100213
"0";"Dose One";2021-05-21;113;25795;0.650436131033146
"0";"Dose One";2021-05-22;27;25795;0.651482845512696
"0";"Dose One";2021-05-23;12;25795;0.651948051948052
"0";"Dose One";2021-05-24;23;25795;0.652839697615817
"0";"Dose One";2021-05-25;86;25795;0.656173677069199
"0";"Dose One";2021-05-26;102;25795;0.660127931769723
"0";"Dose One";2021-05-27;111;25795;0.664431091296763
"0";"Dose One";2021-05-28;72;25795;0.667222329908897
"0";"Dose One";2021-05-29;17;25795;0.667881372358984
"0";"Dose One";2021-05-30;12;25795;0.66834657879434
"0";"Dose One";2021-05-31;44;25795;0.670052335723977
"0";"Dose One";2021-06-01;62;25795;0.672455902306649
"0";"Dose One";2021-06-02;72;25795;0.675247140918783
"0";"Dose One";2021-06-03;101;25795;0.67916262841636
"0";"Dose One";2021-06-04;86;25795;0.682496607869742
"0";"Dose One";2021-06-05;41;25795;0.684086063190541
"0";"Dose One";2021-06-06;15;25795;0.684667571234735
"0";"Dose One";2021-06-07;135;25795;0.689901143632487
"0";"Dose One";2021-06-08;98;25795;0.693700329521225
"0";"Dose One";2021-06-09;93;25795;0.697305679395232
"0";"Dose One";2021-06-10;109;25795;0.701531304516379
"0";"Dose One";2021-06-11;151;25795;0.707385152161272
"0";"Dose One";2021-06-12;48;25795;0.709245977902694
"0";"Dose One";2021-06-13;24;25795;0.710176390773406
"0";"Dose One";2021-06-14;112;25795;0.714518317503392
"0";"Dose One";2021-06-15;117;25795;0.71905408024811
"0";"Dose One";2021-06-16;115;25795;0.723512308586935
"0";"Dose One";2021-06-17;95;25795;0.727195192866835
"0";"Dose One";2021-06-18;123;25795;0.73196355882923
"0";"Dose One";2021-06-19;66;25795;0.734522194223687
"0";"Dose One";2021-06-20;32;25795;0.735762744717969
"0";"Dose One";2021-06-21;81;25795;0.73890288815662
"0";"Dose One";2021-06-22;129;25795;0.743903857336693
"0";"Dose One";2021-06-23;79;25795;0.746966466369451
"0";"Dose One";2021-06-24;21;25795;0.747780577631324
"0";"Dose One";2021-06-25;66;25795;0.75033921302578
"0";"Dose One";2021-06-26;32;25795;0.751579763520062
"0";"Dose One";2021-06-27;37;25795;0.753014150029075
"0";"Dose One";2021-06-28;68;25795;0.755650319829424
"0";"Dose One";2021-06-29;99;25795;0.759488272921109
"0";"Dose One";2021-06-30;89;25795;0.76293855398333
"0";"Dose One";2021-07-01;80;25795;0.766039930219035
"0";"Dose One";2021-07-02;89;25795;0.769490211281256
"0";"Dose One";2021-07-03;29;25795;0.770614460166699
"0";"Dose One";2021-07-04;34;25795;0.771932545066873
"0";"Dose One";2021-07-05;47;25795;0.77375460360535
"0";"Dose One";2021-07-06;58;25795;0.776003101376236
"0";"Dose One";2021-07-07;54;25795;0.778096530335336
"0";"Dose One";2021-07-08;73;25795;0.780926536150417
"0";"Dose One";2021-07-09;51;25795;0.782903663500678
"0";"Dose One";2021-07-10;30;25795;0.784066679589068
"0";"Dose One";2021-07-11;26;25795;0.785074626865672
"0";"Dose One";2021-07-12;31;25795;0.786276410157007
"0";"Dose One";2021-07-13;26;25795;0.787284357433611
"0";"Dose One";2021-07-14;46;25795;0.789067648769141
"0";"Dose One";2021-07-15;73;25795;0.791897654584222
"0";"Dose One";2021-07-16;37;25795;0.793332041093235
"0";"Dose One";2021-07-17;7;25795;0.793603411513859
"0";"Dose One";2021-07-18;8;25795;0.79391354913743
"0";"Dose One";2021-07-19;16;25795;0.794533824384571
"0";"Dose One";2021-07-20;29;25795;0.795658073270014
"0";"Dose One";2021-07-21;28;25795;0.79674355495251
"0";"Dose One";2021-07-22;41;25795;0.798333010273309
"0";"Dose One";2021-07-23;41;25795;0.799922465594107
"0";"Dose One";2021-07-24;10;25795;0.800310137623571
"0";"Dose One";2021-07-25;9;25795;0.800659042450087
"0";"Dose One";2021-07-26;29;25795;0.80178329133553
"0";"Dose One";2021-07-27;41;25795;0.803372746656329
"0";"Dose One";2021-07-28;46;25795;0.805156037991859
"0";"Dose One";2021-07-29;47;25795;0.806978096530335
"0";"Dose One";2021-07-30;31;25795;0.808179879821671
"0";"Dose One";2021-07-31;9;25795;0.808528784648188
"0";"Dose One";2021-08-01;11;25795;0.808955223880597
"0";"Dose One";2021-08-02;23;25795;0.809846869548362
"0";"Dose One";2021-08-03;59;25795;0.812134134522194
"0";"Dose One";2021-08-04;36;25795;0.813529753828261
"0";"Dose One";2021-08-05;46;25795;0.815313045163791
"0";"Dose One";2021-08-06;32;25795;0.816553595658073
"0";"Dose One";2021-08-07;10;25795;0.816941267687536
"0";"Dose One";2021-08-08;9;25795;0.817290172514053
"0";"Dose One";2021-08-09;12;25795;0.817755378949409
"0";"Dose One";2021-08-10;21;25795;0.818569490211281
"0";"Dose One";2021-08-11;22;25795;0.8194223686761
"0";"Dose One";2021-08-12;23;25795;0.820314014343865
"0";"Dose One";2021-08-13;31;25795;0.821515797635201
"0";"Dose One";2021-08-14;13;25795;0.822019771273503
"0";"Dose One";2021-08-15;4;25795;0.822174840085288
"0";"Dose One";2021-08-16;31;25795;0.823376623376623
"0";"Dose One";2021-08-17;28;25795;0.82446210505912
"0";"Dose One";2021-08-18;12;25795;0.824927311494476
"0";"Dose One";2021-08-19;22;25795;0.825780189959294
"0";"Dose One";2021-08-20;25;25795;0.826749370032952
"0";"Dose One";2021-08-21;3;25795;0.826865671641791
"0";"Dose One";2021-08-22;1;25795;0.826904438844737
"0";"Dose One";2021-08-23;13;25795;0.827408412483039
"0";"Dose One";2021-08-24;9;25795;0.827757317309556
"0";"Dose One";2021-08-25;11;25795;0.828183756541966
"0";"Dose One";2021-08-26;7;25795;0.82845512696259
"0";"Dose One";2021-08-27;8;25795;0.82876526458616
"0";"Dose One";2021-08-28;4;25795;0.828920333397945
"0";"Dose One";2021-08-29;1;25795;0.828959100600892
"0";"Dose One";2021-08-30;5;25795;0.829152936615623
"0";"Dose One";2021-08-31;17;25795;0.82981197906571
"0";"Dose One";2021-09-01;12;25795;0.830277185501066
"0";"Dose One";2021-09-02;15;25795;0.830858693545261
"0";"Dose One";2021-09-03;10;25795;0.831246365574724
"0";"Dose One";2021-09-04;2;25795;0.831323899980616
"0";"Dose One";2021-09-05;1;25795;0.831362667183563
"0";"Dose One";2021-09-06;8;25795;0.831672804807133
"0";"Dose One";2021-09-07;11;25795;0.832099244039542
"0";"Dose One";2021-09-08;11;25795;0.832525683271952
"0";"Dose One";2021-09-09;19;25795;0.833262260127932
"0";"Dose One";2021-09-10;11;25795;0.833688699360341
"0";"Dose One";2021-09-11;2;25795;0.833766233766234
"0";"Dose One";2021-09-13;4;25795;0.833921302578019
"0";"Dose One";2021-09-14;8;25795;0.834231440201589
"0";"Dose One";2021-09-15;9;25795;0.834580345028106
"0";"Dose One";2021-09-16;7;25795;0.83485171544873
"0";"Dose One";2021-09-17;10;25795;0.835239387478193
"0";"Dose One";2021-09-18;2;25795;0.835316921884086
"0";"Dose One";2021-09-19;1;25795;0.835355689087032
"0";"Dose One";2021-09-20;8;25795;0.835665826710603
"0";"Dose One";2021-09-21;8;25795;0.835975964334173
"0";"Dose One";2021-09-22;7;25795;0.836247334754797
"0";"Dose One";2021-09-23;9;25795;0.836596239581314
"0";"Dose One";2021-09-24;6;25795;0.836828842798992
"0";"Dose One";2021-09-25;2;25795;0.836906377204885
"0";"Dose One";2021-09-27;9;25795;0.837255282031401
"0";"Dose One";2021-09-28;4;25795;0.837410350843187
"0";"Dose One";2021-09-29;7;25795;0.837681721263811
"0";"Dose One";2021-09-30;7;25795;0.837953091684435
"0";"Dose One";2021-10-01;5;25795;0.838146927699167
"0";"Dose One";2021-10-02;2;25795;0.838224462105059
"0";"Dose One";2021-10-04;5;25795;0.838418298119791
"0";"Dose One";2021-10-05;3;25795;0.83853459972863
"0";"Dose One";2021-10-06;2;25795;0.838612134134522
"0";"Dose One";2021-10-07;16;25795;0.839232409381663
"0";"Dose One";2021-10-08;8;25795;0.839542547005234
"0";"Dose One";2021-10-11;4;25795;0.839697615817019
"0";"Dose One";2021-10-13;2;25795;0.839775150222911
"0";"Dose One";2021-10-14;5;25795;0.839968986237643
"0";"Dose One";2021-10-15;9;25795;0.84031789106416
"0";"Dose One";2021-10-18;1;25795;0.840356658267106
"0";"Dose One";2021-10-19;1;25795;0.840395425470052
"0";"Dose One";2021-10-20;7;25795;0.840666795890676
"0";"Dose One";2021-10-21;6;25795;0.840899399108354
"0";"Dose One";2021-10-22;6;25795;0.841132002326032
"0";"Dose One";2021-10-25;3;25795;0.841248303934871
"0";"Dose One";2021-10-26;7;25795;0.841519674355495
"0";"Dose One";2021-10-27;1;25795;0.841558441558442
"0";"Dose One";2021-10-28;2;25795;0.841635975964334
"0";"Dose One";2021-10-29;2;25795;0.841713510370227
"0";"Dose One";2021-10-30;2;25795;0.841791044776119
"0";"Dose One";2021-10-31;1;25795;0.841829811979066
"0";"Dose One";2021-11-02;2;25795;0.841907346384958
"0";"Dose One";2021-11-03;4;25795;0.842062415196744
"0";"Dose One";2021-11-04;2;25795;0.842139949602636
"0";"Dose One";2021-11-08;1;25795;0.842178716805582
"0";"Dose One";2021-11-09;2;25795;0.842256251211475
"0";"Dose One";2021-11-10;4;25795;0.84241132002326
"0";"Dose One";2021-11-11;4;25795;0.842566388835046
"0";"Dose One";2021-11-12;2;25795;0.842643923240938
"0";"Dose One";2021-11-13;1;25795;0.842682690443884
"0";"Dose One";2021-11-14;1;25795;0.842721457646831
"0";"Dose One";2021-11-15;5;25795;0.842915293661562
"0";"Dose One";2021-11-16;4;25795;0.843070362473348
"0";"Dose One";2021-11-17;2;25795;0.84314789687924
"0";"Dose One";2021-11-18;6;25795;0.843380500096918
"0";"Dose One";2021-11-19;9;25795;0.843729404923435
"0";"Dose One";2021-11-22;1;25795;0.843768172126381
"0";"Dose One";2021-11-23;6;25795;0.844000775344059
"0";"Dose One";2021-11-24;4;25795;0.844155844155844
"0";"Dose One";2021-11-25;10;25795;0.844543516185307
"0";"Dose One";2021-11-26;6;25795;0.844776119402985
"0";"Dose One";2021-11-27;2;25795;0.844853653808878
"0";"Dose One";2021-11-28;1;25795;0.844892421011824
"0";"Dose One";2021-11-29;6;25795;0.845125024229502
"0";"Dose One";2021-11-30;11;25795;0.845551463461911
"0";"Dose One";2021-12-01;12;25795;0.846016669897267
"0";"Dose One";2021-12-02;11;25795;0.846443109129676
"0";"Dose One";2021-12-03;7;25795;0.8467144795503
"0";"Dose One";2021-12-04;3;25795;0.846830781159139
"0";"Dose One";2021-12-05;4;25795;0.846985849970925
"0";"Dose One";2021-12-06;2;25795;0.847063384376817
"0";"Dose One";2021-12-07;3;25795;0.847179685985656
"0";"Dose One";2021-12-08;1;25795;0.847218453188602
"0";"Dose One";2021-12-09;13;25795;0.847722426826904
"0";"Dose One";2021-12-10;7;25795;0.847993797247529
"0";"Dose One";2021-12-11;2;25795;0.848071331653421
"0";"Dose One";2021-12-12;1;25795;0.848110098856368
"0";"Dose One";2021-12-13;12;25795;0.848575305291723
"0";"Dose One";2021-12-14;11;25795;0.849001744524133
"0";"Dose One";2021-12-15;3;25795;0.849118046132971
"0";"Dose One";2021-12-16;12;25795;0.849583252568327
"0";"Dose One";2021-12-17;8;25795;0.849893390191898
"0";"Dose One";2021-12-18;3;25795;0.850009691800737
"0";"Dose One";2021-12-19;1;25795;0.850048459003683
"0";"Dose One";2021-12-20;4;25795;0.850203527815468
"0";"Dose One";2021-12-21;10;25795;0.850591199844931
"0";"Dose One";2021-12-22;7;25795;0.850862570265555
"0";"Dose One";2021-12-23;8;25795;0.851172707889126
"0";"Dose One";2021-12-24;4;25795;0.851327776700911
"0";"Dose One";2021-12-27;5;25795;0.851521612715643
"0";"Dose One";2021-12-28;5;25795;0.851715448730374
"0";"Dose One";2021-12-29;3;25795;0.851831750339213
"0";"Dose One";2021-12-30;7;25795;0.852103120759837
"0";"Dose One";2021-12-31;1;25795;0.852141887962783
"0";"Dose One";2022-01-02;1;25795;0.85218065516573
"0";"Dose One";2022-01-03;2;25795;0.852258189571622
"0";"Dose One";2022-01-04;1;25795;0.852296956774569
"0";"Dose One";2022-01-05;2;25795;0.852374491180461
"0";"Dose One";2022-01-07;4;25795;0.852529559992247
"0";"Dose One";2022-01-08;1;25795;0.852568327195193
"0";"Dose One";2022-01-10;3;25795;0.852684628804032
"0";"Dose One";2022-01-11;1;25795;0.852723396006978
"0";"Dose One";2022-01-12;4;25795;0.852878464818763
"0";"Dose One";2022-01-13;3;25795;0.852994766427602
"0";"Dose One";2022-01-14;2;25795;0.853072300833495
"0";"Dose One";2022-01-16;1;25795;0.853111068036441
"0";"Dose One";2022-01-18;1;25795;0.853149835239387
"0";"Dose One";2022-01-19;3;25795;0.853266136848226
"0";"Dose One";2022-01-20;2;25795;0.853343671254119
"0";"Dose One";2022-01-21;1;25795;0.853382438457065
"0";"Dose One";2022-01-23;1;25795;0.853421205660012
"0";"Dose One";2022-01-24;2;25795;0.853498740065904
"0";"Dose One";2022-01-25;4;25795;0.853653808877689
"0";"Dose One";2022-01-26;1;25795;0.853692576080636
"0";"Dose One";2022-01-27;3;25795;0.853808877689475
"0";"Dose One";2022-01-28;3;25795;0.853925179298314
"0";"Dose One";2022-02-01;2;25795;0.854002713704206
"0";"Dose One";2022-02-03;2;25795;0.854080248110099
"0";"Dose One";2022-02-04;1;25795;0.854119015313045
"0";"Dose One";2022-02-07;1;25795;0.854157782515992
"0";"Dose One";2022-02-09;1;25795;0.854196549718938
"0";"Dose One";2022-02-10;1;25795;0.854235316921884
"0";"Dose One";2022-02-11;1;25795;0.85427408412483
"0";"Dose One";2022-02-12;1;25795;0.854312851327777
"0";"Dose One";2022-02-15;2;25795;0.854390385733669
"0";"Dose One";2022-02-18;1;25795;0.854429152936616
"0";"Dose One";2022-02-24;1;25795;0.854467920139562
"0";"Dose One";2022-02-25;1;25795;0.854506687342508
"0";"Dose One";2022-02-28;1;25795;0.854545454545454
"0";"Dose One";2022-03-09;1;25795;0.854584221748401
"0";"Dose One";2022-03-10;1;25795;0.854622988951347
"0";"Dose One";2022-03-11;1;25795;0.854661756154294
"0";"Dose One";2022-03-14;1;25795;0.85470052335724
"0";"Dose One";2022-03-15;1;25795;0.854739290560186
"0";"Dose One";2022-03-17;1;25795;0.854778057763132
"0";"Dose One";2022-03-18;1;25795;0.854816824966079
"0";"Dose One";2022-03-22;1;25795;0.854855592169025
"0";"Dose One";2022-03-29;1;25795;0.854894359371971
"0";"Dose One";2022-03-31;1;25795;0.854933126574918
"0";"Dose One";2022-04-01;1;25795;0.854971893777864
"0";"Dose One";2022-04-19;1;25795;0.85501066098081
"0";"Dose One";2022-05-10;1;25795;0.855049428183757
"0";"Dose One";2022-05-19;1;25795;0.855088195386703
"0";"Dose One";2022-06-02;1;25795;0.855126962589649
"0";"Dose One";2022-06-16;1;25795;0.855165729792595
"0";"Dose One";2022-06-17;2;25795;0.855243264198488
"0";"Dose One";2022-06-29;1;25795;0.855282031401434
"0";"Dose One";NA;3733;25795;1
"0";"Dose Two";2021-01-19;2;25795;7.75344058926149e-05
"0";"Dose Two";2021-01-20;6;25795;0.000310137623570459
"0";"Dose Two";2021-01-21;2;25795;0.000387672029463074
"0";"Dose Two";2021-01-22;8;25795;0.000697809653033534
"0";"Dose Two";2021-01-23;1;25795;0.000736576855979841
"0";"Dose Two";2021-01-24;1;25795;0.000775344058926148
"0";"Dose Two";2021-01-25;7;25795;0.0010467144795503
"0";"Dose Two";2021-01-26;14;25795;0.0015894553207986
"0";"Dose Two";2021-01-27;11;25795;0.00201589455320799
"0";"Dose Two";2021-01-28;19;25795;0.00275247140918783
"0";"Dose Two";2021-01-29;37;25795;0.0041868579182012
"0";"Dose Two";2021-01-30;19;25795;0.00492343477418104
"0";"Dose Two";2021-01-31;10;25795;0.00531110680364412
"0";"Dose Two";2021-02-01;23;25795;0.00620275247140919
"0";"Dose Two";2021-02-02;27;25795;0.00724946695095949
"0";"Dose Two";2021-02-03;35;25795;0.00860631905408025
"0";"Dose Two";2021-02-04;31;25795;0.00980810234541578
"0";"Dose Two";2021-02-05;53;25795;0.0118627641015701
"0";"Dose Two";2021-02-06;12;25795;0.0123279705369258
"0";"Dose Two";2021-02-07;1;25795;0.0123667377398721
"0";"Dose Two";2021-02-08;19;25795;0.0131033145958519
"0";"Dose Two";2021-02-09;28;25795;0.0141887962783485
"0";"Dose Two";2021-02-10;14;25795;0.0147315371195968
"0";"Dose Two";2021-02-11;20;25795;0.015506881178523
"0";"Dose Two";2021-02-12;25;25795;0.0164760612521807
"0";"Dose Two";2021-02-13;4;25795;0.0166311300639659
"0";"Dose Two";2021-02-14;1;25795;0.0166698972669122
"0";"Dose Two";2021-02-15;9;25795;0.017018802093429
"0";"Dose Two";2021-02-16;4;25795;0.0171738709052142
"0";"Dose Two";2021-02-17;4;25795;0.0173289397169994
"0";"Dose Two";2021-02-18;3;25795;0.0174452413258383
"0";"Dose Two";2021-02-19;9;25795;0.0177941461523551
"0";"Dose Two";2021-02-20;3;25795;0.017910447761194
"0";"Dose Two";2021-02-22;9;25795;0.0182593525877108
"0";"Dose Two";2021-02-23;3;25795;0.0183756541965497
"0";"Dose Two";2021-02-24;4;25795;0.0185307230083349
"0";"Dose Two";2021-02-25;2;25795;0.0186082574142276
"0";"Dose Two";2021-03-01;1;25795;0.0186470246171739
"0";"Dose Two";2021-03-02;2;25795;0.0187245590230665
"0";"Dose Two";2021-03-03;3;25795;0.0188408606319054
"0";"Dose Two";2021-03-04;11;25795;0.0192672998643148
"0";"Dose Two";2021-03-05;25;25795;0.0202364799379725
"0";"Dose Two";2021-03-06;5;25795;0.020430315952704
"0";"Dose Two";2021-03-08;19;25795;0.0211668928086839
"0";"Dose Two";2021-03-09;21;25795;0.0219810040705563
"0";"Dose Two";2021-03-10;19;25795;0.0227175809265362
"0";"Dose Two";2021-03-11;42;25795;0.0243458034502811
"0";"Dose Two";2021-03-12;76;25795;0.0272921108742004
"0";"Dose Two";2021-03-13;3;25795;0.0274084124830393
"0";"Dose Two";2021-03-14;1;25795;0.0274471796859857
"0";"Dose Two";2021-03-15;18;25795;0.0281449893390192
"0";"Dose Two";2021-03-16;86;25795;0.0314789687924016
"0";"Dose Two";2021-03-17;184;25795;0.0386121341345222
"0";"Dose Two";2021-03-18;207;25795;0.0466369451444078
"0";"Dose Two";2021-03-19;170;25795;0.0532273696452801
"0";"Dose Two";2021-03-20;4;25795;0.0533824384570653
"0";"Dose Two";2021-03-22;15;25795;0.0539639465012599
"0";"Dose Two";2021-03-23;115;25795;0.0584221748400853
"0";"Dose Two";2021-03-24;174;25795;0.0651676681527428
"0";"Dose Two";2021-03-25;160;25795;0.071370420624152
"0";"Dose Two";2021-03-26;89;25795;0.0748207016863733
"0";"Dose Two";2021-03-27;3;25795;0.0749370032952122
"0";"Dose Two";2021-03-28;1;25795;0.0749757704981586
"0";"Dose Two";2021-03-29;14;25795;0.0755185113394069
"0";"Dose Two";2021-03-30;76;25795;0.0784648187633262
"0";"Dose Two";2021-03-31;94;25795;0.0821089358402791
"0";"Dose Two";2021-04-01;66;25795;0.0846675712347354
"0";"Dose Two";2021-04-02;4;25795;0.0848226400465206
"0";"Dose Two";2021-04-03;8;25795;0.0851327776700911
"0";"Dose Two";2021-04-06;16;25795;0.085753052917232
"0";"Dose Two";2021-04-07;32;25795;0.0869936034115139
"0";"Dose Two";2021-04-08;27;25795;0.0880403178910642
"0";"Dose Two";2021-04-09;42;25795;0.0896685404148091
"0";"Dose Two";2021-04-12;6;25795;0.0899011436324869
