"vac_exposure_date";"vac_number";"vac_concept_id";"n"
2021-10-02;"Dose Two";"Moderna-mRNA-1273";2
2021-10-02;"Booster";"Pfizer-mRNA-BNT162b";1
2021-10-03;"Dose Two";"Moderna-mRNA-1273";1
2021-10-04;"Dose One";"Pfizer-mRNA-BNT162b";11
2021-10-04;"Dose Two";"Pfizer-mRNA-BNT162b";8
2021-10-04;"Dose Two";"Moderna-mRNA-1273";2
2021-10-04;"Booster";"Pfizer-mRNA-BNT162b";11
2021-10-04;"Booster";"Moderna-mRNA-1273";128
2021-10-05;"Dose One";"Pfizer-mRNA-BNT162b";10
2021-10-05;"Dose One";"Moderna-mRNA-1273";1
2021-10-05;"Dose Two";"Pfizer-mRNA-BNT162b";19
2021-10-05;"Dose Two";"Moderna-mRNA-1273";5
2021-10-05;"Dose Two";"AZ-ChAdOx1";3
2021-10-05;"Booster";"Pfizer-mRNA-BNT162b";25
2021-10-05;"Booster";"Moderna-mRNA-1273";334
2021-10-06;"Dose One";"Pfizer-mRNA-BNT162b";11
2021-10-06;"Dose One";"Moderna-mRNA-1273";1
2021-10-06;"Dose Two";"Pfizer-mRNA-BNT162b";17
2021-10-06;"Dose Two";"Moderna-mRNA-1273";10
2021-10-06;"Booster";"Pfizer-mRNA-BNT162b";39
2021-10-06;"Booster";"Moderna-mRNA-1273";234
2021-10-07;"Dose One";"Pfizer-mRNA-BNT162b";17
2021-10-07;"Dose One";"Moderna-mRNA-1273";8
2021-10-07;"Dose One";"Jansen-Ad26";4
2021-10-07;"Dose Two";"Pfizer-mRNA-BNT162b";25
2021-10-07;"Dose Two";"Moderna-mRNA-1273";12
2021-10-07;"Booster";"Pfizer-mRNA-BNT162b";35
2021-10-07;"Booster";"Moderna-mRNA-1273";186
2021-10-08;"Dose One";"Pfizer-mRNA-BNT162b";21
2021-10-08;"Dose One";"Moderna-mRNA-1273";1
2021-10-08;"Dose One";"Jansen-Ad26";2
2021-10-08;"Dose Two";"Pfizer-mRNA-BNT162b";23
2021-10-08;"Dose Two";"Moderna-mRNA-1273";8
2021-10-08;"Booster";"Pfizer-mRNA-BNT162b";29
2021-10-08;"Booster";"Moderna-mRNA-1273";76
2021-10-09;"Dose One";"Pfizer-mRNA-BNT162b";1
2021-10-09;"Dose One";"Moderna-mRNA-1273";1
2021-10-09;"Dose One";"Jansen-Ad26";1
2021-10-09;"Dose Two";"Pfizer-mRNA-BNT162b";2
2021-10-09;"Dose Two";"Moderna-mRNA-1273";2
2021-10-09;"Booster";"Pfizer-mRNA-BNT162b";1
2021-10-10;"Dose One";"Moderna-mRNA-1273";1
2021-10-11;"Dose One";"Pfizer-mRNA-BNT162b";4
2021-10-11;"Dose One";"Moderna-mRNA-1273";2
2021-10-11;"Dose One";"Jansen-Ad26";1
2021-10-11;"Dose Two";"Pfizer-mRNA-BNT162b";4
2021-10-11;"Dose Two";"Moderna-mRNA-1273";2
2021-10-11;"Booster";"Pfizer-mRNA-BNT162b";6
2021-10-11;"Booster";"Moderna-mRNA-1273";13
2021-10-12;"Dose Two";"Moderna-mRNA-1273";1
2021-10-12;"Dose Two";"AZ-ChAdOx1";1
2021-10-13;"Dose One";"Pfizer-mRNA-BNT162b";8
2021-10-13;"Dose One";"Moderna-mRNA-1273";2
2021-10-13;"Dose One";"Jansen-Ad26";1
2021-10-13;"Dose Two";"Pfizer-mRNA-BNT162b";32
2021-10-13;"Dose Two";"Moderna-mRNA-1273";6
2021-10-13;"Booster";"Pfizer-mRNA-BNT162b";37
2021-10-13;"Booster";"Moderna-mRNA-1273";119
2021-10-14;"Dose One";"Pfizer-mRNA-BNT162b";17
2021-10-14;"Dose Two";"Pfizer-mRNA-BNT162b";13
2021-10-14;"Dose Two";"Moderna-mRNA-1273";3
2021-10-14;"Booster";"Pfizer-mRNA-BNT162b";44
2021-10-14;"Booster";"Moderna-mRNA-1273";173
2021-10-15;"Dose One";"Pfizer-mRNA-BNT162b";14
2021-10-15;"Dose One";"Moderna-mRNA-1273";3
2021-10-15;"Dose One";"Jansen-Ad26";1
2021-10-15;"Dose Two";"Pfizer-mRNA-BNT162b";13
2021-10-15;"Dose Two";"Moderna-mRNA-1273";6
2021-10-15;"Booster";"Pfizer-mRNA-BNT162b";18
2021-10-15;"Booster";"Moderna-mRNA-1273";123
2021-10-16;"Dose One";"Pfizer-mRNA-BNT162b";1
2021-10-16;"Dose Two";"Pfizer-mRNA-BNT162b";2
2021-10-17;"Dose One";"Moderna-mRNA-1273";1
2021-10-17;"Dose One";"Jansen-Ad26";1
2021-10-17;"Dose Two";"Pfizer-mRNA-BNT162b";1
2021-10-17;"Booster";"Pfizer-mRNA-BNT162b";1
2021-10-18;"Dose One";"Pfizer-mRNA-BNT162b";7
2021-10-18;"Dose Two";"Pfizer-mRNA-BNT162b";13
2021-10-18;"Dose Two";"Moderna-mRNA-1273";1
2021-10-18;"Booster";"Pfizer-mRNA-BNT162b";27
2021-10-18;"Booster";"Moderna-mRNA-1273";90
2021-10-19;"Dose One";"Pfizer-mRNA-BNT162b";2
2021-10-19;"Dose One";"Moderna-mRNA-1273";3
2021-10-19;"Dose Two";"Pfizer-mRNA-BNT162b";9
2021-10-19;"Dose Two";"Moderna-mRNA-1273";1
2021-10-19;"Dose Two";"AZ-ChAdOx1";1
2021-10-19;"Booster";"Pfizer-mRNA-BNT162b";19
2021-10-19;"Booster";"Moderna-mRNA-1273";146
2021-10-20;"Dose One";"Pfizer-mRNA-BNT162b";14
2021-10-20;"Dose One";"Moderna-mRNA-1273";3
2021-10-20;"Dose Two";"Pfizer-mRNA-BNT162b";22
2021-10-20;"Dose Two";"Moderna-mRNA-1273";5
2021-10-20;"Booster";"Pfizer-mRNA-BNT162b";28
2021-10-20;"Booster";"Moderna-mRNA-1273";232
2021-10-21;"Dose One";"Pfizer-mRNA-BNT162b";11
2021-10-21;"Dose One";"Moderna-mRNA-1273";7
2021-10-21;"Dose One";"Jansen-Ad26";2
2021-10-21;"Dose Two";"Pfizer-mRNA-BNT162b";21
2021-10-21;"Dose Two";"Moderna-mRNA-1273";6
2021-10-21;"Booster";"Pfizer-mRNA-BNT162b";40
2021-10-21;"Booster";"Moderna-mRNA-1273";313
2021-10-22;"Dose One";"Pfizer-mRNA-BNT162b";18
2021-10-22;"Dose Two";"Pfizer-mRNA-BNT162b";14
2021-10-22;"Dose Two";"Moderna-mRNA-1273";4
2021-10-22;"Booster";"Pfizer-mRNA-BNT162b";26
2021-10-22;"Booster";"Moderna-mRNA-1273";129
2021-10-23;"Dose One";"Pfizer-mRNA-BNT162b";3
2021-10-23;"Dose Two";"Pfizer-mRNA-BNT162b";1
2021-10-24;"Dose One";"Moderna-mRNA-1273";1
2021-10-24;"Dose Two";"Moderna-mRNA-1273";2
2021-10-25;"Dose One";"Pfizer-mRNA-BNT162b";6
2021-10-25;"Dose One";"Moderna-mRNA-1273";3
2021-10-25;"Dose Two";"Pfizer-mRNA-BNT162b";6
2021-10-25;"Dose Two";"Moderna-mRNA-1273";4
2021-10-25;"Booster";"Pfizer-mRNA-BNT162b";161
2021-10-25;"Booster";"Moderna-mRNA-1273";31
2021-10-26;"Dose One";"Pfizer-mRNA-BNT162b";13
2021-10-26;"Dose One";"Moderna-mRNA-1273";4
2021-10-26;"Dose Two";"Pfizer-mRNA-BNT162b";18
2021-10-26;"Dose Two";"Moderna-mRNA-1273";3
2021-10-26;"Dose Two";"AZ-ChAdOx1";3
2021-10-26;"Booster";"Pfizer-mRNA-BNT162b";373
2021-10-26;"Booster";"Moderna-mRNA-1273";259
2021-10-27;"Dose One";"Pfizer-mRNA-BNT162b";11
2021-10-27;"Dose One";"Moderna-mRNA-1273";2
2021-10-27;"Dose Two";"Pfizer-mRNA-BNT162b";19
2021-10-27;"Dose Two";"Moderna-mRNA-1273";4
2021-10-27;"Booster";"Pfizer-mRNA-BNT162b";524
2021-10-27;"Booster";"Moderna-mRNA-1273";162
2021-10-28;"Dose One";"Pfizer-mRNA-BNT162b";16
2021-10-28;"Dose One";"Jansen-Ad26";1
2021-10-28;"Dose Two";"Pfizer-mRNA-BNT162b";15
2021-10-28;"Dose Two";"Moderna-mRNA-1273";5
2021-10-28;"Booster";"Pfizer-mRNA-BNT162b";665
2021-10-28;"Booster";"Moderna-mRNA-1273";145
2021-10-29;"Dose One";"Pfizer-mRNA-BNT162b";11
2021-10-29;"Dose One";"Moderna-mRNA-1273";2
2021-10-29;"Dose Two";"Pfizer-mRNA-BNT162b";32
2021-10-29;"Dose Two";"Moderna-mRNA-1273";5
2021-10-29;"Booster";"Pfizer-mRNA-BNT162b";630
2021-10-29;"Booster";"Moderna-mRNA-1273";107
2021-10-30;"Dose One";"Pfizer-mRNA-BNT162b";2
2021-10-30;"Dose One";"Moderna-mRNA-1273";2
2021-10-30;"Dose Two";"Pfizer-mRNA-BNT162b";1
2021-10-30;"Dose Two";"Moderna-mRNA-1273";1
2021-10-30;"Booster";"Pfizer-mRNA-BNT162b";28
2021-10-31;"Dose One";"Pfizer-mRNA-BNT162b";1
2021-10-31;"Dose Two";"Pfizer-mRNA-BNT162b";2
2021-10-31;"Booster";"Pfizer-mRNA-BNT162b";1
2021-11-01;"Dose Two";"Pfizer-mRNA-BNT162b";1
2021-11-01;"Booster";"Pfizer-mRNA-BNT162b";3
2021-11-02;"Dose One";"Pfizer-mRNA-BNT162b";2
2021-11-02;"Dose One";"Moderna-mRNA-1273";2
2021-11-02;"Dose Two";"Pfizer-mRNA-BNT162b";15
2021-11-02;"Dose Two";"Moderna-mRNA-1273";2
2021-11-02;"Booster";"Pfizer-mRNA-BNT162b";639
2021-11-02;"Booster";"Moderna-mRNA-1273";87
2021-11-03;"Dose One";"Pfizer-mRNA-BNT162b";4
2021-11-03;"Dose One";"Moderna-mRNA-1273";3
2021-11-03;"Dose One";"AZ-ChAdOx1";1
2021-11-03;"Dose Two";"Pfizer-mRNA-BNT162b";26
2021-11-03;"Dose Two";"Moderna-mRNA-1273";3
2021-11-03;"Booster";"Pfizer-mRNA-BNT162b";823
2021-11-03;"Booster";"Moderna-mRNA-1273";62
2021-11-04;"Dose One";"Pfizer-mRNA-BNT162b";10
2021-11-04;"Dose One";"Moderna-mRNA-1273";3
2021-11-04;"Dose Two";"Pfizer-mRNA-BNT162b";34
2021-11-04;"Dose Two";"Moderna-mRNA-1273";4
2021-11-04;"Booster";"Pfizer-mRNA-BNT162b";892
2021-11-04;"Booster";"Moderna-mRNA-1273";186
2021-11-05;"Dose One";"Pfizer-mRNA-BNT162b";11
2021-11-05;"Dose One";"Moderna-mRNA-1273";1
2021-11-05;"Dose Two";"Pfizer-mRNA-BNT162b";43
2021-11-05;"Dose Two";"Moderna-mRNA-1273";1
2021-11-05;"Booster";"Pfizer-mRNA-BNT162b";774
2021-11-05;"Booster";"Moderna-mRNA-1273";88
2021-11-06;"Dose One";"Pfizer-mRNA-BNT162b";2
2021-11-06;"Dose Two";"Pfizer-mRNA-BNT162b";2
2021-11-06;"Dose Two";"Moderna-mRNA-1273";1
2021-11-06;"Booster";"Pfizer-mRNA-BNT162b";31
2021-11-06;"Booster";"Moderna-mRNA-1273";1
2021-11-07;"Dose One";"Pfizer-mRNA-BNT162b";1
2021-11-07;"Dose Two";"Pfizer-mRNA-BNT162b";1
2021-11-07;"Dose Two";"Moderna-mRNA-1273";1
2021-11-08;"Dose One";"Pfizer-mRNA-BNT162b";5
2021-11-08;"Dose One";"Moderna-mRNA-1273";1
2021-11-08;"Dose Two";"Pfizer-mRNA-BNT162b";17
2021-11-08;"Dose Two";"Moderna-mRNA-1273";2
2021-11-08;"Booster";"Pfizer-mRNA-BNT162b";517
2021-11-08;"Booster";"Moderna-mRNA-1273";46
2021-11-09;"Dose One";"Moderna-mRNA-1273";3
2021-11-09;"Dose Two";"Pfizer-mRNA-BNT162b";40
2021-11-09;"Dose Two";"Moderna-mRNA-1273";1
2021-11-09;"Booster";"Pfizer-mRNA-BNT162b";840
2021-11-09;"Booster";"Moderna-mRNA-1273";82
2021-11-10;"Dose One";"Pfizer-mRNA-BNT162b";12
2021-11-10;"Dose One";"Moderna-mRNA-1273";1
2021-11-10;"Dose Two";"Pfizer-mRNA-BNT162b";37
2021-11-10;"Dose Two";"Moderna-mRNA-1273";3
2021-11-10;"Booster";"Pfizer-mRNA-BNT162b";930
2021-11-10;"Booster";"Moderna-mRNA-1273";103
2021-11-11;"Dose One";"Pfizer-mRNA-BNT162b";11
2021-11-11;"Dose One";"Moderna-mRNA-1273";2
2021-11-11;"Dose Two";"Pfizer-mRNA-BNT162b";39
2021-11-11;"Dose Two";"Moderna-mRNA-1273";4
2021-11-11;"Booster";"Pfizer-mRNA-BNT162b";963
2021-11-11;"Booster";"Moderna-mRNA-1273";157
2021-11-12;"Dose One";"Pfizer-mRNA-BNT162b";8
2021-11-12;"Dose One";"Moderna-mRNA-1273";4
2021-11-12;"Dose Two";"Pfizer-mRNA-BNT162b";45
2021-11-12;"Dose Two";"Moderna-mRNA-1273";7
2021-11-12;"Booster";"Pfizer-mRNA-BNT162b";824
2021-11-12;"Booster";"Moderna-mRNA-1273";128
2021-11-13;"Dose One";"Pfizer-mRNA-BNT162b";2
2021-11-13;"Dose One";"Moderna-mRNA-1273";1
2021-11-13;"Dose Two";"Pfizer-mRNA-BNT162b";3
2021-11-13;"Booster";"Pfizer-mRNA-BNT162b";29
2021-11-14;"Dose One";"Pfizer-mRNA-BNT162b";2
2021-11-14;"Dose One";"AZ-ChAdOx1";1
2021-11-14;"Dose Two";"Pfizer-mRNA-BNT162b";2
2021-11-14;"Booster";"Pfizer-mRNA-BNT162b";2
2021-11-15;"Dose One";"Pfizer-mRNA-BNT162b";9
2021-11-15;"Dose One";"Moderna-mRNA-1273";5
2021-11-15;"Dose Two";"Pfizer-mRNA-BNT162b";17
2021-11-15;"Dose Two";"Moderna-mRNA-1273";3
2021-11-15;"Booster";"Pfizer-mRNA-BNT162b";489
2021-11-15;"Booster";"Moderna-mRNA-1273";75
2021-11-16;"Dose One";"Pfizer-mRNA-BNT162b";11
2021-11-16;"Dose One";"Moderna-mRNA-1273";8
2021-11-16;"Dose Two";"Pfizer-mRNA-BNT162b";51
2021-11-16;"Dose Two";"Moderna-mRNA-1273";18
2021-11-16;"Booster";"Pfizer-mRNA-BNT162b";822
2021-11-16;"Booster";"Moderna-mRNA-1273";227
2021-11-17;"Dose One";"Pfizer-mRNA-BNT162b";10
2021-11-17;"Dose One";"Moderna-mRNA-1273";7
2021-11-17;"Dose Two";"Pfizer-mRNA-BNT162b";58
2021-11-17;"Dose Two";"Moderna-mRNA-1273";22
2021-11-17;"Booster";"Pfizer-mRNA-BNT162b";836
2021-11-17;"Booster";"Moderna-mRNA-1273";358
2021-11-18;"Dose One";"Pfizer-mRNA-BNT162b";13
2021-11-18;"Dose One";"Moderna-mRNA-1273";9
2021-11-18;"Dose Two";"Pfizer-mRNA-BNT162b";53
2021-11-18;"Dose Two";"Moderna-mRNA-1273";22
2021-11-18;"Booster";"Pfizer-mRNA-BNT162b";771
2021-11-18;"Booster";"Moderna-mRNA-1273";400
2021-11-19;"Dose One";"Pfizer-mRNA-BNT162b";20
2021-11-19;"Dose One";"Moderna-mRNA-1273";6
2021-11-19;"Dose Two";"Pfizer-mRNA-BNT162b";35
2021-11-19;"Dose Two";"Moderna-mRNA-1273";15
2021-11-19;"Booster";"Pfizer-mRNA-BNT162b";549
2021-11-19;"Booster";"Moderna-mRNA-1273";379
2021-11-20;"Dose One";"Pfizer-mRNA-BNT162b";2
2021-11-20;"Dose One";"Moderna-mRNA-1273";1
2021-11-20;"Dose Two";"Pfizer-mRNA-BNT162b";4
2021-11-20;"Dose Two";"Moderna-mRNA-1273";8
2021-11-20;"Booster";"Pfizer-mRNA-BNT162b";54
2021-11-20;"Booster";"Moderna-mRNA-1273";6
2021-11-21;"Dose One";"Moderna-mRNA-1273";1
2021-11-21;"Dose Two";"Moderna-mRNA-1273";16
2021-11-21;"Booster";"Pfizer-mRNA-BNT162b";2
2021-11-21;"Booster";"Moderna-mRNA-1273";3
2021-11-22;"Dose One";"Pfizer-mRNA-BNT162b";2
2021-11-22;"Dose One";"Moderna-mRNA-1273";5
2021-11-22;"Dose Two";"Pfizer-mRNA-BNT162b";16
2021-11-22;"Dose Two";"Moderna-mRNA-1273";38
2021-11-22;"Booster";"Pfizer-mRNA-BNT162b";258
2021-11-22;"Booster";"Moderna-mRNA-1273";328
2021-11-23;"Dose One";"Pfizer-mRNA-BNT162b";1
2021-11-23;"Dose One";"Moderna-mRNA-1273";14
2021-11-23;"Dose Two";"Pfizer-mRNA-BNT162b";23
2021-11-23;"Dose Two";"Moderna-mRNA-1273";99
2021-11-23;"Booster";"Pfizer-mRNA-BNT162b";262
2021-11-23;"Booster";"Moderna-mRNA-1273";784
2021-11-24;"Dose One";"Pfizer-mRNA-BNT162b";8
2021-11-24;"Dose One";"Moderna-mRNA-1273";20
2021-11-24;"Dose Two";"Pfizer-mRNA-BNT162b";16
2021-11-24;"Dose Two";"Moderna-mRNA-1273";103
2021-11-24;"Booster";"Pfizer-mRNA-BNT162b";191
2021-11-24;"Booster";"Moderna-mRNA-1273";977
2021-11-25;"Dose One";"Pfizer-mRNA-BNT162b";9
2021-11-25;"Dose One";"Moderna-mRNA-1273";21
2021-11-25;"Dose Two";"Pfizer-mRNA-BNT162b";22
2021-11-25;"Dose Two";"Moderna-mRNA-1273";104
2021-11-25;"Booster";"Pfizer-mRNA-BNT162b";181
2021-11-25;"Booster";"Moderna-mRNA-1273";1022
2021-11-26;"Dose One";"Pfizer-mRNA-BNT162b";5
2021-11-26;"Dose One";"Moderna-mRNA-1273";24
2021-11-26;"Dose Two";"Pfizer-mRNA-BNT162b";17
2021-11-26;"Dose Two";"Moderna-mRNA-1273";101
2021-11-26;"Booster";"Pfizer-mRNA-BNT162b";139
2021-11-26;"Booster";"Moderna-mRNA-1273";908
2021-11-27;"Dose One";"Pfizer-mRNA-BNT162b";3
2021-11-27;"Dose One";"Moderna-mRNA-1273";8
2021-11-27;"Dose Two";"Pfizer-mRNA-BNT162b";3
2021-11-27;"Dose Two";"Moderna-mRNA-1273";43
2021-11-27;"Booster";"Pfizer-mRNA-BNT162b";31
2021-11-27;"Booster";"Moderna-mRNA-1273";97
2021-11-28;"Dose One";"Pfizer-mRNA-BNT162b";2
2021-11-28;"Dose One";"Moderna-mRNA-1273";2
2021-11-28;"Dose Two";"Moderna-mRNA-1273";23
2021-11-28;"Booster";"Moderna-mRNA-1273";2
2021-11-29;"Dose One";"Pfizer-mRNA-BNT162b";4
2021-11-29;"Dose One";"Moderna-mRNA-1273";24
2021-11-29;"Dose Two";"Pfizer-mRNA-BNT162b";10
2021-11-29;"Dose Two";"Moderna-mRNA-1273";52
2021-11-29;"Booster";"Pfizer-mRNA-BNT162b";84
2021-11-29;"Booster";"Moderna-mRNA-1273";603
2021-11-29;"Booster";"AZ-ChAdOx1";1
2021-11-30;"Dose One";"Pfizer-mRNA-BNT162b";3
2021-11-30;"Dose One";"Moderna-mRNA-1273";25
2021-11-30;"Dose Two";"Pfizer-mRNA-BNT162b";7
2021-11-30;"Dose Two";"Moderna-mRNA-1273";84
2021-11-30;"Booster";"Pfizer-mRNA-BNT162b";97
2021-11-30;"Booster";"Moderna-mRNA-1273";1022
2021-12-01;"Dose One";"Pfizer-mRNA-BNT162b";6
2021-12-01;"Dose One";"Moderna-mRNA-1273";31
2021-12-01;"Dose Two";"Pfizer-mRNA-BNT162b";15
2021-12-01;"Dose Two";"Moderna-mRNA-1273";99
2021-12-01;"Booster";"Pfizer-mRNA-BNT162b";90
2021-12-01;"Booster";"Moderna-mRNA-1273";1220
2021-12-02;"Dose One";"Pfizer-mRNA-BNT162b";13
2021-12-02;"Dose One";"Moderna-mRNA-1273";29
2021-12-02;"Dose Two";"Pfizer-mRNA-BNT162b";24
2021-12-02;"Dose Two";"Moderna-mRNA-1273";130
2021-12-02;"Booster";"Pfizer-mRNA-BNT162b";136
2021-12-02;"Booster";"Moderna-mRNA-1273";1748
2021-12-03;"Dose One";"Pfizer-mRNA-BNT162b";8
2021-12-03;"Dose One";"Moderna-mRNA-1273";31
2021-12-03;"Dose Two";"Pfizer-mRNA-BNT162b";15
2021-12-03;"Dose Two";"Moderna-mRNA-1273";101
2021-12-03;"Booster";"Pfizer-mRNA-BNT162b";122
2021-12-03;"Booster";"Moderna-mRNA-1273";1664
2021-12-04;"Dose One";"Pfizer-mRNA-BNT162b";1
2021-12-04;"Dose One";"Moderna-mRNA-1273";10
2021-12-04;"Dose Two";"Pfizer-mRNA-BNT162b";3
2021-12-04;"Dose Two";"Moderna-mRNA-1273";17
2021-12-04;"Booster";"Pfizer-mRNA-BNT162b";31
2021-12-04;"Booster";"Moderna-mRNA-1273";653
2021-12-05;"Dose One";"Pfizer-mRNA-BNT162b";1
2021-12-05;"Dose One";"Moderna-mRNA-1273";12
2021-12-05;"Dose Two";"Pfizer-mRNA-BNT162b";5
2021-12-05;"Dose Two";"Moderna-mRNA-1273";8
2021-12-05;"Booster";"Pfizer-mRNA-BNT162b";8
2021-12-05;"Booster";"Moderna-mRNA-1273";449
2021-12-06;"Dose One";"Pfizer-mRNA-BNT162b";1
2021-12-06;"Dose One";"Moderna-mRNA-1273";4
2021-12-06;"Dose Two";"Pfizer-mRNA-BNT162b";2
2021-12-06;"Dose Two";"Moderna-mRNA-1273";2
2021-12-06;"Booster";"Pfizer-mRNA-BNT162b";14
2021-12-06;"Booster";"Moderna-mRNA-1273";322
2021-12-07;"Dose One";"Moderna-mRNA-1273";14
2021-12-07;"Dose Two";"Pfizer-mRNA-BNT162b";4
2021-12-07;"Dose Two";"Moderna-mRNA-1273";33
2021-12-07;"Booster";"Pfizer-mRNA-BNT162b";20
2021-12-07;"Booster";"Moderna-mRNA-1273";751
2021-12-08;"Dose One";"Moderna-mRNA-1273";6
2021-12-08;"Dose Two";"Pfizer-mRNA-BNT162b";3
2021-12-08;"Dose Two";"Moderna-mRNA-1273";4
2021-12-08;"Booster";"Pfizer-mRNA-BNT162b";6
2021-12-08;"Booster";"Moderna-mRNA-1273";338
2021-12-09;"Dose One";"Pfizer-mRNA-BNT162b";4
2021-12-09;"Dose One";"Moderna-mRNA-1273";34
2021-12-09;"Dose Two";"Pfizer-mRNA-BNT162b";21
2021-12-09;"Dose Two";"Moderna-mRNA-1273";65
2021-12-09;"Booster";"Pfizer-mRNA-BNT162b";77
2021-12-09;"Booster";"Moderna-mRNA-1273";1754
2021-12-10;"Dose One";"Pfizer-mRNA-BNT162b";3
2021-12-10;"Dose One";"Moderna-mRNA-1273";21
2021-12-10;"Dose Two";"Pfizer-mRNA-BNT162b";22
2021-12-10;"Dose Two";"Moderna-mRNA-1273";74
2021-12-10;"Booster";"Pfizer-mRNA-BNT162b";81
2021-12-10;"Booster";"Moderna-mRNA-1273";1713
2021-12-11;"Dose One";"Pfizer-mRNA-BNT162b";1
2021-12-11;"Dose One";"Moderna-mRNA-1273";6
2021-12-11;"Dose Two";"Pfizer-mRNA-BNT162b";3
2021-12-11;"Dose Two";"Moderna-mRNA-1273";12
2021-12-11;"Booster";"Pfizer-mRNA-BNT162b";32
2021-12-11;"Booster";"Moderna-mRNA-1273";576
2021-12-12;"Dose One";"Moderna-mRNA-1273";6
2021-12-12;"Dose Two";"Pfizer-mRNA-BNT162b";1
2021-12-12;"Dose Two";"Moderna-mRNA-1273";6
2021-12-12;"Booster";"Pfizer-mRNA-BNT162b";5
2021-12-12;"Booster";"Moderna-mRNA-1273";429
2021-12-13;"Dose One";"Pfizer-mRNA-BNT162b";3
2021-12-13;"Dose One";"Moderna-mRNA-1273";33
2021-12-13;"Dose Two";"Pfizer-mRNA-BNT162b";6
2021-12-13;"Dose Two";"Moderna-mRNA-1273";44
2021-12-13;"Booster";"Pfizer-mRNA-BNT162b";54
2021-12-13;"Booster";"Moderna-mRNA-1273";1465
2021-12-14;"Dose One";"Pfizer-mRNA-BNT162b";3
2021-12-14;"Dose One";"Moderna-mRNA-1273";33
2021-12-14;"Dose Two";"Pfizer-mRNA-BNT162b";14
2021-12-14;"Dose Two";"Moderna-mRNA-1273";87
2021-12-14;"Dose Two";"AZ-ChAdOx1";1
2021-12-14;"Booster";"Pfizer-mRNA-BNT162b";65
2021-12-14;"Booster";"Moderna-mRNA-1273";1854
2021-12-15;"Dose One";"Pfizer-mRNA-BNT162b";1
2021-12-15;"Dose One";"Moderna-mRNA-1273";18
2021-12-15;"Dose Two";"Pfizer-mRNA-BNT162b";15
2021-12-15;"Dose Two";"Moderna-mRNA-1273";89
2021-12-15;"Booster";"Pfizer-mRNA-BNT162b";44
2021-12-15;"Booster";"Moderna-mRNA-1273";1870
2021-12-16;"Dose One";"Pfizer-mRNA-BNT162b";4
2021-12-16;"Dose One";"Moderna-mRNA-1273";32
2021-12-16;"Dose Two";"Pfizer-mRNA-BNT162b";12
2021-12-16;"Dose Two";"Moderna-mRNA-1273";105
2021-12-16;"Booster";"Pfizer-mRNA-BNT162b";105
2021-12-16;"Booster";"Moderna-mRNA-1273";1936
2021-12-16;"Booster";"AZ-ChAdOx1";1
2021-12-17;"Dose One";"Pfizer-mRNA-BNT162b";2
2021-12-17;"Dose One";"Moderna-mRNA-1273";30
2021-12-17;"Dose Two";"Pfizer-mRNA-BNT162b";13
2021-12-17;"Dose Two";"Moderna-mRNA-1273";82
2021-12-17;"Booster";"Pfizer-mRNA-BNT162b";82
2021-12-17;"Booster";"Moderna-mRNA-1273";1792
2021-12-18;"Dose One";"Moderna-mRNA-1273";8
2021-12-18;"Dose Two";"Moderna-mRNA-1273";18
2021-12-18;"Booster";"Pfizer-mRNA-BNT162b";2
2021-12-18;"Booster";"Moderna-mRNA-1273";490
2021-12-18;"Booster";"AZ-ChAdOx1";1
2021-12-19;"Dose One";"Moderna-mRNA-1273";11
2021-12-19;"Dose Two";"Moderna-mRNA-1273";9
2021-12-19;"Booster";"Moderna-mRNA-1273";200
2021-12-20;"Dose One";"Moderna-mRNA-1273";21
2021-12-20;"Dose Two";"Pfizer-mRNA-BNT162b";7
2021-12-20;"Dose Two";"Moderna-mRNA-1273";49
2021-12-20;"Booster";"Pfizer-mRNA-BNT162b";49
2021-12-20;"Booster";"Moderna-mRNA-1273";1174
2021-12-21;"Dose One";"Pfizer-mRNA-BNT162b";3
2021-12-21;"Dose One";"Moderna-mRNA-1273";37
2021-12-21;"Dose Two";"Pfizer-mRNA-BNT162b";14
2021-12-21;"Dose Two";"Moderna-mRNA-1273";79
2021-12-21;"Booster";"Pfizer-mRNA-BNT162b";58
2021-12-21;"Booster";"Moderna-mRNA-1273";1546
2021-12-22;"Dose One";"Pfizer-mRNA-BNT162b";2
2021-12-22;"Dose One";"Moderna-mRNA-1273";24
2021-12-22;"Dose Two";"Pfizer-mRNA-BNT162b";7
2021-12-22;"Dose Two";"Moderna-mRNA-1273";78
2021-12-22;"Booster";"Pfizer-mRNA-BNT162b";56
2021-12-22;"Booster";"Moderna-mRNA-1273";1449
2021-12-23;"Dose One";"Moderna-mRNA-1273";17
2021-12-23;"Dose Two";"Pfizer-mRNA-BNT162b";15
2021-12-23;"Dose Two";"Moderna-mRNA-1273";67
2021-12-23;"Booster";"Pfizer-mRNA-BNT162b";71
2021-12-23;"Booster";"Moderna-mRNA-1273";1284
2021-12-24;"Dose One";"Moderna-mRNA-1273";9
2021-12-24;"Dose Two";"Pfizer-mRNA-BNT162b";3
2021-12-24;"Dose Two";"Moderna-mRNA-1273";23
2021-12-24;"Booster";"Pfizer-mRNA-BNT162b";30
2021-12-24;"Booster";"Moderna-mRNA-1273";436
2021-12-26;"Booster";"Moderna-mRNA-1273";4
2021-12-27;"Dose One";"Pfizer-mRNA-BNT162b";2
