"vac_exposure_date";"vac_number";"vac_concept_id";"n"
2021-05-02;"Dose Two";"Pfizer-mRNA-BNT162b";1
2021-05-03;"Dose One";"Pfizer-mRNA-BNT162b";650
2021-05-03;"Dose One";"Moderna-mRNA-1273";174
2021-05-03;"Dose One";"AZ-ChAdOx1";305
2021-05-03;"Dose One";"Jansen-Ad26";334
2021-05-03;"Dose Two";"Pfizer-mRNA-BNT162b";61
2021-05-03;"Dose Two";"Moderna-mRNA-1273";36
2021-05-04;"Dose One";"Pfizer-mRNA-BNT162b";337
2021-05-04;"Dose One";"Moderna-mRNA-1273";177
2021-05-04;"Dose One";"AZ-ChAdOx1";608
2021-05-04;"Dose One";"Jansen-Ad26";68
2021-05-04;"Dose Two";"Pfizer-mRNA-BNT162b";1224
2021-05-04;"Dose Two";"Moderna-mRNA-1273";401
2021-05-04;"Dose Two";"AZ-ChAdOx1";1
2021-05-05;"Dose One";"Pfizer-mRNA-BNT162b";336
2021-05-05;"Dose One";"Moderna-mRNA-1273";138
2021-05-05;"Dose One";"AZ-ChAdOx1";487
2021-05-05;"Dose One";"Jansen-Ad26";41
2021-05-05;"Dose Two";"Pfizer-mRNA-BNT162b";1975
2021-05-05;"Dose Two";"Moderna-mRNA-1273";350
2021-05-05;"Dose Two";"AZ-ChAdOx1";1
2021-05-06;"Dose One";"Pfizer-mRNA-BNT162b";362
2021-05-06;"Dose One";"Moderna-mRNA-1273";115
2021-05-06;"Dose One";"AZ-ChAdOx1";418
2021-05-06;"Dose One";"Jansen-Ad26";31
2021-05-06;"Dose Two";"Pfizer-mRNA-BNT162b";1780
2021-05-06;"Dose Two";"Moderna-mRNA-1273";388
2021-05-06;"Dose Two";"AZ-ChAdOx1";2
2021-05-07;"Dose One";"Pfizer-mRNA-BNT162b";1296
2021-05-07;"Dose One";"Moderna-mRNA-1273";119
2021-05-07;"Dose One";"AZ-ChAdOx1";268
2021-05-07;"Dose One";"Jansen-Ad26";30
2021-05-07;"Dose Two";"Pfizer-mRNA-BNT162b";1125
2021-05-07;"Dose Two";"Moderna-mRNA-1273";293
2021-05-08;"Dose One";"Pfizer-mRNA-BNT162b";490
2021-05-08;"Dose One";"Moderna-mRNA-1273";3
2021-05-08;"Dose One";"AZ-ChAdOx1";76
2021-05-08;"Dose Two";"Moderna-mRNA-1273";2
2021-05-09;"Dose One";"Pfizer-mRNA-BNT162b";341
2021-05-09;"Dose One";"Moderna-mRNA-1273";14
2021-05-09;"Dose One";"AZ-ChAdOx1";35
2021-05-10;"Dose One";"Pfizer-mRNA-BNT162b";394
2021-05-10;"Dose One";"Moderna-mRNA-1273";98
2021-05-10;"Dose One";"AZ-ChAdOx1";365
2021-05-10;"Dose One";"Jansen-Ad26";41
2021-05-10;"Dose Two";"Pfizer-mRNA-BNT162b";12
2021-05-10;"Dose Two";"Moderna-mRNA-1273";297
2021-05-11;"Dose One";"Pfizer-mRNA-BNT162b";782
2021-05-11;"Dose One";"Moderna-mRNA-1273";115
2021-05-11;"Dose One";"AZ-ChAdOx1";82
2021-05-11;"Dose One";"Jansen-Ad26";18
2021-05-11;"Dose Two";"Pfizer-mRNA-BNT162b";437
2021-05-11;"Dose Two";"Moderna-mRNA-1273";256
2021-05-12;"Dose One";"Pfizer-mRNA-BNT162b";867
2021-05-12;"Dose One";"Moderna-mRNA-1273";165
2021-05-12;"Dose One";"AZ-ChAdOx1";85
2021-05-12;"Dose One";"Jansen-Ad26";13
2021-05-12;"Dose Two";"Pfizer-mRNA-BNT162b";633
2021-05-12;"Dose Two";"Moderna-mRNA-1273";235
2021-05-13;"Dose One";"Pfizer-mRNA-BNT162b";791
2021-05-13;"Dose One";"Moderna-mRNA-1273";189
2021-05-13;"Dose One";"AZ-ChAdOx1";107
2021-05-13;"Dose One";"Jansen-Ad26";15
2021-05-13;"Dose Two";"Pfizer-mRNA-BNT162b";819
2021-05-13;"Dose Two";"Moderna-mRNA-1273";360
2021-05-14;"Dose One";"Pfizer-mRNA-BNT162b";840
2021-05-14;"Dose One";"Moderna-mRNA-1273";126
2021-05-14;"Dose One";"AZ-ChAdOx1";62
2021-05-14;"Dose One";"Jansen-Ad26";22
2021-05-14;"Dose Two";"Pfizer-mRNA-BNT162b";710
2021-05-14;"Dose Two";"Moderna-mRNA-1273";243
2021-05-15;"Dose One";"Pfizer-mRNA-BNT162b";195
2021-05-15;"Dose One";"Moderna-mRNA-1273";148
2021-05-15;"Dose One";"AZ-ChAdOx1";13
2021-05-15;"Dose One";"Jansen-Ad26";6
2021-05-15;"Dose Two";"Pfizer-mRNA-BNT162b";6
2021-05-15;"Dose Two";"Moderna-mRNA-1273";1
2021-05-16;"Dose One";"Pfizer-mRNA-BNT162b";100
2021-05-16;"Dose One";"Moderna-mRNA-1273";138
2021-05-16;"Dose One";"AZ-ChAdOx1";3
2021-05-16;"Dose Two";"Pfizer-mRNA-BNT162b";1
2021-05-17;"Dose One";"Pfizer-mRNA-BNT162b";136
2021-05-17;"Dose One";"Moderna-mRNA-1273";106
2021-05-17;"Dose One";"AZ-ChAdOx1";177
2021-05-17;"Dose One";"Jansen-Ad26";5
2021-05-17;"Dose Two";"Pfizer-mRNA-BNT162b";13
2021-05-17;"Dose Two";"Moderna-mRNA-1273";283
2021-05-18;"Dose One";"Pfizer-mRNA-BNT162b";609
2021-05-18;"Dose One";"Moderna-mRNA-1273";126
2021-05-18;"Dose One";"AZ-ChAdOx1";51
2021-05-18;"Dose One";"Jansen-Ad26";14
2021-05-18;"Dose Two";"Pfizer-mRNA-BNT162b";288
2021-05-18;"Dose Two";"Moderna-mRNA-1273";242
2021-05-18;"Dose Two";"AZ-ChAdOx1";1
2021-05-19;"Dose One";"Pfizer-mRNA-BNT162b";552
2021-05-19;"Dose One";"Moderna-mRNA-1273";138
2021-05-19;"Dose One";"AZ-ChAdOx1";80
2021-05-19;"Dose One";"Jansen-Ad26";17
2021-05-19;"Dose Two";"Pfizer-mRNA-BNT162b";166
2021-05-19;"Dose Two";"Moderna-mRNA-1273";225
2021-05-20;"Dose One";"Pfizer-mRNA-BNT162b";543
2021-05-20;"Dose One";"Moderna-mRNA-1273";186
2021-05-20;"Dose One";"AZ-ChAdOx1";68
2021-05-20;"Dose One";"Jansen-Ad26";24
2021-05-20;"Dose Two";"Pfizer-mRNA-BNT162b";292
2021-05-20;"Dose Two";"Moderna-mRNA-1273";242
2021-05-20;"Dose Two";"AZ-ChAdOx1";2
2021-05-21;"Dose One";"Pfizer-mRNA-BNT162b";370
2021-05-21;"Dose One";"Moderna-mRNA-1273";126
2021-05-21;"Dose One";"AZ-ChAdOx1";29
2021-05-21;"Dose One";"Jansen-Ad26";25
2021-05-21;"Dose Two";"Pfizer-mRNA-BNT162b";1275
2021-05-21;"Dose Two";"Moderna-mRNA-1273";191
2021-05-21;"Dose Two";"AZ-ChAdOx1";1
2021-05-22;"Dose One";"Pfizer-mRNA-BNT162b";59
2021-05-22;"Dose One";"Moderna-mRNA-1273";105
2021-05-22;"Dose One";"AZ-ChAdOx1";3
2021-05-22;"Dose One";"Jansen-Ad26";1
2021-05-22;"Dose Two";"Pfizer-mRNA-BNT162b";301
2021-05-22;"Dose Two";"Moderna-mRNA-1273";42
2021-05-23;"Dose One";"Pfizer-mRNA-BNT162b";33
2021-05-23;"Dose One";"Moderna-mRNA-1273";32
2021-05-23;"Dose One";"AZ-ChAdOx1";1
2021-05-23;"Dose Two";"Pfizer-mRNA-BNT162b";299
2021-05-23;"Dose Two";"Moderna-mRNA-1273";26
2021-05-24;"Dose One";"Pfizer-mRNA-BNT162b";33
2021-05-24;"Dose One";"Moderna-mRNA-1273";35
2021-05-24;"Dose One";"AZ-ChAdOx1";52
2021-05-24;"Dose One";"Jansen-Ad26";2
2021-05-24;"Dose Two";"Pfizer-mRNA-BNT162b";319
2021-05-24;"Dose Two";"Moderna-mRNA-1273";90
2021-05-24;"Dose Two";"AZ-ChAdOx1";1
2021-05-25;"Dose One";"Pfizer-mRNA-BNT162b";284
2021-05-25;"Dose One";"Moderna-mRNA-1273";96
2021-05-25;"Dose One";"AZ-ChAdOx1";24
2021-05-25;"Dose One";"Jansen-Ad26";18
2021-05-25;"Dose Two";"Pfizer-mRNA-BNT162b";726
2021-05-25;"Dose Two";"Moderna-mRNA-1273";309
2021-05-26;"Dose One";"Pfizer-mRNA-BNT162b";223
2021-05-26;"Dose One";"Moderna-mRNA-1273";153
2021-05-26;"Dose One";"AZ-ChAdOx1";39
2021-05-26;"Dose One";"Jansen-Ad26";11
2021-05-26;"Dose Two";"Pfizer-mRNA-BNT162b";563
2021-05-26;"Dose Two";"Moderna-mRNA-1273";293
2021-05-26;"Dose Two";"AZ-ChAdOx1";5
2021-05-27;"Dose One";"Pfizer-mRNA-BNT162b";199
2021-05-27;"Dose One";"Moderna-mRNA-1273";275
2021-05-27;"Dose One";"AZ-ChAdOx1";57
2021-05-27;"Dose One";"Jansen-Ad26";8
2021-05-27;"Dose Two";"Pfizer-mRNA-BNT162b";454
2021-05-27;"Dose Two";"Moderna-mRNA-1273";207
2021-05-27;"Dose Two";"AZ-ChAdOx1";33
2021-05-28;"Dose One";"Pfizer-mRNA-BNT162b";230
2021-05-28;"Dose One";"Moderna-mRNA-1273";83
2021-05-28;"Dose One";"AZ-ChAdOx1";33
2021-05-28;"Dose One";"Jansen-Ad26";4
2021-05-28;"Dose Two";"Pfizer-mRNA-BNT162b";1322
2021-05-28;"Dose Two";"Moderna-mRNA-1273";233
2021-05-28;"Dose Two";"AZ-ChAdOx1";100
2021-05-29;"Dose One";"Pfizer-mRNA-BNT162b";41
2021-05-29;"Dose One";"Moderna-mRNA-1273";71
2021-05-29;"Dose One";"Jansen-Ad26";2
2021-05-29;"Dose Two";"Pfizer-mRNA-BNT162b";433
2021-05-29;"Dose Two";"Moderna-mRNA-1273";22
2021-05-29;"Dose Two";"AZ-ChAdOx1";103
2021-05-30;"Dose One";"Pfizer-mRNA-BNT162b";7
2021-05-30;"Dose One";"Moderna-mRNA-1273";48
2021-05-30;"Dose Two";"Pfizer-mRNA-BNT162b";284
2021-05-30;"Dose Two";"Moderna-mRNA-1273";6
2021-05-30;"Dose Two";"AZ-ChAdOx1";86
2021-05-31;"Dose One";"Pfizer-mRNA-BNT162b";104
2021-05-31;"Dose One";"Moderna-mRNA-1273";60
2021-05-31;"Dose One";"AZ-ChAdOx1";15
2021-05-31;"Dose One";"Jansen-Ad26";9
2021-05-31;"Dose Two";"Pfizer-mRNA-BNT162b";385
2021-05-31;"Dose Two";"Moderna-mRNA-1273";198
2021-05-31;"Dose Two";"AZ-ChAdOx1";125
2021-06-01;"Dose One";"Pfizer-mRNA-BNT162b";181
2021-06-01;"Dose One";"Moderna-mRNA-1273";58
2021-06-01;"Dose One";"AZ-ChAdOx1";29
2021-06-01;"Dose One";"Jansen-Ad26";9
2021-06-01;"Dose Two";"Pfizer-mRNA-BNT162b";782
2021-06-01;"Dose Two";"Moderna-mRNA-1273";176
2021-06-01;"Dose Two";"AZ-ChAdOx1";88
2021-06-02;"Dose One";"Pfizer-mRNA-BNT162b";267
2021-06-02;"Dose One";"Moderna-mRNA-1273";37
2021-06-02;"Dose One";"AZ-ChAdOx1";22
2021-06-02;"Dose One";"Jansen-Ad26";29
2021-06-02;"Dose Two";"Pfizer-mRNA-BNT162b";795
2021-06-02;"Dose Two";"Moderna-mRNA-1273";107
2021-06-02;"Dose Two";"AZ-ChAdOx1";107
2021-06-03;"Dose One";"Pfizer-mRNA-BNT162b";245
2021-06-03;"Dose One";"Moderna-mRNA-1273";139
2021-06-03;"Dose One";"AZ-ChAdOx1";36
2021-06-03;"Dose One";"Jansen-Ad26";28
2021-06-03;"Dose Two";"Pfizer-mRNA-BNT162b";744
2021-06-03;"Dose Two";"Moderna-mRNA-1273";131
2021-06-03;"Dose Two";"AZ-ChAdOx1";83
2021-06-03;"Booster";"Pfizer-mRNA-BNT162b";1
2021-06-04;"Dose One";"Pfizer-mRNA-BNT162b";296
2021-06-04;"Dose One";"Moderna-mRNA-1273";58
2021-06-04;"Dose One";"AZ-ChAdOx1";14
2021-06-04;"Dose One";"Jansen-Ad26";23
2021-06-04;"Dose Two";"Pfizer-mRNA-BNT162b";907
2021-06-04;"Dose Two";"Moderna-mRNA-1273";166
2021-06-04;"Dose Two";"AZ-ChAdOx1";127
2021-06-05;"Dose One";"Pfizer-mRNA-BNT162b";187
2021-06-05;"Dose One";"Moderna-mRNA-1273";14
2021-06-05;"Dose One";"AZ-ChAdOx1";1
2021-06-05;"Dose One";"Jansen-Ad26";1
2021-06-05;"Dose Two";"Pfizer-mRNA-BNT162b";307
2021-06-05;"Dose Two";"Moderna-mRNA-1273";2
2021-06-05;"Dose Two";"AZ-ChAdOx1";95
2021-06-06;"Dose One";"Pfizer-mRNA-BNT162b";111
2021-06-06;"Dose One";"Moderna-mRNA-1273";2
2021-06-06;"Dose Two";"Pfizer-mRNA-BNT162b";137
2021-06-06;"Dose Two";"Moderna-mRNA-1273";15
2021-06-06;"Dose Two";"AZ-ChAdOx1";43
2021-06-07;"Dose One";"Pfizer-mRNA-BNT162b";424
2021-06-07;"Dose One";"Moderna-mRNA-1273";113
2021-06-07;"Dose One";"AZ-ChAdOx1";10
2021-06-07;"Dose One";"Jansen-Ad26";10
2021-06-07;"Dose Two";"Pfizer-mRNA-BNT162b";204
2021-06-07;"Dose Two";"Moderna-mRNA-1273";94
2021-06-07;"Dose Two";"AZ-ChAdOx1";30
2021-06-08;"Dose One";"Pfizer-mRNA-BNT162b";318
2021-06-08;"Dose One";"Moderna-mRNA-1273";53
2021-06-08;"Dose One";"AZ-ChAdOx1";16
2021-06-08;"Dose One";"Jansen-Ad26";37
2021-06-08;"Dose Two";"Pfizer-mRNA-BNT162b";531
2021-06-08;"Dose Two";"Moderna-mRNA-1273";120
2021-06-08;"Dose Two";"AZ-ChAdOx1";29
2021-06-09;"Dose One";"Pfizer-mRNA-BNT162b";354
2021-06-09;"Dose One";"Moderna-mRNA-1273";37
2021-06-09;"Dose One";"AZ-ChAdOx1";20
2021-06-09;"Dose One";"Jansen-Ad26";51
2021-06-09;"Dose Two";"Pfizer-mRNA-BNT162b";514
2021-06-09;"Dose Two";"Moderna-mRNA-1273";115
2021-06-09;"Dose Two";"AZ-ChAdOx1";20
2021-06-10;"Dose One";"Pfizer-mRNA-BNT162b";357
2021-06-10;"Dose One";"Moderna-mRNA-1273";56
2021-06-10;"Dose One";"AZ-ChAdOx1";16
2021-06-10;"Dose One";"Jansen-Ad26";85
2021-06-10;"Dose Two";"Pfizer-mRNA-BNT162b";514
2021-06-10;"Dose Two";"Moderna-mRNA-1273";232
2021-06-10;"Dose Two";"AZ-ChAdOx1";15
2021-06-11;"Dose One";"Pfizer-mRNA-BNT162b";542
2021-06-11;"Dose One";"Moderna-mRNA-1273";41
2021-06-11;"Dose One";"AZ-ChAdOx1";23
2021-06-11;"Dose One";"Jansen-Ad26";46
2021-06-11;"Dose Two";"Pfizer-mRNA-BNT162b";493
2021-06-11;"Dose Two";"Moderna-mRNA-1273";101
2021-06-11;"Dose Two";"AZ-ChAdOx1";28
2021-06-12;"Dose One";"Pfizer-mRNA-BNT162b";193
2021-06-12;"Dose One";"Moderna-mRNA-1273";19
2021-06-12;"Dose One";"AZ-ChAdOx1";1
2021-06-12;"Dose One";"Jansen-Ad26";15
2021-06-12;"Dose Two";"Pfizer-mRNA-BNT162b";124
2021-06-12;"Dose Two";"Moderna-mRNA-1273";153
2021-06-12;"Dose Two";"AZ-ChAdOx1";12
2021-06-13;"Dose One";"Pfizer-mRNA-BNT162b";88
2021-06-13;"Dose One";"Moderna-mRNA-1273";6
2021-06-13;"Dose One";"Jansen-Ad26";24
2021-06-13;"Dose Two";"Pfizer-mRNA-BNT162b";52
2021-06-13;"Dose Two";"Moderna-mRNA-1273";141
2021-06-13;"Dose Two";"AZ-ChAdOx1";2
2021-06-14;"Dose One";"Pfizer-mRNA-BNT162b";389
2021-06-14;"Dose One";"Moderna-mRNA-1273";48
2021-06-14;"Dose One";"AZ-ChAdOx1";9
2021-06-14;"Dose One";"Jansen-Ad26";54
2021-06-14;"Dose Two";"Pfizer-mRNA-BNT162b";132
2021-06-14;"Dose Two";"Moderna-mRNA-1273";81
2021-06-14;"Dose Two";"AZ-ChAdOx1";23
2021-06-15;"Dose One";"Pfizer-mRNA-BNT162b";370
2021-06-15;"Dose One";"Moderna-mRNA-1273";62
2021-06-15;"Dose One";"AZ-ChAdOx1";2
2021-06-15;"Dose One";"Jansen-Ad26";78
2021-06-15;"Dose Two";"Pfizer-mRNA-BNT162b";203
2021-06-15;"Dose Two";"Moderna-mRNA-1273";134
2021-06-15;"Dose Two";"AZ-ChAdOx1";165
2021-06-16;"Dose One";"Pfizer-mRNA-BNT162b";357
2021-06-16;"Dose One";"Moderna-mRNA-1273";48
2021-06-16;"Dose One";"Jansen-Ad26";106
2021-06-16;"Dose Two";"Pfizer-mRNA-BNT162b";219
2021-06-16;"Dose Two";"Moderna-mRNA-1273";102
2021-06-16;"Dose Two";"AZ-ChAdOx1";429
2021-06-17;"Dose One";"Pfizer-mRNA-BNT162b";247
2021-06-17;"Dose One";"Moderna-mRNA-1273";27
2021-06-17;"Dose One";"AZ-ChAdOx1";1
2021-06-17;"Dose One";"Jansen-Ad26";165
2021-06-17;"Dose Two";"Pfizer-mRNA-BNT162b";182
2021-06-17;"Dose Two";"Moderna-mRNA-1273";213
2021-06-17;"Dose Two";"AZ-ChAdOx1";428
2021-06-18;"Dose One";"Pfizer-mRNA-BNT162b";368
2021-06-18;"Dose One";"Moderna-mRNA-1273";54
2021-06-18;"Dose One";"AZ-ChAdOx1";2
2021-06-18;"Dose One";"Jansen-Ad26";65
2021-06-18;"Dose Two";"Pfizer-mRNA-BNT162b";287
2021-06-18;"Dose Two";"Moderna-mRNA-1273";134
2021-06-18;"Dose Two";"AZ-ChAdOx1";388
2021-06-19;"Dose One";"Pfizer-mRNA-BNT162b";181
2021-06-19;"Dose One";"Moderna-mRNA-1273";15
2021-06-19;"Dose One";"Jansen-Ad26";30
2021-06-19;"Dose Two";"Pfizer-mRNA-BNT162b";62
2021-06-19;"Dose Two";"Moderna-mRNA-1273";62
2021-06-19;"Dose Two";"AZ-ChAdOx1";341
2021-06-20;"Dose One";"Pfizer-mRNA-BNT162b";106
2021-06-20;"Dose One";"Jansen-Ad26";6
2021-06-20;"Dose Two";"Pfizer-mRNA-BNT162b";55
2021-06-20;"Dose Two";"Moderna-mRNA-1273";14
2021-06-20;"Dose Two";"AZ-ChAdOx1";365
2021-06-21;"Dose One";"Pfizer-mRNA-BNT162b";269
2021-06-21;"Dose One";"Moderna-mRNA-1273";17
2021-06-21;"Dose One";"AZ-ChAdOx1";1
2021-06-21;"Dose One";"Jansen-Ad26";71
2021-06-21;"Dose Two";"Pfizer-mRNA-BNT162b";82
2021-06-21;"Dose Two";"Moderna-mRNA-1273";107
2021-06-21;"Dose Two";"AZ-ChAdOx1";808
2021-06-21;"Booster";"AZ-ChAdOx1";1
2021-06-22;"Dose One";"Pfizer-mRNA-BNT162b";365
2021-06-22;"Dose One";"Moderna-mRNA-1273";33
2021-06-22;"Dose One";"AZ-ChAdOx1";1
2021-06-22;"Dose One";"Jansen-Ad26";89
2021-06-22;"Dose Two";"Pfizer-mRNA-BNT162b";148
2021-06-22;"Dose Two";"Moderna-mRNA-1273";106
2021-06-22;"Dose Two";"AZ-ChAdOx1";1092
2021-06-23;"Dose One";"Pfizer-mRNA-BNT162b";210
2021-06-23;"Dose One";"Moderna-mRNA-1273";19
2021-06-23;"Dose One";"AZ-ChAdOx1";1
2021-06-23;"Dose One";"Jansen-Ad26";73
2021-06-23;"Dose Two";"Pfizer-mRNA-BNT162b";218
2021-06-23;"Dose Two";"Moderna-mRNA-1273";118
2021-06-23;"Dose Two";"AZ-ChAdOx1";551
2021-06-24;"Dose One";"Pfizer-mRNA-BNT162b";83
2021-06-24;"Dose Two";"Pfizer-mRNA-BNT162b";65
2021-06-24;"Dose Two";"Moderna-mRNA-1273";60
2021-06-24;"Dose Two";"AZ-ChAdOx1";223
2021-06-25;"Dose One";"Pfizer-mRNA-BNT162b";219
2021-06-25;"Dose One";"Moderna-mRNA-1273";5
2021-06-25;"Dose One";"Jansen-Ad26";31
2021-06-25;"Dose Two";"Pfizer-mRNA-BNT162b";278
2021-06-25;"Dose Two";"Moderna-mRNA-1273";161
2021-06-25;"Dose Two";"AZ-ChAdOx1";569
2021-06-26;"Dose One";"Pfizer-mRNA-BNT162b";105
2021-06-26;"Dose One";"Jansen-Ad26";10
2021-06-26;"Dose Two";"Pfizer-mRNA-BNT162b";194
2021-06-26;"Dose Two";"Moderna-mRNA-1273";73
2021-06-26;"Dose Two";"AZ-ChAdOx1";567
2021-06-27;"Dose One";"Pfizer-mRNA-BNT162b";128
2021-06-27;"Dose One";"Jansen-Ad26";5
2021-06-27;"Dose Two";"Pfizer-mRNA-BNT162b";139
2021-06-27;"Dose Two";"Moderna-mRNA-1273";60
2021-06-27;"Dose Two";"AZ-ChAdOx1";251
2021-06-28;"Dose One";"Pfizer-mRNA-BNT162b";204
2021-06-28;"Dose One";"Moderna-mRNA-1273";20
2021-06-28;"Dose One";"AZ-ChAdOx1";1
2021-06-28;"Dose One";"Jansen-Ad26";23
2021-06-28;"Dose Two";"Pfizer-mRNA-BNT162b";403
2021-06-28;"Dose Two";"Moderna-mRNA-1273";75
2021-06-28;"Dose Two";"AZ-ChAdOx1";491
2021-06-29;"Dose One";"Pfizer-mRNA-BNT162b";219
2021-06-29;"Dose One";"Moderna-mRNA-1273";23
2021-06-29;"Dose One";"Jansen-Ad26";57
2021-06-29;"Dose Two";"Pfizer-mRNA-BNT162b";321
2021-06-29;"Dose Two";"Moderna-mRNA-1273";82
2021-06-29;"Dose Two";"AZ-ChAdOx1";542
2021-06-30;"Dose One";"Pfizer-mRNA-BNT162b";194
2021-06-30;"Dose One";"Moderna-mRNA-1273";59
2021-06-30;"Dose One";"AZ-ChAdOx1";1
2021-06-30;"Dose One";"Jansen-Ad26";68
2021-06-30;"Dose Two";"Pfizer-mRNA-BNT162b";376
2021-06-30;"Dose Two";"Moderna-mRNA-1273";64
2021-06-30;"Dose Two";"AZ-ChAdOx1";407
2021-07-01;"Dose One";"Pfizer-mRNA-BNT162b";160
2021-07-01;"Dose One";"Moderna-mRNA-1273";49
2021-07-01;"Dose One";"Jansen-Ad26";36
2021-07-01;"Dose Two";"Pfizer-mRNA-BNT162b";336
2021-07-01;"Dose Two";"Moderna-mRNA-1273";135
2021-07-01;"Dose Two";"AZ-ChAdOx1";748
2021-07-02;"Dose One";"Pfizer-mRNA-BNT162b";214
2021-07-02;"Dose One";"Moderna-mRNA-1273";25
2021-07-02;"Dose One";"AZ-ChAdOx1";1
2021-07-02;"Dose One";"Jansen-Ad26";28
2021-07-02;"Dose Two";"Pfizer-mRNA-BNT162b";557
2021-07-02;"Dose Two";"Moderna-mRNA-1273";84
2021-07-02;"Dose Two";"AZ-ChAdOx1";461
2021-07-03;"Dose One";"Pfizer-mRNA-BNT162b";81
2021-07-03;"Dose One";"Moderna-mRNA-1273";2
2021-07-03;"Dose One";"Jansen-Ad26";19
2021-07-03;"Dose Two";"Pfizer-mRNA-BNT162b";178
2021-07-03;"Dose Two";"Moderna-mRNA-1273";13
2021-07-03;"Dose Two";"AZ-ChAdOx1";357
2021-07-04;"Dose One";"Pfizer-mRNA-BNT162b";70
2021-07-04;"Dose One";"Moderna-mRNA-1273";25
2021-07-04;"Dose One";"Jansen-Ad26";4
2021-07-04;"Dose Two";"Pfizer-mRNA-BNT162b";92
2021-07-04;"Dose Two";"Moderna-mRNA-1273";10
2021-07-04;"Dose Two";"AZ-ChAdOx1";301
2021-07-05;"Dose One";"Pfizer-mRNA-BNT162b";62
2021-07-05;"Dose One";"Moderna-mRNA-1273";55
2021-07-05;"Dose One";"AZ-ChAdOx1";1
2021-07-05;"Dose One";"Jansen-Ad26";21
2021-07-05;"Dose Two";"Pfizer-mRNA-BNT162b";356
2021-07-05;"Dose Two";"Moderna-mRNA-1273";92
2021-07-05;"Dose Two";"AZ-ChAdOx1";568
2021-07-06;"Dose One";"Pfizer-mRNA-BNT162b";93
2021-07-06;"Dose One";"Moderna-mRNA-1273";41
2021-07-06;"Dose One";"AZ-ChAdOx1";2
2021-07-06;"Dose One";"Jansen-Ad26";24
2021-07-06;"Dose Two";"Pfizer-mRNA-BNT162b";354
2021-07-06;"Dose Two";"Moderna-mRNA-1273";51
2021-07-06;"Dose Two";"AZ-ChAdOx1";758
2021-07-07;"Dose One";"Pfizer-mRNA-BNT162b";73
2021-07-07;"Dose One";"Moderna-mRNA-1273";21
2021-07-07;"Dose One";"Jansen-Ad26";51
2021-07-07;"Dose Two";"Pfizer-mRNA-BNT162b";359
2021-07-07;"Dose Two";"Moderna-mRNA-1273";47
2021-07-07;"Dose Two";"AZ-ChAdOx1";987
2021-07-08;"Dose One";"Pfizer-mRNA-BNT162b";65
2021-07-08;"Dose One";"Moderna-mRNA-1273";49
2021-07-08;"Dose One";"AZ-ChAdOx1";1
2021-07-08;"Dose One";"Jansen-Ad26";72
2021-07-08;"Dose Two";"Pfizer-mRNA-BNT162b";279
2021-07-08;"Dose Two";"Moderna-mRNA-1273";54
2021-07-08;"Dose Two";"AZ-ChAdOx1";576
2021-07-09;"Dose One";"Pfizer-mRNA-BNT162b";66
2021-07-09;"Dose One";"Moderna-mRNA-1273";34
2021-07-09;"Dose One";"Jansen-Ad26";35
2021-07-09;"Dose Two";"Pfizer-mRNA-BNT162b";362
2021-07-09;"Dose Two";"Moderna-mRNA-1273";63
2021-07-09;"Dose Two";"AZ-ChAdOx1";462
2021-07-09;"Booster";"AZ-ChAdOx1";1
2021-07-10;"Dose One";"Pfizer-mRNA-BNT162b";44
2021-07-10;"Dose One";"Moderna-mRNA-1273";4
2021-07-10;"Dose One";"AZ-ChAdOx1";1
2021-07-10;"Dose One";"Jansen-Ad26";23
2021-07-10;"Dose Two";"Pfizer-mRNA-BNT162b";191
2021-07-10;"Dose Two";"Moderna-mRNA-1273";22
2021-07-10;"Dose Two";"AZ-ChAdOx1";365
2021-07-10;"Booster";"Pfizer-mRNA-BNT162b";1
2021-07-11;"Dose One";"Pfizer-mRNA-BNT162b";18
2021-07-11;"Dose One";"Moderna-mRNA-1273";20
2021-07-11;"Dose One";"Jansen-Ad26";15
2021-07-11;"Dose Two";"Pfizer-mRNA-BNT162b";78
2021-07-11;"Dose Two";"Moderna-mRNA-1273";29
2021-07-11;"Dose Two";"AZ-ChAdOx1";188
2021-07-12;"Dose One";"Pfizer-mRNA-BNT162b";42
2021-07-12;"Dose One";"Moderna-mRNA-1273";16
2021-07-12;"Dose One";"Jansen-Ad26";40
2021-07-12;"Dose Two";"Pfizer-mRNA-BNT162b";259
2021-07-12;"Dose Two";"Moderna-mRNA-1273";43
2021-07-12;"Dose Two";"AZ-ChAdOx1";311
2021-07-13;"Dose One";"Pfizer-mRNA-BNT162b";31
2021-07-13;"Dose One";"Moderna-mRNA-1273";22
2021-07-13;"Dose One";"Jansen-Ad26";34
2021-07-13;"Dose Two";"Pfizer-mRNA-BNT162b";285
2021-07-13;"Dose Two";"Moderna-mRNA-1273";33
2021-07-13;"Dose Two";"AZ-ChAdOx1";211
2021-07-14;"Dose One";"Pfizer-mRNA-BNT162b";33
2021-07-14;"Dose One";"Moderna-mRNA-1273";46
2021-07-14;"Dose One";"AZ-ChAdOx1";2
2021-07-14;"Dose One";"Jansen-Ad26";73
2021-07-14;"Dose Two";"Pfizer-mRNA-BNT162b";268
2021-07-14;"Dose Two";"Moderna-mRNA-1273";42
2021-07-14;"Dose Two";"AZ-ChAdOx1";145
