"vac_number";"vac_exposure_date";"n";"n_total";"cum_sum"
"Dose Two";2022-06-27;1;164467;0.575781159746332
"Dose Two";2022-06-28;5;164467;0.575811560981838
"Dose Two";2022-06-29;1;164467;0.57581764122894
"Dose Two";2022-06-30;4;164467;0.575841962217345
"Dose Two";NA;16869;164467;0.678409650568199
"Booster";2021-06-03;1;164467;6.08024710124219e-06
"Booster";2021-06-21;1;164467;1.21604942024844e-05
"Booster";2021-07-09;1;164467;1.82407413037266e-05
"Booster";2021-07-10;1;164467;2.43209884049688e-05
"Booster";2021-07-29;1;164467;3.0401235506211e-05
"Booster";2021-09-10;10;164467;9.12037065186329e-05
"Booster";2021-09-11;30;164467;0.000273611119555899
"Booster";2021-09-12;20;164467;0.000395216061580743
"Booster";2021-09-13;99;164467;0.00099716052460372
"Booster";2021-09-14;131;164467;0.00179367289486645
"Booster";2021-09-15;50;164467;0.00209768524992856
"Booster";2021-09-16;72;164467;0.002535463041218
"Booster";2021-09-17;100;164467;0.00314348775134221
"Booster";2021-09-18;2;164467;0.0031556482455447
"Booster";2021-09-19;2;164467;0.00316780873974718
"Booster";2021-09-20;52;164467;0.00348398158901178
"Booster";2021-09-21;88;164467;0.00401904333392109
"Booster";2021-09-22;103;164467;0.00464530878534904
"Booster";2021-09-23;148;164467;0.00554518535633288
"Booster";2021-09-24;51;164467;0.00585527795849623
"Booster";2021-09-25;5;164467;0.00588567919400244
"Booster";2021-09-27;69;164467;0.00630521624398816
"Booster";2021-09-28;132;164467;0.00710780886135213
"Booster";2021-09-29;267;164467;0.00873123483738379
"Booster";2021-09-30;314;164467;0.0106404324271738
"Booster";2021-10-01;236;164467;0.012075370743067
"Booster";2021-10-02;1;164467;0.0120814509901682
"Booster";2021-10-04;139;164467;0.0129266053372409
"Booster";2021-10-05;359;164467;0.0151094140465869
"Booster";2021-10-06;273;164467;0.016769321505226
"Booster";2021-10-07;221;164467;0.0181130561146005
"Booster";2021-10-08;105;164467;0.0187514820602309
"Booster";2021-10-09;1;164467;0.0187575623073322
"Booster";2021-10-11;19;164467;0.0188730870022558
"Booster";2021-10-13;156;164467;0.0198216055500496
"Booster";2021-10-14;217;164467;0.0211410191710191
"Booster";2021-10-15;141;164467;0.0219983340122943
"Booster";2021-10-17;1;164467;0.0220044142593955
"Booster";2021-10-18;117;164467;0.0227158031702408
"Booster";2021-10-19;165;164467;0.0237190439419458
"Booster";2021-10-20;260;164467;0.0252999081882688
"Booster";2021-10-21;353;164467;0.0274462354150073
"Booster";2021-10-22;155;164467;0.0283886737156998
"Booster";2021-10-25;192;164467;0.0295560811591383
"Booster";2021-10-26;632;164467;0.0333987973271234
"Booster";2021-10-27;686;164467;0.0375698468385755
"Booster";2021-10-28;810;164467;0.0424948469905817
"Booster";2021-10-29;737;164467;0.0469759891041972
"Booster";2021-10-30;28;164467;0.047146236023032
"Booster";2021-10-31;1;164467;0.0471523162701332
"Booster";2021-11-01;3;164467;0.0471705570114369
"Booster";2021-11-02;726;164467;0.0515848164069388
"Booster";2021-11-03;885;164467;0.0569658350915381
"Booster";2021-11-04;1078;164467;0.0635203414666772
"Booster";2021-11-05;862;164467;0.068761514467948
"Booster";2021-11-06;32;164467;0.0689560823751877
"Booster";2021-11-08;563;164467;0.0723792614931871
"Booster";2021-11-09;922;164467;0.0779852493205324
"Booster";2021-11-10;1033;164467;0.0842661445761156
"Booster";2021-11-11;1120;164467;0.0910760213295068
"Booster";2021-11-12;952;164467;0.0968644165698894
"Booster";2021-11-13;29;164467;0.0970407437358254
"Booster";2021-11-14;2;164467;0.0970529042300279
"Booster";2021-11-15;564;164467;0.100482163595129
"Booster";2021-11-16;1049;164467;0.106860342804332
"Booster";2021-11-17;1194;164467;0.114120157843215
"Booster";2021-11-18;1171;164467;0.121240127198769
"Booster";2021-11-19;928;164467;0.126882596508722
"Booster";2021-11-20;60;164467;0.127247411334797
"Booster";2021-11-21;5;164467;0.127277812570303
"Booster";2021-11-22;586;164467;0.130840837371631
"Booster";2021-11-23;1046;164467;0.13720077583953
"Booster";2021-11-24;1168;164467;0.144302504453781
"Booster";2021-11-25;1203;164467;0.151617041716575
"Booster";2021-11-26;1047;164467;0.157983060431576
"Booster";2021-11-27;128;164467;0.158761332060535
"Booster";2021-11-28;2;164467;0.158773492554737
"Booster";2021-11-29;688;164467;0.162956702560392
"Booster";2021-11-30;1119;164467;0.169760499066682
"Booster";2021-12-01;1310;164467;0.177725622769309
"Booster";2021-12-02;1884;164467;0.18918080830805
"Booster";2021-12-03;1786;164467;0.200040129630868
"Booster";2021-12-04;684;164467;0.204199018648118
"Booster";2021-12-05;457;164467;0.206977691573386
"Booster";2021-12-06;336;164467;0.209020654599403
"Booster";2021-12-07;771;164467;0.213708525114461
"Booster";2021-12-08;344;164467;0.215800130117288
"Booster";2021-12-09;1831;164467;0.226933062559662
"Booster";2021-12-10;1794;164467;0.237841025859291
"Booster";2021-12-11;608;164467;0.241537816096846
"Booster";2021-12-12;434;164467;0.244176643338785
"Booster";2021-12-13;1519;164467;0.253412538685572
"Booster";2021-12-14;1919;164467;0.265080532872856
"Booster";2021-12-15;1914;164467;0.276718125824634
"Booster";2021-12-16;2042;164467;0.28913399040537
"Booster";2021-12-17;1874;164467;0.300528373473098
"Booster";2021-12-18;493;164467;0.30352593529401
"Booster";2021-12-19;200;164467;0.304741984714259
"Booster";2021-12-20;1223;164467;0.312178126919078
"Booster";2021-12-21;1604;164467;0.32193084326947
"Booster";2021-12-22;1505;164467;0.33108161515684
"Booster";2021-12-23;1355;164467;0.339320349979023
"Booster";2021-12-24;466;164467;0.342153745128202
"Booster";2021-12-26;4;164467;0.342178066116607
"Booster";2021-12-27;814;164467;0.347127387257018
"Booster";2021-12-28;1171;164467;0.354247356612573
"Booster";2021-12-29;986;164467;0.360242480254398
"Booster";2021-12-30;978;164467;0.366188961919412
"Booster";2021-12-31;353;164467;0.368335289146151
"Booster";2022-01-01;7;164467;0.36837785087586
"Booster";2022-01-02;356;164467;0.370542418843902
"Booster";2022-01-03;710;164467;0.374859394285784
"Booster";2022-01-04;925;164467;0.380483622854433
"Booster";2022-01-05;495;164467;0.383493345169548
"Booster";2022-01-06;1;164467;0.383499425416649
"Booster";2022-01-07;719;164467;0.387871123082442
"Booster";2022-01-08;491;164467;0.390856524409152
"Booster";2022-01-09;406;164467;0.393325104732256
"Booster";2022-01-10;782;164467;0.398079857965428
"Booster";2022-01-11;787;164467;0.402865012434105
"Booster";2022-01-12;889;164467;0.40827035210711
"Booster";2022-01-13;799;164467;0.413128469541002
"Booster";2022-01-14;805;164467;0.418023068457502
"Booster";2022-01-15;369;164467;0.42026667963786
"Booster";2022-01-16;260;164467;0.421847543884183
"Booster";2022-01-17;460;164467;0.424644457550755
"Booster";2022-01-18;524;164467;0.427830507031806
"Booster";2022-01-19;456;164467;0.430603099709972
"Booster";2022-01-20;422;164467;0.433168963986696
"Booster";2022-01-21;404;164467;0.435625383815598
"Booster";2022-01-22;147;164467;0.436519180139481
"Booster";2022-01-23;63;164467;0.436902235706859
"Booster";2022-01-24;206;164467;0.438154766609715
"Booster";2022-01-25;237;164467;0.439595785172709
"Booster";2022-01-26;238;164467;0.441042883982805
"Booster";2022-01-27;231;164467;0.442447421063192
"Booster";2022-01-28;237;164467;0.443888439626186
"Booster";2022-01-29;57;164467;0.444235013710957
"Booster";2022-01-30;37;164467;0.444459982853703
"Booster";2022-01-31;116;164467;0.445165291517447
"Booster";2022-02-01;80;164467;0.445651711285547
"Booster";2022-02-02;133;164467;0.446460384150012
"Booster";2022-02-03;91;164467;0.447013686636225
"Booster";2022-02-04;118;164467;0.447731155794171
"Booster";2022-02-05;17;164467;0.447834519994893
"Booster";2022-02-06;7;164467;0.447877081724601
"Booster";2022-02-07;45;164467;0.448150692844157
"Booster";2022-02-08;62;164467;0.448527668164434
"Booster";2022-02-09;72;164467;0.448965445955724
"Booster";2022-02-10;84;164467;0.449476186712228
"Booster";2022-02-11;117;164467;0.450187575623073
"Booster";2022-02-12;19;164467;0.450303100317997
"Booster";2022-02-13;12;164467;0.450376063283212
"Booster";2022-02-14;40;164467;0.450619273167262
"Booster";2022-02-15;49;164467;0.450917205275222
"Booster";2022-02-16;44;164467;0.451184736147677
"Booster";2022-02-17;53;164467;0.451506989244043
"Booster";2022-02-18;61;164467;0.451877884317219
"Booster";2022-02-19;14;164467;0.451963007776636
"Booster";2022-02-20;2;164467;0.451975168270839
"Booster";2022-02-21;17;164467;0.45207853247156
"Booster";2022-02-22;31;164467;0.452267020131698
"Booster";2022-02-23;54;164467;0.452595353475165
"Booster";2022-02-24;47;164467;0.452881125088924
"Booster";2022-02-25;36;164467;0.453100013984568
"Booster";2022-02-26;21;164467;0.453227699173694
"Booster";2022-02-27;9;164467;0.453282421397606
"Booster";2022-02-28;27;164467;0.453446588069339
"Booster";2022-03-01;32;164467;0.453641155976579
"Booster";2022-03-02;28;164467;0.453811402895414
"Booster";2022-03-03;35;164467;0.454024211543957
"Booster";2022-03-04;43;164467;0.454285662169311
"Booster";2022-03-05;14;164467;0.454370785628728
"Booster";2022-03-06;3;164467;0.454389026370032
"Booster";2022-03-07;9;164467;0.454443748593943
"Booster";2022-03-08;24;164467;0.454589674524373
"Booster";2022-03-09;21;164467;0.454717359713499
"Booster";2022-03-10;29;164467;0.454893686879435
"Booster";2022-03-11;34;164467;0.455100415280877
"Booster";2022-03-12;5;164467;0.455130816516383
"Booster";2022-03-13;2;164467;0.455142977010586
"Booster";2022-03-14;9;164467;0.455197699234497
"Booster";2022-03-15;16;164467;0.455294983188117
"Booster";2022-03-16;13;164467;0.455374026400433
"Booster";2022-03-17;20;164467;0.455495631342458
"Booster";2022-03-18;20;164467;0.455617236284483
"Booster";2022-03-19;10;164467;0.455678038755495
"Booster";2022-03-21;12;164467;0.45575100172071
"Booster";2022-03-22;15;164467;0.455842205427229
"Booster";2022-03-23;19;164467;0.455957730122152
"Booster";2022-03-24;29;164467;0.456134057288088
"Booster";2022-03-25;28;164467;0.456304304206923
"Booster";2022-03-26;7;164467;0.456346865936632
"Booster";2022-03-27;3;164467;0.456365106677935
"Booster";2022-03-28;7;164467;0.456407668407644
"Booster";2022-03-29;15;164467;0.456498872114163
"Booster";2022-03-30;16;164467;0.456596156067783
"Booster";2022-03-31;14;164467;0.4566812795272
"Booster";2022-04-01;10;164467;0.456742081998212
"Booster";2022-04-02;2;164467;0.456754242492415
"Booster";2022-04-03;1;164467;0.456760322739516
"Booster";2022-04-04;8;164467;0.456808964716326
"Booster";2022-04-05;17;164467;0.456912328917047
"Booster";2022-04-06;18;164467;0.45702177336487
"Booster";2022-04-07;18;164467;0.457131217812692
"Booster";2022-04-08;23;164467;0.45727106349602
"Booster";2022-04-09;9;164467;0.457325785719932
"Booster";2022-04-10;1;164467;0.457331865967033
"Booster";2022-04-11;15;164467;0.457423069673552
"Booster";2022-04-12;9;164467;0.457477791897463
"Booster";2022-04-13;8;164467;0.457526433874273
"Booster";2022-04-14;5;164467;0.457556835109779
"Booster";2022-04-19;12;164467;0.457629798074994
"Booster";2022-04-20;17;164467;0.457733162275715
"Booster";2022-04-21;14;164467;0.457818285735132
"Booster";2022-04-22;16;164467;0.457915569688752
"Booster";2022-04-23;3;164467;0.457933810430056
"Booster";2022-04-24;2;164467;0.457945970924258
"Booster";2022-04-25;10;164467;0.458006773395271
"Booster";2022-04-26;19;164467;0.458122298090194
"Booster";2022-04-27;10;164467;0.458183100561207
"Booster";2022-04-28;17;164467;0.458286464761928
"Booster";2022-04-29;24;164467;0.458432390692358
"Booster";2022-04-30;2;164467;0.45844455118656
"Booster";2022-05-01;1;164467;0.458450631433661
"Booster";2022-05-02;9;164467;0.458505353657573
"Booster";2022-05-03;10;164467;0.458566156128585
"Booster";2022-05-04;10;164467;0.458626958599598
"Booster";2022-05-05;12;164467;0.458699921564812
"Booster";2022-05-06;28;164467;0.458870168483647
"Booster";2022-05-07;4;164467;0.458894489472052
"Booster";2022-05-08;2;164467;0.458906649966255
"Booster";2022-05-09;6;164467;0.458943131448862
"Booster";2022-05-10;18;164467;0.459052575896684
"Booster";2022-05-11;11;164467;0.459119458614798
"Booster";2022-05-12;13;164467;0.459198501827114
"Booster";2022-05-13;31;164467;0.459386989487253
"Booster";2022-05-14;7;164467;0.459429551216961
"Booster";2022-05-15;2;164467;0.459441711711164
"Booster";2022-05-16;14;164467;0.459526835170581
"Booster";2022-05-17;12;164467;0.459599798135796
"Booster";2022-05-18;12;164467;0.459672761101011
"Booster";2022-05-19;22;164467;0.459806526537238
"Booster";2022-05-20;20;164467;0.459928131479263
"Booster";2022-05-21;6;164467;0.459964612961871
"Booster";2022-05-22;3;164467;0.459982853703174
"Booster";2022-05-23;8;164467;0.460031495679984
"Booster";2022-05-24;19;164467;0.460147020374908
"Booster";2022-05-25;14;164467;0.460232143834325
"Booster";2022-05-26;23;164467;0.460371989517654
"Booster";2022-05-27;13;164467;0.46045103272997
"Booster";2022-05-28;6;164467;0.460487514212578
"Booster";2022-05-29;1;164467;0.460493594459679
"Booster";2022-05-30;7;164467;0.460536156189388
"Booster";2022-05-31;11;164467;0.460603038907501
"Booster";2022-06-01;13;164467;0.460682082119817
"Booster";2022-06-02;19;164467;0.460797606814741
"Booster";2022-06-03;21;164467;0.460925292003867
"Booster";2022-06-04;3;164467;0.460943532745171
"Booster";2022-06-05;2;164467;0.460955693239373
"Booster";2022-06-07;12;164467;0.461028656204588
"Booster";2022-06-08;14;164467;0.461113779664006
"Booster";2022-06-09;15;164467;0.461204983370524
"Booster";2022-06-10;21;164467;0.46133266855965
"Booster";2022-06-11;4;164467;0.461356989548055
"Booster";2022-06-12;1;164467;0.461363069795156
"Booster";2022-06-13;7;164467;0.461405631524865
"Booster";2022-06-14;15;164467;0.461496835231384
"Booster";2022-06-15;22;164467;0.461630600667611
"Booster";2022-06-16;15;164467;0.46172180437413
"Booster";2022-06-17;19;164467;0.461837329069053
"Booster";2022-06-18;4;164467;0.461861650057458
"Booster";2022-06-19;1;164467;0.46186773030456
"Booster";2022-06-20;8;164467;0.46191637228137
"Booster";2022-06-21;21;164467;0.462044057470496
"Booster";2022-06-22;12;164467;0.462117020435711
"Booster";2022-06-23;9;164467;0.462171742659622
"Booster";2022-06-25;8;164467;0.462220384636432
"Booster";2022-06-26;3;164467;0.462238625377735
"Booster";2022-06-27;11;164467;0.462305508095849
"Booster";2022-06-28;14;164467;0.462390631555266
"Booster";2022-06-29;22;164467;0.462524396991494
"Booster";2022-06-30;28;164467;0.462694643910328
"Booster";NA;35478;164467;0.678409650568199
