"outcomes";"outcomes_dates";"n";"n_total";"cum_sum"
"end_db_followup";2021-02-16;19;164467;0.00906564842795211
"end_db_followup";2021-02-17;98;164467;0.00966151264387385
"end_db_followup";2021-02-18;14;164467;0.00974663610329124
"end_db_followup";2021-02-19;36;164467;0.00996552499893596
"end_db_followup";2021-02-20;50;164467;0.0102695373539981
"end_db_followup";2021-02-21;3;164467;0.0102877780953018
"end_db_followup";2021-02-22;10;164467;0.0103485805663142
"end_db_followup";2021-02-23;14;164467;0.0104337040257316
"end_db_followup";2021-02-24;51;164467;0.010743796627895
"end_db_followup";2021-02-25;39;164467;0.0109809262648434
"end_db_followup";2021-02-26;26;164467;0.0111390126894757
"end_db_followup";2021-02-27;27;164467;0.0113031793612092
"end_db_followup";2021-02-28;2;164467;0.0113153398554117
"end_db_followup";2021-03-01;16;164467;0.0114126238090316
"end_db_followup";2021-03-02;12;164467;0.0114855867742465
"end_db_followup";2021-03-03;36;164467;0.0117044756698912
"end_db_followup";2021-03-04;22;164467;0.0118382411061186
"end_db_followup";2021-03-05;71;164467;0.0122699386503067
"end_db_followup";2021-03-06;34;164467;0.012476667051749
"end_db_followup";2021-03-07;2;164467;0.0124888275459515
"end_db_followup";2021-03-08;13;164467;0.0125678707582676
"end_db_followup";2021-03-09;20;164467;0.0126894757002925
"end_db_followup";2021-03-10;86;164467;0.0132123769509993
"end_db_followup";2021-03-11;15;164467;0.0133035806575179
"end_db_followup";2021-03-12;32;164467;0.0134981485647577
"end_db_followup";2021-03-13;29;164467;0.0136744757306937
"end_db_followup";2021-03-15;9;164467;0.0137291979546049
"end_db_followup";2021-03-16;19;164467;0.0138447226495285
"end_db_followup";2021-03-17;122;164467;0.01458651279588
"end_db_followup";2021-03-18;7;164467;0.0146290745255887
"end_db_followup";2021-03-19;45;164467;0.0149026856451446
"end_db_followup";2021-03-22;15;164467;0.0149938893516633
"end_db_followup";2021-03-23;12;164467;0.0150668523168782
"end_db_followup";2021-03-24;106;164467;0.0157113585096098
"end_db_followup";2021-03-25;38;164467;0.015942407899457
"end_db_followup";2021-03-26;27;164467;0.0161065745711906
"end_db_followup";2021-03-27;42;164467;0.0163619449494427
"end_db_followup";2021-03-28;2;164467;0.0163741054436452
"end_db_followup";2021-03-29;13;164467;0.0164531486559614
"end_db_followup";2021-03-30;10;164467;0.0165139511269738
"end_db_followup";2021-03-31;60;164467;0.0168787659530483
"end_db_followup";2021-04-01;14;164467;0.0169638894124657
"end_db_followup";2021-04-02;2;164467;0.0169760499066682
"end_db_followup";2021-04-03;3;164467;0.0169942906479719
"end_db_followup";2021-04-04;2;164467;0.0170064511421744
"end_db_followup";2021-04-05;2;164467;0.0170186116363769
"end_db_followup";2021-04-06;17;164467;0.017121975837098
"end_db_followup";2021-04-07;63;164467;0.0175050314044763
"end_db_followup";2021-04-08;27;164467;0.0176691980762098
"end_db_followup";2021-04-09;40;164467;0.0179124079602595
"end_db_followup";2021-04-10;37;164467;0.0181373771030055
"end_db_followup";2021-04-12;18;164467;0.0182468215508278
"end_db_followup";2021-04-13;11;164467;0.0183137042689415
"end_db_followup";2021-04-14;63;164467;0.0186967598363197
"end_db_followup";2021-04-15;14;164467;0.0187818832957371
"end_db_followup";2021-04-16;36;164467;0.0190007721913819
"end_db_followup";2021-04-17;25;164467;0.0191527783689129
"end_db_followup";2021-04-18;2;164467;0.0191649388631154
"end_db_followup";2021-04-19;16;164467;0.0192622228167353
"end_db_followup";2021-04-20;20;164467;0.0193838277587601
"end_db_followup";2021-04-21;66;164467;0.0197851240674421
"end_db_followup";2021-04-22;14;164467;0.0198702475268595
"end_db_followup";2021-04-23;24;164467;0.0200161734572893
"end_db_followup";2021-04-24;5;164467;0.0200465746927955
"end_db_followup";2021-04-26;7;164467;0.0200891364225042
"end_db_followup";2021-04-27;17;164467;0.0201925006232253
"end_db_followup";2021-04-28;84;164467;0.0207032413797297
"end_db_followup";2021-04-29;14;164467;0.0207883648391471
"end_db_followup";2021-04-30;18;164467;0.0208978092869694
"end_db_followup";2021-05-01;33;164467;0.0210984574413104
"end_db_followup";2021-05-02;3;164467;0.0211166981826141
"end_db_followup";2021-05-03;10;164467;0.0211775006536266
"end_db_followup";2021-05-04;6;164467;0.021213982136234
"end_db_followup";2021-05-05;13;164467;0.0212930253485502
"end_db_followup";2021-05-06;38;164467;0.0215240747383974
"end_db_followup";2021-05-07;32;164467;0.0217186426456371
"end_db_followup";2021-05-08;31;164467;0.0219071303057756
"end_db_followup";2021-05-10;13;164467;0.0219861735180918
"end_db_followup";2021-05-11;8;164467;0.0220348154949017
"end_db_followup";2021-05-12;58;164467;0.0223874698267738
"end_db_followup";2021-05-13;16;164467;0.0224847537803936
"end_db_followup";2021-05-14;35;164467;0.0226975624289371
"end_db_followup";2021-05-15;21;164467;0.0228252476180632
"end_db_followup";2021-05-16;1;164467;0.0228313278651644
"end_db_followup";2021-05-17;13;164467;0.0229103710774806
"end_db_followup";2021-05-18;9;164467;0.0229650933013918
"end_db_followup";2021-05-19;72;164467;0.0234028710926812
"end_db_followup";2021-05-20;8;164467;0.0234515130694911
"end_db_followup";2021-05-21;29;164467;0.0236278402354272
"end_db_followup";2021-05-22;17;164467;0.0237312044361483
"end_db_followup";2021-05-23;1;164467;0.0237372846832495
"end_db_followup";2021-05-24;4;164467;0.0237616056716545
"end_db_followup";2021-05-25;12;164467;0.0238345686368694
"end_db_followup";2021-05-26;54;164467;0.0241629019803365
"end_db_followup";2021-05-27;21;164467;0.0242905871694626
"end_db_followup";2021-05-28;18;164467;0.0244000316172849
"end_db_followup";2021-05-29;28;164467;0.0245702785361197
"end_db_followup";2021-05-31;8;164467;0.0246189205129296
"end_db_followup";2021-06-01;6;164467;0.0246554019955371
"end_db_followup";2021-06-02;56;164467;0.0249958958332067
"end_db_followup";2021-06-03;6;164467;0.0250323773158141
"end_db_followup";2021-06-04;28;164467;0.0252026242346489
"end_db_followup";2021-06-05;23;164467;0.0253424699179775
"end_db_followup";2021-06-06;1;164467;0.0253485501650787
"end_db_followup";2021-06-07;4;164467;0.0253728711534837
"end_db_followup";2021-06-08;6;164467;0.0254093526360911
"end_db_followup";2021-06-09;49;164467;0.025707284744052
"end_db_followup";2021-06-10;6;164467;0.0257437662266595
"end_db_followup";2021-06-11;46;164467;0.0260234575933166
"end_db_followup";2021-06-12;11;164467;0.0260903403114303
"end_db_followup";2021-06-13;1;164467;0.0260964205585315
"end_db_followup";2021-06-14;4;164467;0.0261207415469365
"end_db_followup";2021-06-15;5;164467;0.0261511427824427
"end_db_followup";2021-06-16;76;164467;0.0266132415621371
"end_db_followup";2021-06-17;7;164467;0.0266558032918458
"end_db_followup";2021-06-18;36;164467;0.0268746921874905
"end_db_followup";2021-06-19;18;164467;0.0269841366353129
"end_db_followup";2021-06-21;6;164467;0.0270206181179203
"end_db_followup";2021-06-22;12;164467;0.0270935810831352
"end_db_followup";2021-06-23;48;164467;0.0273854329439948
"end_db_followup";2021-06-24;3;164467;0.0274036736852986
"end_db_followup";2021-06-25;20;164467;0.0275252786273234
"end_db_followup";2021-06-26;9;164467;0.0275800008512346
"end_db_followup";2021-06-28;6;164467;0.027616482333842
"end_db_followup";2021-06-29;15;164467;0.0277076860403607
"end_db_followup";2021-06-30;42;164467;0.0279630564186129
"end_db_followup";2021-07-01;9;164467;0.028017778642524
"end_db_followup";2021-07-02;27;164467;0.0281819453142576
"end_db_followup";2021-07-03;8;164467;0.0282305872910675
"end_db_followup";2021-07-04;1;164467;0.0282366675381688
"end_db_followup";2021-07-05;6;164467;0.0282731490207762
"end_db_followup";2021-07-06;25;164467;0.0284251551983073
"end_db_followup";2021-07-07;67;164467;0.0288325317540905
"end_db_followup";2021-07-08;15;164467;0.0289237354606091
"end_db_followup";2021-07-09;41;164467;0.02917302559176
"end_db_followup";2021-07-10;18;164467;0.0292824700395824
"end_db_followup";2021-07-11;1;164467;0.0292885502866837
"end_db_followup";2021-07-12;6;164467;0.0293250317692911
"end_db_followup";2021-07-13;5;164467;0.0293554330047973
"end_db_followup";2021-07-14;50;164467;0.0296594453598594
"end_db_followup";2021-07-15;8;164467;0.0297080873366694
"end_db_followup";2021-07-16;29;164467;0.0298844145026054
"end_db_followup";2021-07-17;22;164467;0.0300181799388327
"end_db_followup";2021-07-19;3;164467;0.0300364206801364
"end_db_followup";2021-07-20;7;164467;0.0300789824098451
"end_db_followup";2021-07-21;62;164467;0.0304559577301222
"end_db_followup";2021-07-22;14;164467;0.0305410811895395
"end_db_followup";2021-07-23;8;164467;0.0305897231663495
"end_db_followup";2021-07-24;13;164467;0.0306687663786656
"end_db_followup";2021-07-25;3;164467;0.0306870071199694
"end_db_followup";2021-07-26;7;164467;0.0307295688496781
"end_db_followup";2021-07-27;31;164467;0.0309180565098166
"end_db_followup";2021-07-28;35;164467;0.03113086515836
"end_db_followup";2021-07-29;5;164467;0.0311612663938662
"end_db_followup";2021-07-30;26;164467;0.0313193528184985
"end_db_followup";2021-07-31;9;164467;0.0313740750424097
"end_db_followup";2021-08-01;1;164467;0.031380155289511
"end_db_followup";2021-08-02;12;164467;0.0314531182547259
"end_db_followup";2021-08-03;37;164467;0.0316780873974718
"end_db_followup";2021-08-04;21;164467;0.0318057725865979
"end_db_followup";2021-08-05;7;164467;0.0318483343163066
"end_db_followup";2021-08-06;64;164467;0.0322374701307861
"end_db_followup";2021-08-07;17;164467;0.0323408343315072
"end_db_followup";2021-08-08;1;164467;0.0323469145786085
"end_db_followup";2021-08-09;12;164467;0.0324198775438234
"end_db_followup";2021-08-10;12;164467;0.0324928405090383
"end_db_followup";2021-08-11;58;164467;0.0328454948409103
"end_db_followup";2021-08-12;19;164467;0.0329610195358339
"end_db_followup";2021-08-13;30;164467;0.0331434269488712
"end_db_followup";2021-08-14;19;164467;0.0332589516437948
"end_db_followup";2021-08-16;6;164467;0.0332954331264023
"end_db_followup";2021-08-17;8;164467;0.0333440751032122
"end_db_followup";2021-08-18;56;164467;0.0336845689408818
"end_db_followup";2021-08-19;4;164467;0.0337088899292867
"end_db_followup";2021-08-20;22;164467;0.0338426553655141
"end_db_followup";2021-08-21;24;164467;0.0339885812959439
"end_db_followup";2021-08-22;1;164467;0.0339946615430451
"end_db_followup";2021-08-23;9;164467;0.0340493837669563
"end_db_followup";2021-08-24;4;164467;0.0340737047553613
"end_db_followup";2021-08-25;50;164467;0.0343777171104234
"end_db_followup";2021-08-26;6;164467;0.0344141985930308
"end_db_followup";2021-08-27;18;164467;0.0345236430408532
"end_db_followup";2021-08-28;15;164467;0.0346148467473718
"end_db_followup";2021-08-30;3;164467;0.0346330874886755
"end_db_followup";2021-08-31;5;164467;0.0346634887241817
"end_db_followup";2021-09-01;46;164467;0.0349431800908389
"end_db_followup";2021-09-02;21;164467;0.035070865279965
"end_db_followup";2021-09-03;34;164467;0.0352775936814072
"end_db_followup";2021-09-04;16;164467;0.0353748776350271
"end_db_followup";2021-09-06;6;164467;0.0354113591176345
"end_db_followup";2021-09-07;29;164467;0.0355876862835706
"end_db_followup";2021-09-08;44;164467;0.0358552171560252
"end_db_followup";2021-09-09;10;164467;0.0359160196270376
"end_db_followup";2021-09-10;19;164467;0.0360315443219612
"end_db_followup";2021-09-11;19;164467;0.0361470690168848
"end_db_followup";2021-09-12;1;164467;0.0361531492639861
"end_db_followup";2021-09-13;7;164467;0.0361957109936948
"end_db_followup";2021-09-14;9;164467;0.036250433217606
"end_db_followup";2021-09-15;45;164467;0.0365240443371619
"end_db_followup";2021-09-16;6;164467;0.0365605258197693
"end_db_followup";2021-09-17;41;164467;0.0368098159509202
"end_db_followup";2021-09-18;4;164467;0.0368341369393252
"end_db_followup";2021-09-19;1;164467;0.0368402171864265
"end_db_followup";2021-09-20;7;164467;0.0368827789161352
"end_db_followup";2021-09-21;33;164467;0.0370834270704761
"end_db_followup";2021-09-22;47;164467;0.0373691986842345
"end_db_followup";2021-09-23;6;164467;0.037405680166842
"end_db_followup";2021-09-24;25;164467;0.037557686344373
"end_db_followup";2021-09-25;18;164467;0.0376671307921954
"end_db_followup";2021-09-27;10;164467;0.0377279332632078
"end_db_followup";2021-09-28;7;164467;0.0377704949929165
"end_db_followup";2021-09-29;43;164467;0.0380319456182699
"end_db_followup";2021-09-30;16;164467;0.0381292295718898
"end_db_followup";2021-10-01;18;164467;0.0382386740197122
"end_db_followup";2021-10-02;22;164467;0.0383724394559395
"end_db_followup";2021-10-03;1;164467;0.0383785197030407
"end_db_followup";2021-10-04;6;164467;0.0384150011856482
"end_db_followup";2021-10-05;12;164467;0.0384879641508631
"end_db_followup";2021-10-06;36;164467;0.0387068530465078
"end_db_followup";2021-10-07;13;164467;0.038785896258824
"end_db_followup";2021-10-08;26;164467;0.0389439826834563
"end_db_followup";2021-10-09;33;164467;0.0391446308377972
"end_db_followup";2021-10-11;11;164467;0.0392115135559109
"end_db_followup";2021-10-12;1;164467;0.0392175938030122
"end_db_followup";2021-10-13;40;164467;0.0394608036870618
"end_db_followup";2021-10-14;29;164467;0.0396371308529979
"end_db_followup";2021-10-15;108;164467;0.040293797539932
"end_db_followup";2021-10-16;4;164467;0.040318118528337
"end_db_followup";2021-10-18;3;164467;0.0403363592696407
"end_db_followup";2021-10-19;144;164467;0.0412119148522196
"end_db_followup";2021-10-20;50;164467;0.0415159272072817
"end_db_followup";2021-10-21;19;164467;0.0416314519022053
"end_db_followup";2021-10-22;27;164467;0.0417956185739388
"end_db_followup";2021-10-23;31;164467;0.0419841062340774
"end_db_followup";2021-10-25;16;164467;0.0420813901876972
"end_db_followup";2021-10-26;13;164467;0.0421604334000134
"end_db_followup";2021-10-27;35;164467;0.0423732420485569
"end_db_followup";2021-10-28;10;164467;0.0424340445195693
"end_db_followup";2021-10-29;19;164467;0.0425495692144929
"end_db_followup";2021-10-30;32;164467;0.0427441371217326
"end_db_followup";2021-11-02;7;164467;0.0427866988514413
"end_db_followup";2021-11-03;14;164467;0.0428718223108587
"end_db_followup";2021-11-04;28;164467;0.0430420692296935
"end_db_followup";2021-11-05;33;164467;0.0432427173840345
"end_db_followup";2021-11-06;20;164467;0.0433643223260593
"end_db_followup";2021-11-08;9;164467;0.0434190445499705
"end_db_followup";2021-11-09;5;164467;0.0434494457854767
"end_db_followup";2021-11-10;1;164467;0.043455526032578
"end_db_followup";2021-11-11;21;164467;0.043583211221704
"end_db_followup";2021-11-12;44;164467;0.0438507420941587
"end_db_followup";2021-11-13;2;164467;0.0438629025883612
"end_db_followup";2021-11-15;5;164467;0.0438933038238674
"end_db_followup";2021-11-16;19;164467;0.044008828518791
"end_db_followup";2021-11-17;64;164467;0.0443979643332705
"end_db_followup";2021-11-18;24;164467;0.0445438902637003
"end_db_followup";2021-11-19;27;164467;0.0447080569354339
"end_db_followup";2021-11-20;29;164467;0.0448843841013699
"end_db_followup";2021-11-22;16;164467;0.0449816680549898
"end_db_followup";2021-11-23;9;164467;0.0450363902789009
"end_db_followup";2021-11-24;54;164467;0.045364723622368
"end_db_followup";2021-11-25;5;164467;0.0453951248578742
"end_db_followup";2021-11-26;23;164467;0.0455349705412028
"end_db_followup";2021-11-27;23;164467;0.0456748162245314
"end_db_followup";2021-11-28;1;164467;0.0456808964716326
"end_db_followup";2021-11-29;12;164467;0.0457538594368475
"end_db_followup";2021-11-30;11;164467;0.0458207421549612
"end_db_followup";2021-12-01;7;164467;0.0458633038846699
"end_db_followup";2021-12-02;7;164467;0.0459058656143786
"end_db_followup";2021-12-03;47;164467;0.046191637228137
"end_db_followup";2021-12-04;3;164467;0.0462098779694407
"end_db_followup";2021-12-05;1;164467;0.0462159582165419
"end_db_followup";2021-12-07;31;164467;0.0464044458766804
"end_db_followup";2021-12-08;5;164467;0.0464348471121866
"end_db_followup";2021-12-09;27;164467;0.0465990137839202
"end_db_followup";2021-12-10;27;164467;0.0467631804556537
"end_db_followup";2021-12-11;39;164467;0.0470003100926022
"end_db_followup";2021-12-13;36;164467;0.0472191989882469
"end_db_followup";2021-12-14;11;164467;0.0472860817063605
"end_db_followup";2021-12-15;65;164467;0.0476812977679413
"end_db_followup";2021-12-16;19;164467;0.0477968224628649
"end_db_followup";2021-12-17;3;164467;0.0478150632041686
"end_db_followup";2021-12-18;33;164467;0.0480157113585096
"end_db_followup";2021-12-19;1;164467;0.0480217916056109
"end_db_followup";2021-12-20;8;164467;0.0480704335824208
"end_db_followup";2021-12-21;11;164467;0.0481373163005345
"end_db_followup";2021-12-22;58;164467;0.0484899706324065
"end_db_followup";2021-12-23;11;164467;0.0485568533505202
"end_db_followup";2021-12-24;26;164467;0.0487149397751525
"end_db_followup";2021-12-25;3;164467;0.0487331805164562
"end_db_followup";2021-12-27;18;164467;0.0488426249642785
"end_db_followup";2021-12-28;9;164467;0.0488973471881897
"end_db_followup";2021-12-29;63;164467;0.049280402755568
"end_db_followup";2021-12-30;7;164467;0.0493229644852767
"end_db_followup";2021-12-31;14;164467;0.0494080879446941
"end_db_followup";2022-01-01;37;164467;0.04963305708744
"end_db_followup";2022-01-03;5;164467;0.0496634583229462
"end_db_followup";2022-01-04;7;164467;0.0497060200526549
"end_db_followup";2022-01-05;48;164467;0.0499978719135146
"end_db_followup";2022-01-06;26;164467;0.0501559583381469
"end_db_followup";2022-01-07;1;164467;0.0501620385852481
"end_db_followup";2022-01-08;3;164467;0.0501802793265518
"end_db_followup";2022-01-09;1;164467;0.0501863595736531
"end_db_followup";2022-01-10;7;164467;0.0502289213033618
"end_db_followup";2022-01-11;20;164467;0.0503505262453866
"end_db_followup";2022-01-12;64;164467;0.0507396620598661
"end_db_followup";2022-01-13;5;164467;0.0507700632953723
"end_db_followup";2022-01-14;30;164467;0.0509524707084096
"end_db_followup";2022-01-15;26;164467;0.0511105571330419
"end_db_followup";2022-01-17;9;164467;0.0511652793569531
"end_db_followup";2022-01-18;11;164467;0.0512321620750667
"end_db_followup";2022-01-19;65;164467;0.0516273781366475
"end_db_followup";2022-01-20;16;164467;0.0517246620902673
"end_db_followup";2022-01-21;32;164467;0.0519192299975071
"end_db_followup";2022-01-22;21;164467;0.0520469151866332
"end_db_followup";2022-01-23;1;164467;0.0520529954337344
"end_db_followup";2022-01-24;10;164467;0.0521137979047469
"end_db_followup";2022-01-25;14;164467;0.0521989213641642
"end_db_followup";2022-01-26;50;164467;0.0525029337192263
"end_db_followup";2022-01-27;6;164467;0.0525394152018338
"end_db_followup";2022-01-28;19;164467;0.0526549398967574
"end_db_followup";2022-01-29;37;164467;0.0528799090395034
"end_db_followup";2022-01-31;11;164467;0.052946791757617
"end_db_followup";2022-02-01;3;164467;0.0529650324989208
"end_db_followup";2022-02-02;29;164467;0.0531413596648568
"end_db_followup";2022-02-03;17;164467;0.0532447238655779
"end_db_followup";2022-02-04;31;164467;0.0534332115257164
"end_db_followup";2022-02-05;21;164467;0.0535608967148425
"end_db_followup";2022-02-07;15;164467;0.0536521004213611
"end_db_followup";2022-02-08;15;164467;0.0537433041278798
"end_db_followup";2022-02-09;60;164467;0.0541081189539543
"end_db_followup";2022-02-10;7;164467;0.054150680683663
"end_db_followup";2022-02-11;28;164467;0.0543209276024978
"end_db_followup";2022-02-12;7;164467;0.0543634893322065
"end_db_followup";2022-02-14;6;164467;0.0543999708148139
"end_db_followup";2022-02-15;8;164467;0.0544486127916239
"end_db_followup";2022-02-16;1;164467;0.0544546930387251
"end_db_followup";2022-02-17;76;164467;0.0549167918184195
"end_db_followup";2022-02-18;37;164467;0.0551417609611655
"end_db_followup";2022-02-19;18;164467;0.0552512054089878
"end_db_followup";2022-02-21;10;164467;0.0553120078800002
"end_db_followup";2022-02-22;6;164467;0.0553484893626077
"end_db_followup";2022-02-23;40;164467;0.0555916992466574
"end_db_followup";2022-02-24;11;164467;0.055658581964771
"end_db_followup";2022-02-25;36;164467;0.0558774708604158
"end_db_followup";2022-02-28;9;164467;0.0559321930843269
"end_db_followup";2022-03-01;31;164467;0.0561206807444655
"end_db_followup";2022-03-02;20;164467;0.0562422856864903
"end_db_followup";2022-03-03;5;164467;0.0562726869219965
"end_db_followup";2022-03-04;23;164467;0.0564125326053251
"end_db_followup";2022-03-05;29;164467;0.0565888597712611
"end_db_followup";2022-03-07;5;164467;0.0566192610067673
"end_db_followup";2022-03-08;23;164467;0.0567591066900959
"end_db_followup";2022-03-09;36;164467;0.0569779955857406
"end_db_followup";2022-03-10;33;164467;0.0571786437400816
"end_db_followup";2022-03-11;35;164467;0.0573914523886251
"end_db_followup";2022-03-12;12;164467;0.05746441535384
"end_db_followup";2022-03-13;1;164467;0.0574704956009412
"end_db_followup";2022-03-14;2;164467;0.0574826560951437
"end_db_followup";2022-03-15;7;164467;0.0575252178248524
"end_db_followup";2022-03-16;46;164467;0.0578049091915095
"end_db_followup";2022-03-17;20;164467;0.0579265141335344
"end_db_followup";2022-03-18;20;164467;0.0580481190755592
"end_db_followup";2022-03-19;3;164467;0.058066359816863
"end_db_followup";2022-03-21;10;164467;0.0581271622878754
"end_db_followup";2022-03-22;8;164467;0.0581758042646853
"end_db_followup";2022-03-23;62;164467;0.0585527795849623
"end_db_followup";2022-03-24;15;164467;0.058643983291481
"end_db_followup";2022-03-25;19;164467;0.0587595079864046
"end_db_followup";2022-03-26;20;164467;0.0588811129284294
"end_db_followup";2022-03-28;12;164467;0.0589540758936443
"end_db_followup";2022-03-29;10;164467;0.0590148783646567
"end_db_followup";2022-03-30;15;164467;0.0591060820711754
"end_db_followup";2022-03-31;22;164467;0.0592398475074027
"end_db_followup";2022-04-01;52;164467;0.0595560203566673
"end_db_followup";2022-04-02;31;164467;0.0597445080168058
"end_db_followup";2022-04-04;14;164467;0.0598296314762232
"end_db_followup";2022-04-05;6;164467;0.0598661129588306
"end_db_followup";2022-04-06;42;164467;0.0601214833370828
"end_db_followup";2022-04-07;15;164467;0.0602126870436014
"end_db_followup";2022-04-08;31;164467;0.06040117470374
"end_db_followup";2022-04-09;18;164467;0.0605106191515623
"end_db_followup";2022-04-11;10;164467;0.0605714216225747
"end_db_followup";2022-04-12;8;164467;0.0606200635993847
"end_db_followup";2022-04-13;47;164467;0.0609058352131431
"end_db_followup";2022-04-14;7;164467;0.0609483969428518
"end_db_followup";2022-04-15;22;164467;0.0610821623790791
"end_db_followup";2022-04-16;2;164467;0.0610943228732816
"end_db_followup";2022-04-19;13;164467;0.0611733660855977
"end_db_followup";2022-04-20;13;164467;0.0612524092979139
"end_db_followup";2022-04-21;39;164467;0.0614895389348623
"end_db_followup";2022-04-22;27;164467;0.0616537056065959
"end_db_followup";2022-04-23;17;164467;0.061757069807317
"end_db_followup";2022-04-25;18;164467;0.0618665142551393
"end_db_followup";2022-04-26;10;164467;0.0619273167261518
"end_db_followup";2022-04-27;58;164467;0.0622799710580238
"end_db_followup";2022-04-28;10;164467;0.0623407735290362
"end_db_followup";2022-04-29;29;164467;0.0625171006949722
"end_db_followup";2022-04-30;19;164467;0.0626326253898958
"end_db_followup";2022-05-02;8;164467;0.0626812673667058
"end_db_followup";2022-05-03;12;164467;0.0627542303319207
"end_db_followup";2022-05-04;29;164467;0.0629305574978567
"end_db_followup";2022-05-05;3;164467;0.0629487982391604
"end_db_followup";2022-05-06;24;164467;0.0630947241695902
"end_db_followup";2022-05-07;33;164467;0.0632953723239312
"end_db_followup";2022-05-08;5;164467;0.0633257735594375
"end_db_followup";2022-05-09;13;164467;0.0634048167717536
"end_db_followup";2022-05-10;7;164467;0.0634473785014623
"end_db_followup";2022-05-11;42;164467;0.0637027488797145
"end_db_followup";2022-05-12;2;164467;0.063714909373917
"end_db_followup";2022-05-13;14;164467;0.0638000328333344
"end_db_followup";2022-05-14;37;164467;0.0640250019760803
"end_db_followup";2022-05-16;11;164467;0.064091884694194
"end_db_followup";2022-05-17;11;164467;0.0641587674123076
"end_db_followup";2022-05-18;41;164467;0.0644080575434586
"end_db_followup";2022-05-19;11;164467;0.0644749402615722
"end_db_followup";2022-05-20;17;164467;0.0645783044622933
"end_db_followup";2022-05-21;25;164467;0.0647303106398244
"end_db_followup";2022-05-22;1;164467;0.0647363908869256
"end_db_followup";2022-05-23;14;164467;0.064821514346343
"end_db_followup";2022-05-24;7;164467;0.0648640760760517
"end_db_followup";2022-05-25;54;164467;0.0651924094195188
"end_db_followup";2022-05-26;6;164467;0.0652288909021263
"end_db_followup";2022-05-27;10;164467;0.0652896933731387
"end_db_followup";2022-05-28;38;164467;0.0655207427629859
"end_db_followup";2022-05-29;7;164467;0.0655633044926946
"end_db_followup";2022-05-30;10;164467;0.065624106963707
"end_db_followup";2022-05-31;11;164467;0.0656909896818207
"end_db_followup";2022-06-01;35;164467;0.0659037983303642
"end_db_followup";2022-06-02;7;164467;0.0659463600600728
"end_db_followup";2022-06-03;13;164467;0.066025403272389
"end_db_followup";2022-06-04;4;164467;0.066049724260794
"end_db_followup";2022-06-06;1;164467;0.0660558045078952
"end_db_followup";2022-06-07;17;164467;0.0661591687086163
"end_db_followup";2022-06-08;35;164467;0.0663719773571598
"end_db_followup";2022-06-09;37;164467;0.0665969464999058
"end_db_followup";2022-06-10;7;164467;0.0666395082296145
"end_db_followup";2022-06-11;28;164467;0.0668097551484492
"end_db_followup";2022-06-13;2;164467;0.0668219156426517
"end_db_followup";2022-06-14;9;164467;0.0668766378665629
"end_db_followup";2022-06-15;10;164467;0.0669374403375753
"end_db_followup";2022-06-16;6;164467;0.0669739218201828
"end_db_followup";2022-06-17;14;164467;0.0670590452796002
"end_db_followup";2022-06-18;63;164467;0.0674421008469784
"end_db_followup";2022-06-20;8;164467;0.0674907428237884
"end_db_followup";2022-06-21;14;164467;0.0675758662832057
"end_db_followup";2022-06-22;47;164467;0.0678616378969641
"end_db_followup";2022-06-23;9;164467;0.0679163601208753
"end_db_followup";2022-06-24;10;164467;0.0679771625918877
"end_db_followup";2022-06-25;14;164467;0.0680622860513051
"end_db_followup";2022-06-27;11;164467;0.0681291687694188
"end_db_followup";2022-06-28;3;164467;0.0681474095107225
"end_db_followup";2022-06-29;183;164467;0.0692600947302498
"end_db_followup";2022-06-30;100185;164467;0.678409650568199
"vac_exposure_date_1";2020-12-27;4;164467;2.43209884049688e-05
"vac_exposure_date_1";2020-12-29;4;164467;4.86419768099376e-05
"vac_exposure_date_1";2020-12-30;12;164467;0.000121604942024844
"vac_exposure_date_1";2020-12-31;9;164467;0.000176327165936024
"vac_exposure_date_1";2021-01-02;9;164467;0.000231049389847203
"vac_exposure_date_1";2021-01-04;17;164467;0.000334413590568321
"vac_exposure_date_1";2021-01-05;94;164467;0.000905956818085087
"vac_exposure_date_1";2021-01-06;14;164467;0.000991080277502478
"vac_exposure_date_1";2021-01-07;102;164467;0.00161126548182918
"vac_exposure_date_1";2021-01-08;149;164467;0.00251722229991427
"vac_exposure_date_1";2021-01-09;59;164467;0.00287595687888756
"vac_exposure_date_1";2021-01-10;29;164467;0.00305228404482358
"vac_exposure_date_1";2021-01-11;91;164467;0.00360558653103662
"vac_exposure_date_1";2021-01-12;130;164467;0.00439601865419811
"vac_exposure_date_1";2021-01-13;134;164467;0.00521077176576456
"vac_exposure_date_1";2021-01-14;106;164467;0.00585527795849623
"vac_exposure_date_1";2021-01-15;145;164467;0.00673691378817635
"vac_exposure_date_1";2021-01-16;47;164467;0.00702268540193473
"vac_exposure_date_1";2021-01-17;14;164467;0.00710780886135213
"vac_exposure_date_1";2021-01-18;109;164467;0.00777055579538752
"vac_exposure_date_1";2021-01-19;31;164467;0.00795904345552603
"vac_exposure_date_1";2021-01-20;27;164467;0.00812321012725957
"vac_exposure_date_1";2021-01-21;28;164467;0.00829345704609435
"vac_exposure_date_1";2021-01-22;44;164467;0.00856098791854901
"vac_exposure_date_1";2021-01-23;16;164467;0.00865827187216888
"vac_exposure_date_1";2021-01-24;3;164467;0.00867651261347261
