"age_group";"covid_date";"n";"n_total";"cum_sum"
"70-79";2021-02-23;9;27628;0.0266034457796438
"70-79";2021-02-24;7;27628;0.0268568119299262
"70-79";2021-02-25;4;27628;0.0270015925872303
"70-79";2021-02-26;3;27628;0.0271101780802085
"70-79";2021-02-27;2;27628;0.0271825684088606
"70-79";2021-02-28;3;27628;0.0272911539018387
"70-79";2021-03-01;6;27628;0.027508324887795
"70-79";2021-03-02;6;27628;0.0277254958737513
"70-79";2021-03-03;3;27628;0.0278340813667294
"70-79";2021-03-04;5;27628;0.0280150571883596
"70-79";2021-03-05;2;27628;0.0280874475170117
"70-79";2021-03-06;2;27628;0.0281598378456638
"70-79";2021-03-07;3;27628;0.028268423338642
"70-79";2021-03-08;4;27628;0.0284132039959461
"70-79";2021-03-09;3;27628;0.0285217894889243
"70-79";2021-03-10;3;27628;0.0286303749819024
"70-79";2021-03-11;3;27628;0.0287389604748806
"70-79";2021-03-12;3;27628;0.0288475459678587
"70-79";2021-03-14;1;27628;0.0288837411321847
"70-79";2021-03-15;9;27628;0.0292094976111192
"70-79";2021-03-16;8;27628;0.0294990589257275
"70-79";2021-03-17;3;27628;0.0296076444187057
"70-79";2021-03-18;7;27628;0.029861010568988
"70-79";2021-03-19;2;27628;0.0299334008976401
"70-79";2021-03-20;3;27628;0.0300419863906182
"70-79";2021-03-21;3;27628;0.0301505718835963
"70-79";2021-03-22;5;27628;0.0303315477052266
"70-79";2021-03-23;7;27628;0.0305849138555089
"70-79";2021-03-24;9;27628;0.0309106703344433
"70-79";2021-03-25;10;27628;0.0312726219777038
"70-79";2021-03-26;9;27628;0.0315983784566382
"70-79";2021-03-27;3;27628;0.0317069639496163
"70-79";2021-03-28;2;27628;0.0317793542782684
"70-79";2021-03-29;10;27628;0.0321413059215289
"70-79";2021-03-30;9;27628;0.0324670624004633
"70-79";2021-03-31;6;27628;0.0326842333864196
"70-79";2021-04-01;10;27628;0.03304618502968
"70-79";2021-04-02;6;27628;0.0332633560156363
"70-79";2021-04-03;3;27628;0.0333719415086145
"70-79";2021-04-04;5;27628;0.0335529173302447
"70-79";2021-04-05;6;27628;0.033770088316201
"70-79";2021-04-06;9;27628;0.0340958447951354
"70-79";2021-04-07;9;27628;0.0344216012740698
"70-79";2021-04-08;8;27628;0.0347111625886782
"70-79";2021-04-09;11;27628;0.0351093093962647
"70-79";2021-04-10;2;27628;0.0351816997249167
"70-79";2021-04-11;7;27628;0.0354350658751991
"70-79";2021-04-12;8;27628;0.0357246271898074
"70-79";2021-04-13;7;27628;0.0359779933400898
"70-79";2021-04-14;8;27628;0.0362675546546981
"70-79";2021-04-15;14;27628;0.0367742869552628
"70-79";2021-04-16;10;27628;0.0371362385985232
"70-79";2021-04-17;7;27628;0.0373896047488056
"70-79";2021-04-18;1;27628;0.0374257999131316
"70-79";2021-04-19;2;27628;0.0374981902417837
"70-79";2021-04-20;5;27628;0.0376791660634139
"70-79";2021-04-21;5;27628;0.0378601418850442
"70-79";2021-04-22;8;27628;0.0381497031996525
"70-79";2021-04-23;7;27628;0.0384030693499348
"70-79";2021-04-24;2;27628;0.0384754596785869
"70-79";2021-04-25;1;27628;0.038511654842913
"70-79";2021-04-26;14;27628;0.0390183871434776
"70-79";2021-04-27;12;27628;0.0394527291153902
"70-79";2021-04-28;2;27628;0.0395251194440423
"70-79";2021-04-29;7;27628;0.0397784855943246
"70-79";2021-04-30;4;27628;0.0399232662516288
"70-79";2021-05-01;2;27628;0.0399956565802809
"70-79";2021-05-02;5;27628;0.0401766324019111
"70-79";2021-05-03;11;27628;0.0405747792094976
"70-79";2021-05-04;7;27628;0.0408281453597799
"70-79";2021-05-05;9;27628;0.0411539018387143
"70-79";2021-05-06;4;27628;0.0412986824960185
"70-79";2021-05-07;15;27628;0.0418416099609092
"70-79";2021-05-08;3;27628;0.0419501954538874
"70-79";2021-05-09;2;27628;0.0420225857825395
"70-79";2021-05-10;8;27628;0.0423121470971478
"70-79";2021-05-11;8;27628;0.0426017084117562
"70-79";2021-05-12;10;27628;0.0429636600550167
"70-79";2021-05-13;7;27628;0.043217026205299
"70-79";2021-05-14;8;27628;0.0435065875199073
"70-79";2021-05-16;1;27628;0.0435427826842334
"70-79";2021-05-17;7;27628;0.0437961488345157
"70-79";2021-05-18;5;27628;0.0439771246561459
"70-79";2021-05-19;3;27628;0.0440857101491241
"70-79";2021-05-20;6;27628;0.0443028811350804
"70-79";2021-05-21;4;27628;0.0444476617923845
"70-79";2021-05-22;1;27628;0.0444838569567106
"70-79";2021-05-24;3;27628;0.0445924424496887
"70-79";2021-05-25;6;27628;0.044809613435645
"70-79";2021-05-26;6;27628;0.0450267844216013
"70-79";2021-05-27;3;27628;0.0451353699145794
"70-79";2021-05-28;2;27628;0.0452077602432315
"70-79";2021-05-31;1;27628;0.0452439554075576
"70-79";2021-06-01;10;27628;0.045605907050818
"70-79";2021-06-02;9;27628;0.0459316635297524
"70-79";2021-06-03;9;27628;0.0462574200086868
"70-79";2021-06-04;6;27628;0.0464745909946431
"70-79";2021-06-05;2;27628;0.0465469813232952
"70-79";2021-06-07;13;27628;0.0470175184595338
"70-79";2021-06-08;7;27628;0.0472708846098161
"70-79";2021-06-09;8;27628;0.0475604459244245
"70-79";2021-06-10;3;27628;0.0476690314174026
"70-79";2021-06-11;3;27628;0.0477776169103808
"70-79";2021-06-12;2;27628;0.0478500072390329
"70-79";2021-06-13;1;27628;0.0478862024033589
"70-79";2021-06-14;8;27628;0.0481757637179673
"70-79";2021-06-15;4;27628;0.0483205443752715
"70-79";2021-06-16;4;27628;0.0484653250325756
"70-79";2021-06-17;2;27628;0.0485377153612277
"70-79";2021-06-18;2;27628;0.0486101056898798
"70-79";2021-06-21;4;27628;0.048754886347184
"70-79";2021-06-22;4;27628;0.0488996670044882
"70-79";2021-06-23;6;27628;0.0491168379904445
"70-79";2021-06-25;2;27628;0.0491892283190966
"70-79";2021-06-26;1;27628;0.0492254234834226
"70-79";2021-06-28;3;27628;0.0493340089764008
"70-79";2021-06-29;4;27628;0.0494787896337049
"70-79";2021-06-30;5;27628;0.0496597654553352
"70-79";2021-07-01;14;27628;0.0501664977558998
"70-79";2021-07-02;10;27628;0.0505284493991603
"70-79";2021-07-03;3;27628;0.0506370348921384
"70-79";2021-07-04;4;27628;0.0507818155494426
"70-79";2021-07-05;21;27628;0.0515419140002896
"70-79";2021-07-06;17;27628;0.0521572317938323
"70-79";2021-07-07;13;27628;0.0526277689300709
"70-79";2021-07-08;15;27628;0.0531706963949616
"70-79";2021-07-09;15;27628;0.0537136238598523
"70-79";2021-07-10;7;27628;0.0539669900101346
"70-79";2021-07-11;5;27628;0.0541479658317649
"70-79";2021-07-12;27;27628;0.0551252352685681
"70-79";2021-07-13;16;27628;0.0557043578977849
"70-79";2021-07-14;19;27628;0.0563920660199797
"70-79";2021-07-15;19;27628;0.0570797741421746
"70-79";2021-07-16;19;27628;0.0577674822643695
"70-79";2021-07-17;11;27628;0.058165629071956
"70-79";2021-07-18;3;27628;0.0582742145649341
"70-79";2021-07-19;19;27628;0.058961922687129
"70-79";2021-07-20;25;27628;0.0598668017952802
"70-79";2021-07-21;18;27628;0.060518314753149
"70-79";2021-07-22;22;27628;0.061314608368322
"70-79";2021-07-23;17;27628;0.0619299261618648
"70-79";2021-07-24;8;27628;0.0622194874764731
"70-79";2021-07-25;3;27628;0.0623280729694513
"70-79";2021-07-26;15;27628;0.062871000434342
"70-79";2021-07-27;13;27628;0.0633415375705806
"70-79";2021-07-28;14;27628;0.0638482698711452
"70-79";2021-07-29;15;27628;0.0643911973360359
"70-79";2021-07-30;7;27628;0.0646445634863182
"70-79";2021-07-31;4;27628;0.0647893441436224
"70-79";2021-08-01;8;27628;0.0650789054582308
"70-79";2021-08-02;20;27628;0.0658028087447517
"70-79";2021-08-03;8;27628;0.0660923700593601
"70-79";2021-08-04;10;27628;0.0664543217026205
"70-79";2021-08-05;9;27628;0.0667800781815549
"70-79";2021-08-06;16;27628;0.0673592008107717
"70-79";2021-08-07;4;27628;0.0675039814680759
"70-79";2021-08-08;2;27628;0.067576371796728
"70-79";2021-08-09;13;27628;0.0680469089329666
"70-79";2021-08-10;11;27628;0.0684450557405531
"70-79";2021-08-11;10;27628;0.0688070073838135
"70-79";2021-08-12;6;27628;0.0690241783697698
"70-79";2021-08-13;14;27628;0.0695309106703344
"70-79";2021-08-14;2;27628;0.0696033009989865
"70-79";2021-08-15;2;27628;0.0696756913276386
"70-79";2021-08-16;12;27628;0.0701100332995512
"70-79";2021-08-17;6;27628;0.0703272042855075
"70-79";2021-08-18;12;27628;0.07076154625742
"70-79";2021-08-19;6;27628;0.0709787172433763
"70-79";2021-08-20;6;27628;0.0711958882293326
"70-79";2021-08-21;3;27628;0.0713044737223107
"70-79";2021-08-22;3;27628;0.0714130592152888
"70-79";2021-08-23;9;27628;0.0717388156942232
"70-79";2021-08-24;9;27628;0.0720645721731577
"70-79";2021-08-25;6;27628;0.0722817431591139
"70-79";2021-08-26;8;27628;0.0725713044737223
"70-79";2021-08-27;5;27628;0.0727522802953525
"70-79";2021-08-29;3;27628;0.0728608657883307
"70-79";2021-08-30;1;27628;0.0728970609526567
"70-79";2021-08-31;8;27628;0.0731866222672651
"70-79";2021-09-01;9;27628;0.0735123787461995
"70-79";2021-09-02;7;27628;0.0737657448964818
"70-79";2021-09-03;11;27628;0.0741638917040683
"70-79";2021-09-04;2;27628;0.0742362820327204
"70-79";2021-09-05;1;27628;0.0742724771970465
"70-79";2021-09-06;12;27628;0.074706819168959
"70-79";2021-09-07;9;27628;0.0750325756478934
"70-79";2021-09-08;11;27628;0.07543072245548
"70-79";2021-09-09;7;27628;0.0756840886057623
"70-79";2021-09-10;6;27628;0.0759012595917185
"70-79";2021-09-11;1;27628;0.0759374547560446
"70-79";2021-09-13;8;27628;0.076227016070653
"70-79";2021-09-14;4;27628;0.0763717967279571
"70-79";2021-09-15;7;27628;0.0766251628782395
"70-79";2021-09-16;6;27628;0.0768423338641957
"70-79";2021-09-17;3;27628;0.0769509193571739
"70-79";2021-09-18;1;27628;0.0769871145214999
"70-79";2021-09-19;1;27628;0.077023309685826
"70-79";2021-09-20;6;27628;0.0772404806717823
"70-79";2021-09-21;3;27628;0.0773490661647604
"70-79";2021-09-22;3;27628;0.0774576516577385
"70-79";2021-09-23;2;27628;0.0775300419863906
"70-79";2021-09-25;2;27628;0.0776024323150427
"70-79";2021-09-26;1;27628;0.0776386274793688
"70-79";2021-09-27;5;27628;0.077819603300999
"70-79";2021-09-28;4;27628;0.0779643839583032
"70-79";2021-09-29;4;27628;0.0781091646156074
"70-79";2021-09-30;7;27628;0.0783625307658897
"70-79";2021-10-01;15;27628;0.0789054582307804
"70-79";2021-10-03;1;27628;0.0789416533951064
"70-79";2021-10-04;7;27628;0.0791950195453887
"70-79";2021-10-05;12;27628;0.0796293615173013
"70-79";2021-10-06;11;27628;0.0800275083248878
"70-79";2021-10-07;8;27628;0.0803170696394962
"70-79";2021-10-08;10;27628;0.0806790212827566
"70-79";2021-10-11;6;27628;0.0808961922687129
"70-79";2021-10-12;1;27628;0.0809323874330389
"70-79";2021-10-13;5;27628;0.0811133632546692
"70-79";2021-10-14;9;27628;0.0814391197336036
"70-79";2021-10-15;2;27628;0.0815115100622557
"70-79";2021-10-16;1;27628;0.0815477052265817
"70-79";2021-10-17;2;27628;0.0816200955552338
"70-79";2021-10-18;4;27628;0.081764876212538
"70-79";2021-10-19;3;27628;0.0818734617055161
"70-79";2021-10-20;4;27628;0.0820182423628203
"70-79";2021-10-21;4;27628;0.0821630230201245
"70-79";2021-10-22;3;27628;0.0822716085131027
"70-79";2021-10-25;2;27628;0.0823439988417547
"70-79";2021-10-26;2;27628;0.0824163891704068
"70-79";2021-10-27;2;27628;0.0824887794990589
"70-79";2021-10-28;4;27628;0.0826335601563631
"70-79";2021-10-29;1;27628;0.0826697553206892
"70-79";2021-10-31;1;27628;0.0827059504850152
"70-79";2021-11-01;2;27628;0.0827783408136673
"70-79";2021-11-02;11;27628;0.0831764876212538
"70-79";2021-11-03;13;27628;0.0836470247574924
"70-79";2021-11-04;8;27628;0.0839365860721008
"70-79";2021-11-05;10;27628;0.0842985377153612
"70-79";2021-11-06;4;27628;0.0844433183726654
"70-79";2021-11-07;3;27628;0.0845519038656436
"70-79";2021-11-08;13;27628;0.0850224410018822
"70-79";2021-11-09;18;27628;0.085673953959751
"70-79";2021-11-10;7;27628;0.0859273201100333
"70-79";2021-11-11;5;27628;0.0861082959316635
"70-79";2021-11-12;3;27628;0.0862168814246417
"70-79";2021-11-13;2;27628;0.0862892717532938
"70-79";2021-11-14;4;27628;0.0864340524105979
"70-79";2021-11-15;5;27628;0.0866150282322282
"70-79";2021-11-16;11;27628;0.0870131750398147
"70-79";2021-11-17;12;27628;0.0874475170117272
"70-79";2021-11-18;10;27628;0.0878094686549877
"70-79";2021-11-20;7;27628;0.08806283480527
"70-79";2021-11-21;1;27628;0.0880990299695961
"70-79";2021-11-22;4;27628;0.0882438106269002
"70-79";2021-11-23;6;27628;0.0884609816128565
"70-79";2021-11-24;6;27628;0.0886781525988128
"70-79";2021-11-25;12;27628;0.0891124945707254
"70-79";2021-11-26;5;27628;0.0892934703923556
"70-79";2021-11-27;7;27628;0.0895468365426379
"70-79";2021-11-28;3;27628;0.089655422035616
"70-79";2021-11-29;11;27628;0.0900535688432025
"70-79";2021-11-30;13;27628;0.0905241059794411
"70-79";2021-12-01;15;27628;0.0910670334443318
"70-79";2021-12-02;15;27628;0.0916099609092225
"70-79";2021-12-03;24;27628;0.0924786448530476
"70-79";2021-12-04;5;27628;0.0926596206746779
"70-79";2021-12-05;4;27628;0.092804401331982
"70-79";2021-12-06;9;27628;0.0931301578109165
"70-79";2021-12-07;25;27628;0.0940350369190676
"70-79";2021-12-08;9;27628;0.094360793398002
"70-79";2021-12-09;21;27628;0.095120891848849
"70-79";2021-12-10;24;27628;0.0959895757926741
"70-79";2021-12-11;6;27628;0.0962067467786304
"70-79";2021-12-12;5;27628;0.0963877226002606
"70-79";2021-12-13;23;27628;0.0972202113797597
"70-79";2021-12-14;27;27628;0.0981974808165629
"70-79";2021-12-15;18;27628;0.0988489937744317
"70-79";2021-12-16;22;27628;0.0996452873896048
"70-79";2021-12-17;15;27628;0.100188214854495
"70-79";2021-12-18;7;27628;0.100441581004778
"70-79";2021-12-19;8;27628;0.100731142319386
"70-79";2021-12-20;23;27628;0.101563631098885
"70-79";2021-12-21;24;27628;0.10243231504271
"70-79";2021-12-22;15;27628;0.102975242507601
"70-79";2021-12-23;24;27628;0.103843926451426
"70-79";2021-12-24;27;27628;0.104821195888229
"70-79";2021-12-25;14;27628;0.105327928188794
"70-79";2021-12-26;23;27628;0.106160416968293
"70-79";2021-12-27;52;27628;0.108042565513247
"70-79";2021-12-28;51;27628;0.109888518893876
"70-79";2021-12-29;56;27628;0.111915448096134
"70-79";2021-12-30;52;27628;0.113797596641089
"70-79";2021-12-31;48;27628;0.115534964528739
"70-79";2022-01-01;19;27628;0.116222672650934
"70-79";2022-01-02;22;27628;0.117018966266107
"70-79";2022-01-03;63;27628;0.119299261618648
"70-79";2022-01-04;51;27628;0.121145214999276
"70-79";2022-01-05;61;27628;0.123353120023165
"70-79";2022-01-06;33;27628;0.124547560445924
"70-79";2022-01-07;44;27628;0.12614014767627
"70-79";2022-01-08;33;27628;0.12733458809903
"70-79";2022-01-09;36;27628;0.128637614014768
"70-79";2022-01-10;75;27628;0.131352251339221
"70-79";2022-01-11;89;27628;0.134573620964239
"70-79";2022-01-12;76;27628;0.137324453453019
"70-79";2022-01-13;67;27628;0.139749529462864
"70-79";2022-01-14;50;27628;0.141559287679166
"70-79";2022-01-15;32;27628;0.1427175329376
"70-79";2022-01-16;24;27628;0.143586216881425
"70-79";2022-01-17;78;27628;0.146409439698856
"70-79";2022-01-18;57;27628;0.148472564065441
"70-79";2022-01-19;70;27628;0.151006225568264
"70-79";2022-01-20;63;27628;0.153286520920805
"70-79";2022-01-21;64;27628;0.155603011437672
"70-79";2022-01-22;32;27628;0.156761256696105
"70-79";2022-01-23;27;27628;0.157738526132909
"70-79";2022-01-24;66;27628;0.160127406978428
"70-79";2022-01-25;62;27628;0.162371507166643
"70-79";2022-01-26;70;27628;0.164905168669466
"70-79";2022-01-27;55;27628;0.166895902707398
"70-79";2022-01-28;45;27628;0.16852468510207
"70-79";2022-01-29;21;27628;0.169284783552917
"70-79";2022-01-30;22;27628;0.17008107716809
"70-79";2022-01-31;48;27628;0.171818445055741
"70-79";2022-02-01;58;27628;0.173917764586651
"70-79";2022-02-02;41;27628;0.175401766324019
"70-79";2022-02-03;28;27628;0.176415230925148
"70-79";2022-02-04;30;27628;0.17750108585493
"70-79";2022-02-05;17;27628;0.178116403648473
"70-79";2022-02-06;19;27628;0.178804111770667
"70-79";2022-02-07;38;27628;0.180179528015057
"70-79";2022-02-08;32;27628;0.181337773273491
"70-79";2022-02-09;28;27628;0.18235123787462
"70-79";2022-02-10;22;27628;0.183147531489793
"70-79";2022-02-11;19;27628;0.183835239611988
"70-79";2022-02-12;7;27628;0.18408860576227
"70-79";2022-02-13;16;27628;0.184667728391487
"70-79";2022-02-14;24;27628;0.185536412335312
"70-79";2022-02-15;21;27628;0.186296510786159
"70-79";2022-02-16;16;27628;0.186875633415376
"70-79";2022-02-17;18;27628;0.187527146373245
"70-79";2022-02-18;18;27628;0.188178659331113
"70-79";2022-02-19;8;27628;0.188468220645722
"70-79";2022-02-20;2;27628;0.188540610974374
"70-79";2022-02-21;15;27628;0.189083538439265
"70-79";2022-02-22;14;27628;0.189590270739829
"70-79";2022-02-23;12;27628;0.190024612711742
"70-79";2022-02-24;9;27628;0.190350369190676
"70-79";2022-02-25;15;27628;0.190893296655567
"70-79";2022-02-26;6;27628;0.191110467641523
"70-79";2022-02-27;6;27628;0.191327638627479
"70-79";2022-02-28;12;27628;0.191761980599392
"70-79";2022-03-01;19;27628;0.192449688721587
"70-79";2022-03-02;19;27628;0.193137396843782
"70-79";2022-03-03;21;27628;0.193897495294629
"70-79";2022-03-04;17;27628;0.194512813088171
"70-79";2022-03-05;8;27628;0.19480237440278
"70-79";2022-03-06;5;27628;0.19498335022441
"70-79";2022-03-07;14;27628;0.195490082524975
"70-79";2022-03-08;28;27628;0.196503547126104
"70-79";2022-03-09;20;27628;0.197227450412625
"70-79";2022-03-10;16;27628;0.197806573041842
"70-79";2022-03-11;15;27628;0.198349500506732
"70-79";2022-03-12;6;27628;0.198566671492689
"70-79";2022-03-13;14;27628;0.199073403793253
"70-79";2022-03-14;24;27628;0.199942087737078
"70-79";2022-03-15;13;27628;0.200412624873317
"70-79";2022-03-16;16;27628;0.200991747502534
"70-79";2022-03-17;15;27628;0.201534674967424
"70-79";2022-03-18;18;27628;0.202186187925293
"70-79";2022-03-19;6;27628;0.202403358911249
"70-79";2022-03-20;8;27628;0.202692920225858
"70-79";2022-03-21;8;27628;0.202982481540466
"70-79";2022-03-22;8;27628;0.203272042855075
"70-79";2022-03-23;17;27628;0.203887360648617
"70-79";2022-03-24;10;27628;0.204249312291878
"70-79";2022-03-25;13;27628;0.204719849428116
"70-79";2022-03-26;2;27628;0.204792239756768
"70-79";2022-03-27;5;27628;0.204973215578399
"70-79";2022-03-28;7;27628;0.205226581728681
"70-79";2022-03-29;11;27628;0.205624728536268
"70-79";2022-03-30;11;27628;0.206022875343854
"70-79";2022-03-31;12;27628;0.206457217315767
"70-79";2022-04-01;22;27628;0.20725351093094
"70-79";2022-04-02;3;27628;0.207362096423918
"70-79";2022-04-03;6;27628;0.207579267409874
"70-79";2022-04-04;15;27628;0.208122194874765
"70-79";2022-04-05;25;27628;0.209027073982916
"70-79";2022-04-06;17;27628;0.209642391776459
"70-79";2022-04-07;16;27628;0.210221514405675
"70-79";2022-04-08;20;27628;0.210945417692196
"70-79";2022-04-09;5;27628;0.211126393513827
"70-79";2022-04-10;9;27628;0.211452149992761
"70-79";2022-04-11;16;27628;0.212031272621978
"70-79";2022-04-12;33;27628;0.213225713044737
"70-79";2022-04-13;22;27628;0.21402200665991
"70-79";2022-04-14;11;27628;0.214420153467497
"70-79";2022-04-15;3;27628;0.214528738960475
"70-79";2022-04-16;6;27628;0.214745909946431
"70-79";2022-04-17;8;27628;0.21503547126104
"70-79";2022-04-18;11;27628;0.215433618068626
"70-79";2022-04-19;25;27628;0.216338497176777
"70-79";2022-04-20;17;27628;0.21695381497032
"70-79";2022-04-21;25;27628;0.217858694078471
"70-79";2022-04-22;28;27628;0.2188721586796
"70-79";2022-04-23;8;27628;0.219161719994209
"70-79";2022-04-24;7;27628;0.219415086144491
"70-79";2022-04-25;20;27628;0.220138989431012
"70-79";2022-04-26;33;27628;0.221333429853772
"70-79";2022-04-27;25;27628;0.222238308961923
"70-79";2022-04-28;31;27628;0.22336035905603
"70-79";2022-04-29;29;27628;0.224410018821485
"70-79";2022-04-30;11;27628;0.224808165629072
"70-79";2022-05-01;2;27628;0.224880555957724
"70-79";2022-05-02;40;27628;0.226328362530766
"70-79";2022-05-03;45;27628;0.227957144925438
"70-79";2022-05-04;37;27628;0.229296366005502
"70-79";2022-05-05;45;27628;0.230925148400174
"70-79";2022-05-06;40;27628;0.232372954973216
"70-79";2022-05-07;13;27628;0.232843492109454
"70-79";2022-05-08;9;27628;0.233169248588389
"70-79";2022-05-09;37;27628;0.234508469668452
"70-79";2022-05-10;40;27628;0.235956276241494
"70-79";2022-05-11;46;27628;0.237621253800492
"70-79";2022-05-12;37;27628;0.238960474880556
"70-79";2022-05-13;38;27628;0.240335891124946
"70-79";2022-05-14;15;27628;0.240878818589836
"70-79";2022-05-15;17;27628;0.241494136383379
"70-79";2022-05-16;50;27628;0.243303894599681
"70-79";2022-05-17;34;27628;0.244534530186767
"70-79";2022-05-18;36;27628;0.245837556102505
"70-79";2022-05-19;24;27628;0.24670624004633
"70-79";2022-05-20;43;27628;0.24826263211235
"70-79";2022-05-21;12;27628;0.248696974084262
"70-79";2022-05-22;10;27628;0.249058925727523
"70-79";2022-05-23;41;27628;0.250542927464891
"70-79";2022-05-24;36;27628;0.251845953380628
"70-79";2022-05-25;27;27628;0.252823222817432
"70-79";2022-05-26;18;27628;0.2534747357753
"70-79";2022-05-27;28;27628;0.25448820037643
"70-79";2022-05-28;13;27628;0.254958737512668
"70-79";2022-05-29;5;27628;0.255139713334299
"70-79";2022-05-30;37;27628;0.256478934414362
"70-79";2022-05-31;28;27628;0.257492399015492
"70-79";2022-06-01;37;27628;0.258831620095555
"70-79";2022-06-02;33;27628;0.260026060518315
"70-79";2022-06-03;31;27628;0.261148110612422
