"vac_exposure_date";"vac_number";"cancer_diagnosis_time";"vac_concept_id";"n"
2021-05-18;"Dose One";"1";"Jansen-Ad26";1
2021-05-18;"Dose One";"2";"Pfizer-mRNA-BNT162b";127
2021-05-18;"Dose One";"2";"Moderna-mRNA-1273";17
2021-05-18;"Dose One";"2";"AZ-ChAdOx1";2
2021-05-18;"Dose One";"2";"Jansen-Ad26";3
2021-05-18;"Dose One";"3";"Pfizer-mRNA-BNT162b";112
2021-05-18;"Dose One";"3";"Moderna-mRNA-1273";21
2021-05-18;"Dose One";"3";"AZ-ChAdOx1";17
2021-05-18;"Dose One";"3";"Jansen-Ad26";4
2021-05-18;"Dose One";"4";"Pfizer-mRNA-BNT162b";123
2021-05-18;"Dose One";"4";"Moderna-mRNA-1273";14
2021-05-18;"Dose One";"4";"AZ-ChAdOx1";12
2021-05-18;"Dose One";"4";"Jansen-Ad26";2
2021-05-18;"Dose Two";"0";"Pfizer-mRNA-BNT162b";51
2021-05-18;"Dose Two";"0";"Moderna-mRNA-1273";74
2021-05-18;"Dose Two";"1";"Pfizer-mRNA-BNT162b";65
2021-05-18;"Dose Two";"1";"Moderna-mRNA-1273";63
2021-05-18;"Dose Two";"2";"Pfizer-mRNA-BNT162b";64
2021-05-18;"Dose Two";"2";"Moderna-mRNA-1273";53
2021-05-18;"Dose Two";"3";"Pfizer-mRNA-BNT162b";52
2021-05-18;"Dose Two";"3";"Moderna-mRNA-1273";24
2021-05-18;"Dose Two";"3";"AZ-ChAdOx1";1
2021-05-18;"Dose Two";"4";"Pfizer-mRNA-BNT162b";56
2021-05-18;"Dose Two";"4";"Moderna-mRNA-1273";28
2021-05-19;"Dose One";"0";"Pfizer-mRNA-BNT162b";111
2021-05-19;"Dose One";"0";"Moderna-mRNA-1273";38
2021-05-19;"Dose One";"0";"AZ-ChAdOx1";14
2021-05-19;"Dose One";"0";"Jansen-Ad26";2
2021-05-19;"Dose One";"1";"Pfizer-mRNA-BNT162b";126
2021-05-19;"Dose One";"1";"Moderna-mRNA-1273";30
2021-05-19;"Dose One";"1";"AZ-ChAdOx1";22
2021-05-19;"Dose One";"1";"Jansen-Ad26";6
2021-05-19;"Dose One";"2";"Pfizer-mRNA-BNT162b";111
2021-05-19;"Dose One";"2";"Moderna-mRNA-1273";18
2021-05-19;"Dose One";"2";"AZ-ChAdOx1";16
2021-05-19;"Dose One";"2";"Jansen-Ad26";2
2021-05-19;"Dose One";"3";"Pfizer-mRNA-BNT162b";85
2021-05-19;"Dose One";"3";"Moderna-mRNA-1273";26
2021-05-19;"Dose One";"3";"AZ-ChAdOx1";20
2021-05-19;"Dose One";"3";"Jansen-Ad26";5
2021-05-19;"Dose One";"4";"Pfizer-mRNA-BNT162b";119
2021-05-19;"Dose One";"4";"Moderna-mRNA-1273";26
2021-05-19;"Dose One";"4";"AZ-ChAdOx1";8
2021-05-19;"Dose One";"4";"Jansen-Ad26";2
2021-05-19;"Dose Two";"0";"Pfizer-mRNA-BNT162b";36
2021-05-19;"Dose Two";"0";"Moderna-mRNA-1273";61
2021-05-19;"Dose Two";"1";"Pfizer-mRNA-BNT162b";35
2021-05-19;"Dose Two";"1";"Moderna-mRNA-1273";50
2021-05-19;"Dose Two";"2";"Pfizer-mRNA-BNT162b";32
2021-05-19;"Dose Two";"2";"Moderna-mRNA-1273";42
2021-05-19;"Dose Two";"3";"Pfizer-mRNA-BNT162b";36
2021-05-19;"Dose Two";"3";"Moderna-mRNA-1273";38
2021-05-19;"Dose Two";"4";"Pfizer-mRNA-BNT162b";27
2021-05-19;"Dose Two";"4";"Moderna-mRNA-1273";34
2021-05-20;"Dose One";"0";"Pfizer-mRNA-BNT162b";120
2021-05-20;"Dose One";"0";"Moderna-mRNA-1273";57
2021-05-20;"Dose One";"0";"AZ-ChAdOx1";9
2021-05-20;"Dose One";"0";"Jansen-Ad26";3
2021-05-20;"Dose One";"1";"Pfizer-mRNA-BNT162b";140
2021-05-20;"Dose One";"1";"Moderna-mRNA-1273";41
2021-05-20;"Dose One";"1";"AZ-ChAdOx1";12
2021-05-20;"Dose One";"1";"Jansen-Ad26";4
2021-05-20;"Dose One";"2";"Pfizer-mRNA-BNT162b";82
2021-05-20;"Dose One";"2";"Moderna-mRNA-1273";33
2021-05-20;"Dose One";"2";"AZ-ChAdOx1";16
2021-05-20;"Dose One";"2";"Jansen-Ad26";6
2021-05-20;"Dose One";"3";"Pfizer-mRNA-BNT162b";111
2021-05-20;"Dose One";"3";"Moderna-mRNA-1273";29
2021-05-20;"Dose One";"3";"AZ-ChAdOx1";15
2021-05-20;"Dose One";"3";"Jansen-Ad26";5
2021-05-20;"Dose One";"4";"Pfizer-mRNA-BNT162b";90
2021-05-20;"Dose One";"4";"Moderna-mRNA-1273";26
2021-05-20;"Dose One";"4";"AZ-ChAdOx1";16
2021-05-20;"Dose One";"4";"Jansen-Ad26";6
2021-05-20;"Dose Two";"0";"Pfizer-mRNA-BNT162b";52
2021-05-20;"Dose Two";"0";"Moderna-mRNA-1273";77
2021-05-20;"Dose Two";"0";"AZ-ChAdOx1";1
2021-05-20;"Dose Two";"1";"Pfizer-mRNA-BNT162b";60
2021-05-20;"Dose Two";"1";"Moderna-mRNA-1273";63
2021-05-20;"Dose Two";"2";"Pfizer-mRNA-BNT162b";73
2021-05-20;"Dose Two";"2";"Moderna-mRNA-1273";55
2021-05-20;"Dose Two";"3";"Pfizer-mRNA-BNT162b";58
2021-05-20;"Dose Two";"3";"Moderna-mRNA-1273";33
2021-05-20;"Dose Two";"3";"AZ-ChAdOx1";1
2021-05-20;"Dose Two";"4";"Pfizer-mRNA-BNT162b";49
2021-05-20;"Dose Two";"4";"Moderna-mRNA-1273";14
2021-05-21;"Dose One";"0";"Pfizer-mRNA-BNT162b";74
2021-05-21;"Dose One";"0";"Moderna-mRNA-1273";24
2021-05-21;"Dose One";"0";"AZ-ChAdOx1";12
2021-05-21;"Dose One";"0";"Jansen-Ad26";3
2021-05-21;"Dose One";"1";"Pfizer-mRNA-BNT162b";79
2021-05-21;"Dose One";"1";"Moderna-mRNA-1273";26
2021-05-21;"Dose One";"1";"AZ-ChAdOx1";5
2021-05-21;"Dose One";"1";"Jansen-Ad26";8
2021-05-21;"Dose One";"2";"Pfizer-mRNA-BNT162b";73
2021-05-21;"Dose One";"2";"Moderna-mRNA-1273";27
2021-05-21;"Dose One";"2";"AZ-ChAdOx1";8
2021-05-21;"Dose One";"2";"Jansen-Ad26";5
2021-05-21;"Dose One";"3";"Pfizer-mRNA-BNT162b";66
2021-05-21;"Dose One";"3";"Moderna-mRNA-1273";30
2021-05-21;"Dose One";"3";"AZ-ChAdOx1";3
2021-05-21;"Dose One";"3";"Jansen-Ad26";3
2021-05-21;"Dose One";"4";"Pfizer-mRNA-BNT162b";78
2021-05-21;"Dose One";"4";"Moderna-mRNA-1273";19
2021-05-21;"Dose One";"4";"AZ-ChAdOx1";1
2021-05-21;"Dose One";"4";"Jansen-Ad26";6
2021-05-21;"Dose Two";"0";"Pfizer-mRNA-BNT162b";241
2021-05-21;"Dose Two";"0";"Moderna-mRNA-1273";53
2021-05-21;"Dose Two";"1";"Pfizer-mRNA-BNT162b";241
2021-05-21;"Dose Two";"1";"Moderna-mRNA-1273";37
2021-05-21;"Dose Two";"2";"Pfizer-mRNA-BNT162b";276
2021-05-21;"Dose Two";"2";"Moderna-mRNA-1273";42
2021-05-21;"Dose Two";"3";"Pfizer-mRNA-BNT162b";278
2021-05-21;"Dose Two";"3";"Moderna-mRNA-1273";30
2021-05-21;"Dose Two";"3";"AZ-ChAdOx1";1
2021-05-21;"Dose Two";"4";"Pfizer-mRNA-BNT162b";239
2021-05-21;"Dose Two";"4";"Moderna-mRNA-1273";29
2021-05-22;"Dose One";"0";"Pfizer-mRNA-BNT162b";14
2021-05-22;"Dose One";"0";"Moderna-mRNA-1273";12
2021-05-22;"Dose One";"0";"Jansen-Ad26";1
2021-05-22;"Dose One";"1";"Pfizer-mRNA-BNT162b";10
2021-05-22;"Dose One";"1";"Moderna-mRNA-1273";26
2021-05-22;"Dose One";"1";"AZ-ChAdOx1";1
2021-05-22;"Dose One";"2";"Pfizer-mRNA-BNT162b";19
2021-05-22;"Dose One";"2";"Moderna-mRNA-1273";25
2021-05-22;"Dose One";"2";"AZ-ChAdOx1";1
2021-05-22;"Dose One";"3";"Pfizer-mRNA-BNT162b";10
2021-05-22;"Dose One";"3";"Moderna-mRNA-1273";21
2021-05-22;"Dose One";"4";"Pfizer-mRNA-BNT162b";6
2021-05-22;"Dose One";"4";"Moderna-mRNA-1273";21
2021-05-22;"Dose One";"4";"AZ-ChAdOx1";1
2021-05-22;"Dose Two";"0";"Pfizer-mRNA-BNT162b";63
2021-05-22;"Dose Two";"0";"Moderna-mRNA-1273";6
2021-05-22;"Dose Two";"1";"Pfizer-mRNA-BNT162b";57
2021-05-22;"Dose Two";"1";"Moderna-mRNA-1273";9
2021-05-22;"Dose Two";"2";"Pfizer-mRNA-BNT162b";64
2021-05-22;"Dose Two";"2";"Moderna-mRNA-1273";9
2021-05-22;"Dose Two";"3";"Pfizer-mRNA-BNT162b";53
2021-05-22;"Dose Two";"3";"Moderna-mRNA-1273";12
2021-05-22;"Dose Two";"4";"Pfizer-mRNA-BNT162b";64
2021-05-22;"Dose Two";"4";"Moderna-mRNA-1273";6
2021-05-23;"Dose One";"0";"Pfizer-mRNA-BNT162b";6
2021-05-23;"Dose One";"0";"Moderna-mRNA-1273";5
2021-05-23;"Dose One";"0";"AZ-ChAdOx1";1
2021-05-23;"Dose One";"1";"Pfizer-mRNA-BNT162b";11
2021-05-23;"Dose One";"1";"Moderna-mRNA-1273";8
2021-05-23;"Dose One";"2";"Pfizer-mRNA-BNT162b";6
2021-05-23;"Dose One";"2";"Moderna-mRNA-1273";7
2021-05-23;"Dose One";"3";"Pfizer-mRNA-BNT162b";4
2021-05-23;"Dose One";"3";"Moderna-mRNA-1273";1
2021-05-23;"Dose One";"4";"Pfizer-mRNA-BNT162b";6
2021-05-23;"Dose One";"4";"Moderna-mRNA-1273";11
2021-05-23;"Dose Two";"0";"Pfizer-mRNA-BNT162b";40
2021-05-23;"Dose Two";"0";"Moderna-mRNA-1273";8
2021-05-23;"Dose Two";"1";"Pfizer-mRNA-BNT162b";74
2021-05-23;"Dose Two";"1";"Moderna-mRNA-1273";8
2021-05-23;"Dose Two";"2";"Pfizer-mRNA-BNT162b";61
2021-05-23;"Dose Two";"2";"Moderna-mRNA-1273";5
2021-05-23;"Dose Two";"3";"Pfizer-mRNA-BNT162b";63
2021-05-23;"Dose Two";"3";"Moderna-mRNA-1273";3
2021-05-23;"Dose Two";"4";"Pfizer-mRNA-BNT162b";61
2021-05-23;"Dose Two";"4";"Moderna-mRNA-1273";2
2021-05-24;"Dose One";"0";"Pfizer-mRNA-BNT162b";6
2021-05-24;"Dose One";"0";"Moderna-mRNA-1273";8
2021-05-24;"Dose One";"0";"AZ-ChAdOx1";8
2021-05-24;"Dose One";"0";"Jansen-Ad26";1
2021-05-24;"Dose One";"1";"Pfizer-mRNA-BNT162b";5
2021-05-24;"Dose One";"1";"Moderna-mRNA-1273";10
2021-05-24;"Dose One";"1";"AZ-ChAdOx1";11
2021-05-24;"Dose One";"2";"Pfizer-mRNA-BNT162b";7
2021-05-24;"Dose One";"2";"Moderna-mRNA-1273";8
2021-05-24;"Dose One";"2";"AZ-ChAdOx1";20
2021-05-24;"Dose One";"3";"Pfizer-mRNA-BNT162b";10
2021-05-24;"Dose One";"3";"Moderna-mRNA-1273";3
2021-05-24;"Dose One";"3";"AZ-ChAdOx1";7
2021-05-24;"Dose One";"3";"Jansen-Ad26";1
2021-05-24;"Dose One";"4";"Pfizer-mRNA-BNT162b";5
2021-05-24;"Dose One";"4";"Moderna-mRNA-1273";6
2021-05-24;"Dose One";"4";"AZ-ChAdOx1";6
2021-05-24;"Dose Two";"0";"Pfizer-mRNA-BNT162b";62
2021-05-24;"Dose Two";"0";"Moderna-mRNA-1273";22
2021-05-24;"Dose Two";"1";"Pfizer-mRNA-BNT162b";49
2021-05-24;"Dose Two";"1";"Moderna-mRNA-1273";23
2021-05-24;"Dose Two";"1";"AZ-ChAdOx1";1
2021-05-24;"Dose Two";"2";"Pfizer-mRNA-BNT162b";72
2021-05-24;"Dose Two";"2";"Moderna-mRNA-1273";15
2021-05-24;"Dose Two";"3";"Pfizer-mRNA-BNT162b";70
2021-05-24;"Dose Two";"3";"Moderna-mRNA-1273";14
2021-05-24;"Dose Two";"4";"Pfizer-mRNA-BNT162b";66
2021-05-24;"Dose Two";"4";"Moderna-mRNA-1273";16
2021-05-25;"Dose One";"0";"Pfizer-mRNA-BNT162b";56
2021-05-25;"Dose One";"0";"Moderna-mRNA-1273";22
2021-05-25;"Dose One";"0";"AZ-ChAdOx1";4
2021-05-25;"Dose One";"0";"Jansen-Ad26";4
2021-05-25;"Dose One";"1";"Pfizer-mRNA-BNT162b";70
2021-05-25;"Dose One";"1";"Moderna-mRNA-1273";23
2021-05-25;"Dose One";"1";"AZ-ChAdOx1";6
2021-05-25;"Dose One";"1";"Jansen-Ad26";3
2021-05-25;"Dose One";"2";"Pfizer-mRNA-BNT162b";58
2021-05-25;"Dose One";"2";"Moderna-mRNA-1273";18
2021-05-25;"Dose One";"2";"AZ-ChAdOx1";8
2021-05-25;"Dose One";"2";"Jansen-Ad26";4
2021-05-25;"Dose One";"3";"Pfizer-mRNA-BNT162b";51
2021-05-25;"Dose One";"3";"Moderna-mRNA-1273";14
2021-05-25;"Dose One";"3";"AZ-ChAdOx1";5
2021-05-25;"Dose One";"3";"Jansen-Ad26";2
2021-05-25;"Dose One";"4";"Pfizer-mRNA-BNT162b";49
2021-05-25;"Dose One";"4";"Moderna-mRNA-1273";19
2021-05-25;"Dose One";"4";"AZ-ChAdOx1";1
2021-05-25;"Dose One";"4";"Jansen-Ad26";5
2021-05-25;"Dose Two";"0";"Pfizer-mRNA-BNT162b";144
2021-05-25;"Dose Two";"0";"Moderna-mRNA-1273";103
2021-05-25;"Dose Two";"1";"Pfizer-mRNA-BNT162b";142
2021-05-25;"Dose Two";"1";"Moderna-mRNA-1273";71
2021-05-25;"Dose Two";"2";"Pfizer-mRNA-BNT162b";152
2021-05-25;"Dose Two";"2";"Moderna-mRNA-1273";61
2021-05-25;"Dose Two";"3";"Pfizer-mRNA-BNT162b";145
2021-05-25;"Dose Two";"3";"Moderna-mRNA-1273";42
2021-05-25;"Dose Two";"4";"Pfizer-mRNA-BNT162b";143
2021-05-25;"Dose Two";"4";"Moderna-mRNA-1273";32
2021-05-26;"Dose One";"0";"Pfizer-mRNA-BNT162b";40
2021-05-26;"Dose One";"0";"Moderna-mRNA-1273";45
2021-05-26;"Dose One";"0";"AZ-ChAdOx1";13
2021-05-26;"Dose One";"0";"Jansen-Ad26";4
2021-05-26;"Dose One";"1";"Pfizer-mRNA-BNT162b";53
2021-05-26;"Dose One";"1";"Moderna-mRNA-1273";35
2021-05-26;"Dose One";"1";"AZ-ChAdOx1";6
2021-05-26;"Dose One";"1";"Jansen-Ad26";1
2021-05-26;"Dose One";"2";"Pfizer-mRNA-BNT162b";44
2021-05-26;"Dose One";"2";"Moderna-mRNA-1273";24
2021-05-26;"Dose One";"2";"AZ-ChAdOx1";7
2021-05-26;"Dose One";"2";"Jansen-Ad26";2
2021-05-26;"Dose One";"3";"Pfizer-mRNA-BNT162b";48
2021-05-26;"Dose One";"3";"Moderna-mRNA-1273";25
2021-05-26;"Dose One";"3";"AZ-ChAdOx1";6
2021-05-26;"Dose One";"3";"Jansen-Ad26";2
2021-05-26;"Dose One";"4";"Pfizer-mRNA-BNT162b";38
2021-05-26;"Dose One";"4";"Moderna-mRNA-1273";24
2021-05-26;"Dose One";"4";"AZ-ChAdOx1";7
2021-05-26;"Dose One";"4";"Jansen-Ad26";2
2021-05-26;"Dose Two";"0";"Pfizer-mRNA-BNT162b";94
2021-05-26;"Dose Two";"0";"Moderna-mRNA-1273";89
2021-05-26;"Dose Two";"0";"AZ-ChAdOx1";2
2021-05-26;"Dose Two";"1";"Pfizer-mRNA-BNT162b";124
2021-05-26;"Dose Two";"1";"Moderna-mRNA-1273";62
2021-05-26;"Dose Two";"1";"AZ-ChAdOx1";3
2021-05-26;"Dose Two";"2";"Pfizer-mRNA-BNT162b";106
2021-05-26;"Dose Two";"2";"Moderna-mRNA-1273";52
2021-05-26;"Dose Two";"3";"Pfizer-mRNA-BNT162b";121
2021-05-26;"Dose Two";"3";"Moderna-mRNA-1273";53
2021-05-26;"Dose Two";"4";"Pfizer-mRNA-BNT162b";118
2021-05-26;"Dose Two";"4";"Moderna-mRNA-1273";37
2021-05-27;"Dose One";"0";"Pfizer-mRNA-BNT162b";32
2021-05-27;"Dose One";"0";"Moderna-mRNA-1273";66
2021-05-27;"Dose One";"0";"AZ-ChAdOx1";11
2021-05-27;"Dose One";"0";"Jansen-Ad26";2
2021-05-27;"Dose One";"1";"Pfizer-mRNA-BNT162b";53
2021-05-27;"Dose One";"1";"Moderna-mRNA-1273";57
2021-05-27;"Dose One";"1";"AZ-ChAdOx1";11
2021-05-27;"Dose One";"1";"Jansen-Ad26";2
2021-05-27;"Dose One";"2";"Pfizer-mRNA-BNT162b";34
2021-05-27;"Dose One";"2";"Moderna-mRNA-1273";57
2021-05-27;"Dose One";"2";"AZ-ChAdOx1";15
2021-05-27;"Dose One";"2";"Jansen-Ad26";2
2021-05-27;"Dose One";"3";"Pfizer-mRNA-BNT162b";36
2021-05-27;"Dose One";"3";"Moderna-mRNA-1273";48
2021-05-27;"Dose One";"3";"AZ-ChAdOx1";10
2021-05-27;"Dose One";"3";"Jansen-Ad26";1
2021-05-27;"Dose One";"4";"Pfizer-mRNA-BNT162b";44
2021-05-27;"Dose One";"4";"Moderna-mRNA-1273";47
2021-05-27;"Dose One";"4";"AZ-ChAdOx1";10
2021-05-27;"Dose One";"4";"Jansen-Ad26";1
2021-05-27;"Dose Two";"0";"Pfizer-mRNA-BNT162b";68
2021-05-27;"Dose Two";"0";"Moderna-mRNA-1273";66
2021-05-27;"Dose Two";"0";"AZ-ChAdOx1";12
2021-05-27;"Dose Two";"1";"Pfizer-mRNA-BNT162b";113
2021-05-27;"Dose Two";"1";"Moderna-mRNA-1273";43
2021-05-27;"Dose Two";"1";"AZ-ChAdOx1";4
2021-05-27;"Dose Two";"2";"Pfizer-mRNA-BNT162b";84
2021-05-27;"Dose Two";"2";"Moderna-mRNA-1273";29
2021-05-27;"Dose Two";"2";"AZ-ChAdOx1";6
2021-05-27;"Dose Two";"3";"Pfizer-mRNA-BNT162b";87
2021-05-27;"Dose Two";"3";"Moderna-mRNA-1273";34
2021-05-27;"Dose Two";"3";"AZ-ChAdOx1";8
2021-05-27;"Dose Two";"4";"Pfizer-mRNA-BNT162b";102
2021-05-27;"Dose Two";"4";"Moderna-mRNA-1273";35
2021-05-27;"Dose Two";"4";"AZ-ChAdOx1";3
2021-05-28;"Dose One";"0";"Pfizer-mRNA-BNT162b";43
2021-05-28;"Dose One";"0";"Moderna-mRNA-1273";23
2021-05-28;"Dose One";"0";"AZ-ChAdOx1";4
2021-05-28;"Dose One";"0";"Jansen-Ad26";2
2021-05-28;"Dose One";"1";"Pfizer-mRNA-BNT162b";50
2021-05-28;"Dose One";"1";"Moderna-mRNA-1273";23
2021-05-28;"Dose One";"1";"AZ-ChAdOx1";12
2021-05-28;"Dose One";"1";"Jansen-Ad26";2
2021-05-28;"Dose One";"2";"Pfizer-mRNA-BNT162b";52
2021-05-28;"Dose One";"2";"Moderna-mRNA-1273";10
2021-05-28;"Dose One";"2";"AZ-ChAdOx1";10
2021-05-28;"Dose One";"3";"Pfizer-mRNA-BNT162b";48
2021-05-28;"Dose One";"3";"Moderna-mRNA-1273";13
2021-05-28;"Dose One";"3";"AZ-ChAdOx1";5
2021-05-28;"Dose One";"4";"Pfizer-mRNA-BNT162b";37
2021-05-28;"Dose One";"4";"Moderna-mRNA-1273";14
2021-05-28;"Dose One";"4";"AZ-ChAdOx1";2
2021-05-28;"Dose Two";"0";"Pfizer-mRNA-BNT162b";209
2021-05-28;"Dose Two";"0";"Moderna-mRNA-1273";93
2021-05-28;"Dose Two";"0";"AZ-ChAdOx1";40
2021-05-28;"Dose Two";"1";"Pfizer-mRNA-BNT162b";265
2021-05-28;"Dose Two";"1";"Moderna-mRNA-1273";50
2021-05-28;"Dose Two";"1";"AZ-ChAdOx1";20
2021-05-28;"Dose Two";"2";"Pfizer-mRNA-BNT162b";245
2021-05-28;"Dose Two";"2";"Moderna-mRNA-1273";32
2021-05-28;"Dose Two";"2";"AZ-ChAdOx1";9
2021-05-28;"Dose Two";"3";"Pfizer-mRNA-BNT162b";287
2021-05-28;"Dose Two";"3";"Moderna-mRNA-1273";27
2021-05-28;"Dose Two";"3";"AZ-ChAdOx1";18
2021-05-28;"Dose Two";"4";"Pfizer-mRNA-BNT162b";316
2021-05-28;"Dose Two";"4";"Moderna-mRNA-1273";31
2021-05-28;"Dose Two";"4";"AZ-ChAdOx1";13
2021-05-29;"Dose One";"0";"Pfizer-mRNA-BNT162b";6
2021-05-29;"Dose One";"0";"Moderna-mRNA-1273";11
2021-05-29;"Dose One";"1";"Pfizer-mRNA-BNT162b";8
2021-05-29;"Dose One";"1";"Moderna-mRNA-1273";17
2021-05-29;"Dose One";"1";"Jansen-Ad26";1
2021-05-29;"Dose One";"2";"Pfizer-mRNA-BNT162b";8
2021-05-29;"Dose One";"2";"Moderna-mRNA-1273";15
2021-05-29;"Dose One";"3";"Pfizer-mRNA-BNT162b";8
2021-05-29;"Dose One";"3";"Moderna-mRNA-1273";18
2021-05-29;"Dose One";"4";"Pfizer-mRNA-BNT162b";11
2021-05-29;"Dose One";"4";"Moderna-mRNA-1273";10
2021-05-29;"Dose One";"4";"Jansen-Ad26";1
2021-05-29;"Dose Two";"0";"Pfizer-mRNA-BNT162b";79
2021-05-29;"Dose Two";"0";"Moderna-mRNA-1273";6
2021-05-29;"Dose Two";"0";"AZ-ChAdOx1";27
2021-05-29;"Dose Two";"1";"Pfizer-mRNA-BNT162b";102
2021-05-29;"Dose Two";"1";"Moderna-mRNA-1273";2
2021-05-29;"Dose Two";"1";"AZ-ChAdOx1";26
2021-05-29;"Dose Two";"2";"Pfizer-mRNA-BNT162b";98
2021-05-29;"Dose Two";"2";"Moderna-mRNA-1273";4
2021-05-29;"Dose Two";"2";"AZ-ChAdOx1";22
2021-05-29;"Dose Two";"3";"Pfizer-mRNA-BNT162b";75
2021-05-29;"Dose Two";"3";"Moderna-mRNA-1273";6
2021-05-29;"Dose Two";"3";"AZ-ChAdOx1";19
2021-05-29;"Dose Two";"4";"Pfizer-mRNA-BNT162b";79
2021-05-29;"Dose Two";"4";"Moderna-mRNA-1273";4
2021-05-29;"Dose Two";"4";"AZ-ChAdOx1";9
2021-05-30;"Dose One";"0";"Pfizer-mRNA-BNT162b";1
2021-05-30;"Dose One";"0";"Moderna-mRNA-1273";11
2021-05-30;"Dose One";"1";"Pfizer-mRNA-BNT162b";1
2021-05-30;"Dose One";"1";"Moderna-mRNA-1273";12
2021-05-30;"Dose One";"2";"Pfizer-mRNA-BNT162b";2
2021-05-30;"Dose One";"2";"Moderna-mRNA-1273";11
2021-05-30;"Dose One";"3";"Moderna-mRNA-1273";6
2021-05-30;"Dose One";"4";"Pfizer-mRNA-BNT162b";3
2021-05-30;"Dose One";"4";"Moderna-mRNA-1273";8
2021-05-30;"Dose Two";"0";"Pfizer-mRNA-BNT162b";52
2021-05-30;"Dose Two";"0";"AZ-ChAdOx1";19
2021-05-30;"Dose Two";"1";"Pfizer-mRNA-BNT162b";54
2021-05-30;"Dose Two";"1";"Moderna-mRNA-1273";1
2021-05-30;"Dose Two";"1";"AZ-ChAdOx1";21
2021-05-30;"Dose Two";"2";"Pfizer-mRNA-BNT162b";57
2021-05-30;"Dose Two";"2";"AZ-ChAdOx1";18
2021-05-30;"Dose Two";"3";"Pfizer-mRNA-BNT162b";57
2021-05-30;"Dose Two";"3";"Moderna-mRNA-1273";3
2021-05-30;"Dose Two";"3";"AZ-ChAdOx1";20
2021-05-30;"Dose Two";"4";"Pfizer-mRNA-BNT162b";64
2021-05-30;"Dose Two";"4";"Moderna-mRNA-1273";2
2021-05-30;"Dose Two";"4";"AZ-ChAdOx1";8
2021-05-31;"Dose One";"0";"Pfizer-mRNA-BNT162b";22
2021-05-31;"Dose One";"0";"Moderna-mRNA-1273";19
2021-05-31;"Dose One";"0";"Jansen-Ad26";3
2021-05-31;"Dose One";"1";"Pfizer-mRNA-BNT162b";22
2021-05-31;"Dose One";"1";"Moderna-mRNA-1273";6
2021-05-31;"Dose One";"1";"AZ-ChAdOx1";3
2021-05-31;"Dose One";"1";"Jansen-Ad26";2
2021-05-31;"Dose One";"2";"Pfizer-mRNA-BNT162b";17
2021-05-31;"Dose One";"2";"Moderna-mRNA-1273";12
2021-05-31;"Dose One";"2";"Jansen-Ad26";2
2021-05-31;"Dose One";"3";"Pfizer-mRNA-BNT162b";32
2021-05-31;"Dose One";"3";"Moderna-mRNA-1273";12
2021-05-31;"Dose One";"3";"AZ-ChAdOx1";6
2021-05-31;"Dose One";"3";"Jansen-Ad26";1
2021-05-31;"Dose One";"4";"Pfizer-mRNA-BNT162b";11
2021-05-31;"Dose One";"4";"Moderna-mRNA-1273";11
2021-05-31;"Dose One";"4";"AZ-ChAdOx1";6
2021-05-31;"Dose One";"4";"Jansen-Ad26";1
2021-05-31;"Dose Two";"0";"Pfizer-mRNA-BNT162b";71
2021-05-31;"Dose Two";"0";"Moderna-mRNA-1273";88
2021-05-31;"Dose Two";"0";"AZ-ChAdOx1";38
2021-05-31;"Dose Two";"1";"Pfizer-mRNA-BNT162b";73
2021-05-31;"Dose Two";"1";"Moderna-mRNA-1273";36
2021-05-31;"Dose Two";"1";"AZ-ChAdOx1";26
2021-05-31;"Dose Two";"2";"Pfizer-mRNA-BNT162b";88
2021-05-31;"Dose Two";"2";"Moderna-mRNA-1273";29
2021-05-31;"Dose Two";"2";"AZ-ChAdOx1";21
2021-05-31;"Dose Two";"3";"Pfizer-mRNA-BNT162b";58
2021-05-31;"Dose Two";"3";"Moderna-mRNA-1273";20
2021-05-31;"Dose Two";"3";"AZ-ChAdOx1";20
2021-05-31;"Dose Two";"4";"Pfizer-mRNA-BNT162b";95
2021-05-31;"Dose Two";"4";"Moderna-mRNA-1273";25
2021-05-31;"Dose Two";"4";"AZ-ChAdOx1";20
2021-06-01;"Dose One";"0";"Pfizer-mRNA-BNT162b";38
2021-06-01;"Dose One";"0";"Moderna-mRNA-1273";16
2021-06-01;"Dose One";"0";"AZ-ChAdOx1";6
2021-06-01;"Dose One";"0";"Jansen-Ad26";2
2021-06-01;"Dose One";"1";"Pfizer-mRNA-BNT162b";36
2021-06-01;"Dose One";"1";"Moderna-mRNA-1273";21
2021-06-01;"Dose One";"1";"AZ-ChAdOx1";4
2021-06-01;"Dose One";"1";"Jansen-Ad26";1
2021-06-01;"Dose One";"2";"Pfizer-mRNA-BNT162b";35
2021-06-01;"Dose One";"2";"Moderna-mRNA-1273";10
2021-06-01;"Dose One";"2";"AZ-ChAdOx1";3
2021-06-01;"Dose One";"2";"Jansen-Ad26";3
2021-06-01;"Dose One";"3";"Pfizer-mRNA-BNT162b";31
2021-06-01;"Dose One";"3";"Moderna-mRNA-1273";7
2021-06-01;"Dose One";"3";"AZ-ChAdOx1";8
2021-06-01;"Dose One";"3";"Jansen-Ad26";1
2021-06-01;"Dose One";"4";"Pfizer-mRNA-BNT162b";41
2021-06-01;"Dose One";"4";"Moderna-mRNA-1273";4
2021-06-01;"Dose One";"4";"AZ-ChAdOx1";8
