"vac_exposure_date";"vac_number";"cancer_diagnosis_time";"vac_concept_id";"n"
2021-09-10;"Dose Two";"3";"Moderna-mRNA-1273";1
2021-09-10;"Dose Two";"3";"AZ-ChAdOx1";1
2021-09-10;"Dose Two";"4";"Pfizer-mRNA-BNT162b";14
2021-09-10;"Dose Two";"4";"Moderna-mRNA-1273";2
2021-09-10;"Booster";"0";"Moderna-mRNA-1273";3
2021-09-10;"Booster";"1";"Moderna-mRNA-1273";1
2021-09-10;"Booster";"2";"Moderna-mRNA-1273";1
2021-09-10;"Booster";"3";"Moderna-mRNA-1273";1
2021-09-10;"Booster";"4";"Moderna-mRNA-1273";4
2021-09-11;"Dose One";"0";"Pfizer-mRNA-BNT162b";1
2021-09-11;"Dose One";"0";"Moderna-mRNA-1273";1
2021-09-11;"Dose One";"1";"Pfizer-mRNA-BNT162b";1
2021-09-11;"Dose One";"2";"Pfizer-mRNA-BNT162b";1
2021-09-11;"Dose One";"2";"Moderna-mRNA-1273";1
2021-09-11;"Dose One";"3";"Moderna-mRNA-1273";1
2021-09-11;"Dose Two";"0";"Pfizer-mRNA-BNT162b";3
2021-09-11;"Dose Two";"1";"Pfizer-mRNA-BNT162b";2
2021-09-11;"Dose Two";"2";"Pfizer-mRNA-BNT162b";2
2021-09-11;"Dose Two";"4";"Pfizer-mRNA-BNT162b";1
2021-09-11;"Booster";"0";"Moderna-mRNA-1273";7
2021-09-11;"Booster";"1";"Moderna-mRNA-1273";7
2021-09-11;"Booster";"2";"Moderna-mRNA-1273";4
2021-09-11;"Booster";"3";"Moderna-mRNA-1273";8
2021-09-11;"Booster";"4";"Moderna-mRNA-1273";4
2021-09-12;"Dose One";"3";"Moderna-mRNA-1273";1
2021-09-12;"Dose One";"4";"Pfizer-mRNA-BNT162b";1
2021-09-12;"Dose Two";"0";"Pfizer-mRNA-BNT162b";1
2021-09-12;"Dose Two";"0";"Moderna-mRNA-1273";2
2021-09-12;"Dose Two";"1";"Pfizer-mRNA-BNT162b";2
2021-09-12;"Dose Two";"2";"Pfizer-mRNA-BNT162b";1
2021-09-12;"Booster";"0";"Moderna-mRNA-1273";1
2021-09-12;"Booster";"1";"Moderna-mRNA-1273";5
2021-09-12;"Booster";"2";"Moderna-mRNA-1273";5
2021-09-12;"Booster";"3";"Moderna-mRNA-1273";6
2021-09-12;"Booster";"4";"Moderna-mRNA-1273";3
2021-09-13;"Dose One";"0";"Pfizer-mRNA-BNT162b";2
2021-09-13;"Dose One";"0";"Moderna-mRNA-1273";2
2021-09-13;"Dose One";"1";"Pfizer-mRNA-BNT162b";4
2021-09-13;"Dose One";"2";"Pfizer-mRNA-BNT162b";3
2021-09-13;"Dose One";"3";"Pfizer-mRNA-BNT162b";4
2021-09-13;"Dose One";"3";"Moderna-mRNA-1273";1
2021-09-13;"Dose One";"4";"Pfizer-mRNA-BNT162b";1
2021-09-13;"Dose One";"4";"Moderna-mRNA-1273";2
2021-09-13;"Dose Two";"0";"Pfizer-mRNA-BNT162b";5
2021-09-13;"Dose Two";"0";"Moderna-mRNA-1273";2
2021-09-13;"Dose Two";"1";"Pfizer-mRNA-BNT162b";5
2021-09-13;"Dose Two";"2";"Pfizer-mRNA-BNT162b";4
2021-09-13;"Booster";"0";"Moderna-mRNA-1273";17
2021-09-13;"Booster";"1";"Moderna-mRNA-1273";36
2021-09-13;"Booster";"2";"Moderna-mRNA-1273";16
2021-09-13;"Booster";"3";"Moderna-mRNA-1273";16
2021-09-13;"Booster";"4";"Moderna-mRNA-1273";14
2021-09-14;"Dose One";"0";"Pfizer-mRNA-BNT162b";5
2021-09-14;"Dose One";"0";"Moderna-mRNA-1273";2
2021-09-14;"Dose One";"0";"Jansen-Ad26";1
2021-09-14;"Dose One";"1";"Pfizer-mRNA-BNT162b";9
2021-09-14;"Dose One";"1";"Moderna-mRNA-1273";1
2021-09-14;"Dose One";"1";"AZ-ChAdOx1";1
2021-09-14;"Dose One";"2";"Pfizer-mRNA-BNT162b";8
2021-09-14;"Dose One";"2";"Moderna-mRNA-1273";2
2021-09-14;"Dose One";"3";"Pfizer-mRNA-BNT162b";8
2021-09-14;"Dose One";"4";"Pfizer-mRNA-BNT162b";1
2021-09-14;"Dose Two";"0";"Pfizer-mRNA-BNT162b";11
2021-09-14;"Dose Two";"0";"Moderna-mRNA-1273";2
2021-09-14;"Dose Two";"0";"AZ-ChAdOx1";1
2021-09-14;"Dose Two";"1";"Pfizer-mRNA-BNT162b";3
2021-09-14;"Dose Two";"1";"Moderna-mRNA-1273";1
2021-09-14;"Dose Two";"2";"Pfizer-mRNA-BNT162b";5
2021-09-14;"Dose Two";"2";"Moderna-mRNA-1273";2
2021-09-14;"Dose Two";"2";"AZ-ChAdOx1";1
2021-09-14;"Dose Two";"3";"Pfizer-mRNA-BNT162b";5
2021-09-14;"Dose Two";"4";"Pfizer-mRNA-BNT162b";2
2021-09-14;"Dose Two";"4";"Moderna-mRNA-1273";1
2021-09-14;"Booster";"0";"Pfizer-mRNA-BNT162b";3
2021-09-14;"Booster";"0";"Moderna-mRNA-1273";29
2021-09-14;"Booster";"1";"Pfizer-mRNA-BNT162b";6
2021-09-14;"Booster";"1";"Moderna-mRNA-1273";25
2021-09-14;"Booster";"2";"Pfizer-mRNA-BNT162b";5
2021-09-14;"Booster";"2";"Moderna-mRNA-1273";27
2021-09-14;"Booster";"3";"Moderna-mRNA-1273";23
2021-09-14;"Booster";"4";"Pfizer-mRNA-BNT162b";2
2021-09-14;"Booster";"4";"Moderna-mRNA-1273";11
2021-09-15;"Dose One";"0";"Pfizer-mRNA-BNT162b";7
2021-09-15;"Dose One";"0";"Moderna-mRNA-1273";2
2021-09-15;"Dose One";"1";"Pfizer-mRNA-BNT162b";10
2021-09-15;"Dose One";"1";"Moderna-mRNA-1273";3
2021-09-15;"Dose One";"2";"Pfizer-mRNA-BNT162b";2
2021-09-15;"Dose One";"3";"Pfizer-mRNA-BNT162b";5
2021-09-15;"Dose One";"3";"Moderna-mRNA-1273";1
2021-09-15;"Dose One";"4";"Pfizer-mRNA-BNT162b";4
2021-09-15;"Dose Two";"0";"Pfizer-mRNA-BNT162b";8
2021-09-15;"Dose Two";"0";"Moderna-mRNA-1273";2
2021-09-15;"Dose Two";"0";"AZ-ChAdOx1";1
2021-09-15;"Dose Two";"1";"Pfizer-mRNA-BNT162b";2
2021-09-15;"Dose Two";"1";"Moderna-mRNA-1273";1
2021-09-15;"Dose Two";"2";"Pfizer-mRNA-BNT162b";5
2021-09-15;"Dose Two";"2";"Moderna-mRNA-1273";1
2021-09-15;"Dose Two";"3";"Pfizer-mRNA-BNT162b";6
2021-09-15;"Dose Two";"3";"Moderna-mRNA-1273";1
2021-09-15;"Dose Two";"4";"Pfizer-mRNA-BNT162b";4
2021-09-15;"Dose Two";"4";"Moderna-mRNA-1273";1
2021-09-15;"Booster";"0";"Moderna-mRNA-1273";12
2021-09-15;"Booster";"1";"Pfizer-mRNA-BNT162b";3
2021-09-15;"Booster";"1";"Moderna-mRNA-1273";7
2021-09-15;"Booster";"2";"Pfizer-mRNA-BNT162b";2
2021-09-15;"Booster";"2";"Moderna-mRNA-1273";11
2021-09-15;"Booster";"3";"Pfizer-mRNA-BNT162b";2
2021-09-15;"Booster";"3";"Moderna-mRNA-1273";10
2021-09-15;"Booster";"4";"Pfizer-mRNA-BNT162b";1
2021-09-15;"Booster";"4";"Moderna-mRNA-1273";2
2021-09-16;"Dose One";"0";"Pfizer-mRNA-BNT162b";6
2021-09-16;"Dose One";"0";"Moderna-mRNA-1273";1
2021-09-16;"Dose One";"1";"Pfizer-mRNA-BNT162b";7
2021-09-16;"Dose One";"2";"Pfizer-mRNA-BNT162b";5
2021-09-16;"Dose One";"3";"Pfizer-mRNA-BNT162b";6
2021-09-16;"Dose One";"4";"Pfizer-mRNA-BNT162b";5
2021-09-16;"Dose Two";"0";"Pfizer-mRNA-BNT162b";5
2021-09-16;"Dose Two";"0";"Moderna-mRNA-1273";4
2021-09-16;"Dose Two";"0";"AZ-ChAdOx1";1
2021-09-16;"Dose Two";"1";"Pfizer-mRNA-BNT162b";5
2021-09-16;"Dose Two";"1";"Moderna-mRNA-1273";1
2021-09-16;"Dose Two";"1";"AZ-ChAdOx1";3
2021-09-16;"Dose Two";"2";"Pfizer-mRNA-BNT162b";5
2021-09-16;"Dose Two";"2";"Moderna-mRNA-1273";3
2021-09-16;"Dose Two";"3";"Pfizer-mRNA-BNT162b";5
2021-09-16;"Dose Two";"3";"Moderna-mRNA-1273";1
2021-09-16;"Dose Two";"4";"Pfizer-mRNA-BNT162b";5
2021-09-16;"Dose Two";"4";"Moderna-mRNA-1273";1
2021-09-16;"Booster";"0";"Pfizer-mRNA-BNT162b";4
2021-09-16;"Booster";"0";"Moderna-mRNA-1273";11
2021-09-16;"Booster";"1";"Pfizer-mRNA-BNT162b";10
2021-09-16;"Booster";"1";"Moderna-mRNA-1273";6
2021-09-16;"Booster";"2";"Pfizer-mRNA-BNT162b";6
2021-09-16;"Booster";"2";"Moderna-mRNA-1273";9
2021-09-16;"Booster";"3";"Pfizer-mRNA-BNT162b";6
2021-09-16;"Booster";"3";"Moderna-mRNA-1273";9
2021-09-16;"Booster";"4";"Pfizer-mRNA-BNT162b";3
2021-09-16;"Booster";"4";"Moderna-mRNA-1273";8
2021-09-17;"Dose One";"0";"Pfizer-mRNA-BNT162b";9
2021-09-17;"Dose One";"0";"Moderna-mRNA-1273";1
2021-09-17;"Dose One";"1";"Pfizer-mRNA-BNT162b";4
2021-09-17;"Dose One";"1";"Moderna-mRNA-1273";1
2021-09-17;"Dose One";"1";"Jansen-Ad26";2
2021-09-17;"Dose One";"2";"Pfizer-mRNA-BNT162b";7
2021-09-17;"Dose One";"2";"Moderna-mRNA-1273";1
2021-09-17;"Dose One";"3";"Pfizer-mRNA-BNT162b";5
2021-09-17;"Dose One";"4";"Pfizer-mRNA-BNT162b";8
2021-09-17;"Dose One";"4";"Moderna-mRNA-1273";1
2021-09-17;"Dose Two";"0";"Pfizer-mRNA-BNT162b";8
2021-09-17;"Dose Two";"0";"Moderna-mRNA-1273";4
2021-09-17;"Dose Two";"0";"AZ-ChAdOx1";1
2021-09-17;"Dose Two";"1";"Pfizer-mRNA-BNT162b";12
2021-09-17;"Dose Two";"1";"Moderna-mRNA-1273";1
2021-09-17;"Dose Two";"2";"Pfizer-mRNA-BNT162b";5
2021-09-17;"Dose Two";"2";"AZ-ChAdOx1";1
2021-09-17;"Dose Two";"3";"Pfizer-mRNA-BNT162b";3
2021-09-17;"Dose Two";"3";"Moderna-mRNA-1273";3
2021-09-17;"Dose Two";"4";"Pfizer-mRNA-BNT162b";2
2021-09-17;"Dose Two";"4";"Moderna-mRNA-1273";1
2021-09-17;"Booster";"0";"Pfizer-mRNA-BNT162b";7
2021-09-17;"Booster";"0";"Moderna-mRNA-1273";14
2021-09-17;"Booster";"1";"Pfizer-mRNA-BNT162b";6
2021-09-17;"Booster";"1";"Moderna-mRNA-1273";19
2021-09-17;"Booster";"2";"Pfizer-mRNA-BNT162b";6
2021-09-17;"Booster";"2";"Moderna-mRNA-1273";14
2021-09-17;"Booster";"3";"Pfizer-mRNA-BNT162b";4
2021-09-17;"Booster";"3";"Moderna-mRNA-1273";16
2021-09-17;"Booster";"4";"Pfizer-mRNA-BNT162b";8
2021-09-17;"Booster";"4";"Moderna-mRNA-1273";6
2021-09-18;"Dose One";"0";"Pfizer-mRNA-BNT162b";1
2021-09-18;"Dose One";"0";"Moderna-mRNA-1273";1
2021-09-18;"Dose One";"1";"Pfizer-mRNA-BNT162b";1
2021-09-18;"Dose One";"2";"Pfizer-mRNA-BNT162b";1
2021-09-18;"Dose One";"3";"Pfizer-mRNA-BNT162b";1
2021-09-18;"Dose Two";"0";"Pfizer-mRNA-BNT162b";4
2021-09-18;"Dose Two";"0";"Moderna-mRNA-1273";3
2021-09-18;"Dose Two";"1";"Pfizer-mRNA-BNT162b";3
2021-09-18;"Dose Two";"2";"Pfizer-mRNA-BNT162b";1
2021-09-18;"Dose Two";"2";"Moderna-mRNA-1273";1
2021-09-18;"Dose Two";"3";"Pfizer-mRNA-BNT162b";1
2021-09-18;"Dose Two";"4";"Pfizer-mRNA-BNT162b";1
2021-09-18;"Booster";"2";"Pfizer-mRNA-BNT162b";1
2021-09-18;"Booster";"3";"Pfizer-mRNA-BNT162b";1
2021-09-19;"Dose One";"0";"Moderna-mRNA-1273";1
2021-09-19;"Dose One";"3";"Pfizer-mRNA-BNT162b";2
2021-09-19;"Dose Two";"0";"Pfizer-mRNA-BNT162b";1
2021-09-19;"Dose Two";"2";"Pfizer-mRNA-BNT162b";2
2021-09-19;"Booster";"4";"Pfizer-mRNA-BNT162b";2
2021-09-20;"Dose One";"0";"Pfizer-mRNA-BNT162b";8
2021-09-20;"Dose One";"1";"Pfizer-mRNA-BNT162b";5
2021-09-20;"Dose One";"2";"Pfizer-mRNA-BNT162b";1
2021-09-20;"Dose One";"3";"Pfizer-mRNA-BNT162b";2
2021-09-20;"Dose One";"4";"Pfizer-mRNA-BNT162b";2
2021-09-20;"Dose One";"4";"Moderna-mRNA-1273";1
2021-09-20;"Dose Two";"0";"Pfizer-mRNA-BNT162b";8
2021-09-20;"Dose Two";"0";"Moderna-mRNA-1273";1
2021-09-20;"Dose Two";"1";"Pfizer-mRNA-BNT162b";3
2021-09-20;"Dose Two";"1";"Moderna-mRNA-1273";1
2021-09-20;"Dose Two";"1";"AZ-ChAdOx1";1
2021-09-20;"Dose Two";"2";"Pfizer-mRNA-BNT162b";4
2021-09-20;"Dose Two";"3";"Pfizer-mRNA-BNT162b";4
2021-09-20;"Dose Two";"4";"Pfizer-mRNA-BNT162b";3
2021-09-20;"Booster";"0";"Moderna-mRNA-1273";7
2021-09-20;"Booster";"1";"Moderna-mRNA-1273";25
2021-09-20;"Booster";"2";"Pfizer-mRNA-BNT162b";2
2021-09-20;"Booster";"2";"Moderna-mRNA-1273";9
2021-09-20;"Booster";"3";"Pfizer-mRNA-BNT162b";1
2021-09-20;"Booster";"3";"Moderna-mRNA-1273";6
2021-09-20;"Booster";"4";"Pfizer-mRNA-BNT162b";1
2021-09-20;"Booster";"4";"Moderna-mRNA-1273";1
2021-09-21;"Dose One";"0";"Pfizer-mRNA-BNT162b";6
2021-09-21;"Dose One";"0";"Moderna-mRNA-1273";2
2021-09-21;"Dose One";"1";"Pfizer-mRNA-BNT162b";6
2021-09-21;"Dose One";"1";"Jansen-Ad26";1
2021-09-21;"Dose One";"2";"Pfizer-mRNA-BNT162b";3
2021-09-21;"Dose One";"2";"Jansen-Ad26";1
2021-09-21;"Dose One";"3";"Pfizer-mRNA-BNT162b";1
2021-09-21;"Dose One";"3";"Moderna-mRNA-1273";1
2021-09-21;"Dose One";"4";"Pfizer-mRNA-BNT162b";1
2021-09-21;"Dose Two";"0";"Pfizer-mRNA-BNT162b";8
2021-09-21;"Dose Two";"0";"Moderna-mRNA-1273";1
2021-09-21;"Dose Two";"1";"Pfizer-mRNA-BNT162b";4
2021-09-21;"Dose Two";"1";"Moderna-mRNA-1273";1
2021-09-21;"Dose Two";"2";"Pfizer-mRNA-BNT162b";3
2021-09-21;"Dose Two";"2";"Moderna-mRNA-1273";1
2021-09-21;"Dose Two";"2";"AZ-ChAdOx1";4
2021-09-21;"Dose Two";"3";"Pfizer-mRNA-BNT162b";2
2021-09-21;"Dose Two";"3";"Moderna-mRNA-1273";1
2021-09-21;"Dose Two";"3";"AZ-ChAdOx1";2
2021-09-21;"Dose Two";"4";"Pfizer-mRNA-BNT162b";2
2021-09-21;"Dose Two";"4";"AZ-ChAdOx1";1
2021-09-21;"Booster";"0";"Pfizer-mRNA-BNT162b";2
2021-09-21;"Booster";"0";"Moderna-mRNA-1273";15
2021-09-21;"Booster";"1";"Pfizer-mRNA-BNT162b";2
2021-09-21;"Booster";"1";"Moderna-mRNA-1273";15
2021-09-21;"Booster";"2";"Pfizer-mRNA-BNT162b";5
2021-09-21;"Booster";"2";"Moderna-mRNA-1273";17
2021-09-21;"Booster";"3";"Pfizer-mRNA-BNT162b";4
2021-09-21;"Booster";"3";"Moderna-mRNA-1273";16
2021-09-21;"Booster";"4";"Pfizer-mRNA-BNT162b";5
2021-09-21;"Booster";"4";"Moderna-mRNA-1273";7
2021-09-22;"Dose One";"0";"Pfizer-mRNA-BNT162b";6
2021-09-22;"Dose One";"0";"Jansen-Ad26";1
2021-09-22;"Dose One";"1";"Pfizer-mRNA-BNT162b";5
2021-09-22;"Dose One";"2";"Pfizer-mRNA-BNT162b";10
2021-09-22;"Dose One";"3";"Pfizer-mRNA-BNT162b";4
2021-09-22;"Dose One";"4";"Pfizer-mRNA-BNT162b";4
2021-09-22;"Dose Two";"0";"Pfizer-mRNA-BNT162b";6
2021-09-22;"Dose Two";"0";"Moderna-mRNA-1273";1
2021-09-22;"Dose Two";"1";"Pfizer-mRNA-BNT162b";4
2021-09-22;"Dose Two";"2";"Pfizer-mRNA-BNT162b";3
2021-09-22;"Dose Two";"3";"Pfizer-mRNA-BNT162b";3
2021-09-22;"Dose Two";"4";"Pfizer-mRNA-BNT162b";2
2021-09-22;"Dose Two";"4";"Moderna-mRNA-1273";1
2021-09-22;"Booster";"0";"Pfizer-mRNA-BNT162b";7
2021-09-22;"Booster";"0";"Moderna-mRNA-1273";32
2021-09-22;"Booster";"1";"Pfizer-mRNA-BNT162b";4
2021-09-22;"Booster";"1";"Moderna-mRNA-1273";19
2021-09-22;"Booster";"2";"Pfizer-mRNA-BNT162b";5
2021-09-22;"Booster";"2";"Moderna-mRNA-1273";10
2021-09-22;"Booster";"3";"Pfizer-mRNA-BNT162b";3
2021-09-22;"Booster";"3";"Moderna-mRNA-1273";13
2021-09-22;"Booster";"4";"Pfizer-mRNA-BNT162b";4
2021-09-22;"Booster";"4";"Moderna-mRNA-1273";6
2021-09-23;"Dose One";"0";"Pfizer-mRNA-BNT162b";8
2021-09-23;"Dose One";"0";"Moderna-mRNA-1273";1
2021-09-23;"Dose One";"1";"Pfizer-mRNA-BNT162b";6
2021-09-23;"Dose One";"1";"Moderna-mRNA-1273";1
2021-09-23;"Dose One";"2";"Pfizer-mRNA-BNT162b";2
2021-09-23;"Dose One";"2";"Moderna-mRNA-1273";2
2021-09-23;"Dose One";"3";"Pfizer-mRNA-BNT162b";3
2021-09-23;"Dose One";"4";"Pfizer-mRNA-BNT162b";1
2021-09-23;"Dose One";"4";"Moderna-mRNA-1273";1
2021-09-23;"Dose Two";"0";"Pfizer-mRNA-BNT162b";10
2021-09-23;"Dose Two";"0";"Moderna-mRNA-1273";1
2021-09-23;"Dose Two";"1";"Pfizer-mRNA-BNT162b";6
2021-09-23;"Dose Two";"1";"Moderna-mRNA-1273";2
2021-09-23;"Dose Two";"1";"AZ-ChAdOx1";1
2021-09-23;"Dose Two";"2";"Pfizer-mRNA-BNT162b";5
2021-09-23;"Dose Two";"2";"Moderna-mRNA-1273";1
2021-09-23;"Dose Two";"3";"Pfizer-mRNA-BNT162b";3
2021-09-23;"Dose Two";"3";"Moderna-mRNA-1273";1
2021-09-23;"Dose Two";"3";"AZ-ChAdOx1";1
2021-09-23;"Dose Two";"4";"Pfizer-mRNA-BNT162b";1
2021-09-23;"Dose Two";"4";"Moderna-mRNA-1273";1
2021-09-23;"Dose Two";"4";"AZ-ChAdOx1";1
2021-09-23;"Booster";"0";"Pfizer-mRNA-BNT162b";9
2021-09-23;"Booster";"0";"Moderna-mRNA-1273";42
2021-09-23;"Booster";"1";"Pfizer-mRNA-BNT162b";10
2021-09-23;"Booster";"1";"Moderna-mRNA-1273";24
2021-09-23;"Booster";"2";"Pfizer-mRNA-BNT162b";7
2021-09-23;"Booster";"2";"Moderna-mRNA-1273";14
2021-09-23;"Booster";"3";"Pfizer-mRNA-BNT162b";6
2021-09-23;"Booster";"3";"Moderna-mRNA-1273";21
2021-09-23;"Booster";"4";"Pfizer-mRNA-BNT162b";3
2021-09-23;"Booster";"4";"Moderna-mRNA-1273";12
2021-09-24;"Dose One";"0";"Pfizer-mRNA-BNT162b";6
2021-09-24;"Dose One";"1";"Jansen-Ad26";1
2021-09-24;"Dose One";"2";"Pfizer-mRNA-BNT162b";3
2021-09-24;"Dose One";"3";"Moderna-mRNA-1273";1
2021-09-24;"Dose One";"4";"Pfizer-mRNA-BNT162b";3
2021-09-24;"Dose Two";"0";"Pfizer-mRNA-BNT162b";9
2021-09-24;"Dose Two";"0";"Moderna-mRNA-1273";2
2021-09-24;"Dose Two";"1";"Pfizer-mRNA-BNT162b";5
2021-09-24;"Dose Two";"2";"Pfizer-mRNA-BNT162b";1
2021-09-24;"Dose Two";"2";"Moderna-mRNA-1273";1
2021-09-24;"Dose Two";"3";"Pfizer-mRNA-BNT162b";2
2021-09-24;"Dose Two";"4";"Pfizer-mRNA-BNT162b";4
2021-09-24;"Booster";"0";"Pfizer-mRNA-BNT162b";9
2021-09-24;"Booster";"0";"Moderna-mRNA-1273";3
2021-09-24;"Booster";"1";"Pfizer-mRNA-BNT162b";12
2021-09-24;"Booster";"1";"Moderna-mRNA-1273";4
2021-09-24;"Booster";"2";"Pfizer-mRNA-BNT162b";9
2021-09-24;"Booster";"2";"Moderna-mRNA-1273";2
2021-09-24;"Booster";"3";"Pfizer-mRNA-BNT162b";5
2021-09-24;"Booster";"3";"Moderna-mRNA-1273";2
2021-09-24;"Booster";"4";"Pfizer-mRNA-BNT162b";4
2021-09-24;"Booster";"4";"Moderna-mRNA-1273";1
2021-09-25;"Dose One";"0";"Pfizer-mRNA-BNT162b";2
2021-09-25;"Dose One";"1";"Pfizer-mRNA-BNT162b";2
2021-09-25;"Dose Two";"0";"Pfizer-mRNA-BNT162b";2
2021-09-25;"Dose Two";"0";"Moderna-mRNA-1273";3
2021-09-25;"Dose Two";"1";"Pfizer-mRNA-BNT162b";2
2021-09-25;"Dose Two";"2";"Pfizer-mRNA-BNT162b";2
2021-09-25;"Dose Two";"4";"Pfizer-mRNA-BNT162b";1
2021-09-25;"Booster";"1";"Pfizer-mRNA-BNT162b";3
2021-09-25;"Booster";"2";"Pfizer-mRNA-BNT162b";1
2021-09-25;"Booster";"3";"Pfizer-mRNA-BNT162b";1
2021-09-26;"Dose One";"1";"Moderna-mRNA-1273";1
2021-09-26;"Dose Two";"4";"Moderna-mRNA-1273";1
2021-09-27;"Dose One";"0";"Pfizer-mRNA-BNT162b";9
2021-09-27;"Dose One";"1";"Pfizer-mRNA-BNT162b";3
2021-09-27;"Dose One";"2";"Pfizer-mRNA-BNT162b";3
2021-09-27;"Dose One";"2";"Moderna-mRNA-1273";1
2021-09-27;"Dose One";"3";"Pfizer-mRNA-BNT162b";2
2021-09-27;"Dose One";"4";"Pfizer-mRNA-BNT162b";4
2021-09-27;"Dose Two";"0";"Pfizer-mRNA-BNT162b";4
2021-09-27;"Dose Two";"0";"Moderna-mRNA-1273";2
2021-09-27;"Dose Two";"1";"Pfizer-mRNA-BNT162b";7
2021-09-27;"Dose Two";"2";"Pfizer-mRNA-BNT162b";5
2021-09-27;"Dose Two";"2";"Moderna-mRNA-1273";1
2021-09-27;"Dose Two";"3";"Pfizer-mRNA-BNT162b";1
2021-09-27;"Dose Two";"3";"Moderna-mRNA-1273";1
2021-09-27;"Dose Two";"4";"Pfizer-mRNA-BNT162b";6
2021-09-27;"Dose Two";"4";"Moderna-mRNA-1273";2
2021-09-27;"Booster";"0";"Pfizer-mRNA-BNT162b";7
2021-09-27;"Booster";"0";"Moderna-mRNA-1273";13
2021-09-27;"Booster";"1";"Pfizer-mRNA-BNT162b";8
2021-09-27;"Booster";"1";"Moderna-mRNA-1273";12
2021-09-27;"Booster";"2";"Pfizer-mRNA-BNT162b";5
2021-09-27;"Booster";"2";"Moderna-mRNA-1273";6
2021-09-27;"Booster";"3";"Pfizer-mRNA-BNT162b";5
2021-09-27;"Booster";"3";"Moderna-mRNA-1273";7
2021-09-27;"Booster";"4";"Pfizer-mRNA-BNT162b";3
2021-09-27;"Booster";"4";"Moderna-mRNA-1273";3
2021-09-28;"Dose One";"0";"Pfizer-mRNA-BNT162b";4
2021-09-28;"Dose One";"1";"Pfizer-mRNA-BNT162b";4
2021-09-28;"Dose One";"1";"Moderna-mRNA-1273";1
2021-09-28;"Dose One";"2";"Pfizer-mRNA-BNT162b";2
2021-09-28;"Dose One";"2";"Jansen-Ad26";1
2021-09-28;"Dose One";"3";"Pfizer-mRNA-BNT162b";6
2021-09-28;"Dose One";"3";"Moderna-mRNA-1273";1
2021-09-28;"Dose One";"4";"Pfizer-mRNA-BNT162b";1
2021-09-28;"Dose One";"4";"Moderna-mRNA-1273";1
2021-09-28;"Dose Two";"0";"Pfizer-mRNA-BNT162b";9
2021-09-28;"Dose Two";"0";"Moderna-mRNA-1273";4
2021-09-28;"Dose Two";"1";"Pfizer-mRNA-BNT162b";4
2021-09-28;"Dose Two";"1";"Moderna-mRNA-1273";2
2021-09-28;"Dose Two";"2";"Pfizer-mRNA-BNT162b";7
2021-09-28;"Dose Two";"2";"Moderna-mRNA-1273";1
2021-09-28;"Dose Two";"3";"Pfizer-mRNA-BNT162b";3
2021-09-28;"Dose Two";"4";"Pfizer-mRNA-BNT162b";3
2021-09-28;"Dose Two";"4";"Moderna-mRNA-1273";1
2021-09-28;"Booster";"0";"Pfizer-mRNA-BNT162b";3
2021-09-28;"Booster";"0";"Moderna-mRNA-1273";41
2021-09-28;"Booster";"1";"Pfizer-mRNA-BNT162b";4
2021-09-28;"Booster";"1";"Moderna-mRNA-1273";26
2021-09-28;"Booster";"2";"Pfizer-mRNA-BNT162b";4
2021-09-28;"Booster";"2";"Moderna-mRNA-1273";17
2021-09-28;"Booster";"3";"Pfizer-mRNA-BNT162b";3
2021-09-28;"Booster";"3";"Moderna-mRNA-1273";18
2021-09-28;"Booster";"4";"Pfizer-mRNA-BNT162b";4
2021-09-28;"Booster";"4";"Moderna-mRNA-1273";12
2021-09-29;"Dose One";"0";"Pfizer-mRNA-BNT162b";5
2021-09-29;"Dose One";"0";"Moderna-mRNA-1273";2
2021-09-29;"Dose One";"1";"Pfizer-mRNA-BNT162b";5
2021-09-29;"Dose One";"1";"Moderna-mRNA-1273";2
2021-09-29;"Dose One";"2";"Pfizer-mRNA-BNT162b";2
2021-09-29;"Dose One";"3";"Pfizer-mRNA-BNT162b";4
2021-09-29;"Dose One";"4";"Pfizer-mRNA-BNT162b";1
2021-09-29;"Dose One";"4";"Moderna-mRNA-1273";1
2021-09-29;"Dose Two";"0";"Pfizer-mRNA-BNT162b";7
2021-09-29;"Dose Two";"0";"Moderna-mRNA-1273";1
2021-09-29;"Dose Two";"1";"Pfizer-mRNA-BNT162b";6
2021-09-29;"Dose Two";"2";"Pfizer-mRNA-BNT162b";4
2021-09-29;"Dose Two";"2";"Moderna-mRNA-1273";3
2021-09-29;"Dose Two";"3";"Pfizer-mRNA-BNT162b";8
2021-09-29;"Dose Two";"3";"Moderna-mRNA-1273";1
2021-09-29;"Dose Two";"3";"AZ-ChAdOx1";1
2021-09-29;"Dose Two";"4";"Pfizer-mRNA-BNT162b";8
2021-09-29;"Booster";"0";"Pfizer-mRNA-BNT162b";8
2021-09-29;"Booster";"0";"Moderna-mRNA-1273";98
2021-09-29;"Booster";"1";"Pfizer-mRNA-BNT162b";2
2021-09-29;"Booster";"1";"Moderna-mRNA-1273";64
2021-09-29;"Booster";"2";"Pfizer-mRNA-BNT162b";3
2021-09-29;"Booster";"2";"Moderna-mRNA-1273";38
2021-09-29;"Booster";"3";"Pfizer-mRNA-BNT162b";2
2021-09-29;"Booster";"3";"Moderna-mRNA-1273";27
2021-09-29;"Booster";"4";"Pfizer-mRNA-BNT162b";4
