"vac_exposure_date";"vac_concept_id";"n"
2021-07-14;"Moderna-mRNA-1273";88
2021-07-14;"AZ-ChAdOx1";147
2021-07-14;"Jansen-Ad26";73
2021-07-15;"Pfizer-mRNA-BNT162b";172
2021-07-15;"Moderna-mRNA-1273";173
2021-07-15;"AZ-ChAdOx1";351
2021-07-15;"Jansen-Ad26";56
2021-07-16;"Pfizer-mRNA-BNT162b";312
2021-07-16;"Moderna-mRNA-1273";132
2021-07-16;"AZ-ChAdOx1";195
2021-07-16;"Jansen-Ad26";35
2021-07-17;"Pfizer-mRNA-BNT162b";92
2021-07-17;"Moderna-mRNA-1273";22
2021-07-17;"AZ-ChAdOx1";109
2021-07-17;"Jansen-Ad26";17
2021-07-18;"Pfizer-mRNA-BNT162b";109
2021-07-18;"Moderna-mRNA-1273";12
2021-07-18;"AZ-ChAdOx1";40
2021-07-18;"Jansen-Ad26";9
2021-07-19;"Pfizer-mRNA-BNT162b";267
2021-07-19;"Moderna-mRNA-1273";46
2021-07-19;"AZ-ChAdOx1";48
2021-07-19;"Jansen-Ad26";14
2021-07-20;"Pfizer-mRNA-BNT162b";208
2021-07-20;"Moderna-mRNA-1273";44
2021-07-20;"AZ-ChAdOx1";151
2021-07-20;"Jansen-Ad26";34
2021-07-21;"Pfizer-mRNA-BNT162b";260
2021-07-21;"Moderna-mRNA-1273";41
2021-07-21;"AZ-ChAdOx1";116
2021-07-21;"Jansen-Ad26";27
2021-07-22;"Pfizer-mRNA-BNT162b";204
2021-07-22;"Moderna-mRNA-1273";80
2021-07-22;"AZ-ChAdOx1";177
2021-07-22;"Jansen-Ad26";34
2021-07-23;"Pfizer-mRNA-BNT162b";304
2021-07-23;"Moderna-mRNA-1273";39
2021-07-23;"AZ-ChAdOx1";88
2021-07-23;"Jansen-Ad26";44
2021-07-24;"Pfizer-mRNA-BNT162b";55
2021-07-24;"Moderna-mRNA-1273";31
2021-07-24;"AZ-ChAdOx1";22
2021-07-24;"Jansen-Ad26";4
2021-07-25;"Pfizer-mRNA-BNT162b";80
2021-07-25;"Moderna-mRNA-1273";4
2021-07-25;"AZ-ChAdOx1";13
2021-07-25;"Jansen-Ad26";10
2021-07-26;"Pfizer-mRNA-BNT162b";123
2021-07-26;"Moderna-mRNA-1273";48
2021-07-26;"AZ-ChAdOx1";43
2021-07-26;"Jansen-Ad26";12
2021-07-27;"Pfizer-mRNA-BNT162b";182
2021-07-27;"Moderna-mRNA-1273";32
2021-07-27;"AZ-ChAdOx1";29
2021-07-27;"Jansen-Ad26";10
2021-07-28;"Pfizer-mRNA-BNT162b";174
2021-07-28;"Moderna-mRNA-1273";42
2021-07-28;"AZ-ChAdOx1";31
2021-07-28;"Jansen-Ad26";11
2021-07-29;"Pfizer-mRNA-BNT162b";139
2021-07-29;"Moderna-mRNA-1273";112
2021-07-29;"AZ-ChAdOx1";50
2021-07-29;"Jansen-Ad26";16
2021-07-30;"Pfizer-mRNA-BNT162b";157
2021-07-30;"Moderna-mRNA-1273";76
2021-07-30;"AZ-ChAdOx1";43
2021-07-30;"Jansen-Ad26";14
2021-07-31;"Pfizer-mRNA-BNT162b";60
2021-07-31;"Moderna-mRNA-1273";11
2021-07-31;"AZ-ChAdOx1";4
2021-08-01;"Pfizer-mRNA-BNT162b";21
2021-08-01;"Moderna-mRNA-1273";27
2021-08-02;"Pfizer-mRNA-BNT162b";88
2021-08-02;"Moderna-mRNA-1273";48
2021-08-02;"AZ-ChAdOx1";8
2021-08-02;"Jansen-Ad26";13
2021-08-03;"Pfizer-mRNA-BNT162b";160
2021-08-03;"Moderna-mRNA-1273";19
2021-08-03;"AZ-ChAdOx1";18
2021-08-03;"Jansen-Ad26";5
2021-08-04;"Pfizer-mRNA-BNT162b";148
2021-08-04;"Moderna-mRNA-1273";51
2021-08-04;"AZ-ChAdOx1";8
2021-08-04;"Jansen-Ad26";5
2021-08-05;"Pfizer-mRNA-BNT162b";127
2021-08-05;"Moderna-mRNA-1273";76
2021-08-05;"AZ-ChAdOx1";12
2021-08-05;"Jansen-Ad26";3
2021-08-06;"Pfizer-mRNA-BNT162b";127
2021-08-06;"Moderna-mRNA-1273";47
2021-08-06;"AZ-ChAdOx1";21
2021-08-06;"Jansen-Ad26";7
2021-08-07;"Pfizer-mRNA-BNT162b";25
2021-08-07;"Moderna-mRNA-1273";7
2021-08-07;"AZ-ChAdOx1";2
2021-08-08;"Pfizer-mRNA-BNT162b";22
2021-08-08;"Moderna-mRNA-1273";11
2021-08-09;"Pfizer-mRNA-BNT162b";58
2021-08-09;"Moderna-mRNA-1273";29
2021-08-09;"AZ-ChAdOx1";3
2021-08-09;"Jansen-Ad26";2
2021-08-10;"Pfizer-mRNA-BNT162b";105
2021-08-10;"Moderna-mRNA-1273";11
2021-08-10;"AZ-ChAdOx1";5
2021-08-10;"Jansen-Ad26";3
2021-08-11;"Pfizer-mRNA-BNT162b";111
2021-08-11;"Moderna-mRNA-1273";35
2021-08-11;"AZ-ChAdOx1";7
2021-08-11;"Jansen-Ad26";3
2021-08-12;"Pfizer-mRNA-BNT162b";111
2021-08-12;"Moderna-mRNA-1273";98
2021-08-12;"AZ-ChAdOx1";3
2021-08-12;"Jansen-Ad26";7
2021-08-13;"Pfizer-mRNA-BNT162b";156
2021-08-13;"Moderna-mRNA-1273";87
2021-08-13;"AZ-ChAdOx1";4
2021-08-13;"Jansen-Ad26";2
2021-08-14;"Pfizer-mRNA-BNT162b";46
2021-08-14;"Moderna-mRNA-1273";14
2021-08-14;"AZ-ChAdOx1";6
2021-08-15;"Pfizer-mRNA-BNT162b";13
2021-08-15;"Moderna-mRNA-1273";5
2021-08-16;"Pfizer-mRNA-BNT162b";115
2021-08-16;"Moderna-mRNA-1273";31
2021-08-16;"AZ-ChAdOx1";4
2021-08-16;"Jansen-Ad26";4
2021-08-17;"Pfizer-mRNA-BNT162b";147
2021-08-17;"Moderna-mRNA-1273";16
2021-08-17;"AZ-ChAdOx1";4
2021-08-17;"Jansen-Ad26";2
2021-08-18;"Pfizer-mRNA-BNT162b";127
2021-08-18;"Moderna-mRNA-1273";13
2021-08-18;"AZ-ChAdOx1";2
2021-08-18;"Jansen-Ad26";2
2021-08-19;"Pfizer-mRNA-BNT162b";121
2021-08-19;"Moderna-mRNA-1273";43
2021-08-19;"AZ-ChAdOx1";1
2021-08-19;"Jansen-Ad26";3
2021-08-20;"Pfizer-mRNA-BNT162b";108
2021-08-20;"Moderna-mRNA-1273";49
2021-08-20;"AZ-ChAdOx1";3
2021-08-20;"Jansen-Ad26";3
2021-08-21;"Pfizer-mRNA-BNT162b";19
2021-08-21;"Moderna-mRNA-1273";49
2021-08-22;"Pfizer-mRNA-BNT162b";9
2021-08-22;"Moderna-mRNA-1273";3
2021-08-23;"Pfizer-mRNA-BNT162b";81
2021-08-23;"Moderna-mRNA-1273";29
2021-08-23;"AZ-ChAdOx1";4
2021-08-24;"Pfizer-mRNA-BNT162b";131
2021-08-24;"Moderna-mRNA-1273";25
2021-08-24;"AZ-ChAdOx1";2
2021-08-24;"Jansen-Ad26";2
2021-08-25;"Pfizer-mRNA-BNT162b";132
2021-08-25;"Moderna-mRNA-1273";8
2021-08-25;"AZ-ChAdOx1";5
2021-08-25;"Jansen-Ad26";1
2021-08-26;"Pfizer-mRNA-BNT162b";116
2021-08-26;"Moderna-mRNA-1273";35
2021-08-26;"AZ-ChAdOx1";3
2021-08-26;"Jansen-Ad26";2
2021-08-27;"Pfizer-mRNA-BNT162b";90
2021-08-27;"Moderna-mRNA-1273";60
2021-08-27;"AZ-ChAdOx1";4
2021-08-27;"Jansen-Ad26";5
2021-08-28;"Pfizer-mRNA-BNT162b";29
2021-08-28;"Moderna-mRNA-1273";7
2021-08-28;"AZ-ChAdOx1";1
2021-08-29;"Pfizer-mRNA-BNT162b";13
2021-08-29;"Moderna-mRNA-1273";8
2021-08-30;"Pfizer-mRNA-BNT162b";56
2021-08-30;"Moderna-mRNA-1273";16
2021-08-30;"AZ-ChAdOx1";2
2021-08-31;"Pfizer-mRNA-BNT162b";76
2021-08-31;"Moderna-mRNA-1273";18
2021-08-31;"AZ-ChAdOx1";7
2021-08-31;"Jansen-Ad26";2
2021-09-01;"Pfizer-mRNA-BNT162b";86
2021-09-01;"Moderna-mRNA-1273";18
2021-09-01;"AZ-ChAdOx1";2
2021-09-01;"Jansen-Ad26";2
2021-09-02;"Pfizer-mRNA-BNT162b";88
2021-09-02;"Moderna-mRNA-1273";11
2021-09-02;"AZ-ChAdOx1";2
2021-09-02;"Jansen-Ad26";2
2021-09-03;"Pfizer-mRNA-BNT162b";79
2021-09-03;"Moderna-mRNA-1273";23
2021-09-03;"AZ-ChAdOx1";4
2021-09-03;"Jansen-Ad26";3
2021-09-04;"Pfizer-mRNA-BNT162b";20
2021-09-04;"Moderna-mRNA-1273";8
2021-09-05;"Pfizer-mRNA-BNT162b";7
2021-09-05;"Moderna-mRNA-1273";5
2021-09-06;"Pfizer-mRNA-BNT162b";69
2021-09-06;"Moderna-mRNA-1273";8
2021-09-06;"Jansen-Ad26";1
2021-09-07;"Pfizer-mRNA-BNT162b";56
2021-09-07;"Moderna-mRNA-1273";12
2021-09-07;"AZ-ChAdOx1";5
2021-09-07;"Jansen-Ad26";1
2021-09-08;"Pfizer-mRNA-BNT162b";54
2021-09-08;"Moderna-mRNA-1273";15
2021-09-08;"AZ-ChAdOx1";1
2021-09-09;"Pfizer-mRNA-BNT162b";81
2021-09-09;"Moderna-mRNA-1273";24
2021-09-09;"AZ-ChAdOx1";1
2021-09-09;"Jansen-Ad26";3
2021-09-10;"Pfizer-mRNA-BNT162b";73
2021-09-10;"Moderna-mRNA-1273";31
2021-09-10;"AZ-ChAdOx1";1
2021-09-10;"Jansen-Ad26";1
2021-09-11;"Pfizer-mRNA-BNT162b";11
2021-09-11;"Moderna-mRNA-1273";33
2021-09-12;"Pfizer-mRNA-BNT162b";5
2021-09-12;"Moderna-mRNA-1273";23
2021-09-13;"Pfizer-mRNA-BNT162b";28
2021-09-13;"Moderna-mRNA-1273";106
2021-09-14;"Pfizer-mRNA-BNT162b";73
2021-09-14;"Moderna-mRNA-1273";126
2021-09-14;"AZ-ChAdOx1";3
2021-09-14;"Jansen-Ad26";1
2021-09-15;"Pfizer-mRNA-BNT162b";61
2021-09-15;"Moderna-mRNA-1273";54
2021-09-15;"AZ-ChAdOx1";1
2021-09-16;"Pfizer-mRNA-BNT162b";83
2021-09-16;"Moderna-mRNA-1273";54
2021-09-16;"AZ-ChAdOx1";4
2021-09-17;"Pfizer-mRNA-BNT162b";94
2021-09-17;"Moderna-mRNA-1273";82
2021-09-17;"AZ-ChAdOx1";2
2021-09-17;"Jansen-Ad26";2
2021-09-18;"Pfizer-mRNA-BNT162b";16
2021-09-18;"Moderna-mRNA-1273";5
2021-09-19;"Pfizer-mRNA-BNT162b";7
2021-09-19;"Moderna-mRNA-1273";1
2021-09-20;"Pfizer-mRNA-BNT162b";44
2021-09-20;"Moderna-mRNA-1273";51
2021-09-20;"AZ-ChAdOx1";1
2021-09-21;"Pfizer-mRNA-BNT162b";54
2021-09-21;"Moderna-mRNA-1273";77
2021-09-21;"AZ-ChAdOx1";7
2021-09-21;"Jansen-Ad26";2
2021-09-22;"Pfizer-mRNA-BNT162b";70
2021-09-22;"Moderna-mRNA-1273";82
2021-09-22;"Jansen-Ad26";1
2021-09-23;"Pfizer-mRNA-BNT162b";80
2021-09-23;"Moderna-mRNA-1273";124
2021-09-23;"AZ-ChAdOx1";3
2021-09-24;"Pfizer-mRNA-BNT162b";72
2021-09-24;"Moderna-mRNA-1273";16
2021-09-24;"Jansen-Ad26";1
2021-09-25;"Pfizer-mRNA-BNT162b";16
2021-09-25;"Moderna-mRNA-1273";3
2021-09-26;"Moderna-mRNA-1273";2
2021-09-27;"Pfizer-mRNA-BNT162b";72
2021-09-27;"Moderna-mRNA-1273";48
2021-09-28;"Pfizer-mRNA-BNT162b";61
2021-09-28;"Moderna-mRNA-1273";125
2021-09-28;"Jansen-Ad26";1
2021-09-29;"Pfizer-mRNA-BNT162b";69
2021-09-29;"Moderna-mRNA-1273";258
2021-09-29;"AZ-ChAdOx1";1
2021-09-30;"Pfizer-mRNA-BNT162b";74
2021-09-30;"Moderna-mRNA-1273";293
2021-09-30;"Jansen-Ad26";4
2021-10-01;"Pfizer-mRNA-BNT162b";47
2021-10-01;"Moderna-mRNA-1273";215
2021-10-01;"Jansen-Ad26";2
2021-10-02;"Pfizer-mRNA-BNT162b";5
2021-10-02;"Moderna-mRNA-1273";2
2021-10-03;"Moderna-mRNA-1273";1
2021-10-04;"Pfizer-mRNA-BNT162b";30
2021-10-04;"Moderna-mRNA-1273";130
2021-10-05;"Pfizer-mRNA-BNT162b";54
2021-10-05;"Moderna-mRNA-1273";340
2021-10-05;"AZ-ChAdOx1";3
2021-10-06;"Pfizer-mRNA-BNT162b";67
2021-10-06;"Moderna-mRNA-1273";245
2021-10-07;"Pfizer-mRNA-BNT162b";77
2021-10-07;"Moderna-mRNA-1273";206
2021-10-07;"Jansen-Ad26";4
2021-10-08;"Pfizer-mRNA-BNT162b";73
2021-10-08;"Moderna-mRNA-1273";85
2021-10-08;"Jansen-Ad26";2
2021-10-09;"Pfizer-mRNA-BNT162b";4
2021-10-09;"Moderna-mRNA-1273";3
2021-10-09;"Jansen-Ad26";1
2021-10-10;"Moderna-mRNA-1273";1
2021-10-11;"Pfizer-mRNA-BNT162b";14
2021-10-11;"Moderna-mRNA-1273";17
2021-10-11;"Jansen-Ad26";1
2021-10-12;"Moderna-mRNA-1273";1
2021-10-12;"AZ-ChAdOx1";1
2021-10-13;"Pfizer-mRNA-BNT162b";77
2021-10-13;"Moderna-mRNA-1273";127
2021-10-13;"Jansen-Ad26";1
2021-10-14;"Pfizer-mRNA-BNT162b";74
2021-10-14;"Moderna-mRNA-1273";176
2021-10-15;"Pfizer-mRNA-BNT162b";45
2021-10-15;"Moderna-mRNA-1273";132
2021-10-15;"Jansen-Ad26";1
2021-10-16;"Pfizer-mRNA-BNT162b";3
2021-10-17;"Pfizer-mRNA-BNT162b";2
2021-10-17;"Moderna-mRNA-1273";1
2021-10-17;"Jansen-Ad26";1
2021-10-18;"Pfizer-mRNA-BNT162b";47
2021-10-18;"Moderna-mRNA-1273";91
2021-10-19;"Pfizer-mRNA-BNT162b";30
2021-10-19;"Moderna-mRNA-1273";150
2021-10-19;"AZ-ChAdOx1";1
2021-10-20;"Pfizer-mRNA-BNT162b";64
2021-10-20;"Moderna-mRNA-1273";240
2021-10-21;"Pfizer-mRNA-BNT162b";72
2021-10-21;"Moderna-mRNA-1273";326
2021-10-21;"Jansen-Ad26";2
2021-10-22;"Pfizer-mRNA-BNT162b";58
2021-10-22;"Moderna-mRNA-1273";133
2021-10-23;"Pfizer-mRNA-BNT162b";4
2021-10-24;"Moderna-mRNA-1273";3
2021-10-25;"Pfizer-mRNA-BNT162b";173
2021-10-25;"Moderna-mRNA-1273";38
2021-10-26;"Pfizer-mRNA-BNT162b";404
2021-10-26;"Moderna-mRNA-1273";266
2021-10-26;"AZ-ChAdOx1";3
2021-10-27;"Pfizer-mRNA-BNT162b";554
2021-10-27;"Moderna-mRNA-1273";168
2021-10-28;"Pfizer-mRNA-BNT162b";696
2021-10-28;"Moderna-mRNA-1273";150
2021-10-28;"Jansen-Ad26";1
2021-10-29;"Pfizer-mRNA-BNT162b";673
2021-10-29;"Moderna-mRNA-1273";114
2021-10-30;"Pfizer-mRNA-BNT162b";31
2021-10-30;"Moderna-mRNA-1273";3
2021-10-31;"Pfizer-mRNA-BNT162b";4
2021-11-01;"Pfizer-mRNA-BNT162b";4
2021-11-02;"Pfizer-mRNA-BNT162b";656
2021-11-02;"Moderna-mRNA-1273";91
2021-11-03;"Pfizer-mRNA-BNT162b";853
2021-11-03;"Moderna-mRNA-1273";68
2021-11-03;"AZ-ChAdOx1";1
2021-11-04;"Pfizer-mRNA-BNT162b";936
2021-11-04;"Moderna-mRNA-1273";193
2021-11-05;"Pfizer-mRNA-BNT162b";828
2021-11-05;"Moderna-mRNA-1273";90
2021-11-06;"Pfizer-mRNA-BNT162b";35
2021-11-06;"Moderna-mRNA-1273";2
2021-11-07;"Pfizer-mRNA-BNT162b";2
2021-11-07;"Moderna-mRNA-1273";1
2021-11-08;"Pfizer-mRNA-BNT162b";539
2021-11-08;"Moderna-mRNA-1273";49
2021-11-09;"Pfizer-mRNA-BNT162b";880
2021-11-09;"Moderna-mRNA-1273";86
2021-11-10;"Pfizer-mRNA-BNT162b";979
2021-11-10;"Moderna-mRNA-1273";107
2021-11-11;"Pfizer-mRNA-BNT162b";1013
2021-11-11;"Moderna-mRNA-1273";163
2021-11-12;"Pfizer-mRNA-BNT162b";877
2021-11-12;"Moderna-mRNA-1273";139
2021-11-13;"Pfizer-mRNA-BNT162b";34
2021-11-13;"Moderna-mRNA-1273";1
2021-11-14;"Pfizer-mRNA-BNT162b";6
2021-11-14;"AZ-ChAdOx1";1
2021-11-15;"Pfizer-mRNA-BNT162b";515
2021-11-15;"Moderna-mRNA-1273";83
2021-11-16;"Pfizer-mRNA-BNT162b";884
2021-11-16;"Moderna-mRNA-1273";253
2021-11-17;"Pfizer-mRNA-BNT162b";904
2021-11-17;"Moderna-mRNA-1273";387
2021-11-18;"Pfizer-mRNA-BNT162b";837
2021-11-18;"Moderna-mRNA-1273";431
2021-11-19;"Pfizer-mRNA-BNT162b";604
2021-11-19;"Moderna-mRNA-1273";400
2021-11-20;"Pfizer-mRNA-BNT162b";60
2021-11-20;"Moderna-mRNA-1273";15
2021-11-21;"Pfizer-mRNA-BNT162b";2
2021-11-21;"Moderna-mRNA-1273";20
2021-11-22;"Pfizer-mRNA-BNT162b";276
2021-11-22;"Moderna-mRNA-1273";371
2021-11-23;"Pfizer-mRNA-BNT162b";286
2021-11-23;"Moderna-mRNA-1273";897
2021-11-24;"Pfizer-mRNA-BNT162b";215
2021-11-24;"Moderna-mRNA-1273";1100
2021-11-25;"Pfizer-mRNA-BNT162b";212
2021-11-25;"Moderna-mRNA-1273";1147
2021-11-26;"Pfizer-mRNA-BNT162b";161
2021-11-26;"Moderna-mRNA-1273";1033
2021-11-27;"Pfizer-mRNA-BNT162b";37
2021-11-27;"Moderna-mRNA-1273";148
2021-11-28;"Pfizer-mRNA-BNT162b";2
2021-11-28;"Moderna-mRNA-1273";27
2021-11-29;"Pfizer-mRNA-BNT162b";98
2021-11-29;"Moderna-mRNA-1273";679
2021-11-29;"AZ-ChAdOx1";1
2021-11-30;"Pfizer-mRNA-BNT162b";107
2021-11-30;"Moderna-mRNA-1273";1131
2021-12-01;"Pfizer-mRNA-BNT162b";111
2021-12-01;"Moderna-mRNA-1273";1350
2021-12-02;"Pfizer-mRNA-BNT162b";173
2021-12-02;"Moderna-mRNA-1273";1907
2021-12-03;"Pfizer-mRNA-BNT162b";145
2021-12-03;"Moderna-mRNA-1273";1796
2021-12-04;"Pfizer-mRNA-BNT162b";35
2021-12-04;"Moderna-mRNA-1273";680
2021-12-05;"Pfizer-mRNA-BNT162b";14
2021-12-05;"Moderna-mRNA-1273";469
2021-12-06;"Pfizer-mRNA-BNT162b";17
2021-12-06;"Moderna-mRNA-1273";328
2021-12-07;"Pfizer-mRNA-BNT162b";24
2021-12-07;"Moderna-mRNA-1273";798
2021-12-08;"Pfizer-mRNA-BNT162b";9
2021-12-08;"Moderna-mRNA-1273";348
2021-12-09;"Pfizer-mRNA-BNT162b";102
2021-12-09;"Moderna-mRNA-1273";1853
2021-12-10;"Pfizer-mRNA-BNT162b";106
2021-12-10;"Moderna-mRNA-1273";1808
2021-12-11;"Pfizer-mRNA-BNT162b";36
2021-12-11;"Moderna-mRNA-1273";594
2021-12-12;"Pfizer-mRNA-BNT162b";6
2021-12-12;"Moderna-mRNA-1273";441
2021-12-13;"Pfizer-mRNA-BNT162b";63
2021-12-13;"Moderna-mRNA-1273";1542
2021-12-14;"Pfizer-mRNA-BNT162b";82
2021-12-14;"Moderna-mRNA-1273";1974
2021-12-14;"AZ-ChAdOx1";1
2021-12-15;"Pfizer-mRNA-BNT162b";60
2021-12-15;"Moderna-mRNA-1273";1977
2021-12-16;"Pfizer-mRNA-BNT162b";121
2021-12-16;"Moderna-mRNA-1273";2073
2021-12-16;"AZ-ChAdOx1";1
2021-12-17;"Pfizer-mRNA-BNT162b";97
2021-12-17;"Moderna-mRNA-1273";1904
2021-12-18;"Pfizer-mRNA-BNT162b";2
2021-12-18;"Moderna-mRNA-1273";516
2021-12-18;"AZ-ChAdOx1";1
2021-12-19;"Moderna-mRNA-1273";220
2021-12-20;"Pfizer-mRNA-BNT162b";56
2021-12-20;"Moderna-mRNA-1273";1244
2021-12-21;"Pfizer-mRNA-BNT162b";75
2021-12-21;"Moderna-mRNA-1273";1662
2021-12-22;"Pfizer-mRNA-BNT162b";65
2021-12-22;"Moderna-mRNA-1273";1551
2021-12-23;"Pfizer-mRNA-BNT162b";86
2021-12-23;"Moderna-mRNA-1273";1368
2021-12-24;"Pfizer-mRNA-BNT162b";33
2021-12-24;"Moderna-mRNA-1273";468
2021-12-26;"Moderna-mRNA-1273";4
2021-12-27;"Pfizer-mRNA-BNT162b";41
2021-12-27;"Moderna-mRNA-1273";828
2021-12-28;"Pfizer-mRNA-BNT162b";76
2021-12-28;"Moderna-mRNA-1273";1171
2021-12-29;"Pfizer-mRNA-BNT162b";31
2021-12-29;"Moderna-mRNA-1273";1025
2021-12-30;"Pfizer-mRNA-BNT162b";49
2021-12-30;"Moderna-mRNA-1273";1000
2021-12-31;"Pfizer-mRNA-BNT162b";21
2021-12-31;"Moderna-mRNA-1273";357
2022-01-01;"Moderna-mRNA-1273";7
2022-01-02;"Pfizer-mRNA-BNT162b";4
2022-01-02;"Moderna-mRNA-1273";375
2022-01-03;"Pfizer-mRNA-BNT162b";21
2022-01-03;"Moderna-mRNA-1273";720
2022-01-04;"Pfizer-mRNA-BNT162b";19
2022-01-04;"Moderna-mRNA-1273";965
2022-01-05;"Pfizer-mRNA-BNT162b";13
2022-01-05;"Moderna-mRNA-1273";520
2022-01-06;"Moderna-mRNA-1273";1
2022-01-07;"Pfizer-mRNA-BNT162b";26
2022-01-07;"Moderna-mRNA-1273";738
2022-01-08;"Pfizer-mRNA-BNT162b";1
2022-01-08;"Moderna-mRNA-1273";509
2022-01-09;"Pfizer-mRNA-BNT162b";2
2022-01-09;"Moderna-mRNA-1273";418
2022-01-10;"Pfizer-mRNA-BNT162b";16
2022-01-10;"Moderna-mRNA-1273";813
2022-01-11;"Pfizer-mRNA-BNT162b";17
2022-01-11;"Moderna-mRNA-1273";832
2022-01-12;"Pfizer-mRNA-BNT162b";24
2022-01-12;"Moderna-mRNA-1273";934
2022-01-13;"Pfizer-mRNA-BNT162b";34
2022-01-13;"Moderna-mRNA-1273";849
2022-01-14;"Pfizer-mRNA-BNT162b";18
2022-01-14;"Moderna-mRNA-1273";850
2022-01-15;"Pfizer-mRNA-BNT162b";1
2022-01-15;"Moderna-mRNA-1273";393
2022-01-15;"AZ-ChAdOx1";1
2022-01-16;"Pfizer-mRNA-BNT162b";2
2022-01-16;"Moderna-mRNA-1273";288
2022-01-17;"Pfizer-mRNA-BNT162b";6
2022-01-17;"Moderna-mRNA-1273";505
2022-01-18;"Pfizer-mRNA-BNT162b";34
2022-01-18;"Moderna-mRNA-1273";561
2022-01-19;"Pfizer-mRNA-BNT162b";12
2022-01-19;"Moderna-mRNA-1273";521
2022-01-20;"Pfizer-mRNA-BNT162b";20
2022-01-20;"Moderna-mRNA-1273";475
2022-01-21;"Pfizer-mRNA-BNT162b";51
2022-01-21;"Moderna-mRNA-1273";419
2022-01-22;"Pfizer-mRNA-BNT162b";4
2022-01-22;"Moderna-mRNA-1273";164
2022-01-23;"Pfizer-mRNA-BNT162b";14
2022-01-23;"Moderna-mRNA-1273";60
2022-01-24;"Pfizer-mRNA-BNT162b";13
2022-01-24;"Moderna-mRNA-1273";230
2022-01-25;"Pfizer-mRNA-BNT162b";14
2022-01-25;"Moderna-mRNA-1273";263
2022-01-26;"Pfizer-mRNA-BNT162b";10
2022-01-26;"Moderna-mRNA-1273";272
2022-01-27;"Pfizer-mRNA-BNT162b";15
2022-01-27;"Moderna-mRNA-1273";256
2022-01-28;"Pfizer-mRNA-BNT162b";24
2022-01-28;"Moderna-mRNA-1273";265
2022-01-29;"Pfizer-mRNA-BNT162b";5
2022-01-29;"Moderna-mRNA-1273";63
2022-01-30;"Pfizer-mRNA-BNT162b";4
2022-01-30;"Moderna-mRNA-1273";35
2022-01-31;"Pfizer-mRNA-BNT162b";13
2022-01-31;"Moderna-mRNA-1273";127
2022-01-31;"AZ-ChAdOx1";1
2022-02-01;"Pfizer-mRNA-BNT162b";8
2022-02-01;"Moderna-mRNA-1273";100
2022-02-02;"Pfizer-mRNA-BNT162b";16
2022-02-02;"Moderna-mRNA-1273";132
2022-02-03;"Pfizer-mRNA-BNT162b";18
2022-02-03;"Moderna-mRNA-1273";94
2022-02-04;"Pfizer-mRNA-BNT162b";23
2022-02-04;"Moderna-mRNA-1273";123
2022-02-05;"Pfizer-mRNA-BNT162b";2
2022-02-05;"Moderna-mRNA-1273";23
2022-02-06;"Moderna-mRNA-1273";7
2022-02-07;"Pfizer-mRNA-BNT162b";4
2022-02-07;"Moderna-mRNA-1273";58
2022-02-08;"Pfizer-mRNA-BNT162b";4
2022-02-08;"Moderna-mRNA-1273";77
2022-02-09;"Pfizer-mRNA-BNT162b";3
2022-02-09;"Moderna-mRNA-1273";86
2022-02-10;"Pfizer-mRNA-BNT162b";6
2022-02-10;"Moderna-mRNA-1273";100
2022-02-11;"Pfizer-mRNA-BNT162b";6
2022-02-11;"Moderna-mRNA-1273";137
2022-02-12;"Pfizer-mRNA-BNT162b";2
2022-02-12;"Moderna-mRNA-1273";24
2022-02-13;"Moderna-mRNA-1273";14
2022-02-14;"Pfizer-mRNA-BNT162b";3
2022-02-14;"Moderna-mRNA-1273";52
2022-02-15;"Pfizer-mRNA-BNT162b";4
2022-02-15;"Moderna-mRNA-1273";61
2022-02-16;"Pfizer-mRNA-BNT162b";4
2022-02-16;"Moderna-mRNA-1273";44
2022-02-17;"Pfizer-mRNA-BNT162b";4
2022-02-17;"Moderna-mRNA-1273";66
2022-02-18;"Pfizer-mRNA-BNT162b";3
2022-02-18;"Moderna-mRNA-1273";73
2022-02-18;"AZ-ChAdOx1";1
2022-02-19;"Moderna-mRNA-1273";15
2022-02-20;"Moderna-mRNA-1273";2
2022-02-21;"Pfizer-mRNA-BNT162b";1
2022-02-21;"Moderna-mRNA-1273";31
2022-02-22;"Pfizer-mRNA-BNT162b";1
2022-02-22;"Moderna-mRNA-1273";37
2022-02-23;"Pfizer-mRNA-BNT162b";6
2022-02-23;"Moderna-mRNA-1273";63
2022-02-24;"Pfizer-mRNA-BNT162b";6
2022-02-24;"Moderna-mRNA-1273";58
2022-02-25;"Pfizer-mRNA-BNT162b";8
2022-02-25;"Moderna-mRNA-1273";47
2022-02-26;"Pfizer-mRNA-BNT162b";3
2022-02-26;"Moderna-mRNA-1273";21
2022-02-27;"Pfizer-mRNA-BNT162b";4
2022-02-27;"Moderna-mRNA-1273";6
2022-02-28;"Pfizer-mRNA-BNT162b";3
2022-02-28;"Moderna-mRNA-1273";29
2022-02-28;"AZ-ChAdOx1";1
2022-03-01;"Pfizer-mRNA-BNT162b";8
2022-03-01;"Moderna-mRNA-1273";29
2022-03-02;"Pfizer-mRNA-BNT162b";2
2022-03-02;"Moderna-mRNA-1273";33
2022-03-03;"Pfizer-mRNA-BNT162b";2
2022-03-03;"Moderna-mRNA-1273";43
2022-03-04;"Pfizer-mRNA-BNT162b";6
