"term";"estimate";"std.error";"statistic";"p.value"
"periodV1 14D+";-0.823053086799345;0.0338869930065854;-24.288171176457;0
"periodV2 7D+";-1.26319247080927;0.0447875624799587;-28.2040906194553;0
