"term";"estimate";"std.error";"statistic";"p.value"
"periodV3 14-60D";-0.936276002743155;0.0815272894551162;-11.4842037433197;0
"periodV3 60+";-1.1686851106921;0.0713609837125527;-16.3770880093197;0
