"term";"estimate";"std.error";"statistic";"p.value"
"periodV3 0-14D";-1.3953961574778;0.074708141101342;-18.6779665094991;0
"periodV3 14-60D";-1.39448133064714;0.0754611521038381;-18.4794598514513;0
"periodV3 60+";-1.60333004032159;0.0646082925211441;-24.8161648877638;0
