"contrast";"term";"estimate";"SE";"df";"asymp.LCL";"asymp.UCL";"trt";"ctrl";"crtl.n_events";"crtl.n_obs";"crtl.exp_time";"trt.n_events";"trt.n_obs";"trt.exp_time";"model_AIC";"model_BIC";"model_size";"model_p_value";"model_interaction_var"
"(V3 60+) - (no-vax)";"2-5yr";" -0.62692250";"   0.1771413";"Inf";"   -1.0448744";"-2.089706e-01";"V3 60+";"no-vax";"202";"31400";"1248950";"48";" 6373";" 703777";"10123.872";"10153.416";"167481";"9.637550e-01";"cancer_diagnosis_time_bin_1"
"(V3 0-14D) - (no-vax)";"< 3y";" -1.77171346";"   0.4298342";"Inf";"   -2.7858756";"-7.575513e-01";"V3 0-14D";"no-vax";"205";"33736";"1414157";" 6";"33736";" 358029";"10115.583";"10145.127";"167481";"4.134102e-01";"cancer_diagnosis_time_bin_2"
"(V3 14-60D) - (no-vax)";"< 3y";" -1.32019277";"   0.2026430";"Inf";"   -1.7983141";"-8.420715e-01";"V3 14-60D";"no-vax";"205";"33736";"1414157";"30";"18252";" 505103";"10115.583";"10145.127";"167481";"4.134102e-01";"cancer_diagnosis_time_bin_2"
"(V3 60+) - (no-vax)";"< 3y";" -0.54722778";"   0.1702266";"Inf";"   -0.9488650";"-1.455905e-01";"V3 60+";"no-vax";"205";"33736";"1414157";"54";" 7650";" 822427";"10115.583";"10145.127";"167481";"4.134102e-01";"cancer_diagnosis_time_bin_2"
"(V3 0-14D) - (no-vax)";"3-5yr";" -1.53816946";"   0.4313519";"Inf";"   -2.5559126";"-5.204263e-01";"V3 0-14D";"no-vax";"155";"20531";" 816705";" 6";"20531";" 214806";"10115.583";"10145.127";"167481";"4.134102e-01";"cancer_diagnosis_time_bin_2"
"(V3 14-60D) - (no-vax)";"3-5yr";" -1.84711584";"   0.2938110";"Inf";"   -2.5403412";"-1.153890e+00";"V3 14-60D";"no-vax";"155";"20531";" 816705";"13";"10617";" 281268";"10115.583";"10145.127";"167481";"4.134102e-01";"cancer_diagnosis_time_bin_2"
"(V3 60+) - (no-vax)";"3-5yr";" -0.70529716";"   0.2035735";"Inf";"   -1.1856139";"-2.249804e-01";"V3 60+";"no-vax";"155";"20531";" 816705";"34";" 4139";" 458999";"10115.583";"10145.127";"167481";"4.134102e-01";"cancer_diagnosis_time_bin_2"
"(V3 0-14D) - (no-vax)";"< 4y";" -1.72935634";"   0.3573313";"Inf";"   -2.5724534";"-8.862593e-01";"V3 0-14D";"no-vax";"291";"43990";"1822107";" 9";"43990";" 465236";"10118.671";"10148.215";"167481";"2.192945e-01";"cancer_diagnosis_time_bin_3"
"(V3 14-60D) - (no-vax)";"< 4y";" -1.42753926";"   0.1806414";"Inf";"   -1.8537495";"-1.001329e+00";"V3 14-60D";"no-vax";"291";"43990";"1822107";"38";"23522";" 646145";"10118.671";"10148.215";"167481";"2.192945e-01";"cancer_diagnosis_time_bin_3"
"(V3 60+) - (no-vax)";"< 4y";" -0.70756538";"   0.1562037";"Inf";"   -1.0761164";"-3.390143e-01";"V3 60+";"no-vax";"291";"43990";"1822107";"65";" 9732";"1052507";"10118.671";"10148.215";"167481";"2.192945e-01";"cancer_diagnosis_time_bin_3"
"(V3 0-14D) - (no-vax)";"4-5yr";" -1.42676163";"   0.6006218";"Inf";"   -2.8438846";"-9.638660e-03";"V3 0-14D";"no-vax";" 69";"10277";" 408755";" 3";"10277";" 107599";"10118.671";"10148.215";"167481";"2.192945e-01";"cancer_diagnosis_time_bin_3"
"(V3 14-60D) - (no-vax)";"4-5yr";" -1.98696741";"   0.4663168";"Inf";"   -3.0872077";"-8.867272e-01";"V3 14-60D";"no-vax";" 69";"10277";" 408755";" 5";" 5347";" 140226";"10118.671";"10148.215";"167481";"2.192945e-01";"cancer_diagnosis_time_bin_3"
