"term";"estimate";"std.error";"statistic";"p.value"
"periodV3 14-60D";-1.08863732414383;0.155340363825805;-7.00807760025978;2.4e-12
"periodV3 60+";-1.25653341188964;0.126023630868413;-9.97061744080074;0
