"contrast";"term";"estimate";"SE";"df";"asymp.LCL";"asymp.UCL";"trt";"ctrl";"crtl.n_events";"crtl.n_obs";"crtl.exp_time";"trt.n_events";"trt.n_obs";"trt.exp_time";"model_AIC";"model_BIC";"model_size";"model_p_value";"model_interaction_var"
"(V1 14D+) - (no-vax)";"Age < 60";" -0.7261699";"  0.16136491";"Inf";"   -1.0846924";"  -0.36764748";"V1 14D+";"no-vax";" 370";" 65884";"2740771.0";" 44";" 41001";" 583882";"70839.42";"70869.92";"355610";"9.085105e-02";"age_bin_60"
"(V2 7D+) - (no-vax)";"Age < 60";" -1.0615827";"  0.12530530";"Inf";"   -1.3399874";"  -0.78317788";"V2 7D+";"no-vax";" 370";" 65884";"2740771.0";" 78";" 20039";"1496374";"70839.42";"70869.92";"355610";"9.085105e-02";"age_bin_60"
"(V1 14D+) - (no-vax)";"Age 60+";" -1.1161306";"  0.08290314";"Inf";"   -1.3003258";"  -0.93193546";"V1 14D+";"no-vax";"2194";"133280";"4443239.0";"172";" 61191";" 917262";"70839.42";"70869.92";"355610";"9.085105e-02";"age_bin_60"
"(V2 7D+) - (no-vax)";"Age 60+";" -1.1704015";"  0.05431370";"Inf";"   -1.2910763";"  -1.04972672";"V2 7D+";"no-vax";"2194";"133280";"4443239.0";"434";" 34215";"2486317";"70839.42";"70869.92";"355610";"9.085105e-02";"age_bin_60"
"(V1 14D+) - (no-vax)";"Age < 65";" -0.9294957";"  0.12515864";"Inf";"   -1.2075747";"  -0.65141681";"V1 14D+";"no-vax";" 671";" 89469";"3669402.0";" 73";" 52806";" 890445";"70877.26";"70907.76";"355610";"3.291231e-01";"age_bin_65"
"(V2 7D+) - (no-vax)";"Age < 65";" -1.0634687";"  0.09498745";"Inf";"   -1.2745130";"  -0.85242453";"V2 7D+";"no-vax";" 671";" 89469";"3669402.0";"136";" 26294";"1910860";"70877.26";"70907.76";"355610";"3.291231e-01";"age_bin_65"
"(V1 14D+) - (no-vax)";"Age 65+";" -0.9784189";"  0.09119475";"Inf";"   -1.1810365";"  -0.77580136";"V1 14D+";"no-vax";"1893";"109695";"3514608.0";"143";" 49386";" 610699";"70877.26";"70907.76";"355610";"3.291231e-01";"age_bin_65"
"(V2 7D+) - (no-vax)";"Age 65+";" -1.2276802";"  0.05802671";"Inf";"   -1.3566046";"  -1.09875582";"V2 7D+";"no-vax";"1893";"109695";"3514608.0";"376";" 27960";"2071831";"70877.26";"70907.76";"355610";"3.291231e-01";"age_bin_65"
"(V1 14D+) - (no-vax)";"Age < 70";" -1.1171794";"  0.10830159";"Inf";"   -1.3578052";"  -0.87655371";"V1 14D+";"no-vax";"1034";"115591";"4587420.0";" 97";" 65511";"1166586";"70915.58";"70946.08";"355610";"1.313933e-03";"age_bin_70"
"(V2 7D+) - (no-vax)";"Age < 70";" -1.1495821";"  0.08065259";"Inf";"   -1.3287770";"  -0.97038726";"V2 7D+";"no-vax";"1034";"115591";"4587420.0";"187";" 32511";"2312471";"70915.58";"70946.08";"355610";"1.313933e-03";"age_bin_70"
