"term";"estimate";"std.error";"statistic";"p.value"
"periodV1 14D+";-0.783861304215261;0.0328095380723548;-23.891263037188;0
"periodV2 7D+";-1.21343120922664;0.0429208372594187;-28.2713778832531;0
