"term";"estimate";"std.error";"statistic";"p.value"
"periodV1 14D+";-0.395299747339944;0.0703675061789368;-5.61764610976465;1.9e-08
"periodV2 7D+";-0.935524466245672;0.0956578932785294;-9.77989828316292;0
