"term";"estimate";"std.error";"statistic";"p.value"
"periodV1 14D+";-0.402200441571475;0.067756106078105;-5.93600289113197;2.9e-09
"periodV2 7D+";-0.951750669764499;0.0924473858681859;-10.2950522702884;0
