"term";"estimate";"std.error";"statistic";"p.value"
"periodV1 14D+";-0.334388530604091;0.169193095407468;-1.97637220241631;0.048
"periodV2 7D+";-1.01964216476969;0.238901199443316;-4.26804958344976;2e-05
