"term";"variable";"var_class";"var_type";"var_nlevels";"contrasts";"contrasts_type";"reference_row";"estimate";"std.error";"statistic";"p.value";"conf.low";"conf.high";"n"
"periodno-vax";"period";"factor";"categorical";3;"contr.treatment";"treatment";TRUE;NA;NA;NA;NA;NA;NA;NA
"periodV1 14D+";"period";"factor";"categorical";3;"contr.treatment";"treatment";FALSE;0.358657243816277;0.0818101022287641;-12.5337589274007;4.87940135145909e-36;0.30552216399471;0.421033344553409;NA
"periodV2 7D+";"period";"factor";"categorical";3;"contr.treatment";"treatment";FALSE;0.284122562678735;0.0561013299504715;-22.4299419692652;2.00898767370768e-111;0.254537740469353;0.317146017224316;NA
