"term";"estimate";"std.error";"statistic";"p.value"
"periodV3 14-60D";-0.940799761069848;0.084583851871649;-11.1226876082382;0
"periodV3 60+";-1.17805656113853;0.0743330725765035;-15.8483501395166;0
